species,lat,lng,type,dist,dist_cum
Crataegus monogyna,50.725695,4.0859051,shrubs,0,0
Crataegus monogyna,50.7257435,4.0859824,shrubs,7.669529968017561,7.669529968017561
Crataegus monogyna,50.7257413,4.0860607,shrubs,5.523149195288027,13.192679163305588
Carpinus betulus,50.7257644,4.0861447,trees,6.453810511675571,19.646489674981158
Carpinus betulus,50.7257781,4.0861874,trees,3.37343578044951,23.01992545543067
Acer campestre,50.7257982,4.0862433,trees,4.530328022718872,27.550253478149543
Carpinus betulus,50.7258085,4.0862588,trees,1.5835774063404358,29.133830884489978
Sambucus nigra,50.7258149,4.0862777,shrubs,1.5104404998330059,30.644271384322984
Acer campestre,50.7258201,4.0863061,trees,2.0833481039769084,32.727619488299894
Carpinus betulus,50.7258318,4.0863304,trees,2.1514252655920254,34.87904475389192
Sambucus nigra,50.7258306,4.0863358,shrubs,0.40329731874387836,35.28234207263579
Crataegus monogyna,50.725844,4.0863684,shrubs,2.7390908738069144,38.02143294644271
Carpinus betulus,50.7258499,4.0863937,trees,1.899988354614623,39.92142130105733
Carpinus betulus,50.7258783,4.0864811,trees,6.922990908486327,46.844412209543655
Crataegus monogyna,50.725895,4.0865415,shrubs,4.644586943288336,51.488999152831994
Crataegus monogyna,50.7259095,4.0865886,shrubs,3.6907564909134503,55.179755643745445
Euonymus europaeus,50.7259256,4.0866491,shrubs,4.624751426584438,59.80450707032988
Carpinus betulus,50.7259392,4.0866668,trees,1.9615744505275627,61.76608152085745
Crataegus monogyna,50.7259496,4.0867039,shrubs,2.8592543348423187,64.62533585569976
Crataegus monogyna,50.7259706,4.0867735,shrubs,5.433242827192836,70.0585786828926
Crataegus monogyna,50.7259903,4.0868379,shrubs,5.040264057286219,75.09884274017882
Fagus sylvatica,50.7259997,4.0868741,trees,2.757238389364973,77.8560811295438
Crataegus monogyna,50.7260134,4.0869126,shrubs,3.112304128289656,80.96838525783345
Crataegus monogyna,50.7260233,4.0869364,shrubs,2.0068325157100446,82.97521777354349
Sambucus nigra,50.7260416,4.0870027,shrubs,5.096873473931275,88.07209124747477
Crataegus monogyna,50.7260655,4.0870698,shrubs,5.42554461777523,93.49763586525
Crataegus monogyna,50.726113,4.0872152,shrubs,11.530056487527894,105.02769235277789
Crataegus monogyna,50.7261191,4.0872311,shrubs,1.310156037759678,106.33784839053757
Crataegus monogyna,50.7261333,4.0873103,shrubs,5.800631864546823,112.13848025508439
Crataegus monogyna,50.7261568,4.0873565,shrubs,4.17644182666133,116.31492208174572
Crataegus monogyna,50.7261721,4.0874227,shrubs,4.966194025893913,121.28111610763963
Crataegus monogyna,50.7261848,4.0874508,shrubs,2.433051086007597,123.71416719364723
Crataegus monogyna,50.7262017,4.0875111,shrubs,4.647073091286648,128.36124028493387
Crataegus monogyna,50.7262249,4.0875797,shrubs,5.480748047012392,133.84198833194628
Fagus sylvatica,50.7262285,4.0875781,trees,0.4163088507722719,134.25829718271854
Crataegus monogyna,50.7262349,4.0876176,shrubs,2.873223547907224,137.13152073062577
Crataegus monogyna,50.726264,4.0876842,shrubs,5.7025984821317595,142.8341192127575
Crataegus monogyna,50.7262722,4.0877427,shrubs,4.222239398843155,147.05635861160067
Crataegus monogyna,50.7263009,4.0878062,shrubs,5.498213577838755,152.55457218943943
Crataegus monogyna,50.7262717,4.0879788,shrubs,12.589659693289187,165.14423188272863
Carpinus betulus,50.7262741,4.0879773,trees,0.2873169687272805,165.43154885145591
Crataegus monogyna,50.7262506,4.0880254,shrubs,4.281626834336901,169.7131756857928
Crataegus monogyna,50.7261924,4.0880701,shrubs,7.203945284414992,176.9171209702078
Carpinus betulus,50.7262032,4.0880744,trees,1.2398481387860598,178.15696910899385
Crataegus monogyna,50.7261764,4.0881041,shrubs,3.644270996187249,181.8012401051811
Crataegus monogyna,50.7261364,4.0881361,shrubs,4.991212973224314,186.79245307840543
Crataegus monogyna,50.7261048,4.0881873,shrubs,5.039018086245044,191.83147116465045
Fagus sylvatica,50.7260723,4.0882223,trees,4.37860490429289,196.21007606894335
Acer platanoides,50.7260512,4.0882419,trees,2.72483351093707,198.9349095798804
Ligustrum ovalifolium,50.7260443,4.0882396,shrubs,0.7850182227807434,199.71992780266118
Crataegus monogyna,50.7260198,4.088281,shrubs,3.993683996370948,203.71361179903212
Crataegus monogyna,50.7259772,4.0883172,shrubs,5.384789827063837,209.09840162609595
Ligustrum ovalifolium,50.7259792,4.0883301,shrubs,0.9359113956176613,210.03431302171361
Crataegus monogyna,50.7259453,4.0883513,shrubs,4.058679972433603,214.0929929941472
Acer platanoides,50.7259255,4.0883809,trees,3.0346385997542735,217.1276315939015
Crataegus monogyna,50.7259344,4.088386,shrubs,1.0539135879472692,218.18154518184875
Ligustrum ovalifolium,50.7259022,4.088396,shrubs,3.6530993145139248,221.83464449636267
Crataegus monogyna,50.7258703,4.0884491,shrubs,5.1586802541911565,226.99332475055385
Crataegus monogyna,50.7258655,4.0884468,shrubs,0.5583741197434782,227.55169887029732
Crataegus monogyna,50.7258519,4.088479,shrubs,2.727785961408099,230.27948483170542
Crataegus monogyna,50.7258209,4.0885006,shrubs,3.7716848587004703,234.05116969040589
Crataegus monogyna,50.7258012,4.0885261,shrubs,2.835184248504778,236.88635393891067
Crataegus monogyna,50.7257417,4.0885742,shrubs,7.44042685903487,244.32678079794553
Crataegus monogyna,50.7257317,4.0886006,shrubs,2.167998188912966,246.4947789868585
Crataegus monogyna,50.7256912,4.0886531,shrubs,5.832085518032235,252.32686450489075
Acer pseudoplatanus,50.7256561,4.0886905,trees,4.713086428097189,257.03995093298795
Crataegus monogyna,50.725652,4.0887049,shrubs,1.1126709262664023,258.15262185925434
Crataegus monogyna,50.7255698,4.0887669,shrubs,10.140013160382907,268.29263501963726
Crataegus monogyna,50.72556,4.0887982,shrubs,2.4607275375909943,270.75336255722823
Acer platanoides,50.7255609,4.0887961,trees,0.17870981524482546,270.93207237247304
Sambucus nigra,50.725504,4.0888469,shrubs,7.275698825850304,278.20777119832337
Crataegus monogyna,50.725497,4.0888487,shrubs,0.789492879109837,278.9972640774332
Crataegus monogyna,50.725472,4.0888991,shrubs,4.512123675172775,283.50938775260596
Crataegus monogyna,50.7254468,4.0889199,shrubs,3.1651056610834942,286.67449341368945
Quercus robur,50.7254305,4.0889425,trees,2.4142987764351456,289.0887921901246
Crataegus monogyna,50.7254187,4.0889626,shrubs,1.931774902660068,291.0205670927847
Carpinus betulus,50.7253823,4.0889907,trees,4.5100000238972715,295.53056711668194
Crataegus monogyna,50.7253864,4.0889923,shrubs,0.4701306495529613,296.0006977662349
Fagus sylvatica,50.7253512,4.0890244,trees,4.524509126608268,300.5252068928432
Carpinus betulus,50.7253131,4.0890625,trees,5.019663864013184,305.54487075685637
Carpinus betulus,50.7253036,4.0890756,trees,1.4037767894263635,306.9486475462827
Carpinus betulus,50.7252671,4.0891215,trees,5.193421636071329,312.1420691823541
Sambucus nigra,50.7252334,4.0891596,shrubs,4.61325922778398,316.755328410138
Carpinus betulus,50.7252289,4.0891674,trees,0.7436858757064724,317.4990142858445
Carpinus betulus,50.7251986,4.0892081,trees,4.427538448755798,321.9265527346003
Carpinus betulus,50.7251656,4.0892506,trees,4.739697871889546,326.6662506064898
Carpinus betulus,50.7251366,4.0892756,trees,3.6776953634420635,330.3439459699319
Crataegus monogyna,50.7251127,4.0893025,shrubs,3.2667871804995174,333.61073315043143
Carpinus betulus,50.7250949,4.0893256,trees,2.5644103276542682,336.1751434780857
Rosa spec.,50.7250731,4.0893538,shrubs,3.1366155195845495,339.31175899767027
Crataegus monogyna,50.7250252,4.0894144,shrubs,6.831500237157487,346.1432592348277
Carpinus betulus,50.7250177,4.0894228,trees,1.023452083521369,347.1667113183491
Carpinus betulus,50.7249691,4.0894706,trees,6.373072799223334,353.5397841175724
Rosa spec.,50.7249449,4.0894971,shrubs,3.2779058327898034,356.81768995036225
Carpinus betulus,50.7249288,4.0895155,trees,2.212112210344241,359.0298021607065
Ligustrum ovalifolium,50.7248849,4.0895632,shrubs,5.931377450755999,364.9611796114625
Rosa spec.,50.7248545,4.0895885,shrubs,3.8250410932987395,368.7862207047612
Carpinus betulus,50.724816,4.0896332,trees,5.318902464489043,374.10512316925025
Ligustrum ovalifolium,50.7248087,4.0896459,shrubs,1.2088623230276383,375.3139854922779
Acer pseudoplatanus,50.7247886,4.0896557,trees,2.3416756752562113,377.6556611675341
Crataegus monogyna,50.7247827,4.0896612,shrubs,0.7626206244382837,378.4182817919724
Crataegus monogyna,50.7247693,4.0896893,shrubs,2.4791883141930353,380.89747010616543
