Name,RecordingGivid,UserReference,Observer,QualifierType,Q1Code,Q1Description,Q2Code,Q2Description,Q3Code,Q3Description,Elucidation,NotSure,ParentID,QualifierResource
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"1,20",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,40",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,40",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),5,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),50,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100407203298,LI_ASP_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,62",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,62",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,75",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,62",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),30,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110513274182,LI_ASP_002_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,,"0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,55",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,BoOev,bomen tot op de oever,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),15,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082913333356,LI_BEG_002_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,02",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,02",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),80,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,02",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019083014205073,LI_LUY_001_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),45,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,BoOev,bomen tot op de oever,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102914385814,LI_MAT_010_3130a_19,Dipper Pines & Wendy,MQ,B,Recent,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),90,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2020040813400970,LI_MLV_013_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913170487,LI_MLV_020_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,55",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,55",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,55",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),75,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080913310713,LI_MLV_025_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),1,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,BoOev,bomen tot op de oever,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,90",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,15",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110514294765,LI_TEU_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110515035863,LI_VOB_002_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),85,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,80",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),33,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082910171726,LI_WIK_009_3130a_19,Dipper Pines & Mabel Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,70",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100112032024,VB_VOR_004_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),70,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),<1,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019111309075445,WV_POB_001_3130a_19,Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
