gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1058581247	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231T	Animalia	Annelida	Polychaeta		Capitellidae	Capitella	Capitella capitata		SPECIES	Psammoryctides barbatus (Grube, 1861)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	51.05175	4.39107	707.0						1998-06-09T00:00:00Z	9	6	1998	2308425	2318015	HUMAN_OBSERVATION	INBO		BFN001790000231T		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.763Z		
1058581246	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231S	Animalia	Annelida	Clitellata	Enchytraeida	Randiellidae	Dero	Dero digitata		SPECIES	Dero digitata (Mueller, 1773)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	50.90139	4.85591	707.0						1999-05-31T00:00:00Z	31	5	1999	2308139	2308139	HUMAN_OBSERVATION	INBO		BFN001790000231S		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.746Z		
1058581245	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN0017900002322	Animalia	Annelida	Clitellata	Enchytraeida	Randiellidae	Dero	Dero obtusa		SPECIES	Dero obtusa D'udekem, 1855	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	51.20381	2.8497	707.0						1999-09-01T00:00:00Z	1	9	1999	2308141	2308141	HUMAN_OBSERVATION	INBO		BFN0017900002322		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.825Z		
1058581244	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231N	Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Limnodrilus	Limnodrilus claparedeianus		SPECIES	Limnodrilus claparedeianus Ratzel, 1868	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	50.95915	3.67634	707.0						1999-06-22T00:00:00Z	22	6	1999	4812410	4812410	HUMAN_OBSERVATION	INBO		BFN001790000231N		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.766Z		
1058581243	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231P	Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Quistadrilus	Quistadrilus multisetosus		SPECIES	Quistadrilus multisetosus (Smith, 1900)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	51.05452	4.13431	707.0						1999-06-01T00:00:00Z	1	6	1999	4410088	4410088	HUMAN_OBSERVATION	INBO		BFN001790000231P		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.746Z		
1058581242	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231M	Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Ophidonais	Ophidonais serpentina		SPECIES	Ophidonais serpentina (O.F.Müller, 1773)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	50.95915	3.67634	707.0						1999-06-22T00:00:00Z	22	6	1999	2308038	2308038	HUMAN_OBSERVATION	INBO		BFN001790000231M		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.757Z		
1058581241	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN0017900002325	Animalia	Annelida	Clitellata	Enchytraeida	Randiellidae	Dero	Dero digitata		SPECIES	Dero digitata (Mueller, 1773)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	51.1499	3.10723	707.0						1999-09-01T00:00:00Z	1	9	1999	2308139	2308139	HUMAN_OBSERVATION	INBO		BFN0017900002325		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.799Z		
1058581240	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN0017900002328	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus	Lumbriculus variegatus		SPECIES	Lumbriculus variegatus (Müller, 1774)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	50.85899	5.22369	707.0						1998-06-23T00:00:00Z	23	6	1998	2308023	2308023	HUMAN_OBSERVATION	INBO		BFN0017900002328		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.793Z		
1058581239	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000232C	Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Limnodrilus	Limnodrilus udekemianus		SPECIES	Limnodrilus udekemianus Claparède, 1862	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	50.85899	5.22369	707.0						1998-06-23T00:00:00Z	23	6	1998	2308552	2308552	HUMAN_OBSERVATION	INBO		BFN001790000232C		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.817Z		
1058581238	66178162-01dc-4133-9b3c-83265481c383	INBO:NBN:BFN001790000231J	Animalia	Annelida	Clitellata	Enchytraeida	Randiellidae	Dero	Dero digitata		SPECIES	Dero digitata (Mueller, 1773)	BE		1cd669d0-80ea-11de-a9d0-f1765f95f18b	51.10053	4.02118	707.0						1999-07-09T00:00:00Z	9	7	1999	2308139	2308139	HUMAN_OBSERVATION	INBO		BFN001790000231J		Jan Soors		CC0_1_0	INBO	Jo Packet			2018-12-07T12:06:40.743Z		
