gbifID	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	individualCount	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	day	month	year	taxonKey	speciesKey	license	rightsHolder	datasetKey
3924078487	586542:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.32955	4.49264	30	5	10	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3924078477	587658:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		50.77833	3.99323	30	10	10	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913994169	580690:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.33111	4.48912	30	30	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913994148	574067:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.00771	4.99606	30	13	7	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993970	581920:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		50.981	4.846	30	23	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993947	580314:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.32949	4.49502	30	26	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993937	580527:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		50.98768	5.08363	30	25	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993747	577028:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.02053	5.07273	30	8	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993707	573246:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.00976	5.04453	30	8	7	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993668	577566:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.00429	5.00904	30	10	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993634	584384:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.02973	5.19445	30	22	9	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993560	577567:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.00686	4.99739	30	10	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993559	577227:8f553b6ac2d3af6c2b9a92ff2b8f4209	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum	Myriophyllum aquaticum	SPECIES	Myriophyllum aquaticum (Vell.) Verdc.		51.32954	4.49399	30	9	8	2022	5361785	5361785	CC0_1_0	VMM	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
