province,location,year,latinName,commonName,counts,catched,adult,pulli,not_catched
Antwerpen,Wuustwezel,2013,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Wuustwezel,2013,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Wuustwezel,2016,Alopochen aegyptiacus,Nijlgans,0,,,,
Antwerpen,Wuustwezel,2016,Anser albifrons,Kolgans,0,,,,
Antwerpen,Wuustwezel,2016,Anser anser,Grauwe gans,8,,,,
Antwerpen,Wuustwezel,2016,Anser anser forma domesticus,Soepgans,0,,,,
Antwerpen,Wuustwezel,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Wuustwezel,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Wuustwezel,2016,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Wuustwezel,2016,Anser indicus,Indische gans,0,,,,
Antwerpen,Wuustwezel,2016,Branta canadensis,Canadese gans,67,,,,
Antwerpen,Wuustwezel,2016,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Wuustwezel,2016,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Wuustwezel,2016,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Wuustwezel,2017,Alopochen aegyptiacus,Nijlgans,7,,,,
Antwerpen,Wuustwezel,2017,Anser albifrons,Kolgans,0,,,,
Antwerpen,Wuustwezel,2017,Anser anser,Grauwe gans,0,,,,
Antwerpen,Wuustwezel,2017,Anser anser forma domesticus,Soepgans,0,,,,
Antwerpen,Wuustwezel,2017,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Wuustwezel,2017,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Wuustwezel,2017,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Wuustwezel,2017,Anser indicus,Indische gans,0,,,,
Antwerpen,Wuustwezel,2017,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Wuustwezel,2017,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Wuustwezel,2017,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Wuustwezel,2017,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Wuustwezel,2018,Alopochen aegyptiacus,Nijlgans,10,,,,
Antwerpen,Wuustwezel,2018,Anser albifrons,Kolgans,0,,,,
Antwerpen,Wuustwezel,2018,Anser anser,Grauwe gans,6,,,,
Antwerpen,Wuustwezel,2018,Anser anser forma domesticus,Soepgans,0,,,,
Antwerpen,Wuustwezel,2018,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Wuustwezel,2018,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Wuustwezel,2018,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Wuustwezel,2018,Anser indicus,Indische gans,0,,,,
Antwerpen,Wuustwezel,2018,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Wuustwezel,2018,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Wuustwezel,2018,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Wuustwezel,2018,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Zandhoven,2013,Alopochen aegyptiacus,Nijlgans,2,,,,
Antwerpen,Zandhoven,2013,Anser albifrons,Kolgans,0,,,,
Antwerpen,Zandhoven,2013,Anser anser,Grauwe gans,0,,,,
Antwerpen,Zandhoven,2013,Anser anser forma domesticus,Soepgans,0,,,,
Antwerpen,Zandhoven,2013,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Zandhoven,2013,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Zandhoven,2013,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Zandhoven,2013,Anser indicus,Indische gans,0,,,,
Antwerpen,Zandhoven,2013,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Zandhoven,2013,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Zandhoven,2013,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Zandhoven,2013,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Zandhoven,2015,Alopochen aegyptiacus,Nijlgans,0,,,,
Antwerpen,Zandhoven,2015,Anser albifrons,Kolgans,0,,,,
Antwerpen,Zandhoven,2015,Anser anser,Grauwe gans,0,,,,
Antwerpen,Zandhoven,2015,Anser anser forma domesticus,Soepgans,2,,,,
Antwerpen,Zandhoven,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Zandhoven,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Zandhoven,2015,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Zandhoven,2015,Anser indicus,Indische gans,0,,,,
Antwerpen,Zandhoven,2015,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Zandhoven,2015,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Zandhoven,2015,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Zandhoven,2015,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Zandhoven,2016,Alopochen aegyptiacus,Nijlgans,1,,,,
Antwerpen,Zandhoven,2016,Anser albifrons,Kolgans,0,,,,
Antwerpen,Zandhoven,2016,Anser anser,Grauwe gans,0,,,,
Antwerpen,Zandhoven,2016,Anser anser forma domesticus,Soepgans,1,,,,
Antwerpen,Zandhoven,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Zandhoven,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Zandhoven,2016,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Zandhoven,2016,Anser indicus,Indische gans,0,,,,
Antwerpen,Zandhoven,2016,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Zandhoven,2016,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Zandhoven,2016,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Zandhoven,2016,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Zandhoven,2017,Alopochen aegyptiacus,Nijlgans,7,,,,
Antwerpen,Zandhoven,2017,Anser albifrons,Kolgans,0,,,,
Antwerpen,Zandhoven,2017,Anser anser,Grauwe gans,0,,,,
Antwerpen,Zandhoven,2017,Anser anser forma domesticus,Soepgans,1,,,,
Antwerpen,Zandhoven,2017,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Zandhoven,2017,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Zandhoven,2017,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Zandhoven,2017,Anser indicus,Indische gans,0,,,,
Antwerpen,Zandhoven,2017,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Zandhoven,2017,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Zandhoven,2017,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Zandhoven,2017,Chloephaga picta,Magelhaengans,0,,,,
Antwerpen,Zandhoven,2018,Alopochen aegyptiacus,Nijlgans,8,,,,
Antwerpen,Zandhoven,2018,Anser albifrons,Kolgans,0,,,,
Antwerpen,Zandhoven,2018,Anser anser,Grauwe gans,0,,,,
Antwerpen,Zandhoven,2018,Anser anser forma domesticus,Soepgans,0,,,,
Antwerpen,Zandhoven,2018,Anser brachyrhynchus,Kleine rietgans,0,,,,
Antwerpen,Zandhoven,2018,Anser cygnoides forma domestica,Zwaangans,0,,,,
Antwerpen,Zandhoven,2018,Anser erythropus,Dwerggans,0,,,,
Antwerpen,Zandhoven,2018,Anser indicus,Indische gans,0,,,,
Antwerpen,Zandhoven,2018,Branta canadensis,Canadese gans,0,,,,
Antwerpen,Zandhoven,2018,Branta leucopsis,Brandgans,0,,,,
Antwerpen,Zandhoven,2018,Branta ruficollis,Roodhalsgans,0,,,,
Antwerpen,Zandhoven,2018,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Beringen,2013,Alopochen aegyptiacus,Nijlgans,6,,,,
Limburg,Beringen,2013,Anser albifrons,Kolgans,0,,,,
Limburg,Beringen,2013,Anser anser,Grauwe gans,0,,,,
Limburg,Beringen,2013,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Beringen,2013,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Beringen,2013,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Beringen,2013,Anser erythropus,Dwerggans,0,,,,
Limburg,Beringen,2013,Anser indicus,Indische gans,0,,,,
Limburg,Beringen,2013,Branta canadensis,Canadese gans,42,,,,
Limburg,Beringen,2013,Branta leucopsis,Brandgans,0,,,,
Limburg,Beringen,2013,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Beringen,2013,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Beringen,2014,Alopochen aegyptiacus,Nijlgans,29,,,,
Limburg,Beringen,2014,Anser albifrons,Kolgans,0,,,,
Limburg,Beringen,2014,Anser anser,Grauwe gans,0,,,,
Limburg,Beringen,2014,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Beringen,2014,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Beringen,2014,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Beringen,2014,Anser erythropus,Dwerggans,0,,,,
Limburg,Beringen,2014,Anser indicus,Indische gans,0,,,,
Limburg,Beringen,2014,Branta canadensis,Canadese gans,86,,,,
Limburg,Beringen,2014,Branta leucopsis,Brandgans,161,,,,
Limburg,Beringen,2014,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Beringen,2014,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Beringen,2015,Alopochen aegyptiacus,Nijlgans,5,,,,
Limburg,Beringen,2015,Anser albifrons,Kolgans,0,,,,
Limburg,Beringen,2015,Anser anser,Grauwe gans,0,,,,
Limburg,Beringen,2015,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Beringen,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Beringen,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Beringen,2015,Anser erythropus,Dwerggans,0,,,,
Limburg,Beringen,2015,Anser indicus,Indische gans,0,,,,
Limburg,Beringen,2015,Branta canadensis,Canadese gans,0,,,,
Limburg,Beringen,2015,Branta leucopsis,Brandgans,50,,,,
Limburg,Beringen,2015,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Beringen,2015,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Beringen,2016,Alopochen aegyptiacus,Nijlgans,4,,,,
Limburg,Beringen,2016,Anser albifrons,Kolgans,0,,,,
Limburg,Beringen,2016,Anser anser,Grauwe gans,0,,,,
Limburg,Beringen,2016,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Beringen,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Beringen,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Beringen,2016,Anser erythropus,Dwerggans,0,,,,
Limburg,Beringen,2016,Anser indicus,Indische gans,0,,,,
Limburg,Beringen,2016,Branta canadensis,Canadese gans,59,,,,
Limburg,Beringen,2016,Branta leucopsis,Brandgans,133,,,,
Limburg,Beringen,2016,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Beringen,2016,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2013,Alopochen aegyptiacus,Nijlgans,3,,,,
Limburg,Bree,2013,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2013,Anser anser,Grauwe gans,77,,,,
Limburg,Bree,2013,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2013,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2013,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2013,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2013,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2013,Branta canadensis,Canadese gans,0,,,,
Limburg,Bree,2013,Branta leucopsis,Brandgans,0,,,,
Limburg,Bree,2013,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2013,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2014,Alopochen aegyptiacus,Nijlgans,3,,,,
Limburg,Bree,2014,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2014,Anser anser,Grauwe gans,90,,,,
Limburg,Bree,2014,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2014,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2014,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2014,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2014,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2014,Branta canadensis,Canadese gans,0,,,,
Limburg,Bree,2014,Branta leucopsis,Brandgans,0,,,,
Limburg,Bree,2014,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2014,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2015,Alopochen aegyptiacus,Nijlgans,3,,,,
Limburg,Bree,2015,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2015,Anser anser,Grauwe gans,122,,,,
Limburg,Bree,2015,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2015,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2015,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2015,Branta canadensis,Canadese gans,23,,,,
Limburg,Bree,2015,Branta leucopsis,Brandgans,5,,,,
Limburg,Bree,2015,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2015,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2016,Alopochen aegyptiacus,Nijlgans,2,,,,
Limburg,Bree,2016,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2016,Anser anser,Grauwe gans,163,,,,
Limburg,Bree,2016,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2016,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2016,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2016,Branta canadensis,Canadese gans,3,,,,
Limburg,Bree,2016,Branta leucopsis,Brandgans,0,,,,
Limburg,Bree,2016,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2016,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2017,Alopochen aegyptiacus,Nijlgans,0,,,,
Limburg,Bree,2017,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2017,Anser anser,Grauwe gans,140,,,,
Limburg,Bree,2017,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2017,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2017,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2017,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2017,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2017,Branta canadensis,Canadese gans,0,,,,
Limburg,Bree,2017,Branta leucopsis,Brandgans,0,,,,
Limburg,Bree,2017,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2017,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Bree,2018,Alopochen aegyptiacus,Nijlgans,1,,,,
Limburg,Bree,2018,Anser albifrons,Kolgans,0,,,,
Limburg,Bree,2018,Anser anser,Grauwe gans,349,,,,
Limburg,Bree,2018,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Bree,2018,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Bree,2018,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Bree,2018,Anser erythropus,Dwerggans,0,,,,
Limburg,Bree,2018,Anser indicus,Indische gans,0,,,,
Limburg,Bree,2018,Branta canadensis,Canadese gans,36,,,,
Limburg,Bree,2018,Branta leucopsis,Brandgans,0,,,,
Limburg,Bree,2018,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Bree,2018,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2013,Alopochen aegyptiacus,Nijlgans,133,,,,
Limburg,Dilsen-Stokkem,2013,Anser albifrons,Kolgans,1,,,,
Limburg,Dilsen-Stokkem,2013,Anser anser,Grauwe gans,429,,,,
Limburg,Dilsen-Stokkem,2013,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2013,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2013,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2013,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2013,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2013,Branta canadensis,Canadese gans,13,,,,
Limburg,Dilsen-Stokkem,2013,Branta leucopsis,Brandgans,68,,,,
Limburg,Dilsen-Stokkem,2013,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2013,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2014,Alopochen aegyptiacus,Nijlgans,211,,,,
Limburg,Dilsen-Stokkem,2014,Anser albifrons,Kolgans,0,,,,
Limburg,Dilsen-Stokkem,2014,Anser anser,Grauwe gans,496,,,,
Limburg,Dilsen-Stokkem,2014,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2014,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2014,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2014,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2014,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2014,Branta canadensis,Canadese gans,0,,,,
Limburg,Dilsen-Stokkem,2014,Branta leucopsis,Brandgans,118,,,,
Limburg,Dilsen-Stokkem,2014,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2014,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2015,Alopochen aegyptiacus,Nijlgans,169,,,,
Limburg,Dilsen-Stokkem,2015,Anser albifrons,Kolgans,0,,,,
Limburg,Dilsen-Stokkem,2015,Anser anser,Grauwe gans,157,,,,
Limburg,Dilsen-Stokkem,2015,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2015,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2015,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2015,Branta canadensis,Canadese gans,8,,,,
Limburg,Dilsen-Stokkem,2015,Branta leucopsis,Brandgans,114,,,,
Limburg,Dilsen-Stokkem,2015,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2015,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2016,Alopochen aegyptiacus,Nijlgans,245,,,,
Limburg,Dilsen-Stokkem,2016,Anser albifrons,Kolgans,0,,,,
Limburg,Dilsen-Stokkem,2016,Anser anser,Grauwe gans,484,,,,
Limburg,Dilsen-Stokkem,2016,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2016,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2016,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2016,Branta canadensis,Canadese gans,0,,,,
Limburg,Dilsen-Stokkem,2016,Branta leucopsis,Brandgans,80,,,,
Limburg,Dilsen-Stokkem,2016,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2016,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2017,Alopochen aegyptiacus,Nijlgans,166,,,,
Limburg,Dilsen-Stokkem,2017,Anser albifrons,Kolgans,0,,,,
Limburg,Dilsen-Stokkem,2017,Anser anser,Grauwe gans,402,,,,
Limburg,Dilsen-Stokkem,2017,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2017,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2017,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2017,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2017,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2017,Branta canadensis,Canadese gans,0,,,,
Limburg,Dilsen-Stokkem,2017,Branta leucopsis,Brandgans,9,,,,
Limburg,Dilsen-Stokkem,2017,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2017,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Dilsen-Stokkem,2018,Alopochen aegyptiacus,Nijlgans,61,,,,
Limburg,Dilsen-Stokkem,2018,Anser albifrons,Kolgans,0,,,,
Limburg,Dilsen-Stokkem,2018,Anser anser,Grauwe gans,168,,,,
Limburg,Dilsen-Stokkem,2018,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Dilsen-Stokkem,2018,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Dilsen-Stokkem,2018,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Dilsen-Stokkem,2018,Anser erythropus,Dwerggans,0,,,,
Limburg,Dilsen-Stokkem,2018,Anser indicus,Indische gans,0,,,,
Limburg,Dilsen-Stokkem,2018,Branta canadensis,Canadese gans,4,,,,
Limburg,Dilsen-Stokkem,2018,Branta leucopsis,Brandgans,19,,,,
Limburg,Dilsen-Stokkem,2018,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Dilsen-Stokkem,2018,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Genk,2013,Alopochen aegyptiacus,Nijlgans,2,,,,
Limburg,Genk,2013,Anser albifrons,Kolgans,0,,,,
Limburg,Genk,2013,Anser anser,Grauwe gans,40,,,,
Limburg,Genk,2013,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Genk,2013,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Genk,2013,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Genk,2013,Anser erythropus,Dwerggans,0,,,,
Limburg,Genk,2013,Anser indicus,Indische gans,0,,,,
Limburg,Genk,2013,Branta canadensis,Canadese gans,0,,,,
Limburg,Genk,2013,Branta leucopsis,Brandgans,0,,,,
Limburg,Genk,2013,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Genk,2013,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Genk,2014,Alopochen aegyptiacus,Nijlgans,0,,,,
Limburg,Genk,2014,Anser albifrons,Kolgans,0,,,,
Limburg,Genk,2014,Anser anser,Grauwe gans,9,,,,
Limburg,Genk,2014,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Genk,2014,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Genk,2014,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Genk,2014,Anser erythropus,Dwerggans,0,,,,
Limburg,Genk,2014,Anser indicus,Indische gans,0,,,,
Limburg,Genk,2014,Branta canadensis,Canadese gans,0,,,,
Limburg,Genk,2014,Branta leucopsis,Brandgans,0,,,,
Limburg,Genk,2014,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Genk,2014,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Genk,2015,Alopochen aegyptiacus,Nijlgans,4,,,,
Limburg,Genk,2015,Anser albifrons,Kolgans,0,,,,
Limburg,Genk,2015,Anser anser,Grauwe gans,164,,,,
Limburg,Genk,2015,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Genk,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Genk,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Genk,2015,Anser erythropus,Dwerggans,0,,,,
Limburg,Genk,2015,Anser indicus,Indische gans,0,,,,
Limburg,Genk,2015,Branta canadensis,Canadese gans,3,,,,
Limburg,Genk,2015,Branta leucopsis,Brandgans,0,,,,
Limburg,Genk,2015,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Genk,2015,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Genk,2016,Alopochen aegyptiacus,Nijlgans,10,,,,
Limburg,Genk,2016,Anser albifrons,Kolgans,0,,,,
Limburg,Genk,2016,Anser anser,Grauwe gans,57,,,,
Limburg,Genk,2016,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Genk,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Genk,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Genk,2016,Anser erythropus,Dwerggans,0,,,,
Limburg,Genk,2016,Anser indicus,Indische gans,0,,,,
Limburg,Genk,2016,Branta canadensis,Canadese gans,0,,,,
Limburg,Genk,2016,Branta leucopsis,Brandgans,0,,,,
Limburg,Genk,2016,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Genk,2016,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Hamont-Achel,2015,Alopochen aegyptiacus,Nijlgans,0,,,,
Limburg,Hamont-Achel,2015,Anser albifrons,Kolgans,0,,,,
Limburg,Hamont-Achel,2015,Anser anser,Grauwe gans,0,,,,
Limburg,Hamont-Achel,2015,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Hamont-Achel,2015,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Hamont-Achel,2015,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Hamont-Achel,2015,Anser erythropus,Dwerggans,0,,,,
Limburg,Hamont-Achel,2015,Anser indicus,Indische gans,0,,,,
Limburg,Hamont-Achel,2015,Branta canadensis,Canadese gans,15,,,,
Limburg,Hamont-Achel,2015,Branta leucopsis,Brandgans,71,,,,
Limburg,Hamont-Achel,2015,Branta ruficollis,Roodhalsgans,0,,,,
Limburg,Hamont-Achel,2015,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Hamont-Achel,2016,Alopochen aegyptiacus,Nijlgans,0,,,,
Limburg,Hamont-Achel,2016,Anser albifrons,Kolgans,0,,,,
Limburg,Hamont-Achel,2016,Anser anser,Grauwe gans,0,,,,
Limburg,Hamont-Achel,2016,Anser anser forma domesticus,Soepgans,0,,,,
Limburg,Hamont-Achel,2016,Anser brachyrhynchus,Kleine rietgans,0,,,,
Limburg,Hamont-Achel,2016,Anser cygnoides forma domestica,Zwaangans,0,,,,
Limburg,Hamont-Achel,2016,Anser erythropus,Dwerggans,0,,,,
Limburg,Hamont-Achel,2016,Anser indicus,Indische gans,0,,,,
Limburg,Hamont-Achel,2016,Branta canadensis,Canadese gans,0,,,,
Limburg,Hamont-Achel,2016,Branta leucopsis,Brandgans,47,,,,
Limburg,Hamont-Achel,2016,Branta ruficollis,Roodhalsgans,47,,,,
Limburg,Hamont-Achel,2016,Chloephaga picta,Magelhaengans,0,,,,
Limburg,Hamont-Achel,2017,Alopochen aegyptiacus,Nijlgans,4,,,,
Limburg,Hamont-Achel,2017,Anser albifrons,Kolgans,0,,,,
