gbifID	occurrenceStatus	species	speciesKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	year	datasetKey
3944670699	PRESENT	Heracleum mantegazzianum	3034825	50.83644	3.59554	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670697	PRESENT	Heracleum mantegazzianum	3034825	50.83637	3.5955	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670696	PRESENT	Heracleum mantegazzianum	3034825	50.83623	3.59517	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670695	PRESENT	Heracleum mantegazzianum	3034825	50.83613	3.59482	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670694	PRESENT	Heracleum mantegazzianum	3034825	50.83602	3.59432	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670693	PRESENT	Heracleum mantegazzianum	3034825	50.83586	3.59385	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670692	PRESENT	Heracleum mantegazzianum	3034825	50.85998	3.79562	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670687	PRESENT	Heracleum mantegazzianum	3034825	50.86028	3.79744	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670686	PRESENT	Heracleum mantegazzianum	3034825	50.86022	3.79733	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670683	PRESENT	Heracleum mantegazzianum	3034825	50.83963	3.59551	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670682	PRESENT	Heracleum mantegazzianum	3034825	50.84034	3.59438	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670681	PRESENT	Heracleum mantegazzianum	3034825	50.85986	3.79628	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670680	PRESENT	Heracleum mantegazzianum	3034825	50.83704	3.59757	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670679	PRESENT	Heracleum mantegazzianum	3034825	50.83694	3.59732	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670678	PRESENT	Heracleum mantegazzianum	3034825	50.85986	3.79611	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670677	PRESENT	Heracleum mantegazzianum	3034825	50.83675	3.5967	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670675	PRESENT	Heracleum mantegazzianum	3034825	50.87139	3.60587	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670673	PRESENT	Heracleum mantegazzianum	3034825	50.87147	3.6063	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670671	PRESENT	Heracleum mantegazzianum	3034825	50.87153	3.60635	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670669	PRESENT	Heracleum mantegazzianum	3034825	50.8715	3.60632	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670667	PRESENT	Heracleum mantegazzianum	3034825	50.87146	3.60631	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670664	PRESENT	Heracleum mantegazzianum	3034825	50.87147	3.60492	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670663	PRESENT	Heracleum mantegazzianum	3034825	50.8715	3.60482	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670661	PRESENT	Heracleum mantegazzianum	3034825	50.87149	3.60467	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670660	PRESENT	Heracleum mantegazzianum	3034825	51.13748	3.39809	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670659	PRESENT	Heracleum mantegazzianum	3034825	50.93571	4.00109	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670655	PRESENT	Heracleum mantegazzianum	3034825	50.95312	3.95706	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670652	PRESENT	Heracleum mantegazzianum	3034825	51.03817	4.11793	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670643	PRESENT	Heracleum mantegazzianum	3034825	51.1481	3.9079	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670640	PRESENT	Heracleum mantegazzianum	3034825	50.84003	3.59219	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670638	PRESENT	Heracleum mantegazzianum	3034825	50.83998	3.59204	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670636	PRESENT	Heracleum mantegazzianum	3034825	50.84021	3.59184	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670634	PRESENT	Heracleum mantegazzianum	3034825	50.8399	3.59149	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670632	PRESENT	Heracleum mantegazzianum	3034825	50.83984	3.59095	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670630	PRESENT	Heracleum mantegazzianum	3034825	50.83974	3.59032	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670628	PRESENT	Heracleum mantegazzianum	3034825	50.83961	3.58952	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670626	PRESENT	Heracleum mantegazzianum	3034825	50.83935	3.58885	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670618	PRESENT	Heracleum mantegazzianum	3034825	50.84032	3.59413	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670617	PRESENT	Heracleum mantegazzianum	3034825	51.00228	4.08193	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670616	PRESENT	Heracleum mantegazzianum	3034825	50.84051	3.59465	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670615	PRESENT	Heracleum mantegazzianum	3034825	50.84049	3.59441	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670613	PRESENT	Heracleum mantegazzianum	3034825	50.83857	3.587	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670610	PRESENT	Heracleum mantegazzianum	3034825	50.8384	3.58655	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670608	PRESENT	Heracleum mantegazzianum	3034825	50.83822	3.58613	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670606	PRESENT	Heracleum mantegazzianum	3034825	50.8381	3.58584	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670604	PRESENT	Heracleum mantegazzianum	3034825	50.87148	3.60626	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670603	PRESENT	Heracleum mantegazzianum	3034825	50.7801	3.57605	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670601	PRESENT	Heracleum mantegazzianum	3034825	50.87145	3.6047	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670599	PRESENT	Heracleum mantegazzianum	3034825	50.87143	3.60489	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670597	PRESENT	Heracleum mantegazzianum	3034825	50.87141	3.60478	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670596	PRESENT	Heracleum mantegazzianum	3034825	50.83897	3.5879	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670595	PRESENT	Heracleum mantegazzianum	3034825	50.83869	3.58733	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670594	PRESENT	Heracleum mantegazzianum	3034825	51.07492	3.71868	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670591	PRESENT	Heracleum mantegazzianum	3034825	50.81766	3.98306	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670589	PRESENT	Heracleum mantegazzianum	3034825	50.83918	3.58843	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670585	PRESENT	Heracleum mantegazzianum	3034825	51.07066	3.77527	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670581	PRESENT	Heracleum mantegazzianum	3034825	51.14762	3.83186	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670580	PRESENT	Heracleum mantegazzianum	3034825	51.14741	3.82991	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670577	PRESENT	Heracleum mantegazzianum	3034825	51.16434	3.42746	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670575	PRESENT	Heracleum mantegazzianum	3034825	51.14765	3.83238	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670574	PRESENT	Heracleum mantegazzianum	3034825	50.84124	3.93884	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670573	PRESENT	Heracleum mantegazzianum	3034825	50.77034	3.46565	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670572	PRESENT	Heracleum mantegazzianum	3034825	50.84164	3.93866	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670571	PRESENT	Heracleum mantegazzianum	3034825	50.84155	3.93872	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670569	PRESENT	Heracleum mantegazzianum	3034825	51.16471	3.42592	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670568	PRESENT	Heracleum mantegazzianum	3034825	51.16462	3.42597	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670567	PRESENT	Heracleum mantegazzianum	3034825	51.1644	3.42564	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670566	PRESENT	Heracleum mantegazzianum	3034825	51.16487	3.42617	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670565	PRESENT	Heracleum mantegazzianum	3034825	51.16436	3.4273	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670564	PRESENT	Heracleum mantegazzianum	3034825	51.16482	3.42613	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670563	PRESENT	Heracleum mantegazzianum	3034825	51.16457	3.42562	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670562	PRESENT	Heracleum mantegazzianum	3034825	51.00217	3.48544	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670561	PRESENT	Heracleum mantegazzianum	3034825	51.18396	3.60432	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670560	PRESENT	Heracleum mantegazzianum	3034825	51.04217	4.15978	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670559	PRESENT	Heracleum mantegazzianum	3034825	50.94106	3.79899	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670557	PRESENT	Heracleum mantegazzianum	3034825	50.91081	3.80717	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670556	PRESENT	Heracleum mantegazzianum	3034825	50.95074	3.77466	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670555	PRESENT	Heracleum mantegazzianum	3034825	50.91624	3.64984	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670554	PRESENT	Heracleum mantegazzianum	3034825	51.03327	3.66792	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670553	PRESENT	Heracleum mantegazzianum	3034825	50.974850000000004	3.79138	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670551	PRESENT	Heracleum mantegazzianum	3034825	50.97512	3.79189	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670549	PRESENT	Heracleum mantegazzianum	3034825	50.97518	3.79186	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670548	PRESENT	Heracleum mantegazzianum	3034825	50.97512	3.79183	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670544	PRESENT	Heracleum mantegazzianum	3034825	50.99796	3.81952	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670542	PRESENT	Heracleum mantegazzianum	3034825	50.99807	3.81922	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670539	PRESENT	Heracleum mantegazzianum	3034825	50.9988	3.81848	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670534	PRESENT	Heracleum mantegazzianum	3034825	50.97507	3.79182	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670532	PRESENT	Heracleum mantegazzianum	3034825	50.97518	3.79191	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670530	PRESENT	Heracleum mantegazzianum	3034825	50.99998	3.8147	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670525	PRESENT	Heracleum mantegazzianum	3034825	50.99906	3.81762	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670523	PRESENT	Heracleum mantegazzianum	3034825	50.99948	3.81668	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670521	PRESENT	Heracleum mantegazzianum	3034825	50.99968	3.81562	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670519	PRESENT	Heracleum mantegazzianum	3034825	50.99969	3.81523	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670518	PRESENT	Heracleum mantegazzianum	3034825	50.86708	3.54268	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670506	PRESENT	Heracleum mantegazzianum	3034825	50.99987	3.81475	30	2017	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670505	PRESENT	Heracleum mantegazzianum	3034825	51.00019	3.81358	30	2017	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670504	PRESENT	Heracleum mantegazzianum	3034825	51.00065	3.81213	30	2017	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670503	PRESENT	Heracleum mantegazzianum	3034825	51.00104	3.81081	30	2017	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670502	PRESENT	Heracleum mantegazzianum	3034825	51.03146	3.66934	30	2015	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670501	PRESENT	Heracleum mantegazzianum	3034825	51.02743	3.66649	30	2018	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670500	PRESENT	Heracleum mantegazzianum	3034825	51.0872	3.61987	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670499	PRESENT	Heracleum mantegazzianum	3034825	50.99925	3.81719	30	2017	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670497	PRESENT	Heracleum mantegazzianum	3034825	51.04246	3.80145	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670496	PRESENT	Heracleum mantegazzianum	3034825	51.0455	3.80216	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670495	PRESENT	Heracleum mantegazzianum	3034825	51.04592	3.80095	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670493	PRESENT	Heracleum mantegazzianum	3034825	51.00432	3.50209	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670492	PRESENT	Heracleum mantegazzianum	3034825	51.04579	3.80132	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670491	PRESENT	Heracleum mantegazzianum	3034825	51.13727	3.40504	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670489	PRESENT	Heracleum mantegazzianum	3034825	51.04246	3.80172	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670488	PRESENT	Heracleum mantegazzianum	3034825	51.04263	3.80293	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670487	PRESENT	Heracleum mantegazzianum	3034825	51.04207	3.80083	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670486	PRESENT	Heracleum mantegazzianum	3034825	51.04251	3.80195	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670485	PRESENT	Heracleum mantegazzianum	3034825	51.04447	3.80016	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670474	PRESENT	Heracleum mantegazzianum	3034825	51.15383	3.82942	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670473	PRESENT	Heracleum mantegazzianum	3034825	51.12775	4.07914	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670472	PRESENT	Heracleum mantegazzianum	3034825	51.0042	3.50256	30	2021	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670471	PRESENT	Heracleum mantegazzianum	3034825	50.74509	3.63485	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670469	PRESENT	Heracleum mantegazzianum	3034825	51.31449	4.24857	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670467	PRESENT	Heracleum mantegazzianum	3034825	51.00426	3.50216	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670466	PRESENT	Heracleum mantegazzianum	3034825	51.0042	3.50204	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670465	PRESENT	Heracleum mantegazzianum	3034825	51.00431	3.50213	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670464	PRESENT	Heracleum mantegazzianum	3034825	51.00426	3.50207	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670463	PRESENT	Heracleum mantegazzianum	3034825	51.00428	3.50207	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670456	PRESENT	Heracleum mantegazzianum	3034825	51.03508	3.69616	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670444	PRESENT	Heracleum mantegazzianum	3034825	51.31443	4.24873	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670443	PRESENT	Heracleum mantegazzianum	3034825	50.92625	4.0881	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670442	PRESENT	Heracleum mantegazzianum	3034825	51.24011	4.26906	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670439	PRESENT	Heracleum mantegazzianum	3034825	50.95849	3.50564	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670436	PRESENT	Heracleum mantegazzianum	3034825	51.06895	3.76737	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670423	PRESENT	Heracleum mantegazzianum	3034825	50.94085	4.10658	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670422	PRESENT	Heracleum mantegazzianum	3034825	50.85394	3.63852	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670421	PRESENT	Heracleum mantegazzianum	3034825	51.1463	3.8123	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670420	PRESENT	Heracleum mantegazzianum	3034825	51.14618	3.81234	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670417	PRESENT	Heracleum mantegazzianum	3034825	50.92421	3.66032	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670416	PRESENT	Heracleum mantegazzianum	3034825	51.03115	3.67384	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670415	PRESENT	Heracleum mantegazzianum	3034825	51.04139	3.6735	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670411	PRESENT	Heracleum mantegazzianum	3034825	51.14964	3.4499	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670407	PRESENT	Heracleum mantegazzianum	3034825	51.02941	3.63186	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670405	PRESENT	Heracleum mantegazzianum	3034825	51.0004	3.5796	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670401	PRESENT	Heracleum mantegazzianum	3034825	51.027	3.62295	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670398	PRESENT	Heracleum mantegazzianum	3034825	51.03832	3.69452	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670397	PRESENT	Heracleum mantegazzianum	3034825	51.09345	3.36304	30	2022	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670390	PRESENT	Heracleum mantegazzianum	3034825	50.9502	3.77623	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670365	PRESENT	Heracleum mantegazzianum	3034825	50.94447	3.96646	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670363	PRESENT	Heracleum mantegazzianum	3034825	50.94488	3.96714	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670358	PRESENT	Heracleum mantegazzianum	3034825	50.9451	3.96738	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670355	PRESENT	Heracleum mantegazzianum	3034825	51.15484	4.18206	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670353	PRESENT	Heracleum mantegazzianum	3034825	51.02928	3.63109	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670333	PRESENT	Heracleum mantegazzianum	3034825	51.11863	3.48303	30	2015	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670329	PRESENT	Heracleum mantegazzianum	3034825	51.11769	3.54893	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670322	PRESENT	Heracleum mantegazzianum	3034825	51.00035	3.81296	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670320	PRESENT	Heracleum mantegazzianum	3034825	51.00043	3.81267	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670318	PRESENT	Heracleum mantegazzianum	3034825	51.0006	3.81195	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670317	PRESENT	Heracleum mantegazzianum	3034825	51.14927	3.45096	30	2015	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670315	PRESENT	Heracleum mantegazzianum	3034825	51.00079	3.81164	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670314	PRESENT	Heracleum mantegazzianum	3034825	51.1414	3.44045	30	2015	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670313	PRESENT	Heracleum mantegazzianum	3034825	51	3.81411	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670312	PRESENT	Heracleum mantegazzianum	3034825	51.00027	3.81323	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670309	PRESENT	Heracleum mantegazzianum	3034825	51.02801	3.68607	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670308	PRESENT	Heracleum mantegazzianum	3034825	51.00111	3.81083	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670307	PRESENT	Heracleum mantegazzianum	3034825	51.18009	4.06873	30	2019	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670306	PRESENT	Heracleum mantegazzianum	3034825	51.00114	3.81027	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670304	PRESENT	Heracleum mantegazzianum	3034825	51.00135	3.81005	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3944670302	PRESENT	Heracleum mantegazzianum	3034825	51.00182	3.8091	30	2020	4ba6a4ac-bf1c-4631-a6d5-4f2d29d22e40
3938542406	PRESENT	Heracleum mantegazzianum	3034825	50.74221	4.01085	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3924895335	PRESENT	Heracleum mantegazzianum	3034825	51.09758	5.02742	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924888675	PRESENT	Heracleum mantegazzianum	3034825	50.92155	5.48277	4	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924886627	PRESENT	Heracleum mantegazzianum	3034825	50.92178	5.48231	4	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924885665	PRESENT	Heracleum mantegazzianum	3034825	50.92186	5.48224	3	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924884696	PRESENT	Heracleum mantegazzianum	3034825	50.88203	4.29765	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924883257	PRESENT	Heracleum mantegazzianum	3034825	50.77017	4.4382	4	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924882030	PRESENT	Heracleum mantegazzianum	3034825	50.88203	4.29765	25	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3924446015	PRESENT	Heracleum mantegazzianum	3034825	50.733608	4.501066		2022	49717845-86b1-4bbe-886e-4cddc1f98ebf
3913994145	PRESENT	Heracleum mantegazzianum	3034825	50.83837	3.23841	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913994097	PRESENT	Heracleum mantegazzianum	3034825	50.96796	4.76905	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913994084	PRESENT	Heracleum mantegazzianum	3034825	50.88882	3.6804	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993973	PRESENT	Heracleum mantegazzianum	3034825	50.88433	2.76588	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993932	PRESENT	Heracleum mantegazzianum	3034825	50.86553	2.74414	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913993356	PRESENT	Heracleum mantegazzianum	3034825	51.02199	2.9934	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3913651104	PRESENT	Heracleum mantegazzianum	3034825	51.082552	3.665214	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913651012	PRESENT	Heracleum mantegazzianum	3034825	50.950695	3.782904	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913651011	PRESENT	Heracleum mantegazzianum	3034825	51.045888	3.857606	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913650996	PRESENT	Heracleum mantegazzianum	3034825	51.026115	3.665813	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913650973	PRESENT	Heracleum mantegazzianum	3034825	50.939363	4.082121	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913650970	PRESENT	Heracleum mantegazzianum	3034825	51.201815	3.855018	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913650956	PRESENT	Heracleum mantegazzianum	3034825	50.907016	3.845607	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
3913650953	PRESENT	Heracleum mantegazzianum	3034825	50.963586	3.504409	30	2022	69351197-880d-4100-8e69-e80babf3fdd7
