gbifID	occurrenceStatus	species	speciesKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	year	datasetKey
3969507802	PRESENT	Heracleum mantegazzianum	3034825	50.9275	4.34243	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507785	PRESENT	Heracleum mantegazzianum	3034825	50.89947	4.71717	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507754	PRESENT	Heracleum mantegazzianum	3034825	50.86527	4.47217	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507745	PRESENT	Heracleum mantegazzianum	3034825	50.91745	4.37118	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507700	PRESENT	Heracleum mantegazzianum	3034825	50.76896	4.52341	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507668	PRESENT	Heracleum mantegazzianum	3034825	50.93134	4.41324	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507651	PRESENT	Heracleum mantegazzianum	3034825	50.73802	4.28282	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507649	PRESENT	Heracleum mantegazzianum	3034825	50.91733	4.37775	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507641	PRESENT	Heracleum mantegazzianum	3034825	50.76776	4.49648	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507616	PRESENT	Heracleum mantegazzianum	3034825	50.95325	4.44981	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507611	PRESENT	Heracleum mantegazzianum	3034825	50.95706	4.4521	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507610	PRESENT	Heracleum mantegazzianum	3034825	50.94938	4.42445	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507600	PRESENT	Heracleum mantegazzianum	3034825	50.86524	4.471	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507595	PRESENT	Heracleum mantegazzianum	3034825	50.86575	4.4544	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507588	PRESENT	Heracleum mantegazzianum	3034825	50.9537	4.45008	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507551	PRESENT	Heracleum mantegazzianum	3034825	50.76871	4.52434	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507523	PRESENT	Heracleum mantegazzianum	3034825	50.91493	4.43448	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507516	PRESENT	Heracleum mantegazzianum	3034825	50.76858	4.51093	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507508	PRESENT	Heracleum mantegazzianum	3034825	50.91718	4.37342	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507505	PRESENT	Heracleum mantegazzianum	3034825	50.96431	4.69299	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507503	PRESENT	Heracleum mantegazzianum	3034825	50.92795	4.71226	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507496	PRESENT	Heracleum mantegazzianum	3034825	50.91651	4.36838	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507467	PRESENT	Heracleum mantegazzianum	3034825	50.94926	4.40967	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507435	PRESENT	Heracleum mantegazzianum	3034825	50.89447	4.73993	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507400	PRESENT	Heracleum mantegazzianum	3034825	50.91369	4.41454	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507381	PRESENT	Heracleum mantegazzianum	3034825	50.90301	4.29818	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507379	PRESENT	Heracleum mantegazzianum	3034825	50.91851	4.38861	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507350	PRESENT	Heracleum mantegazzianum	3034825	50.94915	4.42423	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507340	PRESENT	Heracleum mantegazzianum	3034825	50.90189	4.71826	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507334	PRESENT	Heracleum mantegazzianum	3034825	50.99171	4.46705	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507276	PRESENT	Heracleum mantegazzianum	3034825	50.92687	4.40566	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507244	PRESENT	Heracleum mantegazzianum	3034825	50.95472	4.45113	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507230	PRESENT	Heracleum mantegazzianum	3034825	50.86435	4.46479	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507225	PRESENT	Heracleum mantegazzianum	3034825	50.96653	4.46819	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507201	PRESENT	Heracleum mantegazzianum	3034825	50.94239	4.39222	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507186	PRESENT	Heracleum mantegazzianum	3034825	50.76886	4.52396	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507159	PRESENT	Heracleum mantegazzianum	3034825	50.94098	4.42796	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507141	PRESENT	Heracleum mantegazzianum	3034825	50.76875	4.5114	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507139	PRESENT	Heracleum mantegazzianum	3034825	50.91319	4.41424	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507128	PRESENT	Heracleum mantegazzianum	3034825	50.96641	4.4661	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507105	PRESENT	Heracleum mantegazzianum	3034825	50.93176	4.41453	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507068	PRESENT	Heracleum mantegazzianum	3034825	50.91619	4.37042	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507061	PRESENT	Heracleum mantegazzianum	3034825	50.89855	4.71602	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507057	PRESENT	Heracleum mantegazzianum	3034825	50.9221	4.2851	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507044	PRESENT	Heracleum mantegazzianum	3034825	50.95885	4.45397	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969507002	PRESENT	Heracleum mantegazzianum	3034825	50.78213	4.63762	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506978	PRESENT	Heracleum mantegazzianum	3034825	50.8965	4.72345	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506975	PRESENT	Heracleum mantegazzianum	3034825	50.95177	4.44777	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506922	PRESENT	Heracleum mantegazzianum	3034825	50.85798	4.51216	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506905	PRESENT	Heracleum mantegazzianum	3034825	50.9336	4.41344	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506885	PRESENT	Heracleum mantegazzianum	3034825	50.9191	4.38971	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506862	PRESENT	Heracleum mantegazzianum	3034825	50.92997	4.71168	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506856	PRESENT	Heracleum mantegazzianum	3034825	50.90217	4.71853	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506854	PRESENT	Heracleum mantegazzianum	3034825	50.95571	4.45175	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506802	PRESENT	Heracleum mantegazzianum	3034825	50.91687	4.3682	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506796	PRESENT	Heracleum mantegazzianum	3034825	50.91542	4.43536	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506772	PRESENT	Heracleum mantegazzianum	3034825	50.93797	4.422	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506740	PRESENT	Heracleum mantegazzianum	3034825	50.93501	4.5103	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506718	PRESENT	Heracleum mantegazzianum	3034825	50.74	4.0154	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506689	PRESENT	Heracleum mantegazzianum	3034825	50.96263	4.45923	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506649	PRESENT	Heracleum mantegazzianum	3034825	50.97217	4.48423	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506647	PRESENT	Heracleum mantegazzianum	3034825	50.93097	4.4143	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506629	PRESENT	Heracleum mantegazzianum	3034825	50.92094	4.39831	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506621	PRESENT	Heracleum mantegazzianum	3034825	50.76915	4.51881	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506574	PRESENT	Heracleum mantegazzianum	3034825	50.7691	4.51822	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506564	PRESENT	Heracleum mantegazzianum	3034825	50.76872	4.18562	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506557	PRESENT	Heracleum mantegazzianum	3034825	50.91502	4.37886	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506496	PRESENT	Heracleum mantegazzianum	3034825	50.91566	4.3286	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506474	PRESENT	Heracleum mantegazzianum	3034825	50.92549	4.40371	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506468	PRESENT	Heracleum mantegazzianum	3034825	50.91077	4.31525	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506455	PRESENT	Heracleum mantegazzianum	3034825	50.92441	4.41628	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506451	PRESENT	Heracleum mantegazzianum	3034825	50.90061	4.71757	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506447	PRESENT	Heracleum mantegazzianum	3034825	50.92704	4.40559	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506439	PRESENT	Heracleum mantegazzianum	3034825	50.90271	4.29761	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506436	PRESENT	Heracleum mantegazzianum	3034825	50.91627	4.37079	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506428	PRESENT	Heracleum mantegazzianum	3034825	50.93329	4.41331	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506407	PRESENT	Heracleum mantegazzianum	3034825	50.93085	4.35056	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506391	PRESENT	Heracleum mantegazzianum	3034825	50.94495	4.41311	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506358	PRESENT	Heracleum mantegazzianum	3034825	50.96551	4.46469	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3969506314	PRESENT	Heracleum mantegazzianum	3034825	50.91694	4.43784	30	2022	ed5b2e6b-3013-4177-bf40-726b1f215568
3966573015	PRESENT	Heracleum mantegazzianum	3034825	50.762064	5.267003	31	2021	50c9509d-22c7-4a22-a47d-8c48425ef4a7
3966322357	PRESENT	Heracleum mantegazzianum	3034825	50.84649	3.3708	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3965536377	PRESENT	Heracleum mantegazzianum	3034825	50.89293	4.71563	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965536304	PRESENT	Heracleum mantegazzianum	3034825	50.7725	3.92667	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965530890	PRESENT	Heracleum mantegazzianum	3034825	51.16776	4.96179	48	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965530701	PRESENT	Heracleum mantegazzianum	3034825	51.174	3.93292	35	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965530357	PRESENT	Heracleum mantegazzianum	3034825	51.06587	3.79441	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965530175	PRESENT	Heracleum mantegazzianum	3034825	50.93441	5.70798	3	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965530038	PRESENT	Heracleum mantegazzianum	3034825	51.31028	4.59	25	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965529633	PRESENT	Heracleum mantegazzianum	3034825	50.80274	3.26093	25	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965528468	PRESENT	Heracleum mantegazzianum	3034825	50.88348	3.21668	21	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965527672	PRESENT	Heracleum mantegazzianum	3034825	50.97179	4.85713	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965527438	PRESENT	Heracleum mantegazzianum	3034825	50.88319	3.21684	6	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965527437	PRESENT	Heracleum mantegazzianum	3034825	50.88322	3.21684	7	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965527436	PRESENT	Heracleum mantegazzianum	3034825	50.88319	3.21682	19	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965526315	PRESENT	Heracleum mantegazzianum	3034825	51.19387	4.81193	25	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965525795	PRESENT	Heracleum mantegazzianum	3034825	51.39356	4.46451	11	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965525282	PRESENT	Heracleum mantegazzianum	3034825	50.7725	3.92694	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965524933	PRESENT	Heracleum mantegazzianum	3034825	51.16784	4.96178	7	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965523450	PRESENT	Heracleum mantegazzianum	3034825	50.88322	3.21647	23	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965521994	PRESENT	Heracleum mantegazzianum	3034825	51.05917	4.86389	999	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965521566	PRESENT	Heracleum mantegazzianum	3034825	51.17855	4.15107	23	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965521340	PRESENT	Heracleum mantegazzianum	3034825	50.97998	3.54752	5	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520458	PRESENT	Heracleum mantegazzianum	3034825	51.11516	4.23662	3	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520443	PRESENT	Heracleum mantegazzianum	3034825	51.04972	4.07298	25	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520438	PRESENT	Heracleum mantegazzianum	3034825	50.86927	4.48174	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520342	PRESENT	Heracleum mantegazzianum	3034825	51.02658	5.3009	4	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520335	PRESENT	Heracleum mantegazzianum	3034825	51.33497	4.69372	1000	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520208	PRESENT	Heracleum mantegazzianum	3034825	50.90938	4.66104	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965520163	PRESENT	Heracleum mantegazzianum	3034825	50.92612	5.38387	8	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519715	PRESENT	Heracleum mantegazzianum	3034825	50.8682	4.27021	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519488	PRESENT	Heracleum mantegazzianum	3034825	51.08899	5.39037	37	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519485	PRESENT	Heracleum mantegazzianum	3034825	50.82522	4.51635	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519459	PRESENT	Heracleum mantegazzianum	3034825	50.92799	4.37123	18	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519383	PRESENT	Heracleum mantegazzianum	3034825	51.0081	3.804	5	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965519353	PRESENT	Heracleum mantegazzianum	3034825	50.92413	4.10041	253	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965518707	PRESENT	Heracleum mantegazzianum	3034825	50.86818	4.27148	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965518450	PRESENT	Heracleum mantegazzianum	3034825	50.8223	3.32428	106	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965518336	PRESENT	Heracleum mantegazzianum	3034825	50.92552	4.10232	127	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965517398	PRESENT	Heracleum mantegazzianum	3034825	51.05077	3.7358	11	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965517340	PRESENT	Heracleum mantegazzianum	3034825	50.92412	4.10031	20	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965516537	PRESENT	Heracleum mantegazzianum	3034825	51.39381	4.46365	10	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965516358	PRESENT	Heracleum mantegazzianum	3034825	51.26999	4.56514	9	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965516337	PRESENT	Heracleum mantegazzianum	3034825	50.92396	4.09995	11	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965516335	PRESENT	Heracleum mantegazzianum	3034825	51.18333	2.81278	999	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965515455	PRESENT	Heracleum mantegazzianum	3034825	50.86888	4.47333	5	2022	7f5e4129-0717-428e-876a-464fbd5d9a47
3965515337	PRESENT	Heracleum mantegazzianum	3034825	51.28135	5.49745	999	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965514376	PRESENT	Heracleum mantegazzianum	3034825	51.45449	5.08641	999	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965514341	PRESENT	Heracleum mantegazzianum	3034825	51	3.57886	4	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3965514338	PRESENT	Heracleum mantegazzianum	3034825	51.34867	4.67228	46	2021	7f5e4129-0717-428e-876a-464fbd5d9a47
3962954352	PRESENT	Heracleum mantegazzianum	3034825	50.82672	3.60825	30	2022	ddd51fa5-97ce-48ff-9a58-a09d7e76b103
3960273027	PRESENT	Heracleum mantegazzianum	3034825	50.837374	3.769387	16	2022	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3960195435	PRESENT	Heracleum mantegazzianum	3034825	50.882222	4.845758	9	2022	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3960109244	PRESENT	Heracleum mantegazzianum	3034825	51.114831	4.545067	5	2022	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959933730	PRESENT	Heracleum mantegazzianum	3034825	50.88717	5.344158	5	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959864542	PRESENT	Heracleum mantegazzianum	3034825	50.92681	4.300445	27	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959749193	PRESENT	Heracleum mantegazzianum	3034825	50.909829	4.313174	14	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959703569	PRESENT	Heracleum mantegazzianum	3034825	51.077442	5.082963	5	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959686725	PRESENT	Heracleum mantegazzianum	3034825	51.310742	4.260898	12	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959645864	PRESENT	Heracleum mantegazzianum	3034825	51.14918	5.145441	6	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959597740	PRESENT	Heracleum mantegazzianum	3034825	50.778905	3.635317	8	2022	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959532467	PRESENT	Heracleum mantegazzianum	3034825	50.909374	4.334778	16	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3959335789	PRESENT	Heracleum mantegazzianum	3034825	50.997168	3.630124	65	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958823297	PRESENT	Heracleum mantegazzianum	3034825	50.984444	4.861389		2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958814851	PRESENT	Heracleum mantegazzianum	3034825	50.905445	5.654036	16	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958750605	PRESENT	Heracleum mantegazzianum	3034825	50.990566	5.379989	65	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958651224	PRESENT	Heracleum mantegazzianum	3034825	50.966285	3.919329	65	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958641005	PRESENT	Heracleum mantegazzianum	3034825	50.986455	4.885236	11	2022	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958625033	PRESENT	Heracleum mantegazzianum	3034825	51.023947	3.711721	48	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958478044	PRESENT	Heracleum mantegazzianum	3034825	50.886182	4.082546		2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958456880	PRESENT	Heracleum mantegazzianum	3034825	51.097086	3.616574		2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958432317	PRESENT	Heracleum mantegazzianum	3034825	51.089273	3.830264	65	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958419595	PRESENT	Heracleum mantegazzianum	3034825	51.206111	2.960833		2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958300545	PRESENT	Heracleum mantegazzianum	3034825	50.755586	5.717989	48	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958090346	PRESENT	Heracleum mantegazzianum	3034825	51.180199	4.367578	19	2019	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958048351	PRESENT	Heracleum mantegazzianum	3034825	51.181416	3.454172	12	2019	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3958020552	PRESENT	Heracleum mantegazzianum	3034825	51.077082	5.10214	5	2021	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957966576	PRESENT	Heracleum mantegazzianum	3034825	50.752452	4.274542	73	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957925611	PRESENT	Heracleum mantegazzianum	3034825	51.036205	3.691799		2019	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957921045	PRESENT	Heracleum mantegazzianum	3034825	51.0571	3.759896	24	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957776040	PRESENT	Heracleum mantegazzianum	3034825	50.861005	4.249883	43	2019	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957696184	PRESENT	Heracleum mantegazzianum	3034825	51.014463	4.511991	19	2020	14d5676a-2c54-4f94-9023-1e8dcd822aa0
3957628907	PRESENT	Heracleum mantegazzianum	3034825	51.18007	4.367665	5	2019	14d5676a-2c54-4f94-9023-1e8dcd822aa0
