key	scientificName	kingdom	first_observed
152545555	Odontites jaubertianus (Boreau) D.Dietr. ex Walp.	Plantae	2003
152545558	Parentucellia latifolia (L.) Caruel	Plantae	2016
152545563	Melampyrum nemorosum L.	Plantae	2015
152545571	Syringa josikaea J.Jacq. ex Rchb.	Plantae	2008
152545575	Forsythia viridissima Lindl.	Plantae	2001
152545578	Jasminum nudiflorum Lindl.	Plantae	2005
152545580	Fraxinus angustifolia subsp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso	Plantae	2009
152545581	Fraxinus pennsylvanica Marshall	Plantae	2008
152545583	Fraxinus latifolia Benth.	Plantae	2008
152545585	Ligustrum vicaryi Rehder	Plantae	2011
152545586	Ligustrum sinense Lour.	Plantae	2005
152545590	Catalpa ×erubescens Carrière	Plantae	2007
152545592	Catalpa ovata G.Don	Plantae	2008
152545595	Sesamum indicum L.	Plantae	2004
152545606	Mazus pumilus (Burm.fil.) Steenis	Plantae	2014
152545621	Verbascum ×brockmuelleri Ruhmer	Plantae	2010
152545625	Verbascum speciosum Schrad.	Plantae	2009
152545637	Ellisiophyllum pinnatum (Wall. ex Benth.) Makino	Plantae	2016
152545639	Chaenorhinum origanifolium (L.) Kostel.	Plantae	2001
152545645	Collinsia heterophylla Buist ex Graham	Plantae	2000
152545653	Linaria purpurea (L.) Mill.	Plantae	2001
152545658	Chelone obliqua L.	Plantae	2011
152545662	Erinus alpinus L.	Plantae	2008
152545664	Asarina procumbens Mill.	Plantae	2008
152545670	Plantago sempervirens Crantz	Plantae	2016
152545675	Veronicastrum virginicum (L.) Farw.	Plantae	2013
152545683	Veronica spicata L.	Plantae	2007
152545684	Veronica cymbalaria Bodard	Plantae	2015
152545698	Agastache rugosa (Fisch. & C.A.Mey.) Kuntze	Plantae	2007
152545700	Callicarpa bodinieri H.Lév.	Plantae	2014
152545702	Caryopteris incana (Thunb. ex Houtt.) Miq.	Plantae	2017
152545730	Perovskia atriplicifolia Benth.	Plantae	2009
152545731	Perovskia abrotanoides Kar.	Plantae	2010
152545733	Phlomis russeliana (Sims) Lag. ex Benth.	Plantae	2008
152545736	Teucrium ×lucidrys Boom	Plantae	2011
152545737	Teucrium hircanicum L.	Plantae	2012
152545741	Lamium orvala L.	Plantae	2011
152545747	Mentha cervina L.	Plantae	2012
152545748	Mentha requienii Benth.	Plantae	2013
152545760	Lavandula dentata L.	Plantae	2006
152545761	Lavandula stoechas L.	Plantae	2009
152545769	Salvia hispanica L.	Plantae	2014
152545775	Physostegia virginiana (L.) Benth.	Plantae	2007
152545783	Clerodendrum trichotomum Thunb.	Plantae	2005
152545784	Clerodendrum bungei Steud.	Plantae	2016
152545787	Phyla nodiflora var. minor (Gillies & Hook.) N.O'Leary & Múlgura	Plantae	2010
152545792	Verbena bracteata Cav. ex Lag. & Rodr.	Plantae	2016
152545803	Actinidia deliciosa (Chev.) C.F.Liang & A.R.Ferguson	Plantae	2000
152545806	Sarracenia rubra Walter	Plantae	2009
152545807	Sarracenia purpurea L.	Plantae	2009
152545810	Pterostyrax hispidus Siebold & Zucc.	Plantae	2012
152545813	Cyclamen coum Mill.	Plantae	2011
152545814	Cyclamen hederifolium Aiton	Plantae	2003
152545816	Primula florindae Kingdon-Ward	Plantae	2010
152545817	Primula denticulata Sm.	Plantae	2016
152545819	Lysimachia monellii (L.) U.Manns & Anderb.	Plantae	2004
152545820	Lysimachia fortunei Maxim.	Plantae	2016
152545835	Phlox subulata L.	Plantae	2009
152545836	Phlox paniculata L.	Plantae	2009
152545843	Impatiens capensis Meerb.	Plantae	2002
152545856	Leucothoe fontanesiana (Steud.) Sleumer	Plantae	2006
152545876	Nymphaea ×marliacea hort. ex Lat.-Marl.	Plantae	2020
152545883	Echinopsis silvestrii Speg.	Plantae	2012
152545886	Drosera linearis Goldie	Plantae	2006
152545918	Dysphania anthelmintica (L.) Mosyakin & Clemants	Plantae	2016
152545954	Amaranthus cruentus L.	Plantae	2005
152545982	Chenopodium ×reynieri Ludw. & Aellen	Plantae	2015
152546018	Delosperma cooperi (Hook.fil.) L.Bolus	Plantae	2009
152546043	Silene italica (L.) Pers.	Plantae	2005
152546058	Silene schafta S.G.Gmel. ex Hohen.	Plantae	2002
152546062	Paronychia argentea Lam.	Plantae	2016
152546069	Lepyrodiclis holosteoides (C.A.Mey.) Fenzl ex Fisch. & C.A.Mey.	Plantae	2000
152546073	Dianthus subacaulis Vill.	Plantae	2002
152546080	Sagina japonica (Sw. ex Steud.) Ohwi	Plantae	2018
152546104	Koenigia campanulata (Hook.fil.) T.M.Schust. & Reveal	Plantae	2013
152546105	Koenigia ×fennica (Reiersen) T.M.Schust. & Reveal	Plantae	2014
152546106	Koenigia divaricata (L.) T.M.Schust. & Reveal	Plantae	2008
152546110	Polygonum aviculare subsp. rurivagum (Boreau) Berher	Plantae	2010
152546119	Bistorta affinis (D.Don) Greene	Plantae	2012
152546124	Persicaria nepalensis (Meisn.) H.Gross	Plantae	2010
152546126	Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross	Plantae	2001
152546132	Muehlenbeckia complexa (A.Cunn.) Meisn.	Plantae	2016
152546134	Rheum rhabarbarum L.	Plantae	2007
152546137	Rumex pseudonatronatus (Borbás) Borbás ex Murb.	Plantae	2010
152546140	Rumex ×erubescens Simonk.	Plantae	2004
152546142	Rumex crispus subsp. robustus (Rech.) Pestova	Plantae	2012
152546146	Rumex ×confusus Simonk.	Plantae	2011
152546157	Rumex kerneri Borbás	Plantae	2011
152546158	Rumex cristatus DC.	Plantae	2011
152546163	Juglans nigra L.	Plantae	2008
152546164	Juglans cinerea L.	Plantae	2012
152546169	Quercus palustris Münchh.	Plantae	2006
152546170	Quercus ilex L.	Plantae	2011
152546176	Betula nana L.	Plantae	2003
152546177	Betula papyrifera Marshall	Plantae	2006
152546179	Corylus colurna L.	Plantae	2012
152546180	Corylus maxima Mill.	Plantae	2018
152546183	Alnus spaethii Callier	Plantae	2012
152546193	Thladiantha dubia Bunge	Plantae	2010
152546207	Houttuynia cordata Thunb.	Plantae	2010
152546225	Alcea rugosa Alef.	Plantae	2010
152546230	Tilia tomentosa Moench	Plantae	2006
152546234	Corynabutilon ×suntense (C.D.Brickell) Fryxell	Plantae	2006
152546242	Hibiscus syriacus L.	Plantae	2004
152546247	Malva maroccana (Batt. & Trab.) Verloove & Lambinon	Plantae	2005
152546248	Malva ×clementii (Cheek) Stace	Plantae	2006
152546269	Viburnum davidii Franch.	Plantae	2014
152546270	Viburnum tinus L.	Plantae	2007
152546272	Viburnum ×rhytidophylloides Suringar	Plantae	2013
152546278	Lonicera maackii (Rupr.) Maxim.	Plantae	2015
152546280	Lonicera chrysantha Turcz.	Plantae	2012
152546281	Lonicera ×purpusii Rehder	Plantae	2006
152546282	Lonicera acuminata Wall.	Plantae	2009
152546283	Lonicera pileata Oliv.	Plantae	2004
152546284	Lonicera involucrata (Richards.) Banks ex Spreng.	Plantae	2014
152546285	Lonicera morrowii Gray	Plantae	2010
152546292	Knautia macedonica Griseb.	Plantae	2011
152546294	Lomelosia stellata (L.) Raf.	Plantae	2017
152546299	Symphoricarpos orbiculatus Moench	Plantae	2012
152546301	Kolkwitzia amabilis Graebn.	Plantae	2012
152546303	Valerianella locusta var. oleracea (Schltdl.) Breistr.	Plantae	2005
152546310	Cephalaria gigantea (Ledeb.) Bobrov	Plantae	2006
152546312	Scabiosa ochroleuca L.	Plantae	2015
152546314	Dipsacus strigosus Willd.	Plantae	2012
152546318	Leycesteria formosa Wall.	Plantae	2006
152546330	Ranunculus pensylvanicus L.fil.	Plantae	2012
152546334	Ranunculus trilobus Desf.	Plantae	2004
152546342	Anemone ×hybrida Paxton	Plantae	2004
152546344	Anemone coronaria L.	Plantae	2000
152546346	Clematis montana Buch.-Ham. ex DC.	Plantae	2014
152546350	Clematis ×jackmanii T.Moore	Plantae	2009
152546352	Clematis tangutica (Maxim.) Korsh.	Plantae	2000
152546356	Thalictrum speciosissimum L.	Plantae	2011
152546359	Helleborus lividus Aiton	Plantae	2011
152546367	Epimedium pinnatum DC.	Plantae	2012
152546369	Berberis gagnepainii C.K.Schneid.	Plantae	2005
152546370	Berberis ×hybridogagnepainii J.V.Suringar	Plantae	2011
152546371	Berberis wilsoniae Hemsl.	Plantae	2012
152546372	Berberis julianae C.K.Schneid.	Plantae	2003
152546373	Berberis ×interposita Ahrendt	Plantae	2017
152546376	Berberis darwinii Hook.	Plantae	2009
152546380	Decaisnea insignis (Griff.) Hook.fil. & Thomson	Plantae	2015
152546382	Akebia quinata (Houtt.) Decne.	Plantae	2009
152546392	Macleaya cordata (Willd.) R.Br.	Plantae	2001
152546394	Glaucium grandiflorum Boiss. & A.Huet	Plantae	2016
152546399	Papaver nudicaule L.	Plantae	2014
152546400	Papaver setiferum Goldblatt	Plantae	2001
152546423	Hypericum olympicum L.	Plantae	2014
152546424	Hypericum ×hidcoteense Geerinck	Plantae	2015
152546431	Acalypha indica L.	Plantae	2003
152546433	Manihot grahamii Hook.	Plantae	2017
152546437	Euphorbia myrsinites L.	Plantae	2007
152546439	Euphorbia glyptosperma Engelm.	Plantae	2003
152546440	Euphorbia amygdaloides subsp. robbiae (Turrill) Stace	Plantae	2000
152546448	Euphorbia characias L.	Plantae	2001
152546449	Euphorbia chamaesyce L.	Plantae	2000
152546450	Euphorbia prostrata Aiton	Plantae	2002
152546452	Euphorbia vermiculata Raf.	Plantae	2007
152546453	Euphorbia oblongata Griseb.	Plantae	2008
152546457	Phyllanthus tenellus Roxb.	Plantae	2003
152546462	Salix daphnoides Vill.	Plantae	2018
152546464	Salix udensis Trautv. & C.A.Mey.	Plantae	2018
152546465	Salix irrorata Andersson	Plantae	2002
152546467	Salix myrsinifolia Salisb.	Plantae	2014
152546468	Salix eriocephala Michx.	Plantae	2018
152546473	Populus ×canescens (Aiton) Sm.	Plantae	2020
152546478	Linum austriacum subsp. austriacum	Plantae	2001
152546484	Passiflora caerulea L.	Plantae	2005
152546503	Picea omorika (Pancic) Purk.	Plantae	2013
152546505	Picea sitchensis (Bong.) Carrière	Plantae	2010
152546507	Pinus nigra subsp. laricio (Poir.) Maire	Plantae	2006
152546510	Pinus sylvestris L.	Plantae	2020
152546511	Pinus wallichiana A.B.Jacks.	Plantae	2012
152546512	Pinus ponderosa Douglas ex C.Lawson	Plantae	2006
152546513	Pinus strobus L.	Plantae	2006
152546515	Abies nordmanniana (Steven) Spach	Plantae	2016
152546516	Abies alba Mill.	Plantae	2008
152546517	Abies grandis (Douglas ex D.Don) Lindl.	Plantae	2009
152546519	Pseudotsuga menziesii (Mirb.) Franco	Plantae	2002
152546521	Larix kaempferi (Lamb.) Carrière	Plantae	2009
152546522	Larix decidua Mill.	Plantae	2017
152546524	Tsuga canadensis (L.) Carrière	Plantae	2008
152546525	Tsuga heterophylla (Raf.) Sarg.	Plantae	2008
152546528	Araucaria araucana (Molina) K.Koch	Plantae	2009
152546531	Cryptomeria japonica (Thunb. ex L.f.) D.Don	Plantae	2008
152546533	Thuja occidentalis L.	Plantae	2007
152546534	Thuja plicata Donn ex D.Don	Plantae	2004
152546536	Xanthocyparis nootkatensis (D.Don) Farjon & Harder	Plantae	2009
152546538	Taxodium distichum (L.) Rich.	Plantae	2000
152546553	Thalia dealbata Fraser	Plantae	2016
152546563	Limnobium laevigatum (Humb. & Bonpl. ex Willd.) Heine	Plantae	2013
152546570	Vallisneria americana Michx.	Plantae	2016
152546578	Wolffia columbiana H.Karst.	Plantae	2017
152546580	Lysichiton americanus Hultén & H.St.John	Plantae	2006
152546582	Zantedeschia aethiopica (L.) Spreng.	Plantae	2013
152546583	Zantedeschia albomaculata (Hook.) Baill.	Plantae	2011
152546585	Lemna turionifera Landolt	Plantae	2005
152546588	Pistia stratiotes L.	Plantae	2000
152546598	Trachycarpus fortunei (Hook.) H.Wendl.	Plantae	2015
152546602	Smilax aspera L.	Plantae	2008
152546616	Lilium ×hollandicum Woodcock & Stearn	Plantae	2016
152546618	Hosta	Plantae	2005
152546622	Kniphofia praecox Baker	Plantae	2015
152546627	Hemerocallis lilioasphodelus L.	Plantae	2018
152546630	Himantoglossum robertianum (Loisel.) P.Delforge	Plantae	2014
152546632	Serapias lingua L.	Plantae	2007
152546641	Allium lusitanicum Lam.	Plantae	2018
152546642	Allium pendulinum Ten.	Plantae	2014
152546645	Allium triquetrum L.	Plantae	2013
152546647	Allium nigrum L.	Plantae	2013
152546648	Allium roseum L.	Plantae	2017
152546650	Allium macleanii Baker	Plantae	2014
152546651	Allium cepa L.	Plantae	2017
152546652	Allium hollandicum R.M.Fritsch	Plantae	2012
152546653	Allium ramosum L.	Plantae	2010
152546655	Galanthus woronowii Losinsk.	Plantae	2015
152546659	Narcissus cyclazetta Chater & Stace	Plantae	2011
152546665	Sisyrinchium californicum (Ker Gawl.) Dryand.	Plantae	2015
152546666	Sisyrinchium striatum Sm.	Plantae	2016
152546670	Iris foetidissima L.	Plantae	2008
152546674	Crocus tommasinianus Herb.	Plantae	2020
152546675	Crocus chrysanthus (Herb.) Herb.	Plantae	2013
152546680	Gladiolus ×hortulanus L.H.Bailey	Plantae	2009
152546681	Gladiolus italicus Mill.	Plantae	2012
152546684	Polygonatum hybridum Brügger	Plantae	2009
152546686	Danae racemosa (L.) Moench	Plantae	2015
152546691	Yucca flaccida Haw.	Plantae	2001
152546692	Yucca gloriosa L.	Plantae	2001
152546698	Agave americana L.	Plantae	2007
152546700	Maianthemum stellatum (L.) Link	Plantae	2016
152546701	Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.	Plantae	2013
152546703	Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould	Plantae	2013
152546708	Muscari latifolium J.Kirk	Plantae	2014
152546710	Ornithogalum narbonense L.	Plantae	2001
152546730	Eichhornia crassipes (Mart.) Solms	Plantae	2001
152546736	Typha laxmannii Lepech.	Plantae	2010
152546737	Typha provincialis A.Camus	Plantae	2012
152546741	Schoenoplectiella bucharica (Roshev.) Hayas.	Plantae	2014
152546748	Cyperus cyperoides (L.) Kuntze	Plantae	2000
152546763	Carex grayi J.Carey	Plantae	2011
152546764	Carex muskingumensis Schwein.	Plantae	2010
152546765	Carex scoparia Schkuhr ex Willd.	Plantae	2013
152546766	Carex secalina Willd. ex Wahlenb.	Plantae	2009
152546768	Carex loliacea L.	Plantae	2015
152546769	Carex melanostachya M.Bieb. ex Willd.	Plantae	2010
152546773	Bolboschoenus glaucus (Lam.) S.G.Sm.	Plantae	2015
152546774	Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan	Plantae	2020
152546776	Eleocharis engelmannii Steud.	Plantae	2014
152546777	Eleocharis obtusa (Willd.) Schult.	Plantae	2006
152546816	Cenchrus flaccidus (Griseb.) Morrone	Plantae	2000
152546817	Cenchrus alopecuroides (L.) Thunb.	Plantae	2011
152546835	Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss	Plantae	2002
152546840	Phyllostachys viridiglaucescens (Carrière) Rivière & C.Rivière	Plantae	2017
152546892	Zingeria pisidica (Boiss.) Tutin	Plantae	2011
152546911	Koeleria glauca (Spreng.) DC.	Plantae	2016
152546917	Sasaella ramosa (Makino) Makino	Plantae	2005
152546919	Agropogon lutosus (Poir.) P.Fourn.	Plantae	2015
152546929	Digitaria abyssinica (Hochst. ex A.Rich.) Stapf	Plantae	2012
152546932	Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino	Plantae	2015
152546970	Poa infirma Kunth	Plantae	2016
152546991	Echinochloa muricata var. muricata	Plantae	2000
152547003	Eriochloa villosa (Thunb.) Kunth	Plantae	2016
152547007	Zizania latifolia (Griseb.) Turcz. ex Stapf	Plantae	2010
152547012	Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp	Plantae	2002
152547016	Arundo donax L.	Plantae	2011
152547035	Paspalum dilatatum Poir.	Plantae	2000
152547090	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Plantae	2004
152547099	Panicum miliaceum L.	Plantae	2002
152547167	Juncus xiphioides E.Mey.	Plantae	2016
152547169	Juncus ensifolius Wikstr.	Plantae	2006
152547174	Luzula nivea (L.) DC.	Plantae	2013
152547179	Ginkgo biloba L.	Plantae	2011
152547184	Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L.Taylor	Plantae	2007
152547185	Equisetum scirpoides Michx.	Plantae	2007
152547195	Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato	Plantae	2017
152547203	Pteris vittata L.	Plantae	2015
152547204	Pteris multifida Poir.	Plantae	2001
152547205	Pteris cretica L.	Plantae	2003
152547207	Adiantum capillus-veneris L.	Plantae	2001
152547208	Adiantum aleuticum (Rupr.) C.A.Paris	Plantae	2016
152547214	Dryopteris erythrosora (D.C.Eaton) Kuntze	Plantae	2015
152547215	Dryopteris cycadina (Franch. & Sav.) C.Chr.	Plantae	2006
152547217	Polystichum polyblepharum (Roem. ex Kunze) C.Presl	Plantae	2013
152547218	Polystichum luctuosum (Kunze) T.Moore	Plantae	2006
152547223	Cyrtomium fortunei J.Sm.	Plantae	2002
154367077	Girardia tigrina (Girard, 1850)	Animalia	2004
154367717	Dreissena bugensis (Andrusov, 1897)	Animalia	2009
154368238	Callidiellum rufipennis (Motschulsky, 1861)	Animalia	2006
156872745	Dichotomyctere fluviatilis (Hamilton, 1822)	Animalia	2001
156872873	Cipangopaludina chinensis (Gray, 1833)	Animalia	2016
156872936	Massylaea vermiculata (O.F.Müller, 1774)	Animalia	2014
156873231	Phyllonorycter robiniella (Clemens, 1859)	Animalia	2001
156873354	Otiorhynchus indefinitus Reitter, 1912	Animalia	2013
157092273	Paralaoma servilis (Shuttleworth, 1852)	Animalia	2014
157092288	Striosubulina striatella (Rang, 1831)	Animalia	2013
157092291	Allopeas clavulinum (Potiez & Michaud, 1838)	Animalia	2003
157092306	Hawaiia minuscula (Binney, 1841)	Animalia	2003
157092310	Zonitoides arboreus (Say, 1817)	Animalia	2003
159746876	Saproamanita inopinata (D.A.Reid & Bas) Redhead, Vizzini, Drehmel & Contu	Fungi	2008
159746880	Stropholoma aurantiacum (Cooke) Ryman, 2008	Fungi	2018
159746903	Mnemiopsis leidyi A.Agassiz, 1865	Animalia	2007
159746912	Phragmidium mexicanum (Mains) H.Y.Yun, Minnis & Aime	Fungi	2007
159746940	Dromaius novaehollandiae (Latham, 1790)	Animalia	2018
159746974	Bubo virginianus (J.F.Gmelin, 1788)	Animalia	2007
159746996	Malacorhynchus membranaceus (Latham, 1802)	Animalia	2016
159747008	Anas superciliosa Gmelin, 1789	Animalia	2013
159747013	Anas erythrorhyncha Gmelin, 1789	Animalia	2015
159747016	Anas luzonica Fraser, 1839	Animalia	2014
159747018	Anas laysanensis Rothschild, 1892	Animalia	2012
159747024	Anas gibberifrons S.Muller, 1842	Animalia	2011
159747028	Anas undulata C.F.Dubois, 1839	Animalia	2005
159747030	Anas puna Tschudi, 1844	Animalia	2012
159747035	Chen canagica (Sevastianov, 1802)	Animalia	2002
159747054	Nettapus coromandelianus (Gmelin, 1789)	Animalia	2017
159747060	Oxyura vittata (Philippi, 1860)	Animalia	2014
159747069	Sauromatum venosum (Dryand. ex Aiton) Kunth	Plantae	2010
159747073	Cygnus buccinator Richardson, 1831	Animalia	2005
159747080	Dendrocygna eytoni (Eyton, 1838)	Animalia	2000
159747092	Amazonetta brasiliensis (Gmelin, 1789)	Animalia	2001
159747094	Lophodytes cucullatus (Linnaeus, 1758)	Animalia	2011
159747121	Spizaetus melanoleucus (Vieillot, 1816)	Animalia	2017
159747133	Haliaeetus leucocephalus (Linnaeus, 1766)	Animalia	2013
159747134	Haliaeetus pelagicus (Pallas, 1811)	Animalia	2009
159747135	Haliaeetus vocifer (Daudin, 1800)	Animalia	2009
159747148	Himantopus mexicanus (Statius Muller, 1776)	Animalia	2019
159747181	Ipheion uniflorum (Lindl.) Raf.	Plantae	2012
159747187	Euplectes macroura (Gmelin, 1789)	Animalia	2010
159747203	Chloris spinoides (Vigors, 1831)	Animalia	2003
159747209	Mycerobas icterioides (Vigors, 1830)	Animalia	2005
159747216	Pyrrhula erythaca Blyth, 1862	Animalia	2004
159747229	Pycnonotus barbatus (Desfontaines, 1789)	Animalia	2016
159747230	Pycnonotus leucotis (Gould, 1836)	Animalia	2013
159747252	Chlorophytum comosum (Thunb.) Jacques	Plantae	2011
159747256	Lamprotornis splendidus (Vieillot, 1822)	Animalia	2018
159747257	Lamprotornis chalybaeus Hemprich & Ehrenberg, 1828	Animalia	2007
159747259	Lamprotornis nitens (Linnaeus, 1766)	Animalia	2018
159747261	Acridotheres cristatellus (Linnaeus, 1758)	Animalia	2004
159747264	Acridotheres tristis (Linnaeus, 1766)	Animalia	2005
159747269	Oriolus auratus Vieillot, 1817	Animalia	2017
159747275	Zonotrichia capensis (P.L.Statius Müller, 1776)	Animalia	2018
159747289	Crocus luteus Lam.	Plantae	2013
159747303	Euodice malabarica (Linnaeus, 1758)	Animalia	2013
159747307	Neochmia ruficauda (Gould, 1837)	Animalia	2009
159747318	Lonchura punctulata (Linnaeus, 1758)	Animalia	2016
159747326	Cyanopica cooki Bonaparte, 1850	Animalia	2015
159747329	Urocissa erythroryncha (Boddaert, 1783)	Animalia	2017
159747332	Eleocharis mamillata subsp. austriaca (Hayek) Strandh.	Plantae	2006
159747342	Quiscalus quiscula (Linnaeus, 1758)	Animalia	2012
159747363	Ara macao (Linnaeus, 1758)	Animalia	2002
159747364	Ara ararauna (Linnaeus, 1758)	Animalia	2007
159747367	Cyanoramphus novaezelandiae (Sparrman, 1787)	Animalia	2013
159747373	Psittacula alexandri (Linnaeus, 1758)	Animalia	2014
159747374	Psittacula cyanocephala (Linnaeus, 1766)	Animalia	2008
159747376	Psittacula derbiana (Fraser, 1852)	Animalia	2016
159747384	Platycercus eximius (Shaw, 1792)	Animalia	2009
159747385	Platycercus icterotis (Temminck & Kuhl, 1820)	Animalia	2015
159747387	Platycercus elegans (Gmelin, 1788)	Animalia	2009
159747388	Platycercus adscitus (Latham, 1790)	Animalia	2012
159747394	Eclectus roratus (Statius Muller, 1776)	Animalia	2010
159747399	Poicephalus cryptoxanthus (W.Peters, 1854)	Animalia	2001
159747404	Psephotus haematonotus (Gould, 1838)	Animalia	2004
159747407	Nandayus nenday (Vieillot, 1823)	Animalia	2013
159747409	Polytelis anthopeplus (Lear, 1831)	Animalia	2018
159747410	Polytelis swainsonii (Desmarest, 1826)	Animalia	2017
159747412	Agapornis fischeri Reichenow, 1887	Animalia	2009
159747415	Agapornis personatus Reichenow, 1887	Animalia	2014
159747422	Pyrrhura perlata (Spix, 1824)	Animalia	2017
159747425	Amazona ochrocephala (Gmelin, 1788)	Animalia	2007
159747426	Amazona amazonica (Linnaeus, 1766)	Animalia	2002
159747428	Trichoglossus haematodus (Linnaeus, 1771)	Animalia	2015
159747433	Bucorvus leadbeateri (Vigors, 1825)	Animalia	2018
159747438	Crinifer zonurus (Ruppell, 1835)	Animalia	2017
159747445	Dacelo novaeguineae (Hermann, 1783)	Animalia	2005
159747457	Eudocimus albus (Linnaeus, 1758)	Animalia	2004
159747458	Eudocimus ruber (Linnaeus, 1758)	Animalia	2015
159747464	Geronticus eremita (Linnaeus, 1758)	Animalia	2003
159747474	Threskiornis spinicollis (Jameson, 1835)	Animalia	2008
159747481	Pelecanus conspicillatus Temminck, 1824	Animalia	2017
159747494	Grus vipio Pallas, 1811	Animalia	2011
159747497	Anthropoides paradiseus (A.A.H.Lichtenstein, 1793)	Animalia	2016
159747504	Colinus virginianus (Linnaeus, 1758)	Animalia	2011
159747530	Phasianus versicolor Vieillot, 1825	Animalia	2001
159747534	Lophura leucomelanos (Latham, 1790)	Animalia	2012
159747542	Alectoris chukar (J.E.Gray, 1830)	Animalia	2010
159747653	Paspalum saurae (Parodi) Parodi	Plantae	2014
159747683	Echinochloa oryzoides (Ard.) Fritsch	Plantae	2008
159747720	Botrylloides violaceus Oka, 1927	Animalia	2003
159747732	Aplidium glabrum (Verrill, 1871)	Animalia	2000
159747756	Boccardiella hamata (Webster, 1879)	Animalia	2011
159747758	Boccardia proboscidea Hartman, 1940	Animalia	2011
159747966	Nemopsis bachei L.Agassiz, 1849	Animalia	2012
159748055	Oenothera rubricalyx R.R.Gates	Plantae	2014
159748095	Balanus glandula Darwin, 1854	Animalia	2015
159748158	Caucalis platycarpos L.	Plantae	2000
159748278	Tachycines asynamorus Adelung, 1902	Animalia	2018
159748299	Telmatogeton japonicus Tokunaga, 1933	Animalia	2019
159748319	Rosa chinensis Jacq.	Plantae	2007
159748397	Epuraea imperialis (Reitter, 1877)	Animalia	2012
159748466	Fenestrulina delicia Winston, Hayward & Craig, 2000	Animalia	2009
159748747	Cucurbita maxima Duchesne	Plantae	2017
159748815	Zinnia violacea Cav.	Plantae	2011
159748835	Eclipta prostrata (L.) L.	Plantae	2000
159748857	Dimorphotheca jucunda E.Phillips	Plantae	2003
159748992	Veronica austriaca L.	Plantae	2015
159749052	Alonsoa linearis (Jacq.) Ruiz & Pav.	Plantae	2017
159749125	Stellaria cupaniana (Jord. & Fourr.) Bég.	Plantae	2013
159749139	Cerastium arvense subsp. arvense x tomentosum	Plantae	2020
162644337	Carex agastachys L.f.	Plantae	2017
164250535	Galanthus plicatus M.Bieb.	Plantae	2017
164250541	Narcissus tazetta L.	Plantae	2013
164250635	Scirpus cyperinus (L.) Kunth	Plantae	2018
164250924	Oryza sativa L.	Plantae	2018
164251122	Acer pensylvanicum L.	Plantae	2010
164251179	Oenothera drawertii Renner ex Rostanski	Plantae	2018
164251733	Viburnum plicatum Thunb.	Plantae	2013
164251831	Cucumis dipsaceus Ehrenb. ex Spach	Plantae	2018
164251865	Viola sororia Willd.	Plantae	2018
164251911	Ligularia przewalskii (Maxim.) Diels	Plantae	2016
164252030	Acanthus hungaricus (Borbás) Baen.	Plantae	2016
164252088	Monarda didyma L.	Plantae	2014
164252115	Verbena incompta P.W.Michael	Plantae	2018
182132844	Obama nungara Carbayo, Alvarez-Presas, Jones & Riutort, 2016	Animalia	2017
182132848	Dolichoplana striata Moseley, 1877	Animalia	2018
182132854	Caenoplana coerulea Moseley, 1877	Animalia	2018
182132858	Kontikia ventrolineata (Dendy, 1892)	Animalia	2016
182132859	Volvariella volvacea (Bull.) Singer	Fungi	2018
182132869	Favolaschia calocera R.Heim	Fungi	2018
182132928	Seifertia azaleae (Peck) Partr. & Morgan-Jones	Fungi	2002
182132976	Achatina fulica (Férussac, 1821)	Animalia	2018
182132993	Abies homolepis Siebold & Zucc.	Plantae	2019
182132997	Larix ×marschlinsii Coaz	Plantae	2009
182133040	Mulinia lateralis (Say, 1822)	Animalia	2019
182133056	Potamocorbula amurensis (Schrenck, 1861)	Animalia	2018
182133060	Adiantum raddianum C.Presl	Plantae	2003
182133073	Polystichum acrostichoides (Michx.) Schott	Plantae	2019
182133075	Polystichum munitum (Kaulf.) C.Presl	Plantae	2019
182133082	Eucheilota menoni Kramp, 1959	Animalia	2009
182133085	Lovenella assimilis (Browne, 1905)	Animalia	2009
182133135	Musa basjoo Siebold & Zucc. ex Iinuma	Plantae	2020
182133173	Colchicum byzantinum Ker Gawl.	Plantae	2013
182133180	Fritillaria imperialis L.	Plantae	2019
182133214	Liriope muscari (Decne.) L.H.Bailey	Plantae	2015
182133221	Triteleia laxa Benth.	Plantae	2014
182133226	Pseudomuscari azureum (Fenzl) Garbari & Greuter	Plantae	2019
182133241	Ophiopogon jaburan (Siebold) G.Lodd.	Plantae	2018
182133250	Puschkinia scilloides Adams	Plantae	2010
182133263	Galanthus elwesii Hook.f.	Plantae	2009
182133271	Allium karataviense Regel	Plantae	2019
182133273	Allium zebdanense Boiss. & Noë	Plantae	2018
