province,location,year,latinName,commonName,counts,catched,x,y
Antwerpen,Willebroek,2015,Branta leucopsis,Brandgans,0,,4.87836,50.90303
Antwerpen,Willebroek,2015,Branta ruficollis,Roodhalsgans,0,,3.89966,50.86607
Antwerpen,Willebroek,2015,Chloephaga picta,Magelhaengans,0,,5.48821,51.19541
Antwerpen,Willebroek,2016,Alopochen aegyptiacus,Nijlgans,8,,3.89966,50.86607
Antwerpen,Willebroek,2016,Anser albifrons,Kolgans,2,,3.60046,50.80073
Antwerpen,Willebroek,2016,Anser anser,Grauwe gans,41,,4.06983,51.1736
Antwerpen,Willebroek,2016,Anser anser forma domesticus,Soepgans,6,,4.14796,50.78105
Antwerpen,Willebroek,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.15924,51.2728
Antwerpen,Willebroek,2016,Anser cygnoides forma domestica,Zwaangans,0,,5.19728,51.09375
Antwerpen,Willebroek,2016,Anser erythropus,Dwerggans,0,,2.75808,51.04082
Antwerpen,Willebroek,2016,Anser indicus,Indische gans,1,,2.75808,51.04082
Antwerpen,Willebroek,2016,Branta canadensis,Canadese gans,41,,4.39161,51.1087
Antwerpen,Willebroek,2016,Branta leucopsis,Brandgans,0,,3.89966,50.86607
Antwerpen,Willebroek,2016,Branta ruficollis,Roodhalsgans,0,,4.39161,51.1087
Antwerpen,Willebroek,2016,Chloephaga picta,Magelhaengans,0,,4.87836,50.90303
Antwerpen,Willebroek,2018,Alopochen aegyptiacus,Nijlgans,10,,2.75808,51.04082
Antwerpen,Willebroek,2018,Anser albifrons,Kolgans,0,,5.17111,51.27566
Antwerpen,Willebroek,2018,Anser anser,Grauwe gans,44,,5.48821,51.19541
Antwerpen,Willebroek,2018,Anser anser forma domesticus,Soepgans,0,,4.39161,51.1087
Antwerpen,Willebroek,2018,Anser brachyrhynchus,Kleine rietgans,0,,5.56507,50.83254
Antwerpen,Willebroek,2018,Anser cygnoides forma domestica,Zwaangans,0,,4.84449,51.138
Antwerpen,Willebroek,2018,Anser erythropus,Dwerggans,0,,4.61731,50.91977
Antwerpen,Willebroek,2018,Anser indicus,Indische gans,0,,4.06983,51.1736
Antwerpen,Willebroek,2018,Branta canadensis,Canadese gans,41,,5.62545,50.93824
Antwerpen,Willebroek,2018,Branta leucopsis,Brandgans,1,,4.61731,50.91977
Antwerpen,Willebroek,2018,Branta ruficollis,Roodhalsgans,0,,4.06983,51.1736
Antwerpen,Willebroek,2018,Chloephaga picta,Magelhaengans,0,,5.19728,51.09375
Antwerpen,Wuustwezel,2013,Alopochen aegyptiacus,Nijlgans,0,,2.75808,51.04082
Antwerpen,Wuustwezel,2013,Anser albifrons,Kolgans,0,,5.19728,51.09375
Antwerpen,Wuustwezel,2013,Anser anser,Grauwe gans,0,,3.89966,50.86607
Antwerpen,Wuustwezel,2013,Anser anser forma domesticus,Soepgans,0,,5.19728,51.09375
Antwerpen,Wuustwezel,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.17111,51.27566
Antwerpen,Wuustwezel,2013,Anser cygnoides forma domestica,Zwaangans,0,,4.06983,51.1736
Antwerpen,Wuustwezel,2013,Anser erythropus,Dwerggans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2013,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Wuustwezel,2013,Branta canadensis,Canadese gans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2013,Branta leucopsis,Brandgans,0,,4.84449,51.138
Antwerpen,Wuustwezel,2013,Branta ruficollis,Roodhalsgans,0,,4.61731,50.91977
Antwerpen,Wuustwezel,2013,Chloephaga picta,Magelhaengans,0,,4.92756,50.990476
Antwerpen,Wuustwezel,2016,Alopochen aegyptiacus,Nijlgans,0,,4.87836,50.90303
Antwerpen,Wuustwezel,2016,Anser albifrons,Kolgans,0,,5.48821,51.19541
Antwerpen,Wuustwezel,2016,Anser anser,Grauwe gans,8,,4.92756,50.990476
Antwerpen,Wuustwezel,2016,Anser anser forma domesticus,Soepgans,0,,5.8506,50.74037
Antwerpen,Wuustwezel,2016,Anser brachyrhynchus,Kleine rietgans,0,,4.61731,50.91977
Antwerpen,Wuustwezel,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.89966,50.86607
Antwerpen,Wuustwezel,2016,Anser erythropus,Dwerggans,0,,3.22237,51.10927
Antwerpen,Wuustwezel,2016,Anser indicus,Indische gans,0,,3.22237,51.10927
Antwerpen,Wuustwezel,2016,Branta canadensis,Canadese gans,67,,3.89966,50.86607
Antwerpen,Wuustwezel,2016,Branta leucopsis,Brandgans,0,,3.15924,51.2728
Antwerpen,Wuustwezel,2016,Branta ruficollis,Roodhalsgans,0,,2.99137,50.92843
Antwerpen,Wuustwezel,2016,Chloephaga picta,Magelhaengans,0,,4.06983,51.1736
Antwerpen,Wuustwezel,2017,Alopochen aegyptiacus,Nijlgans,7,,5.48821,51.19541
Antwerpen,Wuustwezel,2017,Anser albifrons,Kolgans,0,,5.8506,50.74037
Antwerpen,Wuustwezel,2017,Anser anser,Grauwe gans,0,,3.60046,50.80073
Antwerpen,Wuustwezel,2017,Anser anser forma domesticus,Soepgans,0,,4.39161,51.1087
Antwerpen,Wuustwezel,2017,Anser brachyrhynchus,Kleine rietgans,0,,5.48821,51.19541
Antwerpen,Wuustwezel,2017,Anser cygnoides forma domestica,Zwaangans,0,,5.8506,50.74037
Antwerpen,Wuustwezel,2017,Anser erythropus,Dwerggans,0,,5.56507,50.83254
Antwerpen,Wuustwezel,2017,Anser indicus,Indische gans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2017,Branta canadensis,Canadese gans,0,,3.60046,50.80073
Antwerpen,Wuustwezel,2017,Branta leucopsis,Brandgans,0,,5.8506,50.74037
Antwerpen,Wuustwezel,2017,Branta ruficollis,Roodhalsgans,0,,3.59775,51.25619
Antwerpen,Wuustwezel,2017,Chloephaga picta,Magelhaengans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2018,Alopochen aegyptiacus,Nijlgans,10,,3.4415,50.82618
Antwerpen,Wuustwezel,2018,Anser albifrons,Kolgans,0,,4.61731,50.91977
Antwerpen,Wuustwezel,2018,Anser anser,Grauwe gans,6,,2.99137,50.92843
Antwerpen,Wuustwezel,2018,Anser anser forma domesticus,Soepgans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2018,Anser brachyrhynchus,Kleine rietgans,0,,5.27962,50.85855
Antwerpen,Wuustwezel,2018,Anser cygnoides forma domestica,Zwaangans,0,,4.61731,50.91977
Antwerpen,Wuustwezel,2018,Anser erythropus,Dwerggans,0,,4.14796,50.78105
Antwerpen,Wuustwezel,2018,Anser indicus,Indische gans,0,,3.22237,51.10927
Antwerpen,Wuustwezel,2018,Branta canadensis,Canadese gans,0,,5.03706,51.36435
Antwerpen,Wuustwezel,2018,Branta leucopsis,Brandgans,0,,3.59775,51.25619
Antwerpen,Wuustwezel,2018,Branta ruficollis,Roodhalsgans,0,,4.87836,50.90303
Antwerpen,Wuustwezel,2018,Chloephaga picta,Magelhaengans,0,,5.48821,51.19541
Antwerpen,Zandhoven,2013,Alopochen aegyptiacus,Nijlgans,2,,5.03706,51.36435
Antwerpen,Zandhoven,2013,Anser albifrons,Kolgans,0,,5.03706,51.36435
Antwerpen,Zandhoven,2013,Anser anser,Grauwe gans,0,,2.99137,50.92843
Antwerpen,Zandhoven,2013,Anser anser forma domesticus,Soepgans,0,,4.39161,51.1087
Antwerpen,Zandhoven,2013,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2013,Anser cygnoides forma domestica,Zwaangans,0,,5.56507,50.83254
Antwerpen,Zandhoven,2013,Anser erythropus,Dwerggans,0,,3.59775,51.25619
Antwerpen,Zandhoven,2013,Anser indicus,Indische gans,0,,4.92756,50.990476
Antwerpen,Zandhoven,2013,Branta canadensis,Canadese gans,0,,5.19728,51.09375
Antwerpen,Zandhoven,2013,Branta leucopsis,Brandgans,0,,4.61731,50.91977
Antwerpen,Zandhoven,2013,Branta ruficollis,Roodhalsgans,0,,5.27962,50.85855
Antwerpen,Zandhoven,2013,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Antwerpen,Zandhoven,2015,Alopochen aegyptiacus,Nijlgans,0,,5.62545,50.93824
Antwerpen,Zandhoven,2015,Anser albifrons,Kolgans,0,,5.27962,50.85855
Antwerpen,Zandhoven,2015,Anser anser,Grauwe gans,0,,5.17111,51.27566
Antwerpen,Zandhoven,2015,Anser anser forma domesticus,Soepgans,2,,3.59775,51.25619
Antwerpen,Zandhoven,2015,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Zandhoven,2015,Anser cygnoides forma domestica,Zwaangans,0,,5.19728,51.09375
Antwerpen,Zandhoven,2015,Anser erythropus,Dwerggans,0,,3.95181,50.99071
Antwerpen,Zandhoven,2015,Anser indicus,Indische gans,0,,3.15924,51.2728
Antwerpen,Zandhoven,2015,Branta canadensis,Canadese gans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2015,Branta leucopsis,Brandgans,0,,5.56507,50.83254
Antwerpen,Zandhoven,2015,Branta ruficollis,Roodhalsgans,0,,4.87836,50.90303
Antwerpen,Zandhoven,2015,Chloephaga picta,Magelhaengans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2016,Alopochen aegyptiacus,Nijlgans,1,,4.06983,51.1736
Antwerpen,Zandhoven,2016,Anser albifrons,Kolgans,0,,4.14796,50.78105
Antwerpen,Zandhoven,2016,Anser anser,Grauwe gans,0,,5.17111,51.27566
Antwerpen,Zandhoven,2016,Anser anser forma domesticus,Soepgans,1,,4.39161,51.1087
Antwerpen,Zandhoven,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.15924,51.2728
Antwerpen,Zandhoven,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.89966,50.86607
Antwerpen,Zandhoven,2016,Anser erythropus,Dwerggans,0,,4.06983,51.1736
Antwerpen,Zandhoven,2016,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2016,Branta canadensis,Canadese gans,0,,4.39161,51.1087
Antwerpen,Zandhoven,2016,Branta leucopsis,Brandgans,0,,4.92756,50.990476
Antwerpen,Zandhoven,2016,Branta ruficollis,Roodhalsgans,0,,5.27962,50.85855
Antwerpen,Zandhoven,2016,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Antwerpen,Zandhoven,2017,Alopochen aegyptiacus,Nijlgans,7,,2.99137,50.92843
Antwerpen,Zandhoven,2017,Anser albifrons,Kolgans,0,,3.59775,51.25619
Antwerpen,Zandhoven,2017,Anser anser,Grauwe gans,0,,2.99137,50.92843
Antwerpen,Zandhoven,2017,Anser anser forma domesticus,Soepgans,1,,4.84449,51.138
Antwerpen,Zandhoven,2017,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2017,Anser cygnoides forma domestica,Zwaangans,0,,3.59775,51.25619
Antwerpen,Zandhoven,2017,Anser erythropus,Dwerggans,0,,4.39161,51.1087
Antwerpen,Zandhoven,2017,Anser indicus,Indische gans,0,,5.62545,50.93824
Antwerpen,Zandhoven,2017,Branta canadensis,Canadese gans,0,,4.61731,50.91977
Antwerpen,Zandhoven,2017,Branta leucopsis,Brandgans,0,,3.60046,50.80073
Antwerpen,Zandhoven,2017,Branta ruficollis,Roodhalsgans,0,,3.95181,50.99071
Antwerpen,Zandhoven,2017,Chloephaga picta,Magelhaengans,0,,3.22237,51.10927
Antwerpen,Zandhoven,2018,Alopochen aegyptiacus,Nijlgans,8,,2.99137,50.92843
Antwerpen,Zandhoven,2018,Anser albifrons,Kolgans,0,,4.61731,50.91977
Antwerpen,Zandhoven,2018,Anser anser,Grauwe gans,0,,3.15924,51.2728
Antwerpen,Zandhoven,2018,Anser anser forma domesticus,Soepgans,0,,3.95181,50.99071
Antwerpen,Zandhoven,2018,Anser brachyrhynchus,Kleine rietgans,0,,3.22237,51.10927
Antwerpen,Zandhoven,2018,Anser cygnoides forma domestica,Zwaangans,0,,2.75808,51.04082
Antwerpen,Zandhoven,2018,Anser erythropus,Dwerggans,0,,3.59775,51.25619
Antwerpen,Zandhoven,2018,Anser indicus,Indische gans,0,,2.99137,50.92843
Antwerpen,Zandhoven,2018,Branta canadensis,Canadese gans,0,,4.14796,50.78105
Antwerpen,Zandhoven,2018,Branta leucopsis,Brandgans,0,,5.03706,51.36435
Antwerpen,Zandhoven,2018,Branta ruficollis,Roodhalsgans,0,,5.03706,51.36435
Antwerpen,Zandhoven,2018,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Limburg,Beringen,2013,Alopochen aegyptiacus,Nijlgans,6,,5.56507,50.83254
Limburg,Beringen,2013,Anser albifrons,Kolgans,0,,5.62545,50.93824
Limburg,Beringen,2013,Anser anser,Grauwe gans,0,,5.03706,51.36435
Limburg,Beringen,2013,Anser anser forma domesticus,Soepgans,0,,4.14796,50.78105
Limburg,Beringen,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.62545,50.93824
Limburg,Beringen,2013,Anser cygnoides forma domestica,Zwaangans,0,,5.62545,50.93824
Limburg,Beringen,2013,Anser erythropus,Dwerggans,0,,4.14796,50.78105
Limburg,Beringen,2013,Anser indicus,Indische gans,0,,5.03706,51.36435
Limburg,Beringen,2013,Branta canadensis,Canadese gans,42,,5.27962,50.85855
Limburg,Beringen,2013,Branta leucopsis,Brandgans,0,,5.27962,50.85855
Limburg,Beringen,2013,Branta ruficollis,Roodhalsgans,0,,4.61731,50.91977
Limburg,Beringen,2013,Chloephaga picta,Magelhaengans,0,,5.62545,50.93824
Limburg,Beringen,2014,Alopochen aegyptiacus,Nijlgans,29,,5.03706,51.36435
Limburg,Beringen,2014,Anser albifrons,Kolgans,0,,3.15924,51.2728
Limburg,Beringen,2014,Anser anser,Grauwe gans,0,,4.39161,51.1087
Limburg,Beringen,2014,Anser anser forma domesticus,Soepgans,0,,3.4415,50.82618
Limburg,Beringen,2014,Anser brachyrhynchus,Kleine rietgans,0,,3.59775,51.25619
Limburg,Beringen,2014,Anser cygnoides forma domestica,Zwaangans,0,,4.84449,51.138
Limburg,Beringen,2014,Anser erythropus,Dwerggans,0,,3.4415,50.82618
Limburg,Beringen,2014,Anser indicus,Indische gans,0,,4.06983,51.1736
Limburg,Beringen,2014,Branta canadensis,Canadese gans,86,,4.39161,51.1087
Limburg,Beringen,2014,Branta leucopsis,Brandgans,161,,4.92756,50.990476
Limburg,Beringen,2014,Branta ruficollis,Roodhalsgans,0,,3.95181,50.99071
Limburg,Beringen,2014,Chloephaga picta,Magelhaengans,0,,5.03706,51.36435
Limburg,Beringen,2015,Alopochen aegyptiacus,Nijlgans,5,,5.27962,50.85855
Limburg,Beringen,2015,Anser albifrons,Kolgans,0,,3.59775,51.25619
Limburg,Beringen,2015,Anser anser,Grauwe gans,0,,4.87836,50.90303
Limburg,Beringen,2015,Anser anser forma domesticus,Soepgans,0,,3.60046,50.80073
Limburg,Beringen,2015,Anser brachyrhynchus,Kleine rietgans,0,,3.95181,50.99071
Limburg,Beringen,2015,Anser cygnoides forma domestica,Zwaangans,0,,4.92756,50.990476
Limburg,Beringen,2015,Anser erythropus,Dwerggans,0,,2.99137,50.92843
Limburg,Beringen,2015,Anser indicus,Indische gans,0,,5.48821,51.19541
Limburg,Beringen,2015,Branta canadensis,Canadese gans,0,,5.48821,51.19541
Limburg,Beringen,2015,Branta leucopsis,Brandgans,50,,3.22237,51.10927
Limburg,Beringen,2015,Branta ruficollis,Roodhalsgans,0,,5.56507,50.83254
Limburg,Beringen,2015,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Limburg,Beringen,2016,Alopochen aegyptiacus,Nijlgans,4,,4.84449,51.138
Limburg,Beringen,2016,Anser albifrons,Kolgans,0,,4.06983,51.1736
Limburg,Beringen,2016,Anser anser,Grauwe gans,0,,3.22237,51.10927
Limburg,Beringen,2016,Anser anser forma domesticus,Soepgans,0,,3.15924,51.2728
Limburg,Beringen,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.60046,50.80073
Limburg,Beringen,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.15924,51.2728
Limburg,Beringen,2016,Anser erythropus,Dwerggans,0,,4.06983,51.1736
Limburg,Beringen,2016,Anser indicus,Indische gans,0,,2.75808,51.04082
Limburg,Beringen,2016,Branta canadensis,Canadese gans,59,,4.84449,51.138
Limburg,Beringen,2016,Branta leucopsis,Brandgans,133,,4.39161,51.1087
Limburg,Beringen,2016,Branta ruficollis,Roodhalsgans,0,,5.27962,50.85855
Limburg,Beringen,2016,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Limburg,Bree,2013,Alopochen aegyptiacus,Nijlgans,3,,5.19728,51.09375
Limburg,Bree,2013,Anser albifrons,Kolgans,0,,4.61731,50.91977
Limburg,Bree,2013,Anser anser,Grauwe gans,77,,3.95181,50.99071
Limburg,Bree,2013,Anser anser forma domesticus,Soepgans,0,,5.48821,51.19541
Limburg,Bree,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.56507,50.83254
Limburg,Bree,2013,Anser cygnoides forma domestica,Zwaangans,0,,3.60046,50.80073
Limburg,Bree,2013,Anser erythropus,Dwerggans,0,,2.75808,51.04082
Limburg,Bree,2013,Anser indicus,Indische gans,0,,5.27962,50.85855
Limburg,Bree,2013,Branta canadensis,Canadese gans,0,,4.84449,51.138
Limburg,Bree,2013,Branta leucopsis,Brandgans,0,,5.56507,50.83254
Limburg,Bree,2013,Branta ruficollis,Roodhalsgans,0,,4.87836,50.90303
Limburg,Bree,2013,Chloephaga picta,Magelhaengans,0,,3.22237,51.10927
Limburg,Bree,2014,Alopochen aegyptiacus,Nijlgans,3,,4.14796,50.78105
Limburg,Bree,2014,Anser albifrons,Kolgans,0,,5.17111,51.27566
Limburg,Bree,2014,Anser anser,Grauwe gans,90,,3.95181,50.99071
Limburg,Bree,2014,Anser anser forma domesticus,Soepgans,0,,5.03706,51.36435
Limburg,Bree,2014,Anser brachyrhynchus,Kleine rietgans,0,,2.99137,50.92843
Limburg,Bree,2014,Anser cygnoides forma domestica,Zwaangans,0,,4.14796,50.78105
Limburg,Bree,2014,Anser erythropus,Dwerggans,0,,5.56507,50.83254
Limburg,Bree,2014,Anser indicus,Indische gans,0,,3.15924,51.2728
Limburg,Bree,2014,Branta canadensis,Canadese gans,0,,4.14796,50.78105
Limburg,Bree,2014,Branta leucopsis,Brandgans,0,,5.48821,51.19541
Limburg,Bree,2014,Branta ruficollis,Roodhalsgans,0,,5.56507,50.83254
Limburg,Bree,2014,Chloephaga picta,Magelhaengans,0,,5.19728,51.09375
Limburg,Bree,2015,Alopochen aegyptiacus,Nijlgans,3,,3.95181,50.99071
Limburg,Bree,2015,Anser albifrons,Kolgans,0,,5.17111,51.27566
Limburg,Bree,2015,Anser anser,Grauwe gans,122,,5.8506,50.74037
Limburg,Bree,2015,Anser anser forma domesticus,Soepgans,0,,3.59775,51.25619
Limburg,Bree,2015,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Limburg,Bree,2015,Anser cygnoides forma domestica,Zwaangans,0,,5.27962,50.85855
Limburg,Bree,2015,Anser erythropus,Dwerggans,0,,5.8506,50.74037
Limburg,Bree,2015,Anser indicus,Indische gans,0,,3.4415,50.82618
Limburg,Bree,2015,Branta canadensis,Canadese gans,23,,3.95181,50.99071
Limburg,Bree,2015,Branta leucopsis,Brandgans,5,,3.59775,51.25619
Limburg,Bree,2015,Branta ruficollis,Roodhalsgans,0,,4.84449,51.138
Limburg,Bree,2015,Chloephaga picta,Magelhaengans,0,,5.48821,51.19541
Limburg,Bree,2016,Alopochen aegyptiacus,Nijlgans,2,,5.62545,50.93824
Limburg,Bree,2016,Anser albifrons,Kolgans,0,,3.95181,50.99071
Limburg,Bree,2016,Anser anser,Grauwe gans,163,,5.19728,51.09375
Limburg,Bree,2016,Anser anser forma domesticus,Soepgans,0,,3.89966,50.86607
Limburg,Bree,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.4415,50.82618
Limburg,Bree,2016,Anser cygnoides forma domestica,Zwaangans,0,,5.56507,50.83254
Limburg,Bree,2016,Anser erythropus,Dwerggans,0,,3.22237,51.10927
Limburg,Bree,2016,Anser indicus,Indische gans,0,,3.15924,51.2728
Limburg,Bree,2016,Branta canadensis,Canadese gans,3,,3.60046,50.80073
Limburg,Bree,2016,Branta leucopsis,Brandgans,0,,5.48821,51.19541
Limburg,Bree,2016,Branta ruficollis,Roodhalsgans,0,,4.14796,50.78105
Limburg,Bree,2016,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Limburg,Bree,2017,Alopochen aegyptiacus,Nijlgans,0,,3.4415,50.82618
Limburg,Bree,2017,Anser albifrons,Kolgans,0,,3.22237,51.10927
Limburg,Bree,2017,Anser anser,Grauwe gans,140,,5.56507,50.83254
Limburg,Bree,2017,Anser anser forma domesticus,Soepgans,0,,5.19728,51.09375
Limburg,Bree,2017,Anser brachyrhynchus,Kleine rietgans,0,,4.61731,50.91977
Limburg,Bree,2017,Anser cygnoides forma domestica,Zwaangans,0,,4.14796,50.78105
Limburg,Bree,2017,Anser erythropus,Dwerggans,0,,5.48821,51.19541
Limburg,Bree,2017,Anser indicus,Indische gans,0,,3.15924,51.2728
Limburg,Bree,2017,Branta canadensis,Canadese gans,0,,3.22237,51.10927
Limburg,Bree,2017,Branta leucopsis,Brandgans,0,,4.14796,50.78105
Limburg,Bree,2017,Branta ruficollis,Roodhalsgans,0,,5.19728,51.09375
Limburg,Bree,2017,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Limburg,Bree,2018,Alopochen aegyptiacus,Nijlgans,1,,4.84449,51.138
Limburg,Bree,2018,Anser albifrons,Kolgans,0,,5.8506,50.74037
Limburg,Bree,2018,Anser anser,Grauwe gans,349,,2.99137,50.92843
Limburg,Bree,2018,Anser anser forma domesticus,Soepgans,0,,5.03706,51.36435
Limburg,Bree,2018,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Limburg,Bree,2018,Anser cygnoides forma domestica,Zwaangans,0,,5.17111,51.27566
Limburg,Bree,2018,Anser erythropus,Dwerggans,0,,5.8506,50.74037
Limburg,Bree,2018,Anser indicus,Indische gans,0,,5.03706,51.36435
Limburg,Bree,2018,Branta canadensis,Canadese gans,36,,4.39161,51.1087
Limburg,Bree,2018,Branta leucopsis,Brandgans,0,,3.22237,51.10927
Limburg,Bree,2018,Branta ruficollis,Roodhalsgans,0,,5.56507,50.83254
Limburg,Bree,2018,Chloephaga picta,Magelhaengans,0,,4.87836,50.90303
Limburg,Dilsen-Stokkem,2013,Alopochen aegyptiacus,Nijlgans,133,,3.95181,50.99071
Limburg,Dilsen-Stokkem,2013,Anser albifrons,Kolgans,1,,5.8506,50.74037
Limburg,Dilsen-Stokkem,2013,Anser anser,Grauwe gans,429,,3.4415,50.82618
Limburg,Dilsen-Stokkem,2013,Anser anser forma domesticus,Soepgans,0,,3.89966,50.86607
Limburg,Dilsen-Stokkem,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2013,Anser cygnoides forma domestica,Zwaangans,0,,3.4415,50.82618
Limburg,Dilsen-Stokkem,2013,Anser erythropus,Dwerggans,0,,3.95181,50.99071
Limburg,Dilsen-Stokkem,2013,Anser indicus,Indische gans,0,,3.22237,51.10927
Limburg,Dilsen-Stokkem,2013,Branta canadensis,Canadese gans,13,,3.4415,50.82618
Limburg,Dilsen-Stokkem,2013,Branta leucopsis,Brandgans,68,,3.59775,51.25619
Limburg,Dilsen-Stokkem,2013,Branta ruficollis,Roodhalsgans,0,,5.8506,50.74037
Limburg,Dilsen-Stokkem,2013,Chloephaga picta,Magelhaengans,0,,4.39161,51.1087
Limburg,Dilsen-Stokkem,2014,Alopochen aegyptiacus,Nijlgans,211,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2014,Anser albifrons,Kolgans,0,,5.62545,50.93824
Limburg,Dilsen-Stokkem,2014,Anser anser,Grauwe gans,496,,2.75808,51.04082
Limburg,Dilsen-Stokkem,2014,Anser anser forma domesticus,Soepgans,0,,4.14796,50.78105
Limburg,Dilsen-Stokkem,2014,Anser brachyrhynchus,Kleine rietgans,0,,3.89966,50.86607
Limburg,Dilsen-Stokkem,2014,Anser cygnoides forma domestica,Zwaangans,0,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2014,Anser erythropus,Dwerggans,0,,4.61731,50.91977
Limburg,Dilsen-Stokkem,2014,Anser indicus,Indische gans,0,,3.22237,51.10927
Limburg,Dilsen-Stokkem,2014,Branta canadensis,Canadese gans,0,,4.92756,50.990476
Limburg,Dilsen-Stokkem,2014,Branta leucopsis,Brandgans,118,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2014,Branta ruficollis,Roodhalsgans,0,,4.14796,50.78105
Limburg,Dilsen-Stokkem,2014,Chloephaga picta,Magelhaengans,0,,5.8506,50.74037
Limburg,Dilsen-Stokkem,2015,Alopochen aegyptiacus,Nijlgans,169,,5.27962,50.85855
Limburg,Dilsen-Stokkem,2015,Anser albifrons,Kolgans,0,,4.39161,51.1087
Limburg,Dilsen-Stokkem,2015,Anser anser,Grauwe gans,157,,3.60046,50.80073
Limburg,Dilsen-Stokkem,2015,Anser anser forma domesticus,Soepgans,0,,5.8506,50.74037
Limburg,Dilsen-Stokkem,2015,Anser brachyrhynchus,Kleine rietgans,0,,5.62545,50.93824
Limburg,Dilsen-Stokkem,2015,Anser cygnoides forma domestica,Zwaangans,0,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2015,Anser erythropus,Dwerggans,0,,4.92756,50.990476
Limburg,Dilsen-Stokkem,2015,Anser indicus,Indische gans,0,,4.84449,51.138
Limburg,Dilsen-Stokkem,2015,Branta canadensis,Canadese gans,8,,3.95181,50.99071
Limburg,Dilsen-Stokkem,2015,Branta leucopsis,Brandgans,114,,3.60046,50.80073
Limburg,Dilsen-Stokkem,2015,Branta ruficollis,Roodhalsgans,0,,3.59775,51.25619
Limburg,Dilsen-Stokkem,2015,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Limburg,Dilsen-Stokkem,2016,Alopochen aegyptiacus,Nijlgans,245,,3.89966,50.86607
Limburg,Dilsen-Stokkem,2016,Anser albifrons,Kolgans,0,,5.17111,51.27566
Limburg,Dilsen-Stokkem,2016,Anser anser,Grauwe gans,484,,5.17111,51.27566
Limburg,Dilsen-Stokkem,2016,Anser anser forma domesticus,Soepgans,0,,2.99137,50.92843
Limburg,Dilsen-Stokkem,2016,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Limburg,Dilsen-Stokkem,2016,Anser cygnoides forma domestica,Zwaangans,0,,5.8506,50.74037
Limburg,Dilsen-Stokkem,2016,Anser erythropus,Dwerggans,0,,4.61731,50.91977
Limburg,Dilsen-Stokkem,2016,Anser indicus,Indische gans,0,,3.89966,50.86607
Limburg,Dilsen-Stokkem,2016,Branta canadensis,Canadese gans,0,,2.99137,50.92843
Limburg,Dilsen-Stokkem,2016,Branta leucopsis,Brandgans,80,,5.27962,50.85855
Limburg,Dilsen-Stokkem,2016,Branta ruficollis,Roodhalsgans,0,,4.14796,50.78105
Limburg,Dilsen-Stokkem,2016,Chloephaga picta,Magelhaengans,0,,5.56507,50.83254
Limburg,Dilsen-Stokkem,2017,Alopochen aegyptiacus,Nijlgans,166,,4.61731,50.91977
Limburg,Dilsen-Stokkem,2017,Anser albifrons,Kolgans,0,,3.95181,50.99071
Limburg,Dilsen-Stokkem,2017,Anser anser,Grauwe gans,402,,5.27962,50.85855
Limburg,Dilsen-Stokkem,2017,Anser anser forma domesticus,Soepgans,0,,3.95181,50.99071
