gbifID	occurrenceID	species	speciesKey	eventDate	locality	municipality	coordinateUncertaintyInMeters	decimalLongitude	decimalLatitude
5131247357	770536:9f0cdca8dac7fd79ab603b7469e8d884	Heracleum mantegazzianum	3034825	2025-04-10		Menen	30	3.17711	50.79821
5131075518	{DCEB21AA-6621-436E-9B2A-DA06918AC0AB}	Heracleum mantegazzianum	3034825	2025-04-08T13:38:39Z		Gent	30	3.68629	51.0548
5131075515	{D81BF23C-3FA1-443A-80FA-BD72A458DBAF}	Heracleum mantegazzianum	3034825	2025-04-09T10:04:21Z		Zwalm	30	3.70811	50.89292
5131075511	{D72586DB-589A-4119-8E5E-0C7E4AAA03FE}	Heracleum mantegazzianum	3034825	2025-04-14T13:50:40Z		Gent	30	3.71859	51.07448
5131075483	{BA8EE85A-454F-49B3-9105-72BD0F942D96}	Heracleum mantegazzianum	3034825	2025-04-10T12:22:16Z		Aalst	30	4.05996	50.92093
5131075339	{230839A1-4826-4EF7-919B-374BB4D4D245}	Heracleum mantegazzianum	3034825	2025-04-14T08:56:03Z		Gent	30	3.66961	51.07975
5131074554	{EC93F5D2-5E48-4379-AA1E-FB3B28DDB242}	Heracleum mantegazzianum	3034825	2025-04-14T13:14:21Z		Aalter	30	3.45506	51.09821
5131074495	{BD11D7DC-42C0-4FF3-8873-99E26C66D0F7}	Heracleum mantegazzianum	3034825	2025-04-08T08:45:44Z		Gent	30	3.68864	51.03559
5131074487	{B341FAD9-09A5-40D4-88D8-0937DB0A83BA}	Heracleum mantegazzianum	3034825	2025-04-08T13:32:35Z		Gent	30	3.67136	51.05317
5131074471	{A96C5683-0B1C-4C8C-87B3-C03BEBCC1E4F}	Heracleum mantegazzianum	3034825	2025-04-10T08:07:48Z		Eeklo	30	3.60418	51.18385
5131074409	{6DF12F40-D75F-43AB-95C4-C505D0F9BC44}	Heracleum mantegazzianum	3034825	2025-04-07T11:33:07Z		Aalter	30	3.45506	51.09821
5131074397	{5FB6A86E-2286-4543-BAA8-64C980B79C7E}	Heracleum mantegazzianum	3034825	2025-04-08T13:39:11Z		Gent	30	3.67368	51.04139
5131073329	{1D8161DB-17BD-4661-93D6-2DE146EE1C0F}	Heracleum mantegazzianum	3034825	2025-04-14T10:12:30Z		Gent	30	3.66952	51.08653
5131072457	{A059B01D-8614-4C42-8228-477AC72D41E3}	Heracleum mantegazzianum	3034825	2025-04-14T12:32:26Z		Sint-Gillis-Waas	30	4.15492	51.26153
5131072391	{5AC766A2-B08D-4379-A9CC-3C6A73CC84A6}	Heracleum mantegazzianum	3034825	2025-04-14T08:02:50Z		Gent	30	3.66352	51.06027
5131072384	{50EEE438-BC7B-48A1-9614-F8A887691945}	Heracleum mantegazzianum	3034825	2025-04-08T13:38:07Z		Gent	30	3.66778	51.05337
5131072316	{106FDC1F-D129-47CF-A8D7-0AF2FABE4CF0}	Heracleum mantegazzianum	3034825	2025-04-08T08:24:39Z		Gent	30	3.66719	51.0263
5131071545	{DF2E616E-724E-4C9D-ABA2-261E9D55C3C1}	Heracleum mantegazzianum	3034825	2025-04-08T08:31:45Z		Gent	30	3.66719	51.0263
5131071519	{C75E63EB-EA44-444D-A63F-66DD73AC4F8B}	Heracleum mantegazzianum	3034825	2025-04-14T09:16:17Z		Gent	30	3.66527	51.08266
5131071475	{A1C1F987-C527-40E9-B241-573C2729B5B4}	Heracleum mantegazzianum	3034825	2025-04-11T13:12:10Z		Horebeke	30	3.69626	50.83526
5110383903	o-1023741381	Heracleum mantegazzianum	3034825	2024-06-16T15:11:56Z			92	3.171967	51.218194
5110295991	o-1022977238	Heracleum mantegazzianum	3034825	2024-06-12T19:33:55Z			100	5.321403	51.227772
5110150947	o-1022457444	Heracleum mantegazzianum	3034825	2024-05-21T11:29:50Z			4	5.321453	51.227733
5110010810	o-1022834240	Heracleum mantegazzianum	3034825	2024-06-06T14:36:25.739Z			14	3.353702	50.814301
5109919924	o-1021637798	Heracleum mantegazzianum	3034825	2024-04-15T08:30:37Z			30	3.716874	51.044707
5109918370	o-1021973913	Heracleum mantegazzianum	3034825	2024-05-02T05:20:13Z			10	4.480076	50.85419
5108678540	Natuurpunt:Waarnemingen:344637243	Heracleum mantegazzianum	3034825	2025-04-13		Zottegem	2	3.76978	50.86917
5108678425	Natuurpunt:Waarnemingen:344560086	Heracleum mantegazzianum	3034825	2025-04-07		Elsene / Ixelles	3	4.37514	50.83517
5108678416	Natuurpunt:Waarnemingen:344553278	Heracleum mantegazzianum	3034825	2025-04-13		Herent	999	4.66389	50.89028
5108677555	Natuurpunt:Waarnemingen:344601077	Heracleum mantegazzianum	3034825	2025-04-13		Zottegem	7	3.76975	50.86921
5108677507	Natuurpunt:Waarnemingen:344570987	Heracleum mantegazzianum	3034825	2025-04-13		Herent	4	4.66815	50.89422
5108676415	Natuurpunt:Waarnemingen:344446960	Heracleum mantegazzianum	3034825	2025-04-12		Leuven	4	4.6774	50.88916
5108676319	Natuurpunt:Waarnemingen:344376170	Heracleum mantegazzianum	3034825	2025-04-12		Brasschaat	999	4.51521	51.31398
5108675454	Natuurpunt:Waarnemingen:344559972	Heracleum mantegazzianum	3034825	2025-04-13		Zottegem	3	3.76977	50.86919
5108675398	Natuurpunt:Waarnemingen:344511799	Heracleum mantegazzianum	3034825	2025-04-13		Menen	3	3.19994	50.80481
5108674320	Natuurpunt:Waarnemingen:344409573	Heracleum mantegazzianum	3034825	2025-04-12		Hasselt	2	5.34449	50.88835
5108674271	Natuurpunt:Waarnemingen:344376408	Heracleum mantegazzianum	3034825	2025-04-12		Brasschaat	999	4.51521	51.31398
5108673978	Natuurpunt:Waarnemingen:344094938	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7421	50.92616
5108673977	Natuurpunt:Waarnemingen:344094929	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74149	50.92657
5108673976	Natuurpunt:Waarnemingen:344094924	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74114	50.92681
5108673975	Natuurpunt:Waarnemingen:344094915	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74048	50.92716
5108673974	Natuurpunt:Waarnemingen:344094910	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	6	4.74032	50.92725
5108673973	Natuurpunt:Waarnemingen:344094906	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73986	50.92742
5108673972	Natuurpunt:Waarnemingen:344094901	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73973	50.92747
5108673971	Natuurpunt:Waarnemingen:344094898	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73953	50.92757
5108673965	Natuurpunt:Waarnemingen:344093222	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73934	50.92768
5108673964	Natuurpunt:Waarnemingen:344093218	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73931	50.9277
5108673963	Natuurpunt:Waarnemingen:344093178	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.73837	50.9272
5108673962	Natuurpunt:Waarnemingen:344093150	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73745	50.9263
5108673961	Natuurpunt:Waarnemingen:344093137	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73683	50.92582
5108673960	Natuurpunt:Waarnemingen:344093132	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.73667	50.92571
5108673741	Natuurpunt:Waarnemingen:343924455	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73654	50.92529
5108673740	Natuurpunt:Waarnemingen:343924450	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73635	50.9253
5108673739	Natuurpunt:Waarnemingen:343924446	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7362	50.92518
5108673738	Natuurpunt:Waarnemingen:343924441	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73605	50.9251
5108673737	Natuurpunt:Waarnemingen:343924437	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73599	50.92507
5108673736	Natuurpunt:Waarnemingen:343924432	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73595	50.92504
5108673735	Natuurpunt:Waarnemingen:343924423	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73577	50.9249
5108673733	Natuurpunt:Waarnemingen:343924405	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7345	50.92382
5108673732	Natuurpunt:Waarnemingen:343924397	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73478	50.92364
5108673731	Natuurpunt:Waarnemingen:343924388	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73506	50.92349
5108673730	Natuurpunt:Waarnemingen:343924379	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	5	4.73497	50.92353
5108673729	Natuurpunt:Waarnemingen:343924365	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73449	50.92374
5108673728	Natuurpunt:Waarnemingen:343924351	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73429	50.92364
5108673727	Natuurpunt:Waarnemingen:343924347	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73425	50.92358
5108673726	Natuurpunt:Waarnemingen:343924342	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73416	50.92352
5108673725	Natuurpunt:Waarnemingen:343924338	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	6	4.73412	50.92347
5108673707	Natuurpunt:Waarnemingen:343904222	Heracleum mantegazzianum	3034825	2025-04-03		Kortenaken	2	5.01658	50.86728
5108673706	Natuurpunt:Waarnemingen:343904213	Heracleum mantegazzianum	3034825	2025-04-03		Kortenaken	2	5.01637	50.86721
5108673644	Natuurpunt:Waarnemingen:343853436	Heracleum mantegazzianum	3034825	2025-04-08		Vilvoorde	13	4.39898	50.92085
5108673185	Natuurpunt:Waarnemingen:344278302	Heracleum mantegazzianum	3034825	2025-04-09		Dendermonde	4	4.0446	51.02358
5108673052	Natuurpunt:Waarnemingen:344174672	Heracleum mantegazzianum	3034825	2025-04-11		Holsbeek	7	4.73048	50.92184
5108673051	Natuurpunt:Waarnemingen:344172944	Heracleum mantegazzianum	3034825	2025-04-11		Sint-Niklaas	10	4.19689	51.17797
5108672948	Natuurpunt:Waarnemingen:344094932	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74164	50.92649
5108672947	Natuurpunt:Waarnemingen:344094928	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74144	50.92661
5108672946	Natuurpunt:Waarnemingen:344094923	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74082	50.92695
5108672945	Natuurpunt:Waarnemingen:344094919	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74064	50.92706
5108672944	Natuurpunt:Waarnemingen:344094900	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73968	50.92749
5108672943	Natuurpunt:Waarnemingen:344094897	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73949	50.9276
5108672939	Natuurpunt:Waarnemingen:344093226	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73941	50.92763
5108672938	Natuurpunt:Waarnemingen:344093203	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73917	50.92777
5108672937	Natuurpunt:Waarnemingen:344093190	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73904	50.9278
5108672936	Natuurpunt:Waarnemingen:344093172	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73785	50.92667
5108672935	Natuurpunt:Waarnemingen:344093159	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73766	50.92647
5108672934	Natuurpunt:Waarnemingen:344093154	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73753	50.92637
5108672933	Natuurpunt:Waarnemingen:344093131	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.73661	50.92565
5108672924	Natuurpunt:Waarnemingen:344085018	Heracleum mantegazzianum	3034825	2025-04-10		Boortmeerbeek	3	4.57866	50.98355
5108672893	Natuurpunt:Waarnemingen:344056597	Heracleum mantegazzianum	3034825	2025-04-10		Opwijk	14	4.1651300000000004	50.95801
5108672712	Natuurpunt:Waarnemingen:343924459	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7366	50.92525
5108672711	Natuurpunt:Waarnemingen:343924454	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73651	50.92531
5108672710	Natuurpunt:Waarnemingen:343924431	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73592	50.92501
5108672709	Natuurpunt:Waarnemingen:343924427	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73584	50.92494
5108672708	Natuurpunt:Waarnemingen:343924422	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73574	50.92487
5108672707	Natuurpunt:Waarnemingen:343924382	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.735	50.92352
5108672706	Natuurpunt:Waarnemingen:343924369	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73456	50.9237
5108672705	Natuurpunt:Waarnemingen:343924364	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73447	50.92374
5108672704	Natuurpunt:Waarnemingen:343924355	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	2	4.73438	50.92368
5108672703	Natuurpunt:Waarnemingen:343924350	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73427	50.92362
5108672702	Natuurpunt:Waarnemingen:343924346	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73423	50.92357
5108672701	Natuurpunt:Waarnemingen:343924341	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73413	50.9235
5108672700	Natuurpunt:Waarnemingen:343924337	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	7	4.73411	50.92344
5108672699	Natuurpunt:Waarnemingen:343924332	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	6	4.73398	50.9234
5108672298	Natuurpunt:Waarnemingen:344355754	Heracleum mantegazzianum	3034825	2025-04-12		Lanaken	6	5.6543	50.90552
5108672246	Natuurpunt:Waarnemingen:344310901	Heracleum mantegazzianum	3034825	2025-04-03		Kortenaken	4	5.01681	50.86757
5108672218	Natuurpunt:Waarnemingen:344269106	Heracleum mantegazzianum	3034825	2025-04-11		Ichtegem	15	3.03261	51.06519
5108672216	Natuurpunt:Waarnemingen:344267946	Heracleum mantegazzianum	3034825	2025-04-11		Ichtegem	15	3.03561	51.06632
5108672097	Natuurpunt:Waarnemingen:344172892	Heracleum mantegazzianum	3034825	2025-04-11		Sint-Niklaas	11	4.1969	51.178
5108671992	Natuurpunt:Waarnemingen:344094943	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74292	50.92555
5108671991	Natuurpunt:Waarnemingen:344094920	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74067	50.92704
5108671990	Natuurpunt:Waarnemingen:344094916	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74052	50.92713
5108671989	Natuurpunt:Waarnemingen:344094911	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	6	4.74036	50.92721
5108671987	Natuurpunt:Waarnemingen:344093200	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73913	50.92778
5108671986	Natuurpunt:Waarnemingen:344093174	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73788	50.9267
5108671985	Natuurpunt:Waarnemingen:344093165	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73781	50.92662
5108671984	Natuurpunt:Waarnemingen:344093142	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73684	50.92583
5108671983	Natuurpunt:Waarnemingen:344093129	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73669	50.92522
5108671982	Natuurpunt:Waarnemingen:344093124	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73666	50.92516
5108671976	Natuurpunt:Waarnemingen:344089007	Heracleum mantegazzianum	3034825	2025-04-10		Hamme	15	4.13195	51.09843
5108671816	Natuurpunt:Waarnemingen:343972601	Heracleum mantegazzianum	3034825	2025-04-09		Vilvoorde	4	4.37058	50.9156
5108671753	Natuurpunt:Waarnemingen:343928605	Heracleum mantegazzianum	3034825	2025-04-09		Koksijde	3	2.67647	51.12069
5108671748	Natuurpunt:Waarnemingen:343924447	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73633	50.9253
5108671747	Natuurpunt:Waarnemingen:343924429	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73591	50.92499
5108671744	Natuurpunt:Waarnemingen:343924406	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73454	50.92383
5108671743	Natuurpunt:Waarnemingen:343924393	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73491	50.92355
5108671742	Natuurpunt:Waarnemingen:343924389	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73506	50.92347
5108671741	Natuurpunt:Waarnemingen:343924384	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73502	50.92352
5108671740	Natuurpunt:Waarnemingen:343924375	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73478	50.92359
5108671739	Natuurpunt:Waarnemingen:343924370	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73458	50.92369
5108671738	Natuurpunt:Waarnemingen:343924366	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73451	50.92374
5108671737	Natuurpunt:Waarnemingen:343924352	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73431	50.92365
5108671736	Natuurpunt:Waarnemingen:343924339	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.73412	50.92348
5108671735	Natuurpunt:Waarnemingen:343924334	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	7	4.73407	50.92348
5108671716	Natuurpunt:Waarnemingen:343904219	Heracleum mantegazzianum	3034825	2025-04-03		Kortenaken	3	5.01647	50.86719
5108671714	Natuurpunt:Waarnemingen:343903495	Heracleum mantegazzianum	3034825	2025-04-08		Gingelom	3	5.14146	50.73169
5108671713	Natuurpunt:Waarnemingen:343903490	Heracleum mantegazzianum	3034825	2025-04-08		Gingelom	2	5.14164	50.73189
5108671461	Natuurpunt:Waarnemingen:343728125	Heracleum mantegazzianum	3034825	2025-04-07		Grimbergen	999	4.35365	50.90291
5108671405	Natuurpunt:Waarnemingen:343698052	Heracleum mantegazzianum	3034825	2025-04-07		Affligem	2	4.09844	50.92299
5108671374	Natuurpunt:Waarnemingen:343671646	Heracleum mantegazzianum	3034825	2025-04-04		Lanaken	999	5.70481	50.92803
5108671178	Natuurpunt:Waarnemingen:344343578	Heracleum mantegazzianum	3034825	2025-04-12		Hulshout	999	4.79507	51.06415
5108670976	Natuurpunt:Waarnemingen:344153687	Heracleum mantegazzianum	3034825	2025-03-06		Oostende	5	2.93328	51.21273
5108670913	Natuurpunt:Waarnemingen:344094935	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7421	50.92616
5108670912	Natuurpunt:Waarnemingen:344094926	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74117	50.9268
5108670910	Natuurpunt:Waarnemingen:344094917	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.74053	50.92712
5108670909	Natuurpunt:Waarnemingen:344094912	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	5	4.74039	50.9272
5108670908	Natuurpunt:Waarnemingen:344094908	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	5	4.74025	50.92733
5108670907	Natuurpunt:Waarnemingen:344094903	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73986	50.92742
5108670903	Natuurpunt:Waarnemingen:344093215	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73926	50.92774
5108670902	Natuurpunt:Waarnemingen:344093210	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73923	50.92776
5108670901	Natuurpunt:Waarnemingen:344093170	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73785	50.92667
5108670900	Natuurpunt:Waarnemingen:344093157	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7376	50.92641
5108670899	Natuurpunt:Waarnemingen:344093152	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73748	50.92632
5108670898	Natuurpunt:Waarnemingen:344093148	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73745	50.9263
5108670897	Natuurpunt:Waarnemingen:344093134	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73674	50.92574
5108670805	Natuurpunt:Waarnemingen:344001455	Heracleum mantegazzianum	3034825	2025-04-09		Grimbergen	8	4.34737	50.93061
5108670702	Natuurpunt:Waarnemingen:343924461	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73663	50.92522
5108670701	Natuurpunt:Waarnemingen:343924452	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7364	50.9253
5108670700	Natuurpunt:Waarnemingen:343924443	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73607	50.92511
5108670699	Natuurpunt:Waarnemingen:343924439	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73601	50.92508
5108670698	Natuurpunt:Waarnemingen:343924434	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73597	50.92506
5108670697	Natuurpunt:Waarnemingen:343924425	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7358	50.9249
5108670694	Natuurpunt:Waarnemingen:343924402	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73448	50.92379
5108670693	Natuurpunt:Waarnemingen:343924399	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73461	50.92373
5108670692	Natuurpunt:Waarnemingen:343924394	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.7349	50.92358
5108670691	Natuurpunt:Waarnemingen:343924385	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73505	50.9235
5108670690	Natuurpunt:Waarnemingen:343924380	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	4	4.73498	50.92353
5108670689	Natuurpunt:Waarnemingen:343924376	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	8	4.73499	50.92369
5108670688	Natuurpunt:Waarnemingen:343924371	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73464	50.92367
5108670687	Natuurpunt:Waarnemingen:343924367	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73454	50.92371
5108670686	Natuurpunt:Waarnemingen:343924349	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73427	50.92361
5108670685	Natuurpunt:Waarnemingen:343924344	Heracleum mantegazzianum	3034825	2025-04-06		Leuven	3	4.73418	50.92354
