taxonKey	vernacularName	language	country	source	sourceTaxonKey	area	preferred
5286379	Blågrøn gaffelløv	dan	DK	National Checklist of all species occurring in Denmark	307226081	NA	NA
5286379	Blågrøn gaffelløv	dan	NA	Catalogue of Life	294861093	NA	NA
5286379	blåband	nob	NA	Catalogue of Life	294861093	NA	NA
5286379	kornbandmossa	swe	NA	Catalogue of Life	294861093	NA	NA
5286379	Blueish Veilwort	eng	NA	United Kingdom Species Inventory (UKSI)	180135330	NA	TRUE
5286379	blåband	nno	NO	NA	168751010	NA	TRUE
5286379	blåband	nob	NO	NA	168751010	NA	TRUE
5286379	kornbandmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030237	NA	TRUE
8250334	Forked Veilwort	eng	GB	TAXREF	221961880	eng	NA
8250334	bandmossa	swe	NA	Catalogue of Life	294861248	NA	NA
8250334	jongermanne fourchue	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043420	NA	NA
8250334	metzgérie bifurquée	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043420	NA	NA
8250334	suikalesammal	fin	NA	Catalogue of Life	294861248	NA	NA
8250334	suikalesammal	fin	FI	The FinBIF checklist of Finnish species	258024640	NA	NA
8250334	Forked Veilwort	eng	US	Checklist of Vermont Species	160778268	NA	TRUE
8250334	bandmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030236	NA	TRUE
8250334	forked veilwort	eng	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043420	NA	TRUE
8250334	metzgérie fourchue	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043420	NA	TRUE
2688570	Almindelig lungemos	dan	NA	Catalogue of Life	294857483	NA	NA
2688570	Almindelig lungemos	dan	DK	National Checklist of all species occurring in Denmark	307227088	NA	NA
2688570	Common Liverwort	eng	NA	Catalogue of Life	294857483	NA	NA
2688570	Common Liverwort	eng	GB	TAXREF	221962593	eng	NA
2688570	Common Liverwort	eng	GB	Martha's Vineyard species checklist	202600857	NA	NA
2688570	Common Liverwort	eng	GB	Checklist of Vermont Species	160778402	NA	NA
2688570	Parapluutjesmos	nld	NA	Catalogue of Life	294857483	NA	NA
2688570	hépatique des fontaines	fra	BE	Belgian Species List	100541743	NA	NA
2688570	keuhkosammal	fin	NA	Catalogue of Life	294857483	NA	NA
2688570	keuhkosammal	fin	FI	The FinBIF checklist of Finnish species	258024548	NA	NA
2688570	liverwort		NA	NCBI Taxonomy	103002961	NA	NA
2688570	lungmossa	swe	NA	Catalogue of Life	294857483	NA	NA
2688570	parapluutjesmos	nld	BE	Belgian Species List	100541743	NA	NA
2688570	tvaremose	nob	NA	Catalogue of Life	294857483	NA	NA
2688570	vasstvare	nob	NA	Catalogue of Life	294857483	NA	NA
2688570	älvnäver	swe	NA	Catalogue of Life	294857483	NA	NA
2688570	Маршанція поліморфна	ukr	UA	Red list of flora and fauna of Dnipropetrovsk region of Ukraine	222680605	NA	NA
2688570	Common Liverwort	eng	NA	United Kingdom Species Inventory (UKSI)	180137317	NA	TRUE
2688570	Parapluutjesmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124590592	NA	TRUE
2688570	lungmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030103	NA	TRUE
2688570	tvaremose	nob	NO	NA	168099661	NA	TRUE
2688570	vasstvare	nno	NO	NA	168099661	NA	FALSE
2688570	vasstvare	nob	NO	NA	168099661	NA	FALSE
2688570	älvnäver	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030103	NA	FALSE
4276912	Forskelligbladet kamsvøb	dan	NA	Catalogue of Life	294904911	NA	NA
4276912	Forskelligbladet kamsvøb	dan	DK	National Checklist of all species occurring in Denmark	307226989	NA	NA
4276912	Gedrongen kantmos	nld	NA	Catalogue of Life	294904911	NA	NA
4276912	Variable-leaved Crestwort	eng	GB	Martha's Vineyard species checklist	202600815	NA	NA
4276912	Variable-leaved Crestwort	eng	NA	Catalogue of Life	294904911	NA	NA
4276912	Variable-leaved Crestwort	eng	GB	Checklist of Vermont Species	160777875	NA	NA
4276912	Variable-leaved Crestwort	eng	GB	TAXREF	221964873	eng	NA
4276912	gedrongen kantmos	nld	BE	Belgian Species List	100541486	NA	NA
4276912	laholimisammal	fin	FI	The FinBIF checklist of Finnish species	258024687	NA	NA
4276912	laholimisammal	fin	NA	Catalogue of Life	294904911	NA	NA
4276912	storstipelmossa	swe	NA	Catalogue of Life	294904911	NA	NA
4276912	stubbeblonde	nob	NA	Catalogue of Life	294904911	NA	NA
4276912	stubbemose	nob	NA	Catalogue of Life	294904911	NA	NA
4276912	vedblekmossa	swe	NA	Catalogue of Life	294904911	NA	NA
4276912	Gedrongen kantmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	152466547	NA	TRUE
4276912	Variable-leaved Crestwort	eng	NA	United Kingdom Species Inventory (UKSI)	180135566	NA	TRUE
4276912	Various-leaved Crestwort	eng	NA	Checklist of Vermont Species	160777875	NA	TRUE
4276912	Various-leaved Crestwort	eng	NA	Martha's Vineyard species checklist	202600815	NA	TRUE
4276912	stubbeblonde	nob	NO	NA	168105846	NA	TRUE
4276912	stubbeblonde	nno	NO	NA	168105846	NA	TRUE
4276912	vedblekmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030568	NA	TRUE
4276912	storstipelmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030568	NA	FALSE
4276912	stubbemose	nob	NO	NA	168105846	NA	FALSE
2688562	Gewöhnliches Kegelkopfmoos	deu	NA	Catalogue of Life	294858871	NA	NA
2688562	Gewöhnliches Kegelkopfmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816166	NA	NA
2688562	Glat krokodillemos	dan	NA	Catalogue of Life	294858871	NA	NA
2688562	Great Scented Liverwort	eng	GB	Checklist of Vermont Species	160778386	NA	NA
2688562	Great Scented Liverwort	eng	GB	TAXREF	221962712	eng	NA
2688562	Great Scented Liverwort	eng	NA	Catalogue of Life	294858871	NA	NA
2688562	Kegelmos	nld	NA	Catalogue of Life	294858871	NA	NA
2688562	kegel-levre	nor	NA	Nordic plant uses from Gunnerus and Høeg	164940865	NA	NA
2688562	kegelmos	nld	BE	Belgian Species List	100541729	NA	NA
2688562	krokodillemose	nob	NA	Catalogue of Life	294858871	NA	NA
2688562	lever-mosse	nor	NA	Nordic plant uses from Gunnerus and Høeg	164940865	NA	NA
2688562	levre	nor	NA	Nordic plant uses from Gunnerus and Høeg	164940865	NA	NA
2688562	siloruutusammal	fin	FI	The FinBIF checklist of Finnish species	258024568	NA	NA
2688562	siloruutusammal	fin	NA	Catalogue of Life	294858871	NA	NA
2688562	slät rutlungmossa	swe	NA	Catalogue of Life	294858871	NA	NA
2688562	sumpkrokodillemose	nob	NA	Catalogue of Life	294858871	NA	NA
2688562	Great Scented Liverwort	eng	NA	United Kingdom Species Inventory (UKSI)	180137356	NA	TRUE
2688562	Kegelmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124590512	NA	TRUE
2688562	slät rutlungmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030130	NA	TRUE
2688562	slät rutlungmossa	swe	SE	The Swedish Red List 2020	164685069	NA	TRUE
2688562	sumpkrokodillemose	nob	NO	NA	168099692	NA	TRUE
2688562	sumpkrokodillemose	nno	NO	NA	168099692	NA	TRUE
2688562	krokodillemose	nob	NO	NA	168099692	NA	FALSE
6096602	Gaaf kantmos	nld	NA	Catalogue of Life	294903893	NA	NA
6096602	Southern Crestwort	eng	NA	DAISIE - Inventory of alien invasive species in Europe	159517692	NA	NA
6096602	Southern Crestwort	eng	GB	TAXREF	221964840	eng	NA
6096602	Southern Crestwort	eng	NA	Catalogue of Life	294903893	NA	NA
6096602	Vifte-kamsvøb	dan	DK	National Checklist of all species occurring in Denmark	307227001	NA	NA
6096602	Vifte-kamsvøb	dan	NA	Catalogue of Life	294903893	NA	NA
6096602	gaaf kantmos	nld	BE	Belgian Species List	100541490	NA	NA
6096602	sydblekmossa	swe	NA	Catalogue of Life	294903893	NA	NA
6096602	sørblonde	nob	NA	Catalogue of Life	294903893	NA	NA
6096602	Gaaf kantmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124591665	NA	TRUE
6096602	Southern Crestwort	eng	NA	United Kingdom Species Inventory (UKSI)	180135620	NA	TRUE
6096602	Southern Crestwort	eng	GB	Dyntaxa. Svensk taxonomisk databas	160030560	NA	TRUE
6096602	sydblekmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030560	NA	TRUE
6096602	sørblonde	nno	NO	NA	168105823	NA	TRUE
6096602	sørblonde	nob	NO	NA	168105823	NA	TRUE
6096599	Eingerolltes Zipfelmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816519	NA	NA
6096599	Eingerolltes Zipfelmoos	deu	NA	Catalogue of Life	294860421	NA	NA
6096599	Kropgoudkorrelmos	nld	NA	Catalogue of Life	294860421	NA	NA
6096599	Liden klokkesvøb	dan	DK	National Checklist of all species occurring in Denmark	307226106	NA	NA
6096599	Liden klokkesvøb	dan	NA	Catalogue of Life	294860421	NA	NA
6096599	Weedy Frillwort	eng	NA	Catalogue of Life	294860421	NA	NA
6096599	Weedy Frillwort	eng	GB	TAXREF	221967780	eng	NA
6096599	kropgoudkorrelmos	nld	BE	Belgian Species List	100541829	NA	NA
6096599	pikkuresusammal	fin	FI	The FinBIF checklist of Finnish species	258025571	NA	NA
6096599	pikkuresusammal	fin	NA	Catalogue of Life	294860421	NA	NA
6096599	sandbronia	swe	NA	Catalogue of Life	294860421	NA	NA
6096599	Kropgoudkorrelmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	152466341	NA	TRUE
6096599	Weedy Frillwort	eng	NA	The IUCN Red List of Threatened Species	176752357	NA	TRUE
6096599	Weedy Frillwort	eng	NA	United Kingdom Species Inventory (UKSI)	180135286	NA	TRUE
6096599	sandbronia	swe	SE	The Swedish Red List 2020	164685004	NA	TRUE
6096599	sandbronia	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030167	NA	TRUE
6096599	Eingerolltes Zipfelmoos	deu	NA	The IUCN Red List of Threatened Species	176752357	NA	FALSE
2688740	Breites Wassersackmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816473	NA	NA
2688740	Breites Wassersackmoos	deu	NA	Catalogue of Life	294874488	NA	NA
2688740	Dilated Scalewort	eng	NA	Catalogue of Life	294874488	NA	NA
2688740	Dilated Scalewort	eng	GB	TAXREF	221961458	eng	NA
2688740	Helmroestmos	nld	NA	Catalogue of Life	294874488	NA	NA
2688740	Mat bronzemos	dan	NA	Catalogue of Life	294874488	NA	NA
2688740	Mat bronzemos	dan	DK	National Checklist of all species occurring in Denmark	307226672	NA	NA
2688740	frullaine	fra	BE	Belgian Species List	100541508	NA	NA
2688740	helmroestmos	nld	BE	Belgian Species List	100541508	NA	NA
2688740	hjelmblæremose	nob	NA	Catalogue of Life	294874488	NA	NA
2688740	hjälmflikmossa	swe	NA	Catalogue of Life	294874488	NA	NA
2688740	hjälmfliksmossa	swe	NA	Catalogue of Life	294874488	NA	NA
2688740	hjälmfrullania	swe	NA	Catalogue of Life	294874488	NA	NA
2688740	runkokarvesammal	fin	FI	The FinBIF checklist of Finnish species	258025560	NA	NA
2688740	runkokarvesammal	fin	NA	Catalogue of Life	294874488	NA	NA
2688740	Фрулянія розширена	ukr	UA	Red list of flora and fauna of Kherson region of Ukraine	222536214	NA	NA
2688740	Фрулянія розширена	ukr	UA	Red list of flora and fauna of Mykolaiv region of Ukraine	222533906	NA	NA
2688740	Dilated Scalewort	eng	NA	United Kingdom Species Inventory (UKSI)	180135152	NA	TRUE
2688740	Helmroestmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124591156	NA	TRUE
2688740	hjelmblæremose	nob	NO	NA	168101262	NA	TRUE
2688740	hjelmblæremose	nno	NO	NA	168101262	NA	TRUE
2688740	hjälmfrullania	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030320	NA	TRUE
2688740	hjälmflikmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030320	NA	FALSE
2688740	hjälmfliksmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030320	NA	FALSE
5286296	Almindelig stjerneløv	dan	DK	National Checklist of all species occurring in Denmark	307227136	NA	NA
5286296	Almindelig stjerneløv	dan	NA	Catalogue of Life	294858251	NA	NA
5286296	Common Crystalwort	eng	GB	TAXREF	221962327	eng	NA
5286296	Common Crystalwort	eng	NA	Catalogue of Life	294858251	NA	NA
5286296	Common crystalwort	eng	US	Global Register of Introduced and Invasive Species - Hawaii, United States (ver.2.0, 2022)	205104982	Hawaii	NA
5286296	Klein landvorkje	nld	NA	Catalogue of Life	294858251	NA	NA
5286296	Staubfrüchtiges Sternlebermoos	deu	NA	Catalogue of Life	294858251	NA	NA
5286296	Staubfrüchtiges Sternlebermoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816139	NA	NA
5286296	jordstrålmossa	swe	NA	Catalogue of Life	294858251	NA	NA
5286296	klein landvorkje	nld	BE	Belgian Species List	100541772	NA	NA
5286296	rosett-levermose	nob	NA	Catalogue of Life	294858251	NA	NA
5286296	rosettgaffelmose	nob	NA	Catalogue of Life	294858251	NA	NA
5286296	rosettmossa	swe	NA	Catalogue of Life	294858251	NA	NA
5286296	törmähankasammal	fin	FI	The FinBIF checklist of Finnish species	258024521	NA	NA
5286296	törmähankasammal	fin	NA	Catalogue of Life	294858251	NA	NA
5286296	vanlig rosettmossa	swe	NA	Catalogue of Life	294858251	NA	NA
5286296	Річчія кучкоплода	ukr	UA	Red list of flora and fauna of Ivano-Frankivsk region of Ukraine	221747228	NA	NA
5286296	Річчія кучкоплода	ukr	UA	Red list of flora and fauna of Kherson region of Ukraine	222536210	NA	NA
5286296	Common Crystalwort	eng	NA	United Kingdom Species Inventory (UKSI)	180137291	NA	TRUE
5286296	Klein landvorkje	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124590558	NA	TRUE
5286296	greyish crystalwort	eng	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043478	NA	TRUE
5286296	riccie grisâtre	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043478	NA	TRUE
5286296	rosettgaffelmose	nno	NO	NA	168099458	NA	TRUE
5286296	rosettgaffelmose	nob	NO	NA	168099458	NA	TRUE
5286296	rosettmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030070	NA	TRUE
5286296	jordstrålmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030070	NA	FALSE
5286296	rosett-levermose	nob	NO	NA	168099458	NA	FALSE
5286296	vanlig rosettmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030070	NA	FALSE
7541037	Grof draadmos	nld	NA	Catalogue of Life	294887176	NA	NA
7541037	Hampe's Threadwort	eng	GB	TAXREF	221966460	eng	NA
7541037	Hampe's Threadwort	eng	GB	Checklist of Vermont Species	160778200	NA	NA
7541037	Hampe's Threadwort	eng	NA	Catalogue of Life	294887176	NA	NA
7541037	Hampes Kleinkopfsprossmoos	deu	NA	Catalogue of Life	294887176	NA	NA
7541037	Udspærret dværgtråd	dan	NA	Catalogue of Life	294887176	NA	NA
7541037	céphalozielle de Hampe	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042634	NA	NA
7541037	ojarahtusammal	fin	NA	Catalogue of Life	294887176	NA	NA
7541037	ojarahtusammal	fin	FI	The FinBIF checklist of Finnish species	258025326	NA	NA
7541037	sumpmikromossa	swe	NA	Catalogue of Life	294887176	NA	NA
7541037	sumppistremose	nob	NA	Catalogue of Life	294887176	NA	NA
7541037	Hampe S Threadwort	eng	US	Checklist of Vermont Species	160778200	NA	TRUE
7541037	Hampe s threadwort	eng	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042634	NA	TRUE
7541037	céphalozielle des rochers	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042634	NA	TRUE
7541037	sumpmikromossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030365	NA	TRUE
2688993	Common Threadwort	eng	GB	Checklist of Vermont Species	160778204	NA	NA
2688993	Common Threadwort	eng	GB	TAXREF	221966492	eng	NA
2688993	Common Threadwort	eng	NA	Catalogue of Life	294887513	NA	NA
2688993	Gewoon draadmos	nld	NA	Catalogue of Life	294887513	NA	NA
2688993	Mørk dværgtråd	dan	DK	National Checklist of all species occurring in Denmark	307226310	NA	NA
2688993	Mørk dværgtråd	dan	NA	Catalogue of Life	294887513	NA	NA
2688993	Spreizblättriges Kleinkopfsprossmoos	deu	NA	Catalogue of Life	294887513	NA	NA
2688993	Spreizblättriges Kleinkopfsprossmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816401	NA	NA
2688993	céphalozielle divariquée	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042619	NA	NA
2688993	dvärgtrådmossa	swe	NA	Catalogue of Life	294887513	NA	NA
2688993	flokepistremose	nob	NA	Catalogue of Life	294887513	NA	NA
2688993	gewoon draadmos	nld	BE	Belgian Species List	100541460	NA	NA
2688993	jongermanne divariquée	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042619	NA	NA
2688993	metsärahtusammal	fin	FI	The FinBIF checklist of Finnish species	258025334	NA	NA
2688993	metsärahtusammal	fin	NA	Catalogue of Life	294887513	NA	NA
2688993	mikromossa	swe	NA	Catalogue of Life	294887513	NA	NA
2688993	Common Threadwort	eng	NA	United Kingdom Species Inventory (UKSI)	180136827	NA	TRUE
2688993	Gewoon draadmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124591452	NA	TRUE
2688993	Spreading Threadwort	eng	US	Checklist of Vermont Species	160778204	NA	TRUE
2688993	céphalozielle étalée	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042619	NA	TRUE
2688993	flokepistremose	nno	NO	NA	168106096	NA	TRUE
2688993	flokepistremose	nob	NO	NA	168106096	NA	TRUE
2688993	mikromossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030377	NA	TRUE
2688993	spreading threadwort	eng	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100042619	NA	TRUE
2688993	dvärgtrådmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030377	NA	FALSE
5710127	Bosspinragmos	nld	NA	Catalogue of Life	294924365	NA	NA
5710127	Sand-dværghånd	dan	DK	National Checklist of all species occurring in Denmark	307226699	NA	NA
5710127	Sand-dværghånd	dan	NA	Catalogue of Life	294924365	NA	NA
5710127	Wald-Kleinschuppenzweigmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816331	NA	NA
5710127	Wald-Kleinschuppenzweigmoos	deu	NA	Catalogue of Life	294924365	NA	NA
5710127	Wood Fingerwort	eng	NA	Catalogue of Life	294924365	NA	NA
5710127	Wood Fingerwort	eng	GB	Martha's Vineyard species checklist	244999501	NA	NA
5710127	Wood Fingerwort	eng	GB	TAXREF	221965392	eng	NA
5710127	bosspinragmos	nld	BE	Belgian Species List	100541570	NA	NA
5710127	sydlig fingerfliksmossa	swe	NA	Catalogue of Life	294924365	NA	NA
5710127	trefingermose	nob	NA	Catalogue of Life	294924365	NA	NA
5710127	Bosspinragmos	nld	NA	Checklist Dutch Species Register - Nederlands Soortenregister	124591070	NA	TRUE
5710127	Wood Fingerwort	eng	NA	United Kingdom Species Inventory (UKSI)	180136327	NA	TRUE
5710127	sydlig fingerfliksmossa	swe	SE	The Swedish Red List 2020	164685301	NA	TRUE
5710127	sydlig fingerfliksmossa	swe	SE	Dyntaxa. Svensk taxonomisk databas	160030493	NA	TRUE
5710127	trefingermose	nno	NO	NA	168104266	NA	TRUE
5710127	trefingermose	nob	NO	NA	168104266	NA	TRUE
2689550	Enbo ribbeløv	dan	DK	National Checklist of all species occurring in Denmark	307226012	NA	NA
2689550	Enbo ribbeløv	dan	NA	Catalogue of Life	294860156	NA	NA
2689550	Gewoon plakkaatmos	nld	NA	Catalogue of Life	294860156	NA	NA
2689550	Gewöhnliches Beckenmoos	deu	DE	Taxon list of liverworts from Germany compiled in the context of the GBOL project	319816504	NA	NA
2689550	Gewöhnliches Beckenmoos	deu	NA	Catalogue of Life	294860156	NA	NA
2689550	Overleaf Pellia	eng	GB	Checklist of Vermont Species	160777711	NA	NA
2689550	Overleaf Pellia	eng	GB	TAXREF	221961603	eng	NA
2689550	Overleaf Pellia	eng	GB	Martha's Vineyard species checklist	202600734	NA	NA
2689550	Overleaf Pellia	eng	NA	Catalogue of Life	294860156	NA	NA
2689550	fick-bålmossa	swe	NA	Catalogue of Life	294860156	NA	NA
2689550	fickbålmossa	swe	NA	Catalogue of Life	294860156	NA	NA
2689550	fickpellia	swe	NA	Catalogue of Life	294860156	NA	NA
2689550	flikvårmose	nob	NA	Catalogue of Life	294860156	NA	NA
2689550	gewoon plakkaatmos	nld	BE	Belgian Species List	100541866	NA	NA
2689550	jongermanne épiphylle	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043437	NA	NA
2689550	pellia épiphylle	fra	NA	Bryoquel : Liste des bryophytes présentes au Québec-Labrador	100043437	NA	NA
