kingdom	kingdomkey	phylum	phylumkey	class	classkey	order	orderkey	family	familykey	genus	genuskey	species	specieskey	year	eeacellcode	phylumcount	classcount	ordercount	familycount	genuscount	kingdomcount	occurrences	mintemporaluncertainty	mincoordinateuncertaintyinmeters
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2020	1kmE3928N3123	12	5	3	2	2	134	2	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2020	1kmE3928N3123	12	5	2	2	2	134	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2020	1kmE3928N3123	12	7	3	3	3	134	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2020	1kmE3928N3123	12	7	3	3	3	134	2	86400	25
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziellaceae	2287	Cephaloziella	8348351	Cephaloziella hampeana	7541037	2010	1kmE3934N3160	4	4	4	2	2	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziellaceae	2287	Cephaloziella	8348351	Cephaloziella divaricata	2688993	2010	1kmE3934N3160	4	4	4	2	2	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lepidoziaceae	2280	Kurzia	2689090	Kurzia sylvatica	5710127	2010	1kmE3934N3160	4	4	4	1	1	12	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2010	1kmE3934N3160	4	4	4	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2021	1kmE3939N3116	6	2	1	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2021	1kmE3939N3116	6	4	1	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2021	1kmE3939N3116	6	4	1	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2021	1kmE3939N3116	6	4	2	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziaceae	2288	Fuscocephaloziopsis	2689160	Fuscocephaloziopsis connivens	9443095	2021	1kmE3939N3116	6	4	2	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2021	1kmE3939N3116	6	2	1	1	1	35	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2024	1kmE3941N3137	1	1	1	1	1	47	1	86400	15
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2024	1kmE3953N3105	1	1	1	1	1	165	1	86400	707
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2015	1kmE3957N3138	1	1	1	1	1	9	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2017	1kmE3965N3152	2	2	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2017	1kmE3965N3152	2	2	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2022	1kmE3967N3112	2	2	2	2	2	60	2	86400	4
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Scapania	2689215	Scapania nemorea	2689220	2023	1kmE3971N3135	13	11	7	3	2	84	2	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2023	1kmE3971N3135	13	2	2	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2023	1kmE3971N3135	13	11	3	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2023	1kmE3971N3135	13	11	3	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2023	1kmE3971N3135	13	11	1	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924	Myriocoleopsis minutissima	9500140	2023	1kmE3971N3135	13	11	3	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia muelleriana	2689329	2023	1kmE3971N3135	13	11	7	2	2	84	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2023	1kmE3971N3135	13	11	7	2	2	84	2	86400	3
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia bifurca	5710080	2023	1kmE3971N3135	13	2	2	1	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Diplophyllum	2689188	Diplophyllum albicans	5286350	2023	1kmE3971N3135	13	11	7	3	1	84	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2024	1kmE3985N3134	1	1	1	1	1	19	1	86400	999
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2018	1kmE4006N3110	2	1	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2018	1kmE4006N3110	2	1	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2012	1kmE4027N3079	1	1	1	1	1	2	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2024	1kmE3868N3117	1	1	1	1	1	29	1	1	87
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2017	1kmE3882N3122	2	2	1	1	1	92	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2017	1kmE3882N3122	2	2	1	1	1	92	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2020	1kmE3894N3118	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2020	1kmE3894N3118	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2023	1kmE3896N3094	1	1	1	1	1	103	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2010	1kmE3909N3128	1	1	1	1	1	1	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2022	1kmE3913N3092	1	1	1	1	1	31	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia bifurca	5710080	2010	1kmE3915N3121	2	2	2	2	2	7	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2010	1kmE3915N3121	2	2	2	2	2	7	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924	Myriocoleopsis minutissima	9500140	2015	1kmE3915N3125	1	1	1	1	1	7	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria violacea	5286379	2014	1kmE3921N3127	2	2	2	2	2	20	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2016	1kmE3930N3092	1	1	1	1	1	5	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2012	1kmE3933N3150	1	1	1	1	1	9	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziaceae	2288	Cephalozia	8241632	Cephalozia bicuspidata	2689152	2022	1kmE3933N3151	3	3	3	1	1	27	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia muelleriana	2689329	2022	1kmE3933N3151	3	3	3	2	2	27	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia integristipula	2689330	2022	1kmE3933N3151	3	3	3	2	2	27	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2023	1kmE3936N3144	1	1	1	1	1	22	1	86400	4
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2023	1kmE3945N3138	7	7	7	7	7	69	7	86400	3
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2011	1kmE3946N3145	3	3	1	1	1	15	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2011	1kmE3946N3145	3	3	2	2	2	15	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2011	1kmE3946N3145	3	3	2	2	2	15	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2018	1kmE3979N3126	1	1	1	1	1	269	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Asperifolia	11976613	Asperifolia arguta	12232458	2021	1kmE3983N3093	2	2	1	1	1	22	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2021	1kmE3983N3093	2	2	1	1	1	22	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2010	1kmE3984N3134	1	1	1	1	1	10	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia quadrata	7603659	2023	1kmE3801N3134	3	2	2	2	2	1730	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2023	1kmE3801N3134	3	1	1	1	1	1730	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2025	1kmE3829N3139	1	1	1	1	1	78	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924	Myriocoleopsis minutissima	9500140	2010	1kmE3858N3159	2	2	1	1	1	484	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2010	1kmE3858N3159	2	2	1	1	1	484	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2012	1kmE3862N3136	4	4	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2012	1kmE3862N3136	4	4	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia muelleriana	2689329	2012	1kmE3862N3136	4	4	2	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2012	1kmE3862N3136	4	4	2	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2016	1kmE3892N3085	3	2	2	1	1	16	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2016	1kmE3892N3085	3	2	2	1	1	16	1	86400	750
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2016	1kmE3892N3085	3	1	1	1	1	16	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2019	1kmE3910N3117	2	2	1	1	1	16	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2019	1kmE3910N3117	2	2	1	1	1	16	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2022	1kmE3912N3093	1	1	1	1	1	26	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2019	1kmE3917N3085	1	1	1	1	1	36	1	86400	1000
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2017	1kmE3919N3119	1	1	1	1	1	15	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea bidentata	4276916	2025	1kmE3920N3126	1	1	1	1	1	144	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2020	1kmE3921N3141	1	1	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2016	1kmE3922N3121	1	1	1	1	1	5	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2016	1kmE3926N3107	1	1	1	1	1	14	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2010	1kmE3927N3088	1	1	1	1	1	8	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lepidoziaceae	2280	Lepidozia	2689101	Lepidozia reptans	2689102	2011	1kmE3930N3153	5	4	2	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2011	1kmE3930N3153	5	1	1	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Aneuraceae	6125	Aneura	2689523	Aneura pinguis	5286381	2011	1kmE3930N3153	5	4	1	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2011	1kmE3930N3153	5	4	2	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2011	1kmE3930N3153	5	4	1	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2011	1kmE3938N3137	2	2	1	1	1	30	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2011	1kmE3938N3137	2	2	1	1	1	30	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2023	1kmE3942N3115	1	1	1	1	1	33	1	86400	999
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2017	1kmE3947N3144	4	4	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2017	1kmE3947N3144	4	4	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2017	1kmE3947N3144	4	4	2	2	2	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2017	1kmE3947N3144	4	4	2	2	2	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2025	1kmE3951N3121	1	1	1	1	1	38	1	86400	999
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea bidentata	4276916	2024	1kmE3957N3103	1	1	1	1	1	33	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziaceae	2288	Fuscocephaloziopsis	2689160	Fuscocephaloziopsis macrostachya	9488733	2012	1kmE3961N3165	1	1	1	1	1	1	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2021	1kmE3975N3126	2	2	1	1	1	37	1	86400	14
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2021	1kmE3975N3126	2	2	1	1	1	37	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziaceae	2288	Cephalozia	8241632	Cephalozia bicuspidata	2689152	2016	1kmE3990N3138	1	1	1	1	1	47	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2022	1kmE4003N3097	1	1	1	1	1	688	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Scapania	2689215	Scapania irrigua	2689217	2019	1kmE4018N3107	1	1	1	1	1	54	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2025	1kmE3823N3112	1	1	1	1	1	1	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2017	1kmE3855N3095	3	3	2	1	1	30	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2017	1kmE3855N3095	3	3	2	1	1	30	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2017	1kmE3855N3095	3	3	1	1	1	30	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2019	1kmE3878N3126	1	1	1	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2017	1kmE3913N3125	2	2	2	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2017	1kmE3913N3125	2	2	2	1	1	12	1	86400	700
