kingdom	kingdomkey	phylum	phylumkey	class	classkey	order	orderkey	family	familykey	genus	genuskey	species	specieskey	year	eeacellcode	phylumcount	classcount	ordercount	familycount	genuscount	kingdomcount	occurrences	mintemporaluncertainty	mincoordinateuncertaintyinmeters
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2013	1kmE3939N3128	3	2	1	1	1	82	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Aneuraceae	6125	Aneura	2689523	Aneura pinguis	5286381	2010	1kmE3939N3151	1	1	1	1	1	2	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Fossombroniales	916	Fossombroniaceae	6145	Fossombronia	2688722	Fossombronia wondraczekii	7527936	2024	1kmE3941N3095	4	1	1	1	1	240	1	86400	707
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2024	1kmE3941N3095	4	3	3	3	3	240	1	86400	707
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2024	1kmE3941N3095	4	3	3	3	3	240	2	86400	707
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2025	1kmE3947N3144	1	1	1	1	1	27	1	86400	27
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2018	1kmE3950N3114	3	3	1	1	1	13	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2018	1kmE3950N3114	3	3	1	1	1	13	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2018	1kmE3950N3114	3	3	1	1	1	13	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2025	1kmE3955N3142	1	1	1	1	1	2	1	86400	30
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Fossombroniales	916	Fossombroniaceae	6145	Fossombronia	2688722	Fossombronia foveolata	4277547	2014	1kmE3959N3141	6	6	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2014	1kmE3959N3141	6	6	2	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Solenostomataceae	6128	Solenostoma	8123202	Solenostoma gracillimum	5710187	2014	1kmE3959N3141	6	6	2	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2014	1kmE3959N3141	6	6	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2014	1kmE3959N3141	6	6	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2014	1kmE3959N3141	6	6	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2012	1kmE3962N3154	1	1	1	1	1	9	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2011	1kmE3971N3122	1	1	1	1	1	1	1	86400	10
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2015	1kmE3971N3152	1	1	1	1	1	4	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2024	1kmE3990N3118	1	1	1	1	1	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2018	1kmE3993N3121	3	3	3	3	3	281	3	86400	25
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2010	1kmE3999N3086	2	2	2	1	1	10	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Porellaceae	2267	Porella	2688728	Porella platyphylla	5286317	2010	1kmE3999N3086	2	2	2	1	1	10	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2024	1kmE3809N3138	1	1	1	1	1	378	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2023	1kmE3846N3144	3	3	1	1	1	92	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2023	1kmE3846N3144	3	3	2	2	2	92	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2023	1kmE3847N3141	5	3	1	1	1	45	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2023	1kmE3847N3141	5	3	1	1	1	45	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2023	1kmE3847N3141	5	3	1	1	1	45	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2023	1kmE3847N3141	5	2	2	2	2	45	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia muelleriana	2689329	2017	1kmE3874N3092	1	1	1	1	1	6	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Asperifolia	11976613	Asperifolia arguta	12232458	2024	1kmE3883N3093	2	2	2	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea bidentata	4276916	2024	1kmE3883N3093	2	2	2	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2013	1kmE3902N3126	4	1	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2013	1kmE3902N3126	4	3	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2013	1kmE3902N3126	4	3	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2013	1kmE3902N3126	4	3	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2022	1kmE3907N3115	2	2	2	2	2	18	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2022	1kmE3907N3115	2	2	2	2	2	18	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophoziaceae	3229887	Heterogemma	4896646	Heterogemma capitata	7844805	2023	1kmE3908N3142	4	4	4	2	2	164	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2023	1kmE3908N3142	4	4	4	2	2	164	2	86400	3
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2014	1kmE3914N3122	1	1	1	1	1	31	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Aneuraceae	6125	Aneura	2689523	Aneura pinguis	5286381	2012	1kmE3927N3113	3	2	1	1	1	10	1	86400	1000
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2012	1kmE3927N3113	3	2	1	1	1	10	1	86400	1000
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2012	1kmE3927N3113	3	1	1	1	1	10	1	86400	1000
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2018	1kmE3927N3139	2	2	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2018	1kmE3927N3139	2	2	1	1	1	32	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2017	1kmE3929N3087	1	1	1	1	1	41	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2024	1kmE3929N3113	1	1	1	1	1	4	1	86400	707
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2018	1kmE3934N3155	1	1	1	1	1	60	1	86400	5
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2018	1kmE3938N3153	2	2	1	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2018	1kmE3938N3153	2	2	1	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea bidentata	4276916	2016	1kmE3940N3093	2	2	1	1	1	5	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2016	1kmE3940N3093	2	2	1	1	1	5	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2015	1kmE3943N3137	1	1	1	1	1	2	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2022	1kmE3945N3108	5	5	3	1	1	88	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2022	1kmE3945N3108	5	5	1	1	1	88	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Porellaceae	2267	Porella	2688728	Porella platyphylla	5286317	2022	1kmE3945N3108	5	5	3	1	1	88	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924	Myriocoleopsis minutissima	9500140	2022	1kmE3945N3108	5	5	3	1	1	88	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2022	1kmE3945N3108	5	5	1	1	1	88	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2024	1kmE3955N3090	1	1	1	1	1	2	1	86400	707
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lepidoziaceae	2280	Lepidozia	2689101	Lepidozia reptans	2689102	2014	1kmE3955N3140	1	1	1	1	1	7	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lepidoziaceae	2280	Lepidozia	2689101	Lepidozia reptans	2689102	2013	1kmE3955N3141	2	2	1	1	1	9	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2013	1kmE3955N3141	2	2	1	1	1	9	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2014	1kmE3968N3135	1	1	1	1	1	5	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2024	1kmE3969N3085	7	7	6	5	5	234	2	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2024	1kmE3969N3085	7	7	6	5	5	234	3	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Sphaerocarpales	910	Sphaerocarpaceae	2257	Sphaerocarpos	2688647	Sphaerocarpos texanus	5710058	2024	1kmE3969N3085	7	7	1	1	1	234	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2024	1kmE3969N3085	7	7	6	1	1	234	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2012	1kmE3985N3139	1	1	1	1	1	4	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Myriocoleopsis	2688924	Myriocoleopsis minutissima	9500140	2024	1kmE3846N3142	1	1	1	1	1	43	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia beyrichiana	5286299	2016	1kmE3855N3128	4	1	1	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2016	1kmE3855N3128	4	3	3	2	2	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2016	1kmE3855N3128	4	3	3	2	2	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2016	1kmE3855N3128	4	3	3	1	1	42	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2022	1kmE3870N3094	1	1	1	1	1	7	1	86400	707
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2010	1kmE3894N3137	1	1	1	1	1	1	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2013	1kmE3906N3091	5	1	1	1	1	38	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Radulaceae	2266	Radula	2688754	Radula complanata	5286325	2013	1kmE3906N3091	5	4	2	1	1	38	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2013	1kmE3906N3091	5	4	2	2	2	38	2	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2013	1kmE3906N3091	5	4	2	1	1	38	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2019	1kmE3906N3132	2	2	1	1	1	72	1	86400	25
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2019	1kmE3906N3132	2	2	1	1	1	72	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2022	1kmE3909N3109	2	2	1	1	1	40	1	60	54
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2022	1kmE3909N3109	2	2	1	1	1	40	1	60	54
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2021	1kmE3911N3114	2	2	1	1	1	45	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2021	1kmE3911N3114	2	2	1	1	1	45	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2010	1kmE3916N3119	2	2	2	2	2	6	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2010	1kmE3916N3119	2	2	2	2	2	6	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia glauca	5286298	2024	1kmE3919N3109	1	1	1	1	1	7	1	86400	707
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2020	1kmE3926N3131	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2020	1kmE3926N3131	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2017	1kmE3936N3089	1	1	1	1	1	5	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Diplophyllum	2689188	Diplophyllum albicans	5286350	2012	1kmE3937N3151	10	10	9	2	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2012	1kmE3937N3151	10	10	9	3	3	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea bidentata	4276916	2012	1kmE3937N3151	10	10	9	3	3	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2012	1kmE3937N3151	10	10	9	3	3	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lepidoziaceae	2280	Lepidozia	2689101	Lepidozia reptans	2689102	2012	1kmE3937N3151	10	10	9	1	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Anastrophyllaceae	2292	Gymnocolea	2689444	Gymnocolea inflata	2689446	2012	1kmE3937N3151	10	10	9	1	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Aneuraceae	6125	Riccardia	2689531	Riccardia chamedryfolia	2689533	2012	1kmE3937N3151	10	10	1	1	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Scapania	2689215	Scapania nemorea	2689220	2012	1kmE3937N3151	10	10	9	2	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Cephaloziellaceae	2287	Cephaloziella	8348351	Cephaloziella rubella	11977532	2012	1kmE3937N3151	10	10	9	1	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia muelleriana	2689329	2012	1kmE3937N3151	10	10	9	1	1	67	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2013	1kmE3940N3099	2	1	1	1	1	2	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Conocephalaceae	6114	Conocephalum	7561765	Conocephalum conicum	2688562	2013	1kmE3940N3099	2	1	1	1	1	2	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2015	1kmE3946N3130	1	1	1	1	1	33	1	86400	100
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2013	1kmE3955N3109	1	1	1	1	1	15	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2024	1kmE3970N3149	1	1	1	1	1	17	1	86400	7
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2024	1kmE3972N3116	1	1	1	1	1	40	1	86400	30
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2013	1kmE3976N3127	1	1	1	1	1	9	1	86400	10
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2015	1kmE3981N3146	1	1	1	1	1	12	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2017	1kmE3986N3136	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea semiteres	6096602	2017	1kmE3986N3136	2	2	1	1	1	17	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Pellia	9437812	Pellia epiphylla	2689550	2023	1kmE3995N3109	1	1	1	1	1	537	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Lophocoleaceae	6134	Lophocolea	4276909	Lophocolea heterophylla	4276912	2011	1kmE4029N3075	4	4	3	1	1	11	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Calypogeiaceae	2289	Calypogeia	2689325	Calypogeia fissa	2689327	2011	1kmE4029N3075	4	4	3	1	1	11	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2011	1kmE4029N3075	4	4	1	1	1	11	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Scapaniaceae	6129	Diplophyllum	2689188	Diplophyllum albicans	5286350	2011	1kmE4029N3075	4	4	3	1	1	11	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2024	1kmE3821N3144	1	1	1	1	1	100	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Frullaniaceae	2269	Frullania	2688736	Frullania dilatata	2688740	2025	1kmE3828N3147	2	1	1	1	1	125	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Lunulariales	911	Lunulariaceae	2264	Lunularia	2688664	Lunularia cruciata	5286308	2025	1kmE3828N3147	2	1	1	1	1	125	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Pelliales	915	Pelliaceae	6121	Apopellia	9596178	Apopellia endiviifolia	9557964	2025	1kmE3852N3118	1	1	1	1	1	22	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Ricciaceae	2259	Riccia	2688639	Riccia sorocarpa	5286296	2022	1kmE3872N3147	1	1	1	1	1	48	1	86400	700
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2016	1kmE3895N3107	1	1	1	1	1	24	1	86400	700
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2022	1kmE3901N3086	1	1	1	1	1	7	1	86400	750
Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Metzgeriales	380	Metzgeriaceae	2274	Metzgeria	2689517	Metzgeria furcata	8250334	2022	1kmE3904N3104	12	7	4	4	4	607	4	60	4
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Marchantiaceae	6110	Marchantia	2688569	Marchantia polymorpha	2688570	2022	1kmE3904N3104	12	5	3	2	2	607	2	60	3
Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Conocephalaceae	6114	Conocephalum	7561765	Conocephalum conicum	2688562	2022	1kmE3904N3104	12	5	3	1	1	607	1	60	4
