id,date,species,n_fishes,n_traps,location_id,location_name,location_x,location_y,weight,weight_total,weight_unit,weight_calibration,length,length_unit,depth,depth_unit
986,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.5,,g,-3.1496654031798244,5.7,cm,140,cm
987,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,,g,-2.667834928724915,5.8,cm,199,cm
988,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.4,,g,2.085898728109896,5.9,cm,24,cm
989,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.9,,g,3.090040455572307,6,cm,103,cm
990,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.7,,g,-0.8354535256512463,6.2,cm,54,cm
991,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.9,,g,2.0309486659243703,6.4,cm,143,cm
992,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.7,,g,-3.2051234995014966,6.6,cm,168,cm
993,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4,,g,0.41067790472880006,7,cm,46,cm
994,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.1,,g,3.8465777575038373,7.7,cm,151,cm
995,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.2,,g,0.8297663903795183,4.8,cm,113,cm
996,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,97.8,,g,4.698306936770678,37.4,cm,33,cm
997,2009-07-23,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.7,,g,2.405538202729076,7.7,cm,76,cm
998,2009-07-23,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,23.9,,g,-4.925413108430803,13.2,cm,32,cm
999,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,36.3,,g,-2.51318939961493,27.4,cm,152,cm
1000,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,33.3,,g,-4.785149220842868,27.6,cm,87,cm
1001,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,41.2,,g,-3.4812129754573107,28.7,cm,38,cm
1002,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,47.1,,g,1.539614659268409,30,cm,174,cm
1003,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,53.8,,g,-4.526901512872428,31.3,cm,91,cm
1004,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,57.4,,g,-1.992488387040794,31.5,cm,138,cm
1005,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,62.1,,g,1.7425295244902372,31.8,cm,69,cm
1006,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,52,,g,3.375661752652377,31.9,cm,60,cm
1007,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,56.6,,g,0.14239252777770162,31.9,cm,179,cm
1008,2009-07-23,kolblei,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.4,,g,3.2016543578356504,6,cm,199,cm
1009,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,69.6,,g,-1.9668909651227295,36.5,cm,31,cm
1010,2009-07-23,kolblei,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.7,,g,3.875739495269954,5.5,cm,85,cm
1011,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,108.9,,g,-1.1398854851722717,41.4,cm,162,cm
1012,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,134.4,,g,-0.5468297866173089,41.6,cm,42,cm
1013,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,148.4,,g,-1.9451187527738512,41.7,cm,32,cm
1014,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,184.9,,g,-3.6683264933526516,44.8,cm,172,cm
1015,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,163.1,,g,-3.8653411553241313,48.4,cm,180,cm
1016,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,236.7,,g,3.4721935843117535,50.5,cm,51,cm
1017,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,374.6,,g,2.7250325586646795,57.3,cm,115,cm
1018,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,436.8,,g,1.2046763068065047,61.9,cm,165,cm
1019,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,840.2,,g,4.560318200383335,81,cm,183,cm
1020,2009-07-23,kolblei,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.4,,g,-2.494872889947146,5.3,cm,145,cm
1021,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.8,,g,-3.159112916328013,5.3,cm,88,cm
1022,2009-07-23,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,62.2,,g,-2.7375856321305037,32.3,cm,105,cm
1023,2009-07-23,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.2,,g,1.5794587624259293,6.2,cm,200,cm
1024,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.7,,g,3.7158246245235205,8.6,cm,69,cm
1025,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.7,,g,1.4446602086536586,8.7,cm,163,cm
1026,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.9,,g,-0.3553547034971416,8.8,cm,39,cm
1027,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.8,,g,3.6185845150612295,8.8,cm,67,cm
1028,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6,,g,4.2917018150910735,8.8,cm,172,cm
1029,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.6,,g,-2.9146488942205906,8.9,cm,61,cm
1030,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.7,,g,1.1002154485322535,9,cm,122,cm
1031,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.9,,g,2.726718836929649,9,cm,178,cm
1032,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6,,g,3.653046360705048,9,cm,152,cm
1033,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.5,,g,-2.5927726947702467,9,cm,108,cm
1034,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7,,g,0.23583148838952184,9.6,cm,73,cm
1035,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.3,,g,-4.996298993937671,8.6,cm,118,cm
1036,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.5,,g,0.1421448402106762,9.6,cm,189,cm
1037,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.4,,g,-1.2283395184203982,9.9,cm,87,cm
1038,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.9,,g,-1.8677896703593433,9.9,cm,74,cm
1039,2009-07-23,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.5,,g,1.996336958836764,5.1,cm,82,cm
1040,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.7,,g,0.8820334216579795,10.1,cm,194,cm
1041,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.7,,g,-2.5735916499979794,10.1,cm,164,cm
1042,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.4,,g,2.3873760900460184,10.1,cm,188,cm
1043,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.3,,g,1.7479266179725528,10.2,cm,36,cm
1044,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.8,,g,4.495529122650623,10.5,cm,195,cm
1045,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.5,,g,-2.8503187117166817,10.5,cm,135,cm
1046,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.4,,g,1.9517422723583877,10.6,cm,87,cm
1047,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.9,,g,-0.19019204890355468,11,cm,25,cm
1048,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,10.4,,g,3.9808709546923637,11,cm,157,cm
1049,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,12,,g,2.6081583905033767,11.1,cm,84,cm
1050,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.4,,g,-1.8724736385047436,9.6,cm,151,cm
1051,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.9,,g,-2.6215434074401855,7.7,cm,25,cm
1052,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.4,,g,-3.2826084666885436,10,cm,129,cm
1053,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.5,,g,-4.188908031210303,8.6,cm,63,cm
1054,2009-07-23,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.8,,g,3.982150659430772,6.5,cm,124,cm
1055,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.1,,g,-3.3173250942490995,3.4,cm,67,cm
1056,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.3,,g,3.792566121555865,6,cm,193,cm
1057,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.1,,g,4.306553485803306,6.9,cm,180,cm
1058,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.2,,g,4.349292921833694,7.1,cm,136,cm
1059,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.4,,g,-2.0794954686425626,7.4,cm,167,cm
1060,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.4,,g,1.0730461473576725,7.8,cm,22,cm
1061,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.8,,g,1.9009495247155428,7.9,cm,187,cm
1062,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,11.1,,g,4.664138010703027,11.2,cm,149,cm
1063,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4,,g,-4.171470638830215,7.9,cm,131,cm
1064,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.7,,g,-3.633318713400513,8.5,cm,119,cm
1065,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4,,g,-2.973143607378006,8.5,cm,194,cm
1066,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.4,,g,-2.099555772729218,7.2,cm,197,cm
1067,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.3,,g,-4.059686055406928,8.5,cm,49,cm
1068,2009-07-23,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,94.3,,g,4.886713312007487,19.8,cm,129,cm
1069,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.4,,g,3.4171861642971635,8.3,cm,159,cm
1070,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.6,,g,0.41564800310879946,8.1,cm,199,cm
1071,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.2,,g,0.8019316219724715,8.1,cm,165,cm
1072,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.5,,g,-1.1943804495967925,8,cm,41,cm
1073,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.2,,g,-2.953699950594455,8,cm,21,cm
1074,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.6,,g,4.180486954282969,7.9,cm,27,cm
1075,2009-07-23,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.5,,g,2.4503516172990203,8.5,cm,165,cm
1076,2009-07-24,chinese_wolhandkrab,8,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,,79.79343709897101,g,1.01992477895692,,cm,114,cm
1077,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.9,,g,-2.0006746356375515,10,cm,190,cm
1078,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.9,,g,3.6184496409259737,10.8,cm,30,cm
1079,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.4,,g,-1.6444406448863447,10.7,cm,60,cm
1080,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.7,,g,-3.6885428125970066,10.5,cm,193,cm
1081,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8,,g,-2.9730651155114174,10.5,cm,22,cm
1082,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.2,,g,4.884711771737784,10.5,cm,123,cm
1083,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.9,,g,2.737926566042006,10.4,cm,36,cm
1084,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.7,,g,4.870495614595711,10.4,cm,175,cm
1085,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.8,,g,-0.8426625258289278,10.1,cm,37,cm
1086,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8.3,,g,-2.814285485073924,10.9,cm,138,cm
1087,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.8,,g,-3.131079920567572,10,cm,115,cm
1088,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.5,,g,2.825650724116713,9.9,cm,154,cm
1089,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.1,,g,1.0781681118533015,10,cm,122,cm
1090,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.4,,g,0.6822918867692351,10,cm,64,cm
1091,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.6,,g,1.3021812797524035,9.6,cm,174,cm
1092,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,8,,g,-3.0365198175422847,10.3,cm,23,cm
1093,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.9,,g,-1.9851869228295982,7.8,cm,161,cm
1094,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.3,,g,1.1743783205747604,9.9,cm,133,cm
1095,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.6,,g,1.1815264984034002,11,cm,111,cm
1096,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.1,,g,-2.0504911919124424,10,cm,189,cm
1097,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,7.2,,g,-1.8052870710380375,9.9,cm,40,cm
1098,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.2,,g,4.832597081549466,9.5,cm,167,cm
1099,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.1,,g,-1.6536367731168866,9.4,cm,127,cm
1100,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.6,,g,-2.554801721125841,9.4,cm,34,cm
1101,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.5,,g,3.683938051108271,8.6,cm,176,cm
1102,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9,,g,-4.45374516537413,11.2,cm,152,cm
1103,2009-07-24,snoekbaars,13,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,,46,g,1.528421239927411,,cm,85,cm
1104,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,10.9,,g,3.4030686551705003,11.9,cm,77,cm
1105,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.8,,g,0.15353095019236207,11.7,cm,58,cm
1106,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,10.4,,g,-2.7804306196048856,11.6,cm,151,cm
1107,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,9.5,,g,0.9468029928393662,11.5,cm,100,cm
1108,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,10.4,,g,-4.5887833391316235,11.3,cm,122,cm
1109,2009-07-24,sprot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,5.8,,g,2.1594879403710365,9.1,cm,66,cm
1110,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.2,,g,2.6021404890343547,6,cm,160,cm
1111,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.7,,g,-3.5658078733831644,7.2,cm,133,cm
1112,2009-07-24,dikkopje,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.1,,g,4.1749335918575525,2.7,cm,41,cm
1113,2009-07-24,schol,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.2,,g,1.4889219659380615,4.8,cm,78,cm
1114,2009-07-24,schol,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.9,,g,0.8523288369178772,4.2,cm,94,cm
1115,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,43.7,,g,4.419536332134157,16,cm,154,cm
1116,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.2,,g,-4.817184780258685,7,cm,150,cm
1117,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.1,,g,0.17036711564287543,6.6,cm,139,cm
1118,2009-07-24,dikkopje,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.6,,g,2.0810046582482755,4,cm,155,cm
1119,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.5,,g,-0.07008066400885582,6.4,cm,135,cm
1120,2009-07-24,dikkopje,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.9,,g,-4.4211490964517,4.6,cm,162,cm
1121,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.7,,g,0.14588188147172332,6,cm,98,cm
1122,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.4,,g,-2.369902217760682,6,cm,103,cm
1123,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.4,,g,2.2500254213809967,5.9,cm,189,cm
1124,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.9,,g,-4.407842366490513,5.6,cm,140,cm
1125,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.1,,g,3.3178570261225104,5.5,cm,82,cm
1126,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.7,,g,-1.0205547674559057,5.5,cm,77,cm
1127,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.1,,g,4.939686334691942,5.4,cm,67,cm
1128,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.3,,g,4.882258658763021,6.5,cm,101,cm
1129,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.9,,g,-1.4062236435711384,4.4,cm,169,cm
1130,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.1,,g,-1.2324513914063573,7,cm,25,cm
1131,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.8,,g,-1.3876738585531712,6.9,cm,88,cm
1132,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.1,,g,-2.343547127675265,6.8,cm,119,cm
1133,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,,g,-0.11284420499578118,6.5,cm,108,cm
1134,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.7,,g,-0.22327346494421363,6.2,cm,73,cm
1135,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.7,,g,3.5412752092815936,5.7,cm,52,cm
1136,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.7,,g,-3.738131965510547,5.4,cm,151,cm
1137,2009-07-24,dikkopje,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.2,,g,0.6823816942051053,2.7,cm,142,cm
1138,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,6.3,,g,3.264730661176145,9.8,cm,147,cm
1139,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.8,,g,-3.492645078804344,5.3,cm,109,cm
1140,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,10.2,,g,-0.7322203717194498,11.2,cm,44,cm
1141,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.5,,g,0.15383710153400898,4,cm,132,cm
1142,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.4,,g,-4.128880866337568,3.6,cm,83,cm
1143,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.5,,g,3.2138393819332123,3.4,cm,78,cm
1144,2009-07-24,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,3.7,,g,3.79210296086967,7,cm,122,cm
1145,2009-07-24,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.5,,g,0.9598635765723884,5.5,cm,133,cm
1146,2009-07-24,blankvoorn,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.7,,g,-1.0634669894352555,5.4,cm,143,cm
1147,2009-07-24,snoekbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1,,g,3.1489630159921944,4.7,cm,91,cm
1148,2009-07-24,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,4.8,,g,4.678959916345775,8,cm,191,cm
1149,2009-07-24,driedoornige_stekelbaars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,0.1,,g,1.9565415428951383,2.9,cm,192,cm
1150,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,446.4,,g,1.1693668458610773,61,cm,161,cm
1151,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,226.6,,g,1.5585242887027562,52.2,cm,65,cm
1152,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,222.2,,g,4.077062632422894,49.4,cm,91,cm
1153,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,170.5,,g,4.652040482033044,47,cm,119,cm
1154,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,122.1,,g,-2.4295055214315653,45.9,cm,92,cm
1155,2009-07-24,paling,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,125.2,,g,-1.8250436778180301,43,cm,28,cm
1156,2009-07-24,bot,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.9,,g,-1.7465442372485995,5.4,cm,100,cm
1157,2009-07-24,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,16.4,,g,-2.8674977249465883,12.4,cm,121,cm
1158,2009-07-24,baars,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,1.7,,g,4.436608995310962,5.8,cm,121,cm
1159,2009-07-24,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,,g,-1.1946795787662268,6.4,cm,78,cm
1160,2009-07-24,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,,g,-3.2002106751315296,6.2,cm,36,cm
1161,2009-07-24,brasem,1,2,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2.2,,g,1.7210651841014624,6,cm,145,cm
