time data type username
2018-03-08T08:18:18.819746203Z wildapp AppStart V5tUIucgws4MlkBhGT2hRnyXPbcEZnUuryT2ycgj
2018-03-08T08:18:47.326175562Z wildapp AppStart 7OU6WRHn8mcSAow8cIi2Kq759Uc8M1MybfGHa6f7
2018-03-08T08:19:55.527858759Z wildapp AppStop 7OU6WRHn8mcSAow8cIi2Kq759Uc8M1MybfGHa6f7
2018-03-08T08:21:35.512625912Z wildapp AppStop 1jJHCtO3p1Hr00DOg-TeotsGbxJvyYop6rWdetIH
2018-03-08T08:21:35.756398678Z wildapp AppStop V5tUIucgws4MlkBhGT2hRnyXPbcEZnUuryT2ycgj
2018-03-08T08:23:15.522258353Z wildapp AppStop sRk6hAJ3k7HZuLXRnFrEBTRY5T2BwZxOEIVvZ4pv
2018-03-08T08:26:55.525049151Z wildapp AppStop -_kmo-VwiWHxKyA6LjiD6Otcecv0R3-QvseEKHgI
2018-03-08T08:30:22.26908915Z wildapp AppStart -SmcCIV1H7sfMti1uRHy3IWSWKRUPJnxpxTZeEFH
2018-03-08T08:33:35.5184757Z wildapp AppStop -SmcCIV1H7sfMti1uRHy3IWSWKRUPJnxpxTZeEFH
2018-03-08T08:34:04.748184922Z wildapp AppStart Njyw-AOxZoVCtE4Tt3mQfFH8YmvMYkygPkezcK1f
2018-03-08T08:34:07.181612496Z wildapp AppStart I_OfSbPBFE9vX_qJyHtXcjwMAF3CeZQs0aWVnigO
2018-03-08T08:36:56.585655632Z wildapp AppStart eGVkJp1XaT4NROGFshxGyWjCaTB9XnKW5vP40hCZ
2018-03-08T08:37:06.155645179Z wildapp AppStart 2eWhVFgPQ_NBUmDQnJBAO1Ux5z3XvWGE4new0CMs
2018-03-08T08:38:35.545300714Z wildapp AppStop 2eWhVFgPQ_NBUmDQnJBAO1Ux5z3XvWGE4new0CMs
2018-03-08T08:39:55.524095954Z wildapp AppStop Njyw-AOxZoVCtE4Tt3mQfFH8YmvMYkygPkezcK1f
2018-03-08T08:40:36.984105887Z wildapp AppStart GJOWJTr3XQr_VrM5hZa6ERpsxJJt3DKXMpPXlvPZ
2018-03-08T08:41:52.117537247Z wildapp AppStart 1Wu2xyKWAa2Z_Y9IS9m3E4uEVjMHMwzDWpAOLuxG
2018-03-08T08:44:35.544129193Z wildapp AppStop I_OfSbPBFE9vX_qJyHtXcjwMAF3CeZQs0aWVnigO
2018-03-08T08:46:15.540474656Z wildapp AppStop eGVkJp1XaT4NROGFshxGyWjCaTB9XnKW5vP40hCZ
2018-03-08T08:47:35.547941579Z wildapp AppStop 1Wu2xyKWAa2Z_Y9IS9m3E4uEVjMHMwzDWpAOLuxG
2018-03-08T08:48:58.528912603Z wildapp AppStart CakBR94NucXLissPxSdWTbty3bmSBfdzB4EA1AJ4
2018-03-08T08:49:19.471654012Z wildapp AppStart 2xOHiOOYmB9uZhCVNtDqdl4PBlLmNbPhJC8IpUpt
2018-03-08T08:51:35.529400801Z wildapp AppStop CakBR94NucXLissPxSdWTbty3bmSBfdzB4EA1AJ4
2018-03-08T08:54:04.891514947Z wildapp AppStart UExNzYXcGlASLDdLmWwhd-Bqjp7758KDeFc7kfHB
2018-03-08T08:54:08.342555656Z wildapp AppStart htO9QZMVqnm3zs5zWwhqLTTJfPKP0E3LADOd4JrA
2018-03-08T08:54:35.544563396Z wildapp AppStop 2xOHiOOYmB9uZhCVNtDqdl4PBlLmNbPhJC8IpUpt
2018-03-08T08:54:58.840335365Z wildapp AppStart bXVnSMk33WnyHqCIRVbhr0-zQEqi1Cj_pB_lYq4x
2018-03-08T08:56:15.543986539Z wildapp AppStop htO9QZMVqnm3zs5zWwhqLTTJfPKP0E3LADOd4JrA
2018-03-08T08:56:23.585993488Z wildapp AppStart 8wsmmpzYPD95PXZ0f0FsgNsNK_UI5Z3l8EGbPJgZ
2018-03-08T08:56:46.041194019Z wildapp AppStart QManDFw5JkIWpRmljyua0SwYBeMqKn4tIxNI0nqI
2018-03-08T08:57:25.787419447Z wildapp AppStart pXQEIoC4ItRZvA3vMeFRt3IF8VjFU5ujkzhjIrNE
2018-03-08T08:58:15.539396009Z wildapp AppStop 8wsmmpzYPD95PXZ0f0FsgNsNK_UI5Z3l8EGbPJgZ
2018-03-08T08:59:15.531930103Z wildapp AppStop QManDFw5JkIWpRmljyua0SwYBeMqKn4tIxNI0nqI
2018-03-08T09:00:15.563872384Z wildapp AppStop pXQEIoC4ItRZvA3vMeFRt3IF8VjFU5ujkzhjIrNE
2018-03-08T09:01:09.490991142Z wildapp AppStart gB0Z_iotchqW7x1Bs16w2rq3apj5DKNr5pIB1dpS
2018-03-08T09:01:21.086978632Z wildapp AppStart lPsBlRNg2Cnb-NuKvw--7sXCAtRK4tptUHJQj4dG
2018-03-08T09:04:40.522440487Z wildapp AppStart 3zRUTqBLZ4fAZs_7dOv8aFM97uSvb4_QBlStUvdU
2018-03-08T09:04:55.554758176Z wildapp AppStop gB0Z_iotchqW7x1Bs16w2rq3apj5DKNr5pIB1dpS
2018-03-08T09:05:03.782316579Z wildapp AppStart kzDJRC9-bb7bcXcnq8bNahXgNxMCR_BURuNTtkQk
2018-03-08T09:05:45.090475044Z wildapp AppStart 1-yA-1nSHj802GMAoeh2wAOJSkzUuxKPQr6GD_np
2018-03-08T09:05:55.54061372Z wildapp AppStop 3zRUTqBLZ4fAZs_7dOv8aFM97uSvb4_QBlStUvdU
2018-03-08T09:06:15.553227806Z wildapp AppStop kzDJRC9-bb7bcXcnq8bNahXgNxMCR_BURuNTtkQk
2018-03-08T09:09:38.106592432Z wildapp AppStart 6jexpFOK8jNkZsakWnZJH9rPctxbcklr9lp8AZAf
2018-03-08T09:10:43.390262684Z wildapp AppStart yZ4yvrB5CN6kAsnkv6StZYMKp4S0lOwvBaLu_pgU
2018-03-08T09:11:35.553407386Z wildapp AppStop 1-yA-1nSHj802GMAoeh2wAOJSkzUuxKPQr6GD_np
2018-03-08T09:12:15.470932033Z wildapp AppStart BwA1JLOk5ZCi-nWei2jT6pItzCuAuXw-sfyQ5LCe
2018-03-08T09:12:15.61780135Z wildapp AppStop yZ4yvrB5CN6kAsnkv6StZYMKp4S0lOwvBaLu_pgU
2018-03-08T09:12:15.72594529Z wildapp AppStart sayqv9ZEXLmOe0qSw_goZ6WVuUoJk1bolZBdMvCB
2018-03-08T09:12:35.551463327Z wildapp AppStop 6jexpFOK8jNkZsakWnZJH9rPctxbcklr9lp8AZAf
2018-03-08T09:15:15.553229042Z wildapp AppStop BwA1JLOk5ZCi-nWei2jT6pItzCuAuXw-sfyQ5LCe
2018-03-08T09:19:15.561676983Z wildapp AppStop bXVnSMk33WnyHqCIRVbhr0-zQEqi1Cj_pB_lYq4x
2018-03-08T09:24:43.321461653Z wildapp AppStart ikOaR-ALeiYGn8mOW3rheFpREfzmD3Jt68ahMWyE
2018-03-08T09:28:12.322271162Z wildapp AppStart F0arO6TJKwCmlDpb9LD2CXJkyH05-hj_lpZN7xvV
2018-03-08T09:29:15.547837817Z wildapp AppStop ikOaR-ALeiYGn8mOW3rheFpREfzmD3Jt68ahMWyE
2018-03-08T09:32:15.571815337Z wildapp AppStop F0arO6TJKwCmlDpb9LD2CXJkyH05-hj_lpZN7xvV
2018-03-08T09:47:49.531684179Z wildapp AppStart Ibj6c2jqckO6uWk0RAc8YTl8bKBr449fEOPEM7FP
2018-03-08T09:48:23.936041296Z wildapp AppStart tiwtDM-afFRFf2IdiYwfqZC4V30bbb3N3DXZPiLt
2018-03-08T09:50:15.567341389Z wildapp AppStop tiwtDM-afFRFf2IdiYwfqZC4V30bbb3N3DXZPiLt
2018-03-08T09:53:35.563477474Z wildapp AppStop Ibj6c2jqckO6uWk0RAc8YTl8bKBr449fEOPEM7FP
2018-03-08T10:01:08.502384154Z wildapp AppStart n_1b3IVKMc_58BDymOps1KG0wcOJUTBJsifg8rFG
2018-03-08T10:02:35.591986656Z wildapp AppStop lPsBlRNg2Cnb-NuKvw--7sXCAtRK4tptUHJQj4dG
2018-03-08T10:02:48.788875439Z wildapp AppStart f7tH9TSqmsJS9OvS4i3hBbM7ptqtFt6vnWqL6asp
2018-03-08T10:05:35.603884402Z wildapp AppStop f7tH9TSqmsJS9OvS4i3hBbM7ptqtFt6vnWqL6asp
2018-03-08T10:07:15.621881834Z wildapp AppStop n_1b3IVKMc_58BDymOps1KG0wcOJUTBJsifg8rFG
2018-03-08T10:08:42.854691903Z wildapp AppStart fjtmu3Vry7ByiTJITSLZLTsICjTOuGWMLl1l8H4l
2018-03-08T10:09:27.828149486Z wildapp AppStart hP44LNpFXB_Sgg1lqd3PSJf2PdulHYn1Pe-7BWcg
2018-03-08T10:10:55.930198844Z wildapp AppStart Aius0txeJOi0WTguC4vv0pztWhIdf4-OFPhurTvG
2018-03-08T10:12:55.616195208Z wildapp AppStop hP44LNpFXB_Sgg1lqd3PSJf2PdulHYn1Pe-7BWcg
2018-03-08T10:13:35.608858923Z wildapp AppStop Aius0txeJOi0WTguC4vv0pztWhIdf4-OFPhurTvG
2018-03-08T10:14:13.708206466Z wildapp AppStart pXc_PzE5awRT1cxoTuKbNErfbjANWIRfqKTc9m8L
2018-03-08T10:18:15.583794762Z wildapp AppStop pXc_PzE5awRT1cxoTuKbNErfbjANWIRfqKTc9m8L
2018-03-08T10:33:21.966152581Z wildapp AppStart HqeqrxzQV0Q9BH0-2nRIAa_cCvo8u4sox8giQI7w
2018-03-08T10:36:25.545688452Z wildapp AppStart g67NoCQN-Hif3EW4LVZhMlcLMzSgacINITMivajt
2018-03-08T10:37:39.449151911Z wildapp AppStart G6G6xa9_qtm8EvalJvrg7CIOBfrGoLt2PWvuoHWE
2018-03-08T10:37:55.600268255Z wildapp AppStop HqeqrxzQV0Q9BH0-2nRIAa_cCvo8u4sox8giQI7w
2018-03-08T10:38:15.601945216Z wildapp AppStop g67NoCQN-Hif3EW4LVZhMlcLMzSgacINITMivajt
2018-03-08T10:40:15.58859456Z wildapp AppStop UExNzYXcGlASLDdLmWwhd-Bqjp7758KDeFc7kfHB
2018-03-08T10:41:21.506027014Z wildapp AppStart Q-i0xsy7sznkpfBkkrASpOXLmXCPqQjRsFIe3ilu
2018-03-08T10:44:35.625564914Z wildapp AppStop Q-i0xsy7sznkpfBkkrASpOXLmXCPqQjRsFIe3ilu
2018-03-08T10:47:15.612102581Z wildapp AppStop G6G6xa9_qtm8EvalJvrg7CIOBfrGoLt2PWvuoHWE
2018-03-08T10:55:44.565951699Z wildapp AppStart mi2ps2ZqrpjB14kYK50hiFJSs9p-ALulM0Q8L_p1
2018-03-08T11:12:10.174250669Z wildapp AppStart 5R17now3xFG_WHZ0r3N3ebwK9fux7Tznh6vdBFpz
2018-03-08T11:14:15.623729742Z wildapp AppStop 5R17now3xFG_WHZ0r3N3ebwK9fux7Tznh6vdBFpz
2018-03-08T11:18:35.634679594Z wildapp AppStop mi2ps2ZqrpjB14kYK50hiFJSs9p-ALulM0Q8L_p1
2018-03-08T11:19:22.361297246Z wildapp AppStart G3PDUeA-j-tfkBl0XEQbdfgQgxws1-wVVxemPgf7
2018-03-08T11:19:50.280931908Z wildapp AppStart DEheRiirdNDXaYTDyZ-JjjXlINndppoi_cRBp8Dm
2018-03-08T11:20:55.624469238Z wildapp AppStop G3PDUeA-j-tfkBl0XEQbdfgQgxws1-wVVxemPgf7
2018-03-08T11:24:55.62327002Z wildapp AppStop DEheRiirdNDXaYTDyZ-JjjXlINndppoi_cRBp8Dm
2018-03-08T11:32:40.936878128Z wildapp AppStart jKF4iYCR_1VZJkFttU-k4aO5jjbTiBjS9y4lCiD1
2018-03-08T11:35:15.616957895Z wildapp AppStop fjtmu3Vry7ByiTJITSLZLTsICjTOuGWMLl1l8H4l
2018-03-08T11:43:35.6494829Z wildapp AppStop jKF4iYCR_1VZJkFttU-k4aO5jjbTiBjS9y4lCiD1
2018-03-08T11:46:37.693828401Z wildapp AppStart Wi-7c34ovEuuVyIpEIuH4cgVV8jtbvv0U7sh6cfP
2018-03-08T11:47:52.706823912Z wildapp AppStart 8VPnpVYaM-nGIaG4woB0p5W6MwNJ9y7VXs-EQmE8
2018-03-08T11:48:55.622680861Z wildapp AppStop 8VPnpVYaM-nGIaG4woB0p5W6MwNJ9y7VXs-EQmE8
2018-03-08T11:49:35.660801816Z wildapp AppStop Wi-7c34ovEuuVyIpEIuH4cgVV8jtbvv0U7sh6cfP
2018-03-08T11:54:50.091922287Z wildapp AppStart aAtxJMaxhH16CVkd0ivTOvgwxFImEnZ3nK9pHPPc
2018-03-08T11:59:03.203605138Z wildapp AppStart _oycAN2Xe9uV5IIFiLJX8z5mYrVYk2oNlWaDytxG
2018-03-08T11:59:31.792677764Z wildapp AppStart 6rZi6_ssl5sE9W_fqJfMHp7ThFFbh1u2VHfDSECw
2018-03-08T11:59:55.643333245Z wildapp AppStop aAtxJMaxhH16CVkd0ivTOvgwxFImEnZ3nK9pHPPc
2018-03-08T12:00:35.653718095Z wildapp AppStop _oycAN2Xe9uV5IIFiLJX8z5mYrVYk2oNlWaDytxG
2018-03-08T12:01:15.657762592Z wildapp AppStop 6rZi6_ssl5sE9W_fqJfMHp7ThFFbh1u2VHfDSECw
2018-03-08T12:16:08.003663104Z wildapp AppStart TatuigdwVC9_hXToEluio-v6qFJMBvHWiOUo0Lvj
2018-03-08T12:18:35.64648748Z wildapp AppStop TatuigdwVC9_hXToEluio-v6qFJMBvHWiOUo0Lvj
2018-03-08T12:19:15.650470485Z wildapp AppStop GJOWJTr3XQr_VrM5hZa6ERpsxJJt3DKXMpPXlvPZ
2018-03-08T12:24:22.567856841Z wildapp AppStart x_3Dh9OaPdTYBRSxtLtXF06oUgcMvUvFBBaNdf3b
2018-03-08T12:28:00.97952026Z wildapp AppStart O-UJd7Jh2DFASDUHT2uzSSqZ4nl486910h1uJbBf
2018-03-08T12:32:15.671927578Z wildapp AppStop O-UJd7Jh2DFASDUHT2uzSSqZ4nl486910h1uJbBf
2018-03-08T12:32:40.206700584Z wildapp AppStart YxHt98M6nFF32XTJJrSklhdGHlcMC4fBoOKJFKP3
2018-03-08T12:34:35.668446973Z wildapp AppStop x_3Dh9OaPdTYBRSxtLtXF06oUgcMvUvFBBaNdf3b
2018-03-08T12:37:35.661709978Z wildapp AppStop YxHt98M6nFF32XTJJrSklhdGHlcMC4fBoOKJFKP3
2018-03-08T12:49:42.664412534Z wildapp AppStart bTaEKG-cluANW1X14d_k8T084JUaWvJ0suoE1YTh
2018-03-08T12:53:35.672293802Z wildapp AppStop bTaEKG-cluANW1X14d_k8T084JUaWvJ0suoE1YTh
2018-03-08T13:02:43.343571788Z wildapp AppStart AL7SU7-T8J-kN_lCWUIh2XMHdasW043kusBnBUWL
2018-03-08T13:04:55.663552019Z wildapp AppStop AL7SU7-T8J-kN_lCWUIh2XMHdasW043kusBnBUWL
2018-03-08T13:06:06.254195368Z wildapp AppStart DVJe9kB3L26-FAiiMgc3NvR90v5qwY1ENkZlxL7r
2018-03-08T13:07:51.744936819Z wildapp AppStart f2UdDD8M2tz7QLLS6ddKu21RZcC_ivIh0EqF36S-
2018-03-08T13:09:23.862514143Z wildapp AppStart sA5YjVDsPKqlNly6EugEvYoaOToaTYqFKelYa76N
2018-03-08T13:09:28.392466788Z wildapp AppStart gRVtQf_2bCovBGYwbj-90NBUSzbCQOLf7d6Uih1P
2018-03-08T13:10:35.671906995Z wildapp AppStop DVJe9kB3L26-FAiiMgc3NvR90v5qwY1ENkZlxL7r
2018-03-08T13:13:44.274029948Z wildapp AppStart JmA-Ksiy5oTQxN87q595be5aZ9Av0BGPNu5hlaZe
2018-03-08T13:15:35.679580277Z wildapp AppStop gRVtQf_2bCovBGYwbj-90NBUSzbCQOLf7d6Uih1P
2018-03-08T13:16:55.696171075Z wildapp AppStop JmA-Ksiy5oTQxN87q595be5aZ9Av0BGPNu5hlaZe
2018-03-08T13:24:15.716588885Z wildapp AppStop f2UdDD8M2tz7QLLS6ddKu21RZcC_ivIh0EqF36S-
2018-03-08T13:25:35.708185632Z wildapp AppStop sA5YjVDsPKqlNly6EugEvYoaOToaTYqFKelYa76N
2018-03-08T13:36:14.20217156Z wildapp AppStart LSvTYsRtfMK2i1O2z2TMgDKOwdsFlEXuvTO2JiWw
2018-03-08T13:37:11.676331387Z wildapp AppStart 4lnlduYX6AeZJ500S0G9FlZcniXcgRdtMhi6_Tsg
2018-03-08T13:40:15.700070035Z wildapp AppStop 4lnlduYX6AeZJ500S0G9FlZcniXcgRdtMhi6_Tsg
2018-03-08T13:45:30.845575692Z wildapp AppStart yOpGKPxYrqAZrqj8h3Y-uFmxv8LOeTMtK98DkxPE
2018-03-08T13:53:53.795598114Z wildapp AppStart GYVC4-XRsH7Eduy7IA9glCPrNzpuIm9LFndhr-Gc
2018-03-08T13:55:15.719661624Z wildapp AppStop yOpGKPxYrqAZrqj8h3Y-uFmxv8LOeTMtK98DkxPE
