datum,meetpuntnummer,meetpuntomschrijving,lambertx,lamberty,aantal_fuiken,soort,aantal,lengte,gewicht,totaal_gewicht
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,24.7,28.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,3.9,0.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,39,95.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,31.3,39.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,44.1,150.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,52,259.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,33.7,72,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,58.8,436.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,23.6,23.3,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,31.2,55.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,29.7,48.9,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,35.6,95.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,35.7,54.2,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,25.6,32.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,33.5,79.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,27.6,29.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.9,70.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.3,1.2,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.1,4.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8,4.7,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.3,2.3,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.8,0.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.8,0.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.7,0.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.6,2.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.4,0.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.3,1.1,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.9,1.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6,1.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.2,0.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.5,0.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.6,0.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.2,0.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.4,0.7,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.1,0.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.3,0.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6,1.7,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9,5.6,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.1,0.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.5,0.9,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4,0.7,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.7,0.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.9,1,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,dikkopje,1,4.6,0.9,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,4.8,1,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.5,6.5,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,4.7,0.8,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.6,1.7,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.1,1.3,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,4.7,1,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.4,1.2,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.3,4.4,NA
2015-07-14,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8,3.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.4,2.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.5,2.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.1,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.7,2.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.5,2.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.9,3.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.7,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.4,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.4,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.1,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.8,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,31.1,55.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.7,2.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.5,1.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.3,2.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,57.1,256,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,33.8,78.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.4,64.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.2,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.2,2.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34,74.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.6,82.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.2,74.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.5,1.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,32.6,65.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,4.8,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,7,3.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6.5,3.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,4.2,1.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,5.2,1.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,6,2.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,44.4,147.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.6,5.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,2.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,2.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.6,2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.9,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.8,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.2,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.8,2.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,2.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.9,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.2,2.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.8,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.6,4.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.3,1.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,33.9,63,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.4,2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,2.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.1,2.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.5,1.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.9,1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,16.1,46.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,22.1,110.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.4,1.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.3,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4,1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,19,61.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.1,1.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.9,4.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.4,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6,2.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.8,4.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.9,5.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.6,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.1,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.2,4.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.9,5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9,5.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.5,6.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.5,4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,31.3,233.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,4.6,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.7,4.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.5,2.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.5,5.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.9,7.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,steurgarnaal,146,NA,NA,170
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9,5.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.7,2.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.1,3.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grijze_garnaal,151,NA,NA,116
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,chinese_wolhandkrab,130,NA,NA,2114
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.5,4.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.6,1.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.9,2.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.9,2.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.4,5.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.6,3.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7,2.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.8,4.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9,4.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.5,5.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.1,4.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9,4.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.4,7.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.2,5.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.6,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,31.9,5337,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,28,249.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,4.9,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,5,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,31,36.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.6,55.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,25.7,30.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,26.6,31.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6,2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,29.9,43.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,4.3,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,47.9,182,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.1,60.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,32.5,57.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,39.3,91.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,44.6,160.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,34.5,77.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,39.3,100.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,28,38.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.2,2.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,6.8,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.4,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.5,3.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.4,1.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.8,5.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.6,6.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.6,6.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,27.9,232.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8,3.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,tong,1,22,113.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,7.2,3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,5.9,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.9,6.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,9.4,6.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,48.8,909.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,brasem,1,4.4,1.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,brasem,1,9.9,8.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,42.4,102.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,8.8,4.2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,12.7,13.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.1,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.2,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.3,0.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.6,1.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.9,2,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.1,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,9.5,4.3,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.4,1.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.2,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.8,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.1,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,32,NA,NA,57
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,18.4,39.1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.8,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,3.8,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.8,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,3.9,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,5.1,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5,1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,6.6,1.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.5,0.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,7.5,1.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,3.8,0.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.8,0.7,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.2,0.9,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.5,0.4,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5,1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.5,0.6,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5.1,0.8,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,5,1,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,4.3,0.5,NA
2015-07-15,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,4.5,1.8,NA
