taxonKey,scientificName,year,obs,fit,ucl,lcl
2426661,Pelophylax ridibundus,1971,0,1.2031708782766136e-4,0.00323187825757653,4.479191500915125e-6
2426661,Pelophylax ridibundus,1972,0,2.106123736692465e-4,0.004674606197124764,9.489050001661647e-6
2426661,Pelophylax ridibundus,1973,0,3.646187410908916e-4,0.006725489591121481,1.9767605696723357e-5
2426661,Pelophylax ridibundus,1974,0,6.242989793597257e-4,0.009624888404409936,4.0493894500742486e-5
2426661,Pelophylax ridibundus,1975,0,0.001057169915026254,0.01370140799918549,8.156885987944125e-5
2426661,Pelophylax ridibundus,1976,0,0.0017704982352196067,0.019401620233353963,1.6156712497272975e-4
2426661,Pelophylax ridibundus,1977,0,0.002932545315736639,0.027328810030390924,3.1467971050643954e-4
2426661,Pelophylax ridibundus,1978,0,0.004803883806866632,0.0382931611266071,6.026480695489182e-4
2426661,Pelophylax ridibundus,1979,0,0.007782852198050777,0.05337634906018333,0.0011348244944292892
2426661,Pelophylax ridibundus,1980,0,0.012470492151530675,0.07401417639380019,0.002101126866209576
2426661,Pelophylax ridibundus,1981,0,0.019761819139103017,0.10210169361168493,0.0038249071281019824
2426661,Pelophylax ridibundus,1982,1,0.030971964795972234,0.14012624389954123,0.006845702679439935
2426661,Pelophylax ridibundus,1983,0,0.04800750049081956,0.19133512331056188,0.01204546276448773
2426661,Pelophylax ridibundus,1984,0,0.07359493475124315,0.2599461785774866,0.02083590707383772
2426661,Pelophylax ridibundus,1985,0,0.11157971147416709,0.3514118701058006,0.03542860407336271
2426661,Pelophylax ridibundus,1986,0,0.16730965751155766,0.4727504316769323,0.05921204851646591
2426661,Pelophylax ridibundus,1987,0,0.24811626680631418,0.6329622836572433,0.09725963685892929
2426661,Pelophylax ridibundus,1988,0,0.3639048981553214,0.8435566120659754,0.15698623306040502
2426661,Pelophylax ridibundus,1989,0,0.5278602773304675,1.119223168981149,0.2489552397642432
2426661,Pelophylax ridibundus,1990,0,0.757266002828113,1.4786992622945696,0.38780826748328434
2426661,Pelophylax ridibundus,1991,0,1.0744255195393342,1.9459024153194229,0.5932415664574184
2426661,Pelophylax ridibundus,1992,1,1.507656920753957,2.5514229817562972,0.8908869313125968
2426661,Pelophylax ridibundus,1993,8,2.092315000957892,3.3344859608137742,1.31288064027867
2426661,Pelophylax ridibundus,1994,6,2.8717717630769712,4.345462039491619,1.8978587280838497
2426661,Pelophylax ridibundus,1995,1,3.8982623030375034,5.648860364427893,2.6901796119760046
2426661,Pelophylax ridibundus,1996,0,5.2334786429669435,7.326371854418606,3.7384532549862817
2426661,Pelophylax ridibundus,1997,3,6.9487724567010165,9.478952777811495,5.093963414190026
2426661,Pelophylax ridibundus,1998,8,9.124812245290652,12.226478409955359,6.809990229403289
2426661,Pelophylax ridibundus,1999,23,11.850535395029404,15.703798000287676,8.942753157310868
2426661,Pelophylax ridibundus,2000,11,15.221244826829178,20.05325037517964,11.553553151913833
2426661,Pelophylax ridibundus,2001,11,19.33572735360359,25.414876218098943,14.710689482982657
2426661,Pelophylax ridibundus,2002,24,24.29231907071724,31.91568338066835,18.4898677805211
2426661,Pelophylax ridibundus,2003,18,30.18391301954274,39.65880331741205,22.972670099990644
2426661,Pelophylax ridibundus,2004,17,37.09199447202757,48.71325856845604,28.243153801331303
2426661,Pelophylax ridibundus,2005,94,45.0798950591717,59.10559796024988,34.382478287634264
2426661,Pelophylax ridibundus,2006,51,54.1855710686302,70.81546670675,41.46094417751979
2426661,Pelophylax ridibundus,2007,134,64.4143231120364,83.77793699904068,49.52622576549407
2426661,Pelophylax ridibundus,2008,80,75.73197131670888,97.89598039013366,58.58597520203031
2426661,Pelophylax ridibundus,2009,98,88.059068454523,113.06652604838631,68.58262837013237
2426661,Pelophylax ridibundus,2010,123,101.26675970557017,129.22212454243717,79.35913960227386
2426661,Pelophylax ridibundus,2011,105,115.17487112774775,146.38489078082324,90.61898990077383
2426661,Pelophylax ridibundus,2012,79,129.55272264370797,164.71685933948717,101.89550730690722
2426661,Pelophylax ridibundus,2013,86,144.12301458834918,184.5339263005348,112.56165058887228
2426661,Pelophylax ridibundus,2014,118,158.56893564576902,206.2510356315714,121.91021138311879
