gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2451752969	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35418811	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio vulgaris		SPECIES	Senecio vulgaris L.	Senecio vulgaris		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.866665	4.350555							2019-11-07T13:46:42Z	7	11	2019	3108983	3108983	HUMAN_OBSERVATION	iNaturalist	Observations	35418811			2019-11-07T19:18:12Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:19:26Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451752934	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35415736	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio vulgaris		SPECIES	Senecio vulgaris L.	Senecio vulgaris		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.866665	4.350278							2019-11-07T13:46:18Z	7	11	2019	3108983	3108983	HUMAN_OBSERVATION	iNaturalist	Observations	35415736			2019-11-07T17:44:27Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:20:25Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451749298	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35403842	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio vulgaris		SPECIES	Senecio vulgaris L.	Senecio vulgaris		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.863792	4.353415	66						2019-11-07T08:57:30Z	7	11	2019	3108983	3108983	HUMAN_OBSERVATION	iNaturalist	Observations	35403842			2019-11-07T08:52:19Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:19:23Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451746379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35403878	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica dioica		SPECIES	Urtica dioica L.	Urtica dioica		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.862778	4.353333							2019-11-07T08:56:06Z	7	11	2019	7960979	7960979	HUMAN_OBSERVATION	iNaturalist	Observations	35403878			2019-11-07T08:53:54Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:19:25Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451728171	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35320832	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corone		SPECIES	Corvus corone Linnaeus, 1758	Corvus corone		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.861938	4.354922	132						2019-11-05T08:29:29Z	5	11	2019	9409796	9409796	HUMAN_OBSERVATION	iNaturalist	Observations	35320832			2019-11-05T09:44:11Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:19:20Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451728167	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35324099	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum officinale		SPECIES	Taraxacum officinale F.H.Wigg.	Taraxacum officinale		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.863335	4.353889							2019-11-05T08:32:49Z	5	11	2019	5394163	5394163	HUMAN_OBSERVATION	iNaturalist	Observations	35324099			2019-11-05T12:48:53Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:20:18Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451728101	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35324101	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	Bellis perennis		SPECIES	Bellis perennis L.	Bellis perennis		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.863056	4.353889							2019-11-05T08:32:03Z	5	11	2019	3117424	3117424	HUMAN_OBSERVATION	iNaturalist	Observations	35324101			2019-11-05T12:49:04Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:20:21Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451727634	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35320879	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corone		SPECIES	Corvus corone Linnaeus, 1758	Corvus corone		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.862221	4.354167							2019-11-05T08:30:22Z	5	11	2019	9409796	9409796	HUMAN_OBSERVATION	iNaturalist	Observations	35320879			2019-11-05T09:47:36Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:20:14Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451726879	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35320872	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba palumbus		SPECIES	Columba palumbus Linnaeus, 1758	Columba palumbus		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.862521	4.354667	66						2019-11-05T08:30:17Z	5	11	2019	2495455	2495455	HUMAN_OBSERVATION	iNaturalist	Observations	35320872			2019-11-05T09:47:03Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:20:17Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451725753	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35318773	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba livia	domestica	FORM	Columba livia f. domestica	Columba livia domestica		BE		Bruxelles			28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.861537	4.355913	17						2019-11-05T08:28:13Z	5	11	2019	9310871	2495414	HUMAN_OBSERVATION	iNaturalist	Observations	35318773			2019-11-05T07:41:16Z	CC_BY_NC_4_0	Damiano Oldoni	Damiano Oldoni			2019-11-15T13:19:21Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
