TAG,LU1,LU2,LU3,cbc_Onbeb,cbc_Groen,cbc_Natuur,Alle_gewgemSCORE,RL_gewgemSCORE,RL/ALL,Rlpercent
FS0934,3.950724638,3.955922039,4.167416292,1.48854661,0.028107468,0.011352823,13.00421943,61.63454247,4.739580318,13.74631724
FS0935,3.393642543,3.402139144,3.467612955,2.404186726,0.341365129,0.280522078,20.86361992,92.87468311,4.451513375,20.71378819
FS0936,3.476309476,3.478708517,3.491603359,1.941035509,0.354348421,0.326042145,17.83845304,90.10059299,5.050919651,20.09508443
FS0937,3.340763695,3.357556977,3.358956417,1.400312662,0.46155268,0.170257479,22.42643585,135.8525537,6.057697025,30.29911843
FS0938,3.580267893,3.588764494,3.615853659,1.817510724,0.391769618,0.135483176,17.69404277,52.89167271,2.989236174,11.79639993
FS0939,3.913534586,3.969112355,3.969112355,0.409448326,0.081093065,0.000168683,17.1441158,57.67957963,3.364395125,12.86424411
FS0940,3.943922431,3.989704118,4.052678928,4.815689087,0.028357169,0.00000765,14.1854568,66.76328248,4.706459823,14.89017723
FS0941,3.974912544,3.976111944,4.077061469,7.955726147,0.001324818,0.00000025,9.635260723,79.4068034,8.241271895,17.71005457
FS0942,3.729035482,3.750524738,3.785107446,2.033190012,0.039641865,0.000953383,18.69112267,68.46600109,3.663022403,15.2699336
FS0943,3.368815592,3.433183408,3.501449275,0.893922031,0.213333473,0.003366827,20.33297574,52.62917973,2.588365835,11.73785627
FS0944,3.802778888,3.843062775,3.932926829,0.742665529,0.119745456,0.000802729,16.3133405,41.69087458,2.555630748,9.29829224
FS0945,3.640343862,3.663234706,3.975009996,1.377713203,0.144739449,0.023676652,18.33297262,60.54116326,3.302310243,13.50246149
FS0946,3.494352824,3.513743128,3.738830585,3.761920929,0.242202759,0.01882172,16.3209509,55.19203347,3.381667761,12.30944809
FS0947,3.522790884,3.558676529,3.631447421,4.321426868,0.098689497,0.002693233,18.70837912,58.76895842,3.141317484,13.10720764
FS0948,3.411335466,3.459916034,3.482706917,0.572422624,0.072900258,0.005705548,20.66499345,62.42479342,3.02079909,13.92256646
FS0949,3.264167916,3.31814093,3.31814093,1.148630738,0.173105165,0.070963293,22.507846,103.8809452,4.615321483,23.16850861
FS0950,3.107535479,3.14001599,3.151509095,2.883044958,0.187719032,0.06623891,24.02711513,115.1911261,4.794213766,25.69101189
FS0951,3.008296681,3.038284686,3.094362255,3.080258369,1.036778331,0.578926086,27.53973858,128.949034,4.682289689,28.75943032
FS0952,3.036981509,3.089955022,3.089955022,4.028624058,2.515089989,0.874343216,30.48429696,311.9886112,10.23440401,69.58264397
FS0953,3.093262695,3.162934826,3.179528189,4.99119854,3.000006914,0.126744196,26.86969958,187.116878,6.963861929,41.73257175
FS0954,2.807996002,2.844477761,2.848175912,6.153282642,2.386161804,0.039531678,27.18317019,209.1825327,7.695295702,46.65386228
FS0955,3.531481111,3.572256646,3.572256646,2.105645895,0.284784794,0.034125734,22.18374244,132.2354375,5.960916553,29.49239504
FS0956,3.425329868,3.462714914,3.462714914,1.524101138,0.059897672,0.00159967,16.25702912,61.23950706,3.766955611,13.65821272
FS0957,3.5,3.526589364,3.540683727,0.829375923,0.057003193,0.041515835,20.7886446,100.5474059,4.836650382,22.42503121
FS0958,3.515642179,3.543628186,3.543628186,3.21383357,0.121031508,0.070071921,23.73981376,168.757631,7.108633316,37.63791924
FS0959,3.540529735,3.571414293,3.571414293,4.291586876,0.266853243,0.119022802,29.01687465,260.1550564,8.965647045,58.02223548
FS0960,3.178193084,3.210473716,3.210473716,4.950295925,0.157557413,0.019373678,26.26890785,175.9504415,6.698049365,39.24212772
FS0961,3.590963615,3.613054778,3.620351859,8.159366608,0.059870996,0.003803529,16.87715845,59.31751356,3.514662361,13.22955159
FS0962,3.770414793,3.790904548,3.860369815,8.440186501,0.02042146,0.001013703,14.31640008,41.86777707,2.924462632,9.337746703
FS0963,3.356221889,3.382708646,3.382708646,7.987094402,0.043444347,0.011545448,19.59935432,118.191393,6.030371771,26.36015972
FS0964,3.068365817,3.129435282,3.129435282,0.50043726,0.022367267,0.003746437,24.1653716,107.2119425,4.436593992,23.91141905
FS0965,4.102558976,4.133046781,4.133046781,0.015487077,0.006494123,0.000587335,19.33286748,69.47909631,3.593832958,15.49588366
FS0966,4.275734559,4.317609434,4.317609434,0.034770839,0.010165281,0.0000658,14.88162319,32.09749448,2.156854402,7.158686087
FS0967,4.053068159,4.08384969,4.08384969,1.812919021,0.011047771,0.000292554,13.26718578,28.92936147,2.180519814,6.45209917
FS0968,4.070471811,4.081167533,4.081167533,5.928136826,0.001212495,0.00000277,9.867747875,73.66521293,7.465250821,16.42951089
FS0969,3.824605237,3.835398761,3.874875075,4.327460766,0.002645203,0.000421317,13.42676742,74.75263299,5.567433372,16.67203757
FS0970,4.316510094,4.322206676,4.322206676,2.288575411,0.007664992,0.0000415,10.29205306,55.85842334,5.427335345,12.45807265
FS0971,3.757421289,3.811594203,3.815692154,1.269681096,0.04938034,0.000196262,13.24698423,24.09189546,1.8186702,5.373201853
FS0972,3.616530082,3.64011593,3.64011593,2.057101965,0.320141494,0.075751148,19.13716372,58.69003607,3.066809529,13.08960564
FS0973,3.08115942,3.103148426,3.103148426,2.548681736,0.478689283,0.33295545,22.90217315,120.5805468,5.265026422,26.89301133
FS0974,3.776611694,3.80149925,3.809695152,2.034361839,0.019589925,0.003512514,17.39660636,56.05141299,3.221973978,12.50111502
FS0975,2.864981011,2.891265241,2.891265241,0.907294929,0.568013072,0.141516507,23.98883939,109.88876,4.580828534,24.50842815
FS0976,3.395402299,3.508945527,3.508945527,0.264095157,0.211502954,0.001844798,23.31031781,120.9533555,5.188833396,26.97615866
FS0977,3.585248851,3.641814911,3.641814911,0.050078634,0.049197942,0,20.67614653,100.2279828,4.847517532,22.35379047
FS0978,3.428742754,3.502698381,3.502698381,0.786106288,0.450160176,0.013097191,23.14783418,126.473273,5.4637195,28.20726273
FS0979,3.018390805,3.100549725,3.100549725,2.281728268,0.651940107,0.025062388,25.42937748,133.2812353,5.241230754,29.72563872
FS0980,3.022286628,3.069558265,3.069558265,1.016528964,0.392655134,0.139802441,25.83738499,148.6784084,5.754390717,33.15966155
FS0981,2.744227886,2.763418291,2.763418291,3.059632301,2.093163729,0.519961953,30.89759777,251.9953482,8.155823313,56.20238037
FS0982,2.875074955,2.894063562,2.894063562,3.486599922,2.004276514,0.392874002,28.62825176,243.1439534,8.493147099,54.22825877
FS0983,4.00059964,4.014491305,4.014491305,0.544752657,0.284157425,0.009315041,17.38896853,94.72854844,5.447623202,21.12725472
FS0984,3.992504497,4.002698381,4.002698381,0.984405279,0.487873942,0.000118369,21.58106472,89.99954571,4.17030146,20.07254791
FS0985,3.524985009,3.547671397,3.547671397,0.653337002,0.266229898,0.053509582,22.49556466,158.6112641,7.050779409,35.37498077
FS0986,3.55872064,3.588705647,3.588705647,2.886843681,0.333909512,0.025922459,22.38840547,119.1791945,5.323255139,26.58046851
FS0987,3.761842894,3.787027783,3.814311413,5.213798046,0.294871569,0.01150142,25.56069512,225.0174607,8.803260619,50.18551734
FS0988,3.71509943,3.719496353,3.786149695,12.6342802,2.052503586,1.87590301,24.70018316,244.3149022,9.891218241,54.48941483
FS0989,1.593643814,1.593743754,1.593743754,19.31982613,10.71205139,10.08761692,27.03834211,315.5079241,11.66890791,70.36755433
FS0990,1.158105137,1.158404957,1.158404957,18.18611336,11.21183014,10.54882526,27.59392483,349.896774,12.68021045,78.03728013
FS0991,1.847991205,1.848191085,1.848191085,19.40109444,9.827731133,9.189969063,29.8010191,358.5622037,12.03187725,79.96992604
FS0992,3.059364381,3.059864082,3.059864082,13.47367573,6.052988052,5.636077881,27.27942941,304.2559347,11.15331007,67.8580295
FS0993,4.12153923,4.126336832,4.194302849,4.214598179,0.0000916,0.00000264,11.86221294,91.14855509,7.683941906,20.32881083
FS0994,3.936844209,3.95922854,3.972119516,9.935145378,0.054427896,0.003993824,22.11564084,182.5401509,8.253893803,40.71182688
FS0995,3.709174495,3.72306616,3.72306616,16.31048393,0.320524156,0.01068483,19.26336129,171.7136557,8.914002758,38.29719977
FS0996,3.353152793,3.378135305,3.410812431,18.09977531,0.860083997,0.052265845,22.42860123,202.6496835,9.035324199,45.1968446
FS0997,4.38782852,4.391426002,4.454381933,17.80745316,0.098667212,0.009193235,15.1083928,161.9295077,10.71785132,36.11504676
FS0998,4.550656378,4.550856799,4.589337609,,,,13.62196953,129.0721354,9.475291744,28.78688556
FS1023,3.078744107,3.104524024,3.106730866,,,,24.53388225,124.0218702,5.055126168,27.66052775
FS1024,3.540483806,3.558376649,3.594962015,3.045885563,0.213027179,0.045261871,21.3519861,91.21572558,4.272001918,20.34379182
FS1025,3.756497401,3.762594962,3.831067573,3.93799901,0.085831858,0.025445925,20.20277486,104.2116807,5.158285505,23.24227237
FS1026,3.178228709,3.18612555,3.257696921,5.081679821,0.436049074,0.086824857,26.85770443,163.5902892,6.091000429,36.48544991
FS1027,3.06407437,3.079568173,3.079568173,6.422012806,0.320359766,0.052627113,25.7432008,135.6344686,5.2687492,30.25047903
FS1028,3.744202319,3.773190724,3.869852059,7.646496773,0.257947415,0.002244712,18.7587413,120.8990456,6.444944451,26.96404595
FS1029,3.93862455,3.946421431,3.967712915,8.387526512,0.002497191,0.0000602,11.5872899,77.10773163,6.65450958,17.19729389
FS1030,3.834666134,3.842662935,4.003398641,9.459448814,0.003781368,0.0000685,15.21084361,74.17060319,4.876166312,16.54222779
FS1031,4.033386645,4.050779688,4.205817673,10.64827442,0.001193103,0.0000883,11.37905395,73.55645251,6.464197539,16.40525411
FS1032,3.729435282,3.740529735,3.741029485,7.012173176,0.019824529,0.00271984,20.02495269,83.11914495,4.150778593,18.53801601
FS1033,3.8005997,3.818990505,3.925037481,1.868224025,0.007213414,0.002990005,15.26953702,96.36879979,6.311180206,21.49307906
FS1034,4.020089955,4.029585207,4.258470765,1.66029799,0.003412514,0.00000343,13.30083286,59.86791123,4.501064847,13.35230647
FS1035,3.621051579,3.62764894,3.788384646,2.747688532,0.026573531,0.010989185,19.3009653,110.9644438,5.749165501,24.74833732
FS1036,3.607257097,3.619152339,3.68862455,1.191693068,0.020145193,0.012304209,20.86498439,79.87180651,3.828030974,17.81376395
FS1037,3.571971212,3.648540584,3.678728509,1.387703896,0.028420005,0.005379458,19.96631243,70.00765199,3.506288516,15.61376713
FS1038,3.151139544,3.160035986,3.204018393,2.227440119,0.435538918,0.103635721,24.81898406,110.4751531,4.451235911,24.63921108
FS1039,4.104358257,4.109856058,4.233206717,0.733578801,0.000622051,0.0000416,12.71020484,64.39030704,5.066032202,14.36093386
FS1040,3.635745702,3.700919632,3.734506198,5.30020237,0.815821528,0.265213013,21.14464439,71.17210516,3.365963686,15.87347447
FS1041,3.133533233,3.140729635,3.148025987,10.48471451,2.487030268,1.433086276,23.64896111,152.8160765,6.461851572,34.08248335
FS1042,3.142542983,3.173130748,3.227109156,6.782903671,1.618792653,0.62294668,21.71546051,98.78438972,4.549034992,22.03182672
FS1043,3.00029988,3.049180328,3.152039184,5.093601704,1.01299417,0.154304728,21.55651631,87.14507369,4.042632512,19.43591663
FS1044,3.830884558,3.849575212,4.024587706,3.572057724,0.165699571,0.000793753,13.73772283,56.455292,4.109508738,12.59119193
FS1045,3.469818109,3.505496702,3.677693384,2.337139606,0.138770118,0.017809534,19.18183697,65.58966278,3.419362957,14.62842549
FS1046,3.279588165,3.296381447,3.381347461,2.793590784,0.363413095,0.069526747,21.50622803,105.0512713,4.884690667,23.42952579
FS1047,3.699220312,3.728208717,3.753698521,0.728474617,0.057188798,0.000544752,19.77287288,68.04424087,3.441292587,15.17586866
FS1048,3.68852459,3.727708916,3.739204318,0.478869826,0.186355442,0.040416595,14.12999626,34.91801346,2.471197644,7.787744845
FS1049,3.227786107,3.262168916,3.262168916,2.278149128,0.6167171,0.091541216,21.99229852,75.24584431,3.421463393,16.78203821
FS1050,3.232806877,3.276489404,3.346861255,2.728649855,0.141222849,0.07073205,22.68504308,102.8666932,4.534560189,22.94230057
FS1051,3.188805597,3.211894053,3.219190405,3.403056622,1.078951359,0.428145826,22.80758743,152.7438984,6.697065127,34.0663855
FS1052,2.764041575,2.817709374,2.817709374,3.960743189,2.657494307,1.350304127,27.68993762,189.4858343,6.843129693,42.26091875
FS1053,3.067972811,3.105257897,3.105257897,5.199592113,2.491564035,0.049021214,25.5452985,184.1729455,7.209661122,41.07598814
FS1054,3.030784608,3.063768116,3.063768116,6.090346336,2.214138985,0.109494649,27.80083071,259.5989352,9.337812164,57.89820408
FS1055,3.421731307,3.457716913,3.471711315,3.28213048,0.403253913,0.041383784,25.08497918,180.835761,7.208926095,40.33169778
FS1056,3.647076462,3.682558721,3.687256372,2.541386843,0.024086019,0.001905147,19.00502334,112.759416,5.933137464,25.14866895
FS1057,3.735932034,3.764717641,3.764717641,1.256938815,0.013724509,0.001538621,16.04592522,56.56666895,3.525298053,12.61603227
FS1058,3.751924038,3.787706147,3.787706147,1.271614075,0.068797119,0.01244162,19.37909029,76.96583382,3.971591683,17.1656465
FS1059,3.565917041,3.592403798,3.618290855,3.975409985,0.329945654,0.199619636,24.29928203,178.4014555,7.341840607,39.78877599
FS1060,3.244702119,3.274290284,3.329668133,6.782409668,0.295026988,0.172713444,24.08671108,181.2480231,7.524814096,40.42364435
FS1061,3.573755747,3.599740156,3.660803518,8.257185936,0.062354177,0.021157835,15.26752584,42.15649835,2.761187294,9.402140047
FS1062,3.974812594,3.997301349,4.012193903,7.966533661,0.003535802,0.0000879,10.83579921,33.96693797,3.134696142,7.575627015
FS1063,3.997901049,4.034582709,4.047776112,8.246163368,0.004873683,0.0000565,10.60448414,40.77086967,3.844682035,9.093104064
FS1064,3.760295882,3.790983607,3.790983607,1.780246854,0.014028809,0.001970862,20.62591393,49.65679916,2.407495703,11.07492791
FS1065,3.768538877,3.810113932,3.810113932,0.03211423,0.023668857,0.008634199,24.60329204,124.6909164,5.068058218,27.80974476
FS1066,2.80029985,2.865967016,2.865967016,0.19940038,0.108807296,0.035693575,31.22493113,247.6036698,7.929678653,55.22290681
FS1067,3.105847076,3.182608696,3.182608696,0.613792419,0.133762643,0.023039453,25.59333678,113.9136886,4.450911954,25.40610572
FS1068,3.740655607,3.77643414,3.817009794,2.312427521,0.050418261,0.002359344,15.16252311,35.40810518,2.335238332,7.897049725
FS1069,3.712443778,3.730634683,3.76021989,2.966314316,0.034873165,0.00102001,13.47499802,69.46566135,5.155151876,15.49288727
FS1070,3.397840864,3.421831267,3.433826469,2.201085329,0.094875298,0.01364927,14.7665066,21.83584645,1.478741522,4.870036516
FS1071,3.765017491,3.7988006,3.816091954,1.697962761,0.030920133,0.002390985,11.84441492,26.60324419,2.246058111,5.933306546
FS1072,3.683190086,3.69448331,3.69448331,2.852323532,0.134810612,0.013888747,14.85949653,71.29079098,4.797658577,15.8999449
FS1073,3.451474263,3.491454273,3.502148926,0.743210137,0.061694752,0.033266786,21.18912528,62.60624555,2.954640397,13.96303563
FS1074,3.934132934,3.972513743,3.972513743,0.216241479,0.026772115,0.004809946,23.38859642,98.86602119,4.227103646,22.05003294
FS1075,3.093244054,3.116230262,3.116230262,1.370811105,0.575017929,0.1185911,30.41752184,260.9689209,8.579558924,58.20375123
FS1076,3.510144928,3.571614193,3.571614193,1.101256132,0.660829902,0.029237283,25.12162751,147.0847599,5.854905692,32.80423103
FS1077,4.088646812,4.11203278,4.11203278,0.238196656,0.131881103,0,19.6897092,86.92902362,4.414947053,19.3877311
FS1078,3.631584208,3.650074963,3.650074963,1.903504372,0.738045752,0.021958051,21.02911062,152.4370306,7.248857708,33.99794494
FS1079,3.523186088,3.551069358,3.551069358,2.469046593,0.761109591,0.031049462,23.43582171,152.3445525,6.500499722,33.97731962
FS1080,2.701778933,2.703178093,2.703178093,2.434773445,1.128659844,0.601222813,26.010254,166.1518972,6.38793828,37.05676391
FS1081,2.486308215,2.512592445,2.512592445,5.984244823,2.947015285,1.117948771,30.82292518,276.082784,8.9570598,61.57458758
FS1082,2.622626424,2.648111133,2.648111133,5.956332207,2.900012732,0.389595091,31.6360415,313.0508383,9.895385879,69.81955189
FS1083,3.496502099,3.532480512,3.532480512,5.036447048,1.524078488,0.324610204,21.95104427,129.6817159,5.907769777,28.92283995
FS1084,3.468818709,3.476514092,3.476514092,6.742580414,3.474697113,0.543737531,21.96780632,171.2020674,7.793316497,38.18310052
FS1085,2.59830085,2.627886057,2.637081459,4.98054409,2.162419319,1.054187179,27.57396738,250.1697786,9.072679864,55.79522461
FS1086,3.478465074,3.488458079,3.488458079,0.789558709,0.337711841,0.10742005,22.98127629,179.4573787,7.808851711,40.02427794
FS1087,3.288426944,3.312712373,3.33469918,4.690170288,0.157675222,0.090208374,24.0344656,176.3506841,7.337408164,39.33139361
FS1088,3.890865481,3.895962423,3.946332201,6.73290062,0.009137059,0.007059305,9.332734737,72.83748347,7.804516631,16.24490285
FS1089,3.543873676,3.553767739,3.570357785,17.29462242,2.84624505,2.661170006,26.89762234,279.7808668,10.40169511,62.3993689
FS1090,1.536078353,1.536078353,1.536078353,17.69646263,10.51414394,9.901246071,30.47976439,362.9310785,11.90727966,80.94431371
FS1091,1.096342195,1.096342195,1.096342195,18.55385971,11.43854713,10.77176285,27.41400541,382.3531059,13.94736377,85.27599752
FS1092,1.661403158,1.661403158,1.661403158,17.22510147,10.00684929,9.418804169,32.9077912,428.2875391,13.01477624,95.52072825
FS1093,3.91794923,3.924845093,3.926843894,15.88493538,0.606424391,0.565010369,20.33810826,223.642956,10.99625162,49.87896232
FS1094,4.122526484,4.136618029,4.136618029,2.481984138,0.001203378,0.0000164,11.33899371,49.3109524,4.348794403,10.9977939
FS1095,4.038469225,4.050259792,4.050259792,10.86555481,0.000347032,0.00000765,12.32383438,83.77929625,6.798151747,18.68524918
FS1096,4.164601239,4.175694583,4.217969218,16.60282898,0.035273697,0.002544683,11.94816471,103.7415226,8.682632443,23.13741326
FS1097,4.143613832,4.147311613,4.196282231,16.56212234,0.001582051,0.000986068,13.33047932,130.4305625,9.784386543,29.08985478
FS1098,4.504164931,4.505518534,4.537692628,,,,10.11891468,84.21301434,8.322336636,18.78198108
FS1124,2.907154434,2.943505441,2.985644825,,,,24.23756292,125.3814178,5.173020829,27.9637469
FS1125,4.041983207,4.043682527,4.043982407,4.063117981,0.051227678,0.00857559,11.05099642,67.96870765,6.150459655,15.15902253
FS1126,3.346761295,3.359456218,3.359456218,4.863445282,0.157823667,0.010912926,22.01109307,125.5761983,5.705132315,28.00718868
FS1127,3.236705318,3.272990804,3.272990804,3.258932352,0.179036826,0.039306652,25.43476371,92.9133334,3.653005566,20.72240834
FS1128,3.756397441,3.792682927,3.879448221,9.335936546,0.049352184,0.001878129,18.99949804,89.58169194,4.714950455,19.97935422
FS1129,3.887445022,3.893142743,3.963614554,12.58539486,0.013180009,0.003928659,16.73260289,111.7021121,6.675716433,24.91285905
FS1130,3.81317473,3.815973611,3.979108357,12.85812283,0.002438325,0.00190032,16.55973687,105.807013,6.389413903,23.59807842
FS1131,3.970011995,3.971011595,3.986505398,12.54680157,0.002662335,0.0020011,14.60854934,97.02355853,6.641560106,21.63910953
FS1132,3.731007597,3.740203918,3.857856857,12.74877357,0.008273851,0.004489184,17.68332937,93.81962715,5.305540895,20.92453852
FS1133,3.826686657,3.83928036,3.987906047,6.865077019,0.032382011,0.003369795,17.3576201,55.57066661,3.201514164,12.39389443
FS1134,3.741829085,3.769915042,3.937231384,1.149146795,0.080125645,0.009865127,20.47722828,68.74281022,3.357036864,15.33167019
FS1135,3.897051474,3.908445777,4.099250375,1.669215798,0.000903518,0.0000936,12.38482644,59.55576752,4.808768842,13.28268924
FS1136,3.885445822,3.896341463,3.926029588,1.81911087,0.007179759,0.002829658,17.77148411,97.08927504,5.463205798,21.65376625
FS1137,3.777888844,3.791483407,3.820871651,1.526795983,0.01945889,0.000437085,18.73669578,53.64535094,2.863116932,11.96449236
FS1138,2.8732507,2.892143143,2.911735306,1.390993714,0.594174922,0.267797589,24.39630646,120.8613094,4.954082274,26.95562966
FS1139,3.887345062,3.918032787,3.984406238,3.94466424,0.031265505,0.003662045,13.48715924,61.75477825,4.578783209,13.77313336
FS1140,3.766216892,3.779610195,3.865167416,9.294389725,0.216053307,0.019235743,17.71901207,71.47061308,4.033555189,15.94005052
FS1141,2.680527789,2.691223511,2.708316673,10.69436455,4.334719658,2.696129322,24.32008738,148.5525999,6.108226408,33.13160257
FS1142,3.06347461,3.134646142,3.240003998,9.398090363,2.160465717,0.981856763,20.468612,106.853867,5.220376786,23.83155767
FS1143,3.084966014,3.199920032,3.31177529,5.926767349,0.799170613,0.140559345,20.71343408,71.30078905,3.442248581,15.90217476
FS1144,3.491303479,3.528788485,3.68942423,5.309956551,0.40892297,0.010647172,19.24062607,61.79964324,3.211935154,13.78313957
FS1145,3.455317873,3.487804878,3.516993203,3.715450287,0.220126972,0.016689515,20.22424505,63.46861497,3.138243965,14.15536939
FS1146,3.606796602,3.643178411,3.701349325,0.896307528,0.234248891,0.06632299,22.88157588,98.80939593,4.318295053,22.03740384
FS1147,3.846161535,3.882846861,4.077169132,0.586032927,0.030887635,0.000420522,13.35336355,40.37804686,3.023810946,9.005493015
FS1148,2.919148511,2.954227464,2.968618829,3.053606033,1.179137349,0.332548976,23.73650357,120.5572631,5.078981523,26.88781838
FS1149,2.718012795,2.734406238,2.753998401,4.612990379,1.978654981,0.62013942,26.16379106,175.3144888,6.700653146,39.10029155
FS1150,3.268592563,3.345461815,3.351659336,3.172151327,0.244298056,0.028782198,24.92738062,129.8412723,5.208781232,28.95842573
FS1151,3.423430628,3.461515394,3.461515394,2.296766043,1.286832452,0.169183239,24.99206065,129.0821881,5.164927773,28.78912761
FS1152,2.771091563,2.81487405,2.81487405,4.088980198,2.156656504,0.308299035,27.96892599,266.0754383,9.513251899,59.34265492
FS1153,2.865767116,2.924437781,2.948825587,5.894701004,2.130656958,0.072235569,24.38552834,187.5149053,7.689597811,41.82134356
FS1154,2.848660536,2.879048381,2.891943223,5.539987087,1.92508924,0.058140688,25.68709142,173.0674327,6.737525468,38.59913188
FS1155,3.909145427,3.949325337,3.964017991,1.999973536,0.042387165,0.000591864,14.3133125,58.21718354,4.067345244,12.98414561
FS1156,3.839764094,3.866653339,3.87614954,2.627207518,0.013590234,0.001542043,17.83013089,85.17334706,4.77693336,18.99616355
FS1157,3.629985007,3.671464268,3.67836082,2.678025723,0.020750085,0.006013773,20.4140953,115.550634,5.660335777,25.77119271
FS1158,3.958316673,3.991003599,4.070871651,2.184063435,0.006953958,0.000186685,13.85244919,30.5764482,2.207295459,6.819447993
FS1159,3.939836098,3.974915051,4.020587647,2.452190161,0.019256106,0.007833479,16.14319699,64.4650131,3.993323821,14.37759551
FS1160,3.788805597,3.809495252,3.908245877,7.392211437,0.042292953,0.011175952,16.44947468,60.01004637,3.648143636,13.38400679
FS1161,3.391504248,3.447576212,3.449975012,8.92073822,0.214129642,0.049322776,18.78556648,94.89252851,5.05135305,21.16382711
FS1162,4.00109956,4.018392643,4.033986405,8.05893898,0.046648052,0.005631158,12.11221066,39.97325258,3.300244168,8.915211975
FS1163,3.630021987,3.682590446,3.697381571,6.274856091,0.044323653,0.004711383,17.45580136,31.63168619,1.812101636,7.054797128
FS1164,3.446576712,3.458270865,3.487556222,4.520269871,0.017998721,0.005932733,21.01109549,78.96166906,3.758093866,17.61077651
FS1165,3.71864068,3.751624188,3.777211394,0.400905639,0.015615323,0.001268236,19.08841331,35.06216585,1.836829771,7.819895071
FS1166,3.408995502,3.467566217,3.467566217,0.269401342,0.040374484,0.012174222,29.0147897,187.8151407,6.473082955,41.88830488
FS1167,2.584707646,2.652273863,2.652273863,0.877755404,0.665478468,0.260023087,33.51674935,287.5389443,8.578962753,64.12964855
FS1168,2.602798601,2.653573213,2.672963518,0.678502977,0.242819726,0.082036257,22.48601686,136.0075881,6.048540695,30.33369565
FS1169,3.591663335,3.638644542,3.681927229,2.920102119,0.019538566,0.00019994,12.18737215,47.73775454,3.916985052,10.64692447
FS1170,3.316510094,3.356985809,3.363981611,2.702163935,0.110276274,0.021730924,19.98318785,81.05649593,4.056234498,18.07798456
FS1171,3.94393364,3.961822906,3.961822906,1.579107404,0.095658958,0.00000112,15.11117144,39.23311676,2.596298833,8.750139901
FS1172,3.129248301,3.142243103,3.142243103,2.658782244,0.535814226,0.024667362,20.66948206,65.23980812,3.156334926,14.5503976
FS1173,3.275634619,3.297921247,3.297921247,0.269713879,0.080350243,0.033993904,25.65538361,110.987786,4.326101206,24.7535433
FS1174,3.807615431,3.846791925,3.846791925,0.085505798,0.012718718,0.00051689,24.00855616,102.7072841,4.277945055,22.90674764
FS1175,3.113654538,3.157337065,3.157337065,1.799783468,0.964702249,0.266390175,24.14332604,129.0002801,5.343103095,28.7708597
FS1176,3.08334999,3.131720967,3.131720967,2.470248222,1.09867084,0.152935177,25.94817988,206.651199,7.963995931,46.08930035
FS1177,3.16779932,3.219668199,3.219668199,2.399471283,1.13261044,0.098883837,26.63546047,171.8948878,6.453610516,38.33761986
FS1178,3.595661735,3.62734906,3.62734906,2.474494934,0.946439266,0.438520432,21.30418559,112.5089595,5.281073008,25.09280977
FS1179,3.52888267,3.545872477,3.545872477,1.068298101,0.313714087,0.019060165,25.1080952,177.4809756,7.068675428,39.58348187
FS1180,3.271936838,3.30431741,3.30431741,4.541822433,0.726412952,0.146279633,26.15157063,173.8606378,6.64819105,38.77603998
FS1181,2.575154907,2.61003398,2.61003398,6.150166035,2.712195396,0.851917326,22.95531965,215.2995026,9.379067941,48.01812662
FS1182,2.886468119,2.930641615,2.930641615,6.772073746,2.501785755,0.750305951,28.795116,297.0400428,10.31563973,66.24867319
FS1183,2.756046372,2.767239656,2.767239656,9.859345436,4.587356567,2.082228422,24.52021514,227.9376994,9.295909442,50.83681652
FS1184,2.615330802,2.628123126,2.634419348,11.16613007,4.370772362,2.643706322,24.56139191,219.6591415,8.943269271,48.99045443
FS1185,2.378672796,2.399560264,2.41714971,10.5955162,4.481430531,2.438234806,27.35122536,239.198887,8.745454138,53.34839283
FS1186,3.253973013,3.265967016,3.265967016,3.785101414,0.977147698,0.306443155,26.49242706,208.3430926,7.864250872,46.46664241
FS1187,3.232960224,3.258744753,3.258744753,2.23813343,0.221414447,0.055351939,24.5656452,175.2684072,7.134695864,39.090014
FS1188,4.072656406,4.08394963,4.143613832,6.116660118,0.002637278,0.002180672,10.52864552,80.89436504,7.683264184,18.0418246
FS1189,4.147911253,4.156805916,4.189686188,15.29666042,0.001271217,0,10.23212835,43.3164085,4.23337228,9.660834155
FS1190,3.270637617,3.271637018,3.341994803,18.94192123,4.14496994,3.893301249,29.03574906,326.588915,11.24782124,72.83894149
FS1191,1.52768339,1.52768339,1.52768339,19.72820473,10.97509289,10.32588863,28.44837315,362.1004451,12.72833575,80.75905801
FS1192,1.47241655,1.47261643,1.47261643,15.93669605,9.793575287,9.219265938,31.81989665,391.4977831,12.30355294,87.31552972
FS1193,3.746652009,3.753547871,3.753547871,12.90398502,1.832557917,1.689178705,24.60360463,236.1998005,9.600211191,52.67950827
FS1194,4.026581393,4.062656141,4.062656141,5.704634666,0.008952563,0.000409034,17.25355501,86.56951843,5.017488766,19.30755086
FS1195,4.013991605,4.022086748,4.022086748,5.17102766,0.012937686,0.000441305,12.67695084,62.06545673,4.895929434,13.8424238
FS1196,4.299890077,4.308983711,4.370440692,13.76446724,0.000136774,0.0000151,10.54234742,48.89213021,4.637689147,10.90438422
FS1197,4.104237458,4.105836498,4.116430142,16.79341125,0.0000132,0,10.59729775,56.65440665,5.346118228,12.63560036
