record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
3360,10,11,1980,1,OT,F,20,26
3361,10,11,1980,3,DO,F,34,49
3362,10,11,1980,1,PF,F,16,8
3363,10,11,1980,3,PE,M,20,18
3367,10,12,1980,1,DM,F,37,41
3368,10,12,1980,3,DM,M,37,39
3369,10,12,1980,2,DS,M,51,140
3370,10,12,1980,4,OT,F,20,26
3371,10,12,1980,3,OL,F,20,32
3372,10,12,1980,2,OT,M,19,22
3373,10,12,1980,2,DM,F,36,45
3374,10,12,1980,4,NL,F,33,200
3375,10,12,1980,2,DM,M,37,47
3376,10,12,1980,1,OT,M,19,26
3377,10,12,1980,2,OT,M,20,11
3378,10,12,1980,4,DS,M,51,140
3379,10,12,1980,1,DS,M,48,121
3380,10,12,1980,3,DS,F,53,137
3381,10,12,1980,4,DS,F,52,126
3382,10,12,1980,1,PF,M,16,7
3383,10,12,1980,3,DS,M,47,116
3384,10,12,1980,3,DM,M,38,48
3385,10,12,1980,4,DS,F,47,110
3386,10,12,1980,4,PF,M,15,8
3387,10,12,1980,1,DS,M,50,137
3388,10,12,1980,1,DM,M,34,45
3389,10,12,1980,4,DM,M,36,49
3390,10,12,1980,1,DS,F,49,120
3391,10,12,1980,4,DM,M,37,44
3392,10,12,1980,1,DM,M,36,61
3393,10,12,1980,1,OL,M,20,36
3394,10,12,1980,4,OT,M,20,25
3395,10,12,1980,2,DM,F,36,42
3396,10,12,1980,2,OT,F,19,13
3397,10,12,1980,4,OL,F,20,16
3398,10,12,1980,2,OT,M,21,23
3399,10,12,1980,2,DM,F,35,62
3400,10,12,1980,4,OT,F,19,25
3401,10,12,1980,4,DM,M,36,47
3402,10,12,1980,3,PP,F,21,14
3403,10,12,1980,1,DM,M,37,40
3405,11,8,1980,1,OT,M,20,22
3406,11,8,1980,4,DM,F,37,40
3407,11,8,1980,3,DM,M,35,40
3408,11,8,1980,2,DS,M,51,131
3409,11,8,1980,1,PE,F,20,21
3410,11,8,1980,3,DS,M,50,149
3411,11,8,1980,2,OT,M,20,25
3412,11,8,1980,3,NL,F,34,193
3413,11,8,1980,2,DS,M,51,136
3414,11,8,1980,3,OT,M,22,24
3415,11,8,1980,1,OT,F,19,22
3416,11,8,1980,1,PF,M,15,7
3417,11,8,1980,4,DO,F,34,52
3418,11,8,1980,1,DS,M,52,154
3419,11,8,1980,4,DM,F,36,43
3420,11,8,1980,4,OT,F,19,33
3421,11,8,1980,4,DS,M,51,155
3422,11,8,1980,2,DM,M,35,40
3423,11,8,1980,4,DS,F,48,115
3424,11,8,1980,1,DS,F,49,121
3426,11,8,1980,1,NL,F,31,124
3427,11,8,1980,1,DO,F,36,47
3428,11,8,1980,4,DM,M,37,52
3429,11,8,1980,3,NL,M,33,153
3430,11,8,1980,4,OL,M,21,34
3431,11,8,1980,1,DM,M,37,35
3432,11,8,1980,1,DS,F,48,122
3433,11,8,1980,3,DS,F,52,144
3434,11,8,1980,2,DS,F,50,121
3435,11,8,1980,4,PF,F,16,7
3436,11,8,1980,4,PF,F,14,7
3437,11,8,1980,4,DO,F,36,50
3438,11,8,1980,1,DO,M,35,48
3439,11,8,1980,4,OL,F,20,27
3440,11,8,1980,2,NL,M,33,191
3441,11,8,1980,1,DM,M,39,48
3442,11,8,1980,2,DM,F,36,42
3443,11,8,1980,4,DS,F,50,133
3444,11,8,1980,2,OL,F,19,37
3445,11,8,1980,1,DS,M,51,127
3446,11,8,1980,1,DM,M,37,38
3451,11,9,1980,2,DM,F,35,39
3452,11,9,1980,2,DS,M,52,145
3453,11,9,1980,3,DO,M,35,50
3454,11,9,1980,4,DM,F,35,38
3455,11,9,1980,2,DO,F,36,53
3456,11,9,1980,2,DM,F,36,45
3457,11,9,1980,3,DS,M,51,146
3458,11,9,1980,3,DM,M,37,45
3459,11,9,1980,2,OT,F,19,20
3460,11,9,1980,1,DM,M,36,48
3461,11,9,1980,1,OT,F,20,28
3463,11,9,1980,2,DM,F,35,39
3464,11,9,1980,1,DM,M,36,43
3465,11,9,1980,4,DM,M,37,46
3466,11,9,1980,4,DS,F,51,129
3467,11,9,1980,3,DS,F,48,106
3468,11,9,1980,2,DM,F,34,40
3469,11,9,1980,3,DS,F,50,124
3470,11,9,1980,3,DM,F,36,46
3471,11,9,1980,4,DS,F,50,111
3472,11,9,1980,2,DS,F,47,104
3473,11,9,1980,2,DS,M,49,121
3474,11,9,1980,3,DO,M,35,47
3475,11,9,1980,1,DM,F,34,40
3476,11,9,1980,1,DM,F,37,43
3477,11,9,1980,2,DM,F,35,40
3478,11,9,1980,4,DM,M,36,40
3479,11,9,1980,4,DS,F,50,127
3480,11,9,1980,4,DM,M,36,46
3481,11,9,1980,2,DM,M,36,49
3482,11,9,1980,2,OT,F,19,20
3483,11,9,1980,2,DM,M,36,47
3484,11,9,1980,4,DM,F,35,38
3485,11,9,1980,1,DM,F,36,32
3486,11,9,1980,4,DM,M,35,46
3487,11,9,1980,2,OT,M,20,22
3488,11,9,1980,4,DS,M,48,125
3489,11,9,1980,3,DM,M,35,47
3490,11,9,1980,1,DM,F,35,39
3491,11,9,1980,1,DM,F,36,40
3492,11,9,1980,1,DS,M,50,146
3493,11,9,1980,3,DM,F,36,49
3494,11,9,1980,1,DM,M,38,47
3495,11,9,1980,4,DM,M,37,48
3496,11,9,1980,2,DO,F,35,41
3497,11,9,1980,3,DM,M,38,40
3498,11,9,1980,3,DM,F,36,45
3499,11,9,1980,4,DM,M,36,46
3500,11,9,1980,1,DO,M,33,50
3501,11,9,1980,2,DM,F,35,43
3503,11,9,1980,1,OT,F,21,22
3504,11,9,1980,2,DM,M,36,44
3505,11,9,1980,3,DS,F,50,131
3506,11,9,1980,2,PF,M,15,6
3507,11,9,1980,1,OL,F,19,15
3508,11,9,1980,3,DM,M,37,48
3509,11,9,1980,1,DS,M,49,133
3510,11,9,1980,3,OL,F,21,17
3511,11,9,1980,3,NL,F,31,193
3512,11,9,1980,4,DS,M,47,134
3513,11,9,1980,3,DS,M,50,127
3514,11,9,1980,2,DM,F,36,39
3515,11,9,1980,3,DM,F,34,51
3516,11,9,1980,1,OT,M,20,23
3517,11,9,1980,1,OL,F,20,38
3518,11,9,1980,2,DM,M,35,47
3519,11,9,1980,2,DS,M,52,138
3520,11,9,1980,4,DS,F,49,122
3521,11,9,1980,2,DM,F,36,44
3522,11,9,1980,1,DS,F,50,111
3523,11,9,1980,2,DM,M,36,45
3524,11,9,1980,4,PF,F,15,7
3525,11,9,1980,1,DM,M,34,42
3526,11,9,1980,4,DS,F,50,126
3527,11,9,1980,3,DS,M,48,135
3528,11,9,1980,3,OT,F,20,21
3529,11,9,1980,3,OL,M,20,33
3530,11,9,1980,3,DM,M,37,46
3531,11,9,1980,4,DM,M,38,51
3532,11,9,1980,4,DM,F,36,47
3533,11,9,1980,1,DS,F,50,117
3534,11,9,1980,1,DM,M,36,56
3535,11,9,1980,3,OL,F,20,21
3536,11,9,1980,2,DM,M,36,47
3537,11,9,1980,3,DM,M,36,41
3538,11,9,1980,1,PF,F,15,7
3539,11,9,1980,3,OL,F,20,31
3540,11,9,1980,3,PF,M,14,7
3541,11,9,1980,2,DM,M,37,40
3542,12,15,1980,1,DM,F,36,35
3543,12,15,1980,1,OT,F,20,30
3544,12,15,1980,2,DO,M,35,56
3545,12,15,1980,3,DO,M,34,51
3546,12,15,1980,1,DS,F,51,147
3547,12,15,1980,1,DM,M,34,48
3548,12,15,1980,3,DM,F,35,43
3549,12,15,1980,4,DM,F,37,46
3550,12,15,1980,4,DM,F,37,46
3551,12,15,1980,3,DM,F,33,35
3552,12,15,1980,1,NL,F,33,198
3553,12,15,1980,3,OT,F,21,35
3554,12,15,1980,1,OL,M,21,33
3555,12,15,1980,4,DS,M,52,148
3556,12,15,1980,3,OL,F,19,26
3557,12,15,1980,2,NL,M,33,174
3558,12,15,1980,3,PF,M,15,7
3559,12,15,1980,4,DO,M,36,50
3560,12,15,1980,4,OL,F,21,39
3561,12,15,1980,4,OT,M,21,23
3562,12,15,1980,2,OL,F,19,25
3564,12,15,1980,4,DM,M,35,49
3565,12,15,1980,3,DS,M,53,154
3566,12,15,1980,2,DM,M,34,47
3567,12,15,1980,2,DM,M,38,51
3568,12,15,1980,2,OT,F,20,26
3569,12,15,1980,2,DM,M,34,33
3570,12,15,1980,4,DS,M,53,149
3571,12,15,1980,1,OL,M,21,40
3572,12,15,1980,1,DM,F,35,47
3573,12,15,1980,2,DS,M,52,152
3574,12,15,1980,1,OT,M,20,22
3575,12,15,1980,3,DS,F,47,139
3576,12,15,1980,1,DM,F,37,44
3577,12,15,1980,4,DS,F,48,120
3578,12,15,1980,3,PF,F,16,7
3579,12,15,1980,2,DS,M,48,139
3580,12,15,1980,3,DM,M,35,42
3581,12,15,1980,1,DM,M,36,41
3582,12,15,1980,3,DO,F,36,66
3583,12,15,1980,2,DM,M,36,46
3584,12,15,1980,2,DO,M,34,49
3585,12,15,1980,3,DM,F,35,35
3587,12,15,1980,2,OT,F,19,21
3588,12,15,1980,1,DM,F,35,46
3589,12,15,1980,4,PF,F,15,7
3590,12,15,1980,2,DS,F,51,123
3591,12,15,1980,2,DM,M,36,45
3592,12,15,1980,2,DS,M,49,127
3593,12,15,1980,2,DM,M,35,48
3597,12,16,1980,3,DO,F,36,49
3598,12,16,1980,4,DO,F,34,52
3599,12,16,1980,1,DM,M,35,51
3600,12,16,1980,3,DM,M,36,44
3601,12,16,1980,4,DS,M,52,126
3602,12,16,1980,4,DM,M,37,43
3603,12,16,1980,4,DM,M,36,32
3604,12,16,1980,3,DM,M,36,47
3606,12,16,1980,4,DM,M,39,54
3607,12,16,1980,1,DM,F,36,40
3608,12,16,1980,1,DM,M,35,49
3609,12,16,1980,1,DS,M,50,135
3610,12,16,1980,3,DS,F,47,145
3611,12,16,1980,3,DM,M,36,51
3612,12,16,1980,4,DO,M,36,56
3613,12,16,1980,4,DM,M,36,43
3614,12,16,1980,1,DM,M,35,46
3615,12,16,1980,1,DM,F,36,41
3616,12,16,1980,1,DM,F,34,48
3617,12,16,1980,4,DM,F,36,41
3618,12,16,1980,1,DM,M,37,49
3619,12,16,1980,2,DS,F,47,118
3620,12,16,1980,3,DS,M,49,119
3621,12,16,1980,4,DO,M,35,50
3622,12,16,1980,4,DS,F,49,131
3623,12,16,1980,2,DS,M,50,134
3624,12,16,1980,4,DM,F,36,43
3625,12,16,1980,1,DM,M,35,52
3626,12,16,1980,4,DO,M,34,52
3627,12,16,1980,1,DM,F,35,43
3628,12,16,1980,4,DM,F,36,41
3629,12,16,1980,2,DM,M,36,48
3630,12,16,1980,3,DM,M,35,45
3631,12,16,1980,1,DM,F,35,44
3632,12,16,1980,2,DS,M,48,133
3633,12,16,1980,4,DS,M,51,151
3634,12,16,1980,4,DM,M,34,37
3635,12,16,1980,1,DM,M,35,45
3637,12,16,1980,4,DM,M,37,49
3638,12,16,1980,3,DM,F,35,56
3639,12,16,1980,2,DM,M,33,29
3640,12,16,1980,1,PM,M,21,21
3641,12,16,1980,1,DM,M,37,52
3642,12,16,1980,1,DM,F,37,44
3643,12,16,1980,2,DS,M,49,130
3644,12,16,1980,3,DS,M,50,131
3645,12,16,1980,2,DM,M,36,48
3646,12,16,1980,3,DM,F,36,47
3647,12,16,1980,2,OT,M,20,22
3648,12,16,1980,2,PF,F,16,7
3649,12,16,1980,2,NL,F,31,120
3650,12,16,1980,3,NL,F,33,189
3651,12,16,1980,1,DM,F,37,40
3652,12,16,1980,4,DO,F,35,54
3653,12,16,1980,1,DS,M,52,137
3654,12,16,1980,2,OL,M,21,36
3655,12,16,1980,2,DM,F,37,52
3656,12,16,1980,4,DM,M,38,48
3657,12,16,1980,4,DM,M,36,51
3658,12,16,1980,3,DM,M,37,40
3659,12,16,1980,1,DM,F,37,43
3660,12,16,1980,4,DS,M,46,120
3661,12,16,1980,1,PF,M,15,8
3662,12,16,1980,4,DS,F,51,127
3663,12,16,1980,1,DS,F,49,120
3664,12,16,1980,4,DM,M,37,60
3665,12,16,1980,4,DS,F,47,150
3666,12,16,1980,4,DS,F,49,147
3667,12,16,1980,3,OT,M,20,23
3668,12,16,1980,2,DS,M,51,140
3669,12,16,1980,4,NL,F,35,189
3671,12,16,1980,3,DS,F,45,129
3672,12,16,1980,3,DS,F,49,130
3673,12,16,1980,3,DO,F,35,59
3674,12,16,1980,2,OT,F,20,30
3675,12,16,1980,2,DM,F,31,31
3676,12,16,1980,4,PF,F,15,7
3677,12,16,1980,2,DM,M,37,52
3678,12,16,1980,2,OL,F,21,33
3679,12,16,1980,2,NL,M,31,116
3680,12,16,1980,4,DM,F,35,46
3681,12,16,1980,4,DM,F,35,59
3682,12,16,1980,2,PE,F,20,19
3683,12,16,1980,2,DM,M,36,44
3684,12,16,1980,1,DM,M,40,52
3686,1,11,1981,2,DM,M,36,34
3687,1,11,1981,2,PE,F,19,19
3688,1,11,1981,4,DM,M,36,49
3689,1,11,1981,2,DS,M,50,140
3690,1,11,1981,3,DM,F,35,46
3691,1,11,1981,4,NL,F,29,118
3692,1,11,1981,3,DM,M,37,38
3693,1,11,1981,1,NL,F,32,192
3694,1,11,1981,2,DO,F,34,49
3695,1,11,1981,4,DS,M,50,130
3696,1,11,1981,3,DO,F,35,57
3697,1,11,1981,3,DM,M,36,49
3698,1,11,1981,2,RM,M,16,11
3699,1,11,1981,4,OL,M,19,37
3701,1,11,1981,1,OT,M,22,24
3703,1,11,1981,2,PF,M,15,9
3704,1,11,1981,4,OL,F,19,34
3707,1,11,1981,1,PP,F,20,14
3708,1,11,1981,3,DS,M,48,130
3709,1,11,1981,3,RM,F,16,12
3710,1,11,1981,1,DS,F,51,158
3711,1,11,1981,1,DO,F,34,57
3712,1,11,1981,2,DS,F,47,116
3713,1,11,1981,1,DM,F,33,34
3714,1,11,1981,2,OT,F,17,24
3715,1,11,1981,3,DS,F,49,131
3716,1,11,1981,3,DS,F,48,136
3718,1,11,1981,1,OL,M,20,37
3719,1,11,1981,3,OT,M,19,24
3720,1,11,1981,2,DS,M,50,148
3721,1,11,1981,2,DM,F,37,48
3723,1,11,1981,2,DO,F,36,46
3724,1,11,1981,2,OT,M,19,28
3725,1,11,1981,2,DM,F,36,46
3726,1,11,1981,1,OL,F,17,36
3727,1,11,1981,2,DS,M,49,139
3728,1,11,1981,3,DS,F,47,120
3729,1,11,1981,3,OT,F,19,28
3730,1,11,1981,4,DM,M,36,43
3734,1,12,1981,4,OL,F,20,33
3735,1,12,1981,2,DO,M,32,39
3736,1,12,1981,2,DM,M,36,51
3737,1,12,1981,1,DM,F,35,45
3738,1,12,1981,3,DM,M,35,47
3739,1,12,1981,2,DO,M,34,45
3740,1,12,1981,3,OT,M,20,27
3741,1,12,1981,1,DM,M,37,50
3742,1,12,1981,1,DS,F,51,136
3743,1,12,1981,4,DS,M,48,121
3744,1,12,1981,4,DM,F,36,46
3745,1,12,1981,2,DM,F,37,40
3746,1,12,1981,1,DM,F,36,37
3747,1,12,1981,4,NL,F,33,200
3748,1,12,1981,4,DM,M,37,55
3749,1,12,1981,3,DM,M,36,48
3750,1,12,1981,1,DM,F,36,41
3751,1,12,1981,2,DM,F,36,47
3752,1,12,1981,4,DS,M,50,127
3753,1,12,1981,1,OT,M,20,24
3754,1,12,1981,2,DS,M,48,132
3755,1,12,1981,3,DS,M,53,123
3756,1,12,1981,4,DM,M,35,49
3757,1,12,1981,4,DS,M,50,148
3758,1,12,1981,1,DO,M,35,57
3759,1,12,1981,4,DS,M,46,124
3760,1,12,1981,1,DO,F,36,59
3761,1,12,1981,4,DM,F,35,47
3762,1,12,1981,1,DM,F,35,40
3763,1,12,1981,4,DM,M,37,48
3764,1,12,1981,3,PE,M,21,25
3765,1,12,1981,1,PM,F,19,26
3766,1,12,1981,3,DS,F,45,130
3767,1,12,1981,2,DS,M,49,128
3768,1,12,1981,3,DM,M,35,49
3769,1,12,1981,3,DM,F,34,32
3770,1,12,1981,1,DM,M,37,50
3771,1,12,1981,2,DM,F,37,47
3772,1,12,1981,4,DS,F,47,138
3773,1,12,1981,2,DM,F,36,55
3774,1,12,1981,2,DM,M,36,53
3776,1,12,1981,2,DO,M,37,37
3777,1,12,1981,4,NL,M,35,173
3778,1,12,1981,1,DS,F,51,150
3779,1,12,1981,2,OL,F,20,37
3780,1,12,1981,4,RM,M,16,11
3781,1,12,1981,4,DM,M,35,54
3782,1,12,1981,2,DM,F,34,47
3783,1,12,1981,2,PF,F,15,7
3784,1,12,1981,4,DS,M,57,156
3785,1,12,1981,2,NL,F,33,199
3786,1,12,1981,1,DM,F,35,53
3787,1,12,1981,4,OL,F,20,32
3788,1,12,1981,4,DS,F,48,135
3790,1,12,1981,3,DM,M,35,41
3791,1,12,1981,1,PF,M,15,8
3792,1,12,1981,2,DM,M,37,50
3793,1,12,1981,2,DS,M,52,144
3794,1,12,1981,3,DO,M,36,49
3795,1,12,1981,1,DM,F,36,33
3796,1,12,1981,2,DM,M,36,61
3797,1,12,1981,2,DO,F,37,43
3798,1,12,1981,1,DM,M,38,53
3799,1,12,1981,2,OL,M,20,39
3800,1,12,1981,4,DM,M,37,56
3801,1,12,1981,2,DS,F,51,142
3802,1,12,1981,3,DS,M,52,153
3803,1,12,1981,4,DM,M,36,52
3804,1,12,1981,2,OL,F,20,34
3805,1,12,1981,1,DM,F,36,44
3807,1,12,1981,3,DM,M,36,33
3808,1,12,1981,2,DM,F,37,46
3809,1,31,1981,4,DM,M,38,47
3810,1,31,1981,4,OL,F,21,42
3811,1,31,1981,3,DO,F,37,41
3812,1,31,1981,2,DM,M,36,42
3813,1,31,1981,2,PE,F,19,25
3814,1,31,1981,4,NL,F,32,195
3815,1,31,1981,2,OL,F,21,35
3816,1,31,1981,2,NL,F,30,135
3817,1,31,1981,3,PE,F,20,25
3818,1,31,1981,2,DS,F,50,137
3819,1,31,1981,4,PE,M,21,24
3820,1,31,1981,4,DS,M,51,132
3821,1,31,1981,2,DS,F,50,143
3822,1,31,1981,3,OL,F,21,37
3823,1,31,1981,4,DS,M,46,139
3824,1,31,1981,4,DM,M,36,38
3825,1,31,1981,1,DS,M,48,130
3826,1,31,1981,2,DS,M,48,122
3827,1,31,1981,1,PF,M,15,9
3828,1,31,1981,2,OL,M,21,42
3829,1,31,1981,2,DM,F,35,35
3830,1,31,1981,1,PF,F,15,7
3831,1,31,1981,1,RM,M,16,12
3832,1,31,1981,4,PP,F,21,15
3833,1,31,1981,2,DO,F,36,59
3834,1,31,1981,3,DS,F,48,158
3835,1,31,1981,2,DS,F,48,142
3836,1,31,1981,1,DS,M,49,147
3837,1,31,1981,3,DS,F,50,137
3839,1,31,1981,3,NL,M,32,218
3840,1,31,1981,3,DM,M,37,55
3841,1,31,1981,2,RM,M,16,9
3842,1,31,1981,1,DM,M,35,53
3843,1,31,1981,1,DS,F,51,126
3844,1,31,1981,1,DM,F,34,37
3845,1,31,1981,4,DM,M,36,60
3846,1,31,1981,4,OL,M,21,41
3847,1,31,1981,1,OT,M,20,28
3848,1,31,1981,4,OL,F,21,40
3849,1,31,1981,4,DM,M,36,49
3850,1,31,1981,3,DS,F,48,133
3851,1,31,1981,4,DM,M,38,55
3852,1,31,1981,2,DO,F,34,33
3853,1,31,1981,1,DM,F,36,47
3854,1,31,1981,4,DM,M,37,46
3855,1,31,1981,4,DM,F,37,48
3856,1,31,1981,4,DS,F,45,47
3857,1,31,1981,1,DM,F,36,46
3858,1,31,1981,2,PF,M,15,8
3863,2,1,1981,4,DM,F,36,43
3864,2,1,1981,3,DS,M,50,135
3865,2,1,1981,1,DS,M,52,147
3866,2,1,1981,4,PF,F,15,8
3867,2,1,1981,2,DM,M,37,48
3868,2,1,1981,4,DO,M,35,52
3869,2,1,1981,4,DS,F,51,136
3870,2,1,1981,2,DM,F,37,41
3871,2,1,1981,2,DM,F,35,39
3872,2,1,1981,2,DS,M,50,140
3873,2,1,1981,3,DO,M,34,51
3874,2,1,1981,3,DO,M,37,44
3875,2,1,1981,4,DS,M,48,130
3876,2,1,1981,2,DO,F,35,55
3877,2,1,1981,1,DM,M,37,50
3878,2,1,1981,4,DM,M,36,53
3879,2,1,1981,2,DO,M,36,52
3880,2,1,1981,3,DM,F,35,51
3881,2,1,1981,3,DO,F,36,57
3882,2,1,1981,2,DS,F,51,133
3883,2,1,1981,2,DM,M,36,47
3884,2,1,1981,2,DS,M,53,153
3885,2,1,1981,2,DO,M,35,47
3886,2,1,1981,4,DM,M,36,50
3887,2,1,1981,1,NL,M,34,174
3888,2,1,1981,2,DO,F,36,41
3889,2,1,1981,3,DM,M,36,48
3890,2,1,1981,3,DO,F,37,59
3891,2,1,1981,2,DS,M,50,136
3892,2,1,1981,4,DS,M,48,120
3893,2,1,1981,2,OL,F,20,34
3894,2,1,1981,2,DM,M,38,36
3895,2,1,1981,1,DO,F,35,57
3896,2,1,1981,3,DS,M,52,153
3897,2,1,1981,1,DM,M,37,49
3898,2,1,1981,1,DM,M,36,49
3899,2,1,1981,4,DM,M,36,44
3900,2,1,1981,3,DM,F,37,39
3901,2,1,1981,2,DM,M,37,39
3902,2,1,1981,1,DO,F,37,49
3903,2,1,1981,4,PF,M,15,7
3904,2,1,1981,4,DS,F,50,130
3905,2,1,1981,1,DM,M,36,49
3907,3,8,1981,4,OT,M,22,29
3908,3,8,1981,2,RM,M,17,10
3909,3,8,1981,4,OL,F,22,36
3911,3,8,1981,3,DS,M,51,142
3912,3,8,1981,2,RM,F,17,13
3913,3,8,1981,1,OT,F,21,11
3914,3,8,1981,4,DS,F,53,138
3915,3,8,1981,2,DM,M,37,39
3916,3,8,1981,1,OT,M,21,10
3917,3,8,1981,2,DS,M,53,141
3918,3,8,1981,3,DM,M,36,44
3919,3,8,1981,1,DO,F,34,28
3920,3,8,1981,1,DM,F,35,54
3922,3,8,1981,3,DM,F,36,39
3924,3,8,1981,1,DS,F,51,150
3925,3,8,1981,1,PF,M,16,9
3926,3,8,1981,1,OT,F,18,31
3927,3,8,1981,1,DS,F,51,126
3928,3,8,1981,4,DM,M,39,56
3929,3,8,1981,1,DS,F,48,120
3930,3,8,1981,2,DS,M,52,135
3931,3,8,1981,3,DM,F,36,38
3932,3,8,1981,2,DM,M,36,42
3933,3,8,1981,4,DS,F,47,66
3934,3,8,1981,4,DS,F,51,141
3935,3,8,1981,3,NL,M,36,223
3936,3,8,1981,1,DO,F,37,44
3937,3,8,1981,1,DM,M,37,52
3938,3,8,1981,2,OT,M,21,11
3939,3,8,1981,1,DS,M,53,136
3940,3,8,1981,3,DS,M,47,72
3941,3,8,1981,4,OT,M,21,11
3942,3,8,1981,1,DM,F,34,51
3943,3,8,1981,1,OT,F,22,31
3944,3,8,1981,4,PM,M,21,16
3947,3,9,1981,1,DM,M,35,51
3948,3,9,1981,2,OL,F,21,51
3949,3,9,1981,3,DM,M,35,43
3950,3,9,1981,2,DM,M,38,49
3951,3,9,1981,1,DO,F,36,50
3952,3,9,1981,2,DS,M,51,151
3953,3,9,1981,3,DS,M,50,82
3954,3,9,1981,4,DM,F,36,50
3955,3,9,1981,4,DM,F,36,47
3957,3,9,1981,4,DM,F,36,45
3958,3,9,1981,2,DS,M,55,148
3959,3,9,1981,3,DS,M,49,131
3960,3,9,1981,1,DM,M,37,49
3961,3,9,1981,1,DM,F,39,58
3962,3,9,1981,4,DM,M,37,51
3963,3,9,1981,2,DO,M,38,37
3964,3,9,1981,4,DS,F,50,124
3965,3,9,1981,1,DM,F,34,29
3966,3,9,1981,4,DM,F,36,43
3967,3,9,1981,3,DM,M,35,45
3968,3,9,1981,2,DM,M,37,48
3969,3,9,1981,4,DS,F,50,129
3970,3,9,1981,1,DS,F,54,128
3971,3,9,1981,1,DM,M,36,50
3972,3,9,1981,3,DM,M,38,56
3973,3,9,1981,4,DS,F,53,159
3974,3,9,1981,1,OT,F,20,28
3975,3,9,1981,1,OT,M,20,27
3976,3,9,1981,4,DS,M,51,89
3977,3,9,1981,1,DS,M,48,75
3978,3,9,1981,1,DM,F,35,22
3979,3,9,1981,1,DM,F,34,51
3980,3,9,1981,1,DS,M,48,77
3981,3,9,1981,2,DS,F,51,114
3982,3,9,1981,4,PF,F,16,6
3983,3,9,1981,3,DM,F,36,45
3984,3,9,1981,4,DS,M,52,136
3985,3,9,1981,2,DM,F,37,42
3986,3,9,1981,1,PE,M,19,18
3987,3,9,1981,4,PF,F,16,9
3988,3,9,1981,2,OL,F,19,33
3989,3,9,1981,2,DM,F,36,50
3990,3,9,1981,1,DM,M,37,60
3991,3,9,1981,2,DS,M,49,81
3992,3,9,1981,4,OL,M,23,39
3993,3,9,1981,4,DS,M,53,151
3994,3,9,1981,2,DS,M,52,136
3995,3,9,1981,1,OT,M,19,12
3997,3,9,1981,2,NL,M,34,177
3998,3,9,1981,1,DM,F,36,30
3999,3,9,1981,2,DS,F,48,137
4000,3,9,1981,3,PF,F,16,6
4001,3,9,1981,3,DS,M,53,150
4002,3,9,1981,4,PF,F,16,7
4004,3,9,1981,1,DM,M,36,40
4005,3,9,1981,3,DM,F,35,39
4006,3,9,1981,1,DM,M,38,49
4007,3,9,1981,3,DM,F,35,39
4008,3,9,1981,3,DM,M,37,44
4009,3,9,1981,2,DS,M,53,137
4010,3,9,1981,3,DM,M,36,50
4011,3,9,1981,1,DM,F,38,43
4012,3,9,1981,2,DS,F,48,126
4023,4,5,1981,3,DO,F,39,47
4028,4,5,1981,4,DS,F,53,120
4052,4,5,1981,2,PF,F,15,4
4073,4,5,1981,1,DS,M,48,100
4078,4,5,1981,2,DS,F,50,140
4079,4,5,1981,2,DS,F,47,104
4099,4,5,1981,3,PM,F,20,23
4100,4,5,1981,3,DM,F,37,53
4103,4,5,1981,2,PM,M,22,20
4111,4,5,1981,4,DS,M,47,101
4113,4,5,1981,1,PF,F,15,5
4117,4,5,1981,2,DS,M,46,69
4127,4,5,1981,4,DS,M,49,100
4129,4,5,1981,1,NL,M,29,55
4135,4,5,1981,2,DS,M,49,121
4154,4,5,1981,1,DM,M,36,50
4162,4,5,1981,4,DS,M,50,98
4165,4,5,1981,3,DS,F,47,90
4177,4,5,1981,4,DM,M,35,40
4179,4,5,1981,4,DM,M,36,42
4356,5,3,1981,3,DO,M,36,40
4357,5,3,1981,3,PF,M,14,7
4358,5,3,1981,3,OL,M,21,41
4359,5,3,1981,3,DM,M,35,60
4360,5,3,1981,2,PE,M,20,21
4362,5,3,1981,1,DM,M,37,53
4363,5,3,1981,3,PE,F,20,18
4366,5,3,1981,1,DM,F,35,44
4368,5,3,1981,1,PE,M,19,18
4369,5,3,1981,4,PP,F,21,12
4371,5,3,1981,3,DS,M,47,120
4372,5,3,1981,1,DM,F,37,45
4373,5,3,1981,1,NL,F,33,251
4374,5,3,1981,4,DS,M,51,94
4375,5,3,1981,2,PM,F,20,25
4376,5,3,1981,1,DM,F,34,42
4377,5,3,1981,4,DS,M,49,129
4379,5,3,1981,4,RM,F,17,15
4380,5,3,1981,4,DM,F,36,31
4381,5,3,1981,3,DM,M,35,29
4382,5,3,1981,2,DM,M,37,43
4384,5,3,1981,1,DM,M,37,46
4385,5,3,1981,1,DS,M,52,122
4386,5,3,1981,1,DS,M,51,136
4388,5,3,1981,3,DM,M,36,41
4389,5,3,1981,3,DM,F,37,56
4390,5,3,1981,3,DM,F,36,42
4391,5,3,1981,2,DS,F,50,151
4392,5,3,1981,1,DS,F,52,134
4393,5,3,1981,2,DS,F,52,161
4395,5,3,1981,4,NL,F,32,56
4397,5,3,1981,2,DS,M,48,142
4398,5,3,1981,3,DM,M,33,31
4399,5,3,1981,4,DS,F,50,120
4401,5,3,1981,2,DM,F,37,46
4402,5,3,1981,3,DO,F,34,47
4404,5,3,1981,3,DM,F,36,44
4405,5,3,1981,3,DS,M,48,95
