gbifID	occurrenceID	species	scientificName	countryCode	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	day	month	year	speciesKey
4013999693	urn:lsid:artportalen.se:sighting:105853683	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.42394	15.60291	50	25	11	2022	3628745
4007595301	http://tun.fi/KE.176/63a587a8d5de65595547a609#Unit1	Heracleum persicum	Heracleum persicum Desf.	FI	63.605543	27.149036	1	23	12	2022	3628745
3993744050	urn:lsid:artportalen.se:sighting:104987412	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.94753	19.60093	400	9	12	2022	3628745
3993661397	urn:lsid:artportalen.se:sighting:104825009	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.70973	14.05502	10	30	6	2022	3628745
3993642598	urn:lsid:artportalen.se:sighting:104824997	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.81259	14.80007	10	6	9	2022	3628745
3993619816	urn:lsid:artportalen.se:sighting:104824998	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.17557	14.61274	10	17	8	2022	3628745
3993593978	urn:lsid:artportalen.se:sighting:104824999	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.17565	14.61282	10	17	8	2022	3628745
3993585530	urn:lsid:artportalen.se:sighting:104825006	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.48601	15.46335	10	30	6	2022	3628745
3993550379	urn:lsid:artportalen.se:sighting:104824996	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.81205	14.800230000000001	10	6	9	2022	3628745
3993511884	urn:lsid:artportalen.se:sighting:104825007	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.70973	14.05559	10	30	6	2022	3628745
3993500172	urn:lsid:artportalen.se:sighting:104825008	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.72102	14.04095	10	30	6	2022	3628745
3993467886	urn:lsid:artportalen.se:sighting:104825004	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.42375	15.60316	10	1	7	2022	3628745
3993415193	urn:lsid:artportalen.se:sighting:104825005	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.46292	15.52746	10	30	6	2022	3628745
3993354389	urn:lsid:artportalen.se:sighting:104825002	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.20969	15.92974	10	3	7	2022	3628745
3993333174	urn:lsid:artportalen.se:sighting:104888353	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.81523	20.67205	5	1	12	2022	3628745
3993283625	urn:lsid:artportalen.se:sighting:104825003	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.2235	15.9051	10	1	7	2022	3628745
3993231221	urn:lsid:artportalen.se:sighting:104824995	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.81205	14.80047	10	6	9	2022	3628745
3993167195	urn:lsid:artportalen.se:sighting:104825001	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.32594	14.82266	10	17	8	2022	3628745
3993152833	urn:lsid:artportalen.se:sighting:104657085	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	66.14439	19.9949	10	25	6	2022	3628745
3993121157	urn:lsid:artportalen.se:sighting:104440651	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.91752	14.5564	75	2	11	2022	3628745
3993060003	urn:lsid:artportalen.se:sighting:104825000	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	63.32581	14.82269	10	17	8	2022	3628745
3987921483	urn:uuid:ff2dbd52-e8d4-458d-86cf-8c2c6c00c0eb	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.387171	10.3775	5	13	9	2022	3628745
3970254421	urn:uuid:601f22df-e7a1-4920-a017-32e5fbfac49d	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	68.820432	16.535191	10	15	7	2022	3628745
3970244431	urn:uuid:61611df3-cf2e-4e44-95ed-64200209dd09	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	69.660392	18.91596	10	17	8	2022	3628745
3970181426	urn:uuid:619e48a8-2ce8-45e7-91d0-b00f862f31b4	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	69.662443	18.911163	10	12	9	2022	3628745
3970171583	urn:uuid:c08a031e-7a7b-4c0d-8a67-23f4d58217de	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	68.79648	16.444353	5	20	6	2022	3628745
3966237547	http://tun.fi/MKC.36764006	Heracleum persicum	Heracleum persicum Desf.	FI	62.353843	27.064288	1000	9	7	2022	3628745
3966215528	http://tun.fi/MKC.36631219	Heracleum persicum	Heracleum persicum Desf.	FI	62.873271	24.195966	1000	26	6	2022	3628745
3966094401	urn:uuid:5fa5180e-43f9-4d6a-b5ba-288cde40e0d1	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	67.322416	15.092397	5	27	6	2022	3628745
3964598353	urn:lsid:artportalen.se:sighting:104029771	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.94532	19.6035	29	5	10	2022	3628745
3964243259	urn:lsid:artportalen.se:sighting:104029545	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.94756	19.6026	5	5	10	2022	3628745
3964211034	urn:lsid:artportalen.se:sighting:103928308	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	SE	64.75035	20.95935	10	3	10	2022	3628745
3962664361	urn:uuid:32a12df2-723c-41b6-8f56-0bf95cf37fcd	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	58.082091	7.914212	5	9	6	2022	3628745
3962279331	http://tun.fi/KE.176/6350f6c4d5de399eb9ca552e#Unit1	Heracleum persicum	Heracleum persicum Desf.	FI	63.211937	28.233067	1	19	10	2022	3628745
3962279304	http://tun.fi/KE.176/634503c6d5de399eb9ca5438#Unit1	Heracleum persicum	Heracleum persicum Desf.	FI	62.133786	25.673354	1	11	10	2022	3628745
3927153448	urn:uuid:7a7137f6-82ad-424c-ba76-7b86cdb1ff76	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	70.046662	22.972392	10	2	8	2022	3628745
3924317510	urn:uuid:bf65a077-945f-47a7-87a1-83676b1378eb	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.410566	10.38518	5	15	6	2022	3628745
3924314347	urn:uuid:298ec778-4ae8-4a8e-8f70-42caa3d4b618	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.410500999999996	10.385737	5	15	6	2022	3628745
3924312494	urn:uuid:957b4e31-f9d2-4426-a0c5-06eefe9c8390	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.408941	10.384722	5	15	6	2022	3628745
3924304304	urn:uuid:03729aff-3183-42b9-b21a-c5599acd4b26	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.409038	10.384102	5	15	6	2022	3628745
3924302585	urn:uuid:d88e396c-f141-4345-939e-d45d4c6686fb	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.408688	10.385019	5	15	6	2022	3628745
3924302343	urn:uuid:1e3ae738-2466-4a5d-a5cf-33cd31adf336	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	69.362245	17.052396	10	1	10	2022	3628745
3924292356	urn:uuid:2d42a0a6-7995-42ac-83fc-494461f13e1b	Heracleum persicum	Heracleum persicum Desf. ex Fisch., C.A.Mey. & Avé-Lall.	NO	63.411004	10.385657	5	15	6	2022	3628745
