gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	countryCode	locality	stateProvince	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	identifiedBy	dateIdentified	license	typeStatus
2574723035	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05669290	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.15603	3.2755	700		2016-04-23T00:00:00Z	23	4	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723032	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05526456	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.00684	4.94604	700		2016-09-26T00:00:00Z	26	9	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723029	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05687519	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.10259	5.40413	700		2016-05-24T00:00:00Z	24	5	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723024	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05549015	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.14931	5.17649	700		2016-08-30T00:00:00Z	30	8	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723020	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05521421	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.16037	3.96159	700		2016-09-19T00:00:00Z	19	9	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723018	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05608336	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			50.99778	4.96017	700		2016-09-26T00:00:00Z	26	9	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723015	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05486319	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.14002	5.2192	700		2016-08-17T00:00:00Z	17	8	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723014	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05706654	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.16042	3.97588	700		2016-08-01T00:00:00Z	1	8	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723013	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05665240	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.07798	3.64837	700		2016-06-02T00:00:00Z	2	6	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723011	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05664822	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.14753	5.40513	700		2016-09-13T00:00:00Z	13	9	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723010	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05632256	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.07798	3.64837	700		2016-06-02T00:00:00Z	2	6	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723007	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05711595	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.39355	4.9078	700		2016-09-09T00:00:00Z	9	9	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723006	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05499485	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.12917	5.44758	700		2016-10-05T00:00:00Z	5	10	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723004	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05479747	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.32056	5.10778	700		2016-07-05T00:00:00Z	5	7	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723003	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05486314	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.07798	3.64837	700		2016-05-24T00:00:00Z	24	5	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574723000	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05714275	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			51.07798	3.64837	700		2016-06-02T00:00:00Z	2	6	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
2574722999	271c444f-f8d8-4986-b748-e7367755c0c1	INBO:FLORA:05559077	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	SPECIES	Impatiens glandulifera Royle	BE			50.93537	4.84556	700		2016-08-05T00:00:00Z	5	8	2016	2891770	2891770	HUMAN_OBSERVATION			CC0_1_0	
