event_id,location_id,start,end,cloudiness,cloudiness_unit,wind_speed,wind_speed_unit,temperature,temperature_unit
922-1713353400-1713356100,922,2024-04-17T11:30:00Z,2024-04-17T12:15:00Z,0,okta,3,Beaufort,14,C
