species,day,month,year,decimal_longitude,decimal_latitude
Kleine parelmoervlinder,19,8,2011,2.5736005852092054,51.143367683347314
Bont zandoogje,3,9,2011,2.5843104667123407,51.084700917145234
Bruin blauwtje,3,9,2011,2.5136750418320295,51.13260156951844
Hooibeestje,3,9,2011,2.6874446453154084,51.056181677635756
Icarusblauwtje,3,9,2011,2.533994893366471,51.07748131642118
Klein geaderd witje,3,9,2011,2.6527630511764437,51.055452160369605
Klein koolwitje,3,9,2011,2.5564773222990334,51.081533676730466
Kleine parelmoervlinder,3,9,2011,2.5108060471806675,50.98623613796197
Kleine vuurvlinder,3,9,2011,2.616957293692976,51.112330795237796
Atalanta,16,9,2011,2.552310623936355,51.04782389697618
Klein geaderd witje,16,9,2011,2.687287771385163,51.16259399407543
Klein koolwitje,16,9,2011,2.5856585404463113,51.120224706055595
Kleine parelmoervlinder,16,9,2011,2.584149709586054,51.066097674304615
Bruin blauwtje,29,9,2011,2.588305145371705,51.06762882621959
Dagpauwoog,29,9,2011,2.583001282168552,51.0143061259482
Icarusblauwtje,29,9,2011,2.5848170263320207,51.07042900833301
Klein koolwitje,29,9,2011,2.5612954450398684,51.11647067011334
Kleine parelmoervlinder,29,9,2011,2.6395690507348624,51.081930942200124
Bont zandoogje,25,5,2012,2.5417918645404276,51.12395214738324
Distelvlinder,25,5,2012,2.662964082378894,51.131067256275564
Groot koolwitje,25,5,2012,2.551644355859607,51.117946445681156
Hooibeestje,25,5,2012,2.6168787642475215,51.151558172022924
Icarusblauwtje,25,5,2012,2.6661914771050212,51.09972794006578
Klein geaderd witje,25,5,2012,2.640075618363917,51.06931731213815
Klein koolwitje,25,5,2012,2.6422085219621656,51.155602882402015
Kleine vuurvlinder,25,5,2012,2.5930820081476122,51.17431998897344
Oranjetipje,25,5,2012,2.6172533608134834,51.10732101888396
Atalanta,14,6,2012,2.491922210352495,51.02687436358072
Bruin blauwtje,14,6,2012,2.583699306761846,51.040701598832385
Distelvlinder,14,6,2012,2.549595952508971,51.12716521152295
Groot dikkopje,14,6,2012,2.6394017319753766,51.156924780476835
Klein geaderd witje,14,6,2012,2.5983396615460514,51.12359938772395
Kleine parelmoervlinder,14,6,2012,2.6742365644406525,51.056349571440364
Kleine vos,14,6,2012,2.585052244281396,51.065549389012155
Bruin blauwtje,20,6,2012,2.5901874150708317,51.121278533823784
Groot dikkopje,20,6,2012,2.6888325358368457,51.057828870667144
Hooibeestje,20,6,2012,2.648965914323926,51.00885190998204
Icarusblauwtje,20,6,2012,2.604378508925438,51.09738605792634
Klein geaderd witje,20,6,2012,2.61491971347481,51.13616346010938
Kleine parelmoervlinder,20,6,2012,2.54879348446615,51.13583322336897
Kleine vos,20,6,2012,2.5524048095196483,51.04182738011703
Atalanta,22,7,2012,2.587139409277588,51.072321803374216
Bont zandoogje,22,7,2012,2.6158972351439296,51.11594239410013
Bruin blauwtje,22,7,2012,2.528207984063774,50.98230686753057
Bruin zandoogje,22,7,2012,2.595019904207438,51.14934610218741
Dagpauwoog,22,7,2012,2.568355245804414,51.02440771364607
Groot dikkopje,22,7,2012,2.5929410772025583,51.11663220782764
Groot koolwitje,22,7,2012,2.558760303221643,51.16591559724882
Heivlinder,22,7,2012,2.6354553947784005,50.98435864068568
Hooibeestje,22,7,2012,2.6896697564609346,51.09406781100668
Klein geaderd witje,22,7,2012,2.640336615461856,51.16322951481678
Klein koolwitje,22,7,2012,2.6659477108716962,51.11117154827341
Kleine parelmoervlinder,22,7,2012,2.6493954452779143,51.06000668422319
Oranje zandoogje,22,7,2012,2.6516719684097914,51.04964803212322
Atalanta,26,7,2012,2.642276859804988,51.01063725139946
Bont zandoogje,26,7,2012,2.6683899880945683,51.15460778616369
Bruin blauwtje,26,7,2012,2.625343330958858,51.00491417010315
Bruin zandoogje,26,7,2012,2.4991110579203815,51.027566628735514
Groot koolwitje,26,7,2012,2.5041220124438404,51.150928008854386
Klein geaderd witje,26,7,2012,2.534838185049593,51.07443610706366
Klein koolwitje,26,7,2012,2.5755777829885482,51.11298547118902
Kleine parelmoervlinder,26,7,2012,2.607424824181944,51.0238076811377
Oranje zandoogje,26,7,2012,2.529088677521795,50.99691330550238
Bont zandoogje,10,8,2012,2.545530550330877,51.154875444965434
Bruin blauwtje,10,8,2012,2.50424805521965,51.04346529615111
Bruin zandoogje,10,8,2012,2.68219381022267,51.088840955048795
Dagpauwoog,10,8,2012,2.657939776694402,51.05880393974483
Gehakkelde aurelia,10,8,2012,2.567175847068429,51.040930503206326
Groot koolwitje,10,8,2012,2.682264700355008,51.154789453949775
Heivlinder,10,8,2012,2.50752617014572,51.10906485078856
Hooibeestje,10,8,2012,2.655753642423078,51.16342871912755
Icarusblauwtje,10,8,2012,2.5355256250686944,51.16971792669035
Klein geaderd witje,10,8,2012,2.6804610810801384,51.164561087563634
Klein koolwitje,10,8,2012,2.6117743740882724,51.14089826007373
Kleine parelmoervlinder,10,8,2012,2.5491828698758034,51.0465626751259
Kleine vos,10,8,2012,2.605668249130249,51.17352885787375
Kleine vuurvlinder,10,8,2012,2.6158097407408056,51.072322476115076
Oranje zandoogje,10,8,2012,2.590212346203625,51.10669626805
Atalanta,17,8,2012,2.524321390232071,51.069340634131805
Bont zandoogje,17,8,2012,2.5879455990251152,51.0443656885717
Bruin blauwtje,17,8,2012,2.505686090197414,51.14060678809881
Bruin zandoogje,17,8,2012,2.4970772560313343,51.00891140258871
Dagpauwoog,17,8,2012,2.5011870101187377,51.01399636903778
Gehakkelde aurelia,17,8,2012,2.6194998585246503,51.02438624153845
Hooibeestje,17,8,2012,2.6872054749727248,51.15363255578093
Icarusblauwtje,17,8,2012,2.6225414129998534,50.99180455451831
Klein geaderd witje,17,8,2012,2.6279522832576183,51.1775452683866
Klein koolwitje,17,8,2012,2.5349982818216086,51.00794543243944
Kleine parelmoervlinder,17,8,2012,2.4967856604699046,51.11294102041982
Kleine vos,17,8,2012,2.6088378163147716,51.172759990459305
Oranje zandoogje,17,8,2012,2.575129680903628,51.042406074116
Bruin blauwtje,26,8,2012,2.6704597101174294,51.150170858595516
Hooibeestje,26,8,2012,2.5802314325328917,51.09803868645802
Icarusblauwtje,26,8,2012,2.6864110870845614,51.17758352343924
Kleine parelmoervlinder,26,8,2012,2.5606287459935992,51.08027373326011
Kleine vos,26,8,2012,2.5904393177106977,51.01674759683199
Koevinkje,26,8,2012,2.5606132592633366,51.094924301067365
Bruin blauwtje,1,9,2012,2.531654073819518,51.04234935685061
Groot koolwitje,1,9,2012,2.574378689248115,51.13760131673887
Heivlinder,1,9,2012,2.580543225593865,51.158846633294594
Hooibeestje,1,9,2012,2.502815287616104,51.06268731166608
Klein geaderd witje,1,9,2012,2.5548281657136975,50.99355239162222
Klein koolwitje,1,9,2012,2.592859304007143,50.98492210136726
Kleine parelmoervlinder,1,9,2012,2.5253251826483756,51.062449647365135
Kleine vuurvlinder,1,9,2012,2.6738863221928475,51.047517868150024
Atalanta,6,9,2012,2.6772988124378023,51.01623997727409
Bont zandoogje,6,9,2012,2.5830222576949744,51.0917456107866
Bruin blauwtje,6,9,2012,2.5732534126471727,51.06198347380385
Hooibeestje,6,9,2012,2.524367927443236,51.14089582485147
Klein geaderd witje,6,9,2012,2.519826219798997,51.142629925645885
Klein koolwitje,6,9,2012,2.5676885788422075,51.15428007526323
Kleine parelmoervlinder,6,9,2012,2.5539609518460926,51.074293268444016
Atalanta,27,6,2013,2.559050856307149,51.06600890352391
Bruin blauwtje,27,6,2013,2.5630350953526793,51.02508177391253
Hooibeestje,27,6,2013,2.631901311278343,51.16187085590325
Icarusblauwtje,27,6,2013,2.687861643042415,51.09813167757355
Klein geaderd witje,27,6,2013,2.557795222206041,51.09114204991609
Kleine parelmoervlinder,27,6,2013,2.4958204046916217,51.051918972488494
Kleine vos,27,6,2013,2.65044191615656,51.038007109863685
Groot dikkopje,8,7,2013,2.6859087945520876,51.00720705973916
Hooibeestje,8,7,2013,2.570738358013332,51.146405368922274
Kleine parelmoervlinder,8,7,2013,2.664932154919952,51.08496171559207
Kleine vos,8,7,2013,2.574195386059582,51.11910475713201
Koevinkje,8,7,2013,2.612377685084939,51.16278580023907
Atalanta,13,7,2013,2.6877090605534613,51.17586314945481
Bruin blauwtje,13,7,2013,2.586127332141623,51.04262210733257
Bruin zandoogje,13,7,2013,2.5776254379749295,51.06488924601115
Groot dikkopje,13,7,2013,2.613918379843235,51.00192175528034
Hooibeestje,13,7,2013,2.501878986144438,51.13104826390743
Kleine parelmoervlinder,13,7,2013,2.6150705244019625,51.08391458589583
Kleine vos,13,7,2013,2.6126603465154767,51.00255667168647
Koevinkje,13,7,2013,2.5829150227457283,50.99388944429345
Bruin blauwtje,22,7,2013,2.659929590448737,51.10993188682012
Dagpauwoog,22,7,2013,2.672448653690517,51.15713543996215
Groot dikkopje,22,7,2013,2.5554492839239535,51.09417988529429
Klein geaderd witje,22,7,2013,2.518080838918686,51.01449854496866
Klein koolwitje,22,7,2013,2.662869716165587,51.15474636412225
Kleine parelmoervlinder,22,7,2013,2.5824522885587067,51.01367101629265
Koevinkje,22,7,2013,2.5055591188929975,51.099901092443616
Oranje zandoogje,22,7,2013,2.605783062158152,51.08967304953374
Argusvlinder,28,7,2013,2.528729439722374,50.99299900612794
Atalanta,28,7,2013,2.5869115523621438,51.07318962167017
Bont zandoogje,28,7,2013,2.5256936078518626,51.059143801657484
Bruin blauwtje,28,7,2013,2.6334635531157256,51.03999207966961
Bruin zandoogje,28,7,2013,2.686474105026573,51.102240460012105
Dagpauwoog,28,7,2013,2.594350340133533,51.06615423082374
Groot dikkopje,28,7,2013,2.5398378988355397,51.00235018280335
Groot koolwitje,28,7,2013,2.521502655567601,50.998604164849965
Klein geaderd witje,28,7,2013,2.6126891582831737,51.08932515338063
Kleine parelmoervlinder,28,7,2013,2.586245112037286,51.10097311299294
Kleine vos,28,7,2013,2.6054315696097907,51.15070282492786
Koevinkje,28,7,2013,2.547417183741927,51.030989281851795
Oranje zandoogje,28,7,2013,2.631840068530291,51.13608519213274
Atalanta,6,8,2013,2.614057552590966,51.17360749940388
Bont zandoogje,6,8,2013,2.655037677530199,51.10361335647292
Boomblauwtje,6,8,2013,2.6885226140823213,51.02368550176732
Bruin blauwtje,6,8,2013,2.6199517213366925,51.098107834225516
Bruin zandoogje,6,8,2013,2.554928007684648,51.092909975182266
Dagpauwoog,6,8,2013,2.5392590387351808,51.0668437258061
Distelvlinder,6,8,2013,2.5595503088179976,51.08958335669711
Gehakkelde aurelia,6,8,2013,2.583241831799969,51.14338978270069
Groot koolwitje,6,8,2013,2.611838553296402,51.153495953250676
Heivlinder,6,8,2013,2.5620079609658566,51.12882463435642
Hooibeestje,6,8,2013,2.5152705752849576,51.02510547695681
Klein geaderd witje,6,8,2013,2.553530000299215,51.05461486728862
Klein koolwitje,6,8,2013,2.6884907143749297,51.019516665413974
Kleine parelmoervlinder,6,8,2013,2.5991454884503034,51.11819110523909
Kleine vuurvlinder,6,8,2013,2.672591827074066,51.12662484503351
Oranje luzernevlinder,6,8,2013,2.5513469616975635,51.04978569631464
Oranje zandoogje,6,8,2013,2.6216255351062863,50.99089061233215
Atalanta,12,8,2013,2.543927618265152,51.006875558774915
Bruin blauwtje,12,8,2013,2.6654253249149766,51.047912671016526
Bruin zandoogje,12,8,2013,2.6436031460855154,51.103181482497604
Dagpauwoog,12,8,2013,2.6523597857542334,51.03943129356019
Groot koolwitje,12,8,2013,2.628296757591888,51.072242648219685
Heivlinder,12,8,2013,2.607672152817249,50.983936512209475
Hooibeestje,12,8,2013,2.6773441555537283,51.16070774027146
Icarusblauwtje,12,8,2013,2.608976408522576,51.06033289429732
Klein geaderd witje,12,8,2013,2.6189612089749423,51.064814883535725
Klein koolwitje,12,8,2013,2.4928724156320095,51.030799429649484
Kleine parelmoervlinder,12,8,2013,2.572407825998962,51.13573773048818
Kleine vos,12,8,2013,2.6035635984130203,51.000512911723924
Oranje zandoogje,12,8,2013,2.5548577499203384,51.056968427980316
Zwartsprietdikkopje,12,8,2013,2.562719043679535,51.00981103151105
Bruin blauwtje,20,8,2013,2.6820958068221805,51.03964040015824
Bruin zandoogje,20,8,2013,2.6429315184801814,51.0302028722316
Heivlinder,20,8,2013,2.579307503402233,51.04048442102037
Hooibeestje,20,8,2013,2.605935100568458,51.17929572199471
Icarusblauwtje,20,8,2013,2.528820254104212,51.08897676278837
Klein geaderd witje,20,8,2013,2.601620830511674,51.07313122942112
Klein koolwitje,20,8,2013,2.538582965042442,51.136988365529106
Kleine parelmoervlinder,20,8,2013,2.686277612354606,51.005550249824296
Kleine vos,20,8,2013,2.676526009812951,51.170264194225894
Oranje luzernevlinder,20,8,2013,2.6008019489329306,51.0320015716087
Oranje zandoogje,20,8,2013,2.656436155326664,51.02482016079128
Oranjetipje,20,8,2013,2.656420415462926,51.034353628261016
Zwartsprietdikkopje,20,8,2013,2.6480684600863604,51.00205446036532
Bont zandoogje,30,8,2013,2.519378249682486,51.030159405730664
Bruin blauwtje,30,8,2013,2.4966571864299474,51.162092558452855
Bruin zandoogje,30,8,2013,2.6163624662999063,51.1588787166588
Heivlinder,30,8,2013,2.6680467668082564,51.09795718283392
Hooibeestje,30,8,2013,2.675818846710026,51.013019997365774
Icarusblauwtje,30,8,2013,2.6314523553103206,51.139685945464294
Klein geaderd witje,30,8,2013,2.6283212939370424,51.09830769972876
Klein koolwitje,30,8,2013,2.679675534097478,51.04006885250099
Kleine parelmoervlinder,30,8,2013,2.6365817261021585,51.14517362487502
Kleine vos,30,8,2013,2.629483330817893,51.03154228378087
Oranje zandoogje,30,8,2013,2.5774939052853734,51.12319559303112
Bont zandoogje,15,5,2014,2.677368030240759,51.133778579924254
Bruin blauwtje,15,5,2014,2.684053475372493,51.05708230763673
Dagpauwoog,15,5,2014,2.647174567086622,51.11534580930136
Gehakkelde aurelia,15,5,2014,2.497121900515631,51.17947447148151
Groot koolwitje,15,5,2014,2.6382565918937324,51.00340623377822
Hooibeestje,15,5,2014,2.5020064596645533,51.07875243557617
Klein geaderd witje,15,5,2014,2.5431348320655522,51.079444981385024
Klein koolwitje,15,5,2014,2.5204695842321962,51.064431541198864
Kleine parelmoervlinder,15,5,2014,2.6054590376187114,51.057840248961
Bont zandoogje,23,6,2014,2.5718733608815816,50.99616619639099
Bruin zandoogje,23,6,2014,2.632451576096937,51.07275272544473
Groot dikkopje,23,6,2014,2.5248681083880364,51.12918437083252
Groot koolwitje,23,6,2014,2.5905479515530168,50.99151657896116
Hooibeestje,23,6,2014,2.6865441718231886,51.17259663010016
Kleine parelmoervlinder,23,6,2014,2.5199773221369832,51.164104794543235
Kleine vos,23,6,2014,2.534047385593876,51.16694190322421
Koevinkje,23,6,2014,2.6761593747045844,51.09264420715161
Zwartsprietdikkopje,23,6,2014,2.5372140932455656,51.12030600297265
Atalanta,3,7,2014,2.5701514802034944,50.984207667242735
Bruin blauwtje,3,7,2014,2.5748798123188315,51.026712114755064
Bruin zandoogje,3,7,2014,2.5151258799340575,51.1572143126931
Groot dikkopje,3,7,2014,2.524606334473938,51.17768537683412
Groot koolwitje,3,7,2014,2.55449447767809,51.14733803749084
Hooibeestje,3,7,2014,2.6113461599778383,51.04811451897956
Icarusblauwtje,3,7,2014,2.671465573236346,50.98093233510852
Klein geaderd witje,3,7,2014,2.609807782303542,51.11015596470796
Kleine parelmoervlinder,3,7,2014,2.5843329092580825,50.98535656413995
Kleine vuurvlinder,3,7,2014,2.652101400690153,51.12171232674271
Koevinkje,3,7,2014,2.490510668894276,50.985402213148774
Oranje zandoogje,3,7,2014,2.6344778739940375,51.110860807653516
Zwartsprietdikkopje,3,7,2014,2.5309231546334923,51.12448205931112
Bont zandoogje,14,7,2014,2.5091096387803553,50.98656920117326
Bruin blauwtje,14,7,2014,2.6387465165555475,51.12493241435848
Bruin zandoogje,14,7,2014,2.6699687604419884,51.076579287527125
Dagpauwoog,14,7,2014,2.644581344220787,51.1685046093259
Gehakkelde aurelia,14,7,2014,2.6501086689624933,51.09429626205936
Groot koolwitje,14,7,2014,2.5300318064726888,51.00479163045063
Heivlinder,14,7,2014,2.5454314939305185,51.12441683515906
Hooibeestje,14,7,2014,2.5909211168624457,51.06612611894496
Icarusblauwtje,14,7,2014,2.6390607938729227,51.06751576552168
Klein geaderd witje,14,7,2014,2.5764294321276244,51.039194674063474
Klein koolwitje,14,7,2014,2.633578835017979,51.07571735588834
Oranje zandoogje,14,7,2014,2.6414836330432445,51.0717189325206
Atalanta,23,7,2014,2.5854739953391253,51.11780224104412
Bont zandoogje,23,7,2014,2.5858165267016737,50.98976065280847
Bruin blauwtje,23,7,2014,2.635685666287318,50.99435031369328
Bruin zandoogje,23,7,2014,2.5528353491425513,51.06490333938971
Hooibeestje,23,7,2014,2.517477594465017,51.077848187992345
Icarusblauwtje,23,7,2014,2.5008423678204417,51.166858803266656
Klein geaderd witje,23,7,2014,2.6083312825858593,51.01233148348518
Klein koolwitje,23,7,2014,2.67517853054218,51.09863907244988
Kleine parelmoervlinder,23,7,2014,2.6453975492250175,51.02288617577403
Kleine vos,23,7,2014,2.673006734680384,51.16062116475776
Oranje zandoogje,23,7,2014,2.6333353124186396,50.99406984948553
Atalanta,5,8,2014,2.494679432464763,51.07900664919987
Bont zandoogje,5,8,2014,2.6282680021226406,51.17410652178339
Bruin blauwtje,5,8,2014,2.563698529554531,51.0848424362205
Bruin zandoogje,5,8,2014,2.6866764911077916,51.07564068103209
Heivlinder,5,8,2014,2.5195697235967964,51.08893290224485
Hooibeestje,5,8,2014,2.533886674614623,51.17706957158632
Icarusblauwtje,5,8,2014,2.6489817415457217,51.062863596919925
Klein geaderd witje,5,8,2014,2.501818501865491,51.150438888436184
Kleine parelmoervlinder,5,8,2014,2.493783550625667,51.110566030833866
Oranje luzernevlinder,5,8,2014,2.6089885534811765,51.10944177207537
Bruin blauwtje,27,8,2014,2.529632916776463,51.001565854875366
Groot koolwitje,27,8,2014,2.563402966419235,51.14121149579994
Hooibeestje,27,8,2014,2.610182725787163,51.1120164875593
Klein geaderd witje,27,8,2014,2.5233232645876704,51.06197025577538
Klein koolwitje,27,8,2014,2.533261110689491,50.9887638000492
Kleine parelmoervlinder,27,8,2014,2.636713910717517,51.13410720277577
Kleine vuurvlinder,27,8,2014,2.547397180655971,51.012673091767354
Atalanta,12,9,2014,2.539153178418055,51.11901800680906
Bont zandoogje,12,9,2014,2.5170846844185144,51.09072492618114
Bruin blauwtje,12,9,2014,2.5636681214999406,51.017618036335335
Groot koolwitje,12,9,2014,2.610013199979439,51.12810569407418
Hooibeestje,12,9,2014,2.6225106839649377,51.17984424496069
Klein geaderd witje,12,9,2014,2.6093571729585525,51.13477319038473
Kleine parelmoervlinder,12,9,2014,2.532550881253555,51.14214196397923
Kleine vuurvlinder,12,9,2014,2.638479672614485,51.08577316768467
Bruin blauwtje,16,9,2014,2.5391950299590826,51.03013198750094
Bruin zandoogje,16,9,2014,2.636123453229666,50.98028820084408
Hooibeestje,16,9,2014,2.621732545699924,51.13815466120839
Icarusblauwtje,16,9,2014,2.6282935270201415,51.09714057768695
Kleine parelmoervlinder,16,9,2014,2.4921127096377313,51.10974751777947
Kleine vuurvlinder,16,9,2014,2.596078960886225,51.15691941815428
Atalanta,19,9,2014,2.556315146628767,51.06079394064844
Bont zandoogje,19,9,2014,2.6741378695797176,51.043651518104596
Bruin blauwtje,19,9,2014,2.4950412508659063,51.02280139589682
Dagpauwoog,19,9,2014,2.571506539741531,51.09238931152038
Hooibeestje,19,9,2014,2.5333134768158194,51.079585416773334
Icarusblauwtje,19,9,2014,2.54632017897442,51.01564784852788
Klein geaderd witje,19,9,2014,2.6538662808574736,51.00903721788898
Kleine parelmoervlinder,19,9,2014,2.6002522361092266,51.028449275363236
Kleine vuurvlinder,19,9,2014,2.6888805119879544,51.03477085518651
Atalanta,7,7,2015,2.6495451715867966,50.9886896284949
Bruin zandoogje,7,7,2015,2.585264671323821,51.04489807837643
Dagpauwoog,7,7,2015,2.6055881353653967,51.09693703085184
Heivlinder,7,7,2015,2.591863359706476,51.07347279206849
Klein geaderd witje,7,7,2015,2.667413629274815,51.10134209428914
Klein koolwitje,7,7,2015,2.536081354981288,51.0585407371819
Kleine parelmoervlinder,7,7,2015,2.606678473353386,51.12816573811695
Koevinkje,7,7,2015,2.684424089230597,51.076830424759535
Oranje zandoogje,7,7,2015,2.6882371035497634,50.983009875770655
Atalanta,10,7,2015,2.6695351225882766,51.067129292963074
Bont zandoogje,10,7,2015,2.5608769679535177,51.11589629442431
Bruin blauwtje,10,7,2015,2.5272465949505567,51.06506434801966
Bruin zandoogje,10,7,2015,2.656479512816295,51.17166386579163
Dagpauwoog,10,7,2015,2.6234242849610743,51.127734012920406
Distelvlinder,10,7,2015,2.497725657522678,51.1638277564384
Groot koolwitje,10,7,2015,2.5551517972350117,51.169604343893006
Heivlinder,10,7,2015,2.4949096820876,51.152980063222344
Klein geaderd witje,10,7,2015,2.515210693478584,51.10794356984086
Klein koolwitje,10,7,2015,2.5939629072416572,50.9951219535619
Kleine parelmoervlinder,10,7,2015,2.508503991700709,50.982530821692194
Koevinkje,10,7,2015,2.675132578620687,51.10327794334851
Oranje zandoogje,10,7,2015,2.675480625927448,51.080720020523295
Bont zandoogje,22,7,2015,2.6815111422538758,51.052777422284706
Bruin blauwtje,22,7,2015,2.5934070138353853,51.02992168052122
Bruin zandoogje,22,7,2015,2.6497064115107056,51.10369537353515
Dagpauwoog,22,7,2015,2.59236297971569,51.08620078416541
Distelvlinder,22,7,2015,2.6269501839857545,51.14034759432077
Gehakkelde aurelia,22,7,2015,2.5215753688104448,51.043147699460384
Groot koolwitje,22,7,2015,2.6673255009669807,51.14546379025094
Heivlinder,22,7,2015,2.6427612472884356,51.039400146547706
Hooibeestje,22,7,2015,2.581013253573328,51.08682608066127
Icarusblauwtje,22,7,2015,2.5856314348150042,51.08034261099063
Klein geaderd witje,22,7,2015,2.651858327127993,51.124390716729685
Klein koolwitje,22,7,2015,2.5734731558803468,51.014940696833655
Oranje zandoogje,22,7,2015,2.563273583082482,51.06967476803809
Bont zandoogje,1,8,2015,2.5489469069615005,51.17183235913515
Bruin blauwtje,1,8,2015,2.5267362273856997,51.170339883742855
Bruin zandoogje,1,8,2015,2.5120144717954096,51.14957878437824
Distelvlinder,1,8,2015,2.662980561805889,50.99816600016318
Groot koolwitje,1,8,2015,2.6802670496609062,51.098707637442274
Heivlinder,1,8,2015,2.62876862982288,51.03199345764704
Hooibeestje,1,8,2015,2.5246667544916273,51.031029332913455
Icarusblauwtje,1,8,2015,2.647364633353427,51.08745089384727
