observation_id	animal_scientific_name	animal_vernacular_name	animal_count	age	sex	sequence_id	lat	lng	image_sequence_datetime	camera_deployment_start	camera_deployment_end	deployment_tag_name	project_name	organisation_name
790a7da3-0391-4362-9556-b51729244370	Vulpes vulpes	Red Fox	1	adult	unknown	a236124d-1ac5-4787-997b-6ef3fc6bd0d5	50.791636	4.698303	2018-05-16T01:14:06Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
9ecc1735-f957-4e00-bd04-cb1c3f65b82b	Capreolus capreolus	western roe deer	1	adult	female	1bb0dfa8-0272-437c-9021-d658682adf2d	50.791636	4.698303	2018-05-16T15:04:19Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
0a1661ee-94f3-456e-ae07-068ccbfdef95	Vulpes vulpes	Red Fox	1	infant	unknown	29dd13b6-1ca4-49a1-862a-040dd66e7371	50.791636	4.698303	2018-05-16T20:59:28Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
50f076a5-b435-41b4-801a-b9ab74b58c01	Vulpes vulpes	Red Fox	2	adult	unknown	7c42f39c-8984-412b-84d2-a5d34d85fa2f	50.791636	4.698303	2018-05-17T15:01:00Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
a46dbf1c-1840-4323-ba69-3662a4ee746f	Vulpes vulpes	Red Fox	1	infant	unknown	8894bbe7-1766-494c-b8cf-ecf80ba2c634	50.791636	4.698303	2018-05-18T08:23:53Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
e7aa5368-b714-49c8-bc7a-ddaa67ea4f15	Vulpes vulpes	Red Fox	1	unknown	unknown	2066bc37-2d7d-403b-8515-4e34440b7f6e	50.791636	4.698303	2018-05-18T15:34:09Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
35344064-d50a-4767-90d8-1ee8c0b28f96	Vulpes vulpes	Red Fox	2	infant	unknown	2066bc37-2d7d-403b-8515-4e34440b7f6e	50.791636	4.698303	2018-05-18T15:34:09Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
67afb9c4-b954-4940-9d8b-39d7df830434	Sus scrofa	wild boar	1	adult	unknown	5047d52d-61d3-481a-9214-07fc8bd883c1	50.791636	4.698303	2018-05-23T16:50:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
bb6b5ab7-890d-4d3a-a77d-7a728c245677	Sus scrofa	wild boar	2	infant	unknown	5047d52d-61d3-481a-9214-07fc8bd883c1	50.791636	4.698303	2018-05-23T16:50:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
13af01da-da55-4464-9232-7ac58af231d3	Capreolus capreolus	western roe deer	1	adult	male	91d93d4b-43e2-4f9e-ada8-dd85422473ff	50.791636	4.698303	2018-05-24T11:56:30Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
ac5f163b-9993-4942-bc43-70614c3ffc91	Vulpes vulpes	Red Fox	1	adult	unknown	49984e5d-c23a-463c-93c5-6f39e0422c8e	50.791636	4.698303	2018-05-25T03:18:24Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
a3dd0a62-7d55-482d-ac7b-48b304fbf7bf	Vulpes vulpes	Red Fox	1	adult	female	d669f0de-95ae-417c-ac80-3316050113f9	50.791636	4.698303	2018-05-25T23:30:42Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8fec162d-d81a-4bd0-8901-d02f698928aa	Vulpes vulpes	Red Fox	5	infant	unknown	8e6cdf52-a62f-4cf8-a6ed-bec45036af46	50.791636	4.698303	2018-05-25T23:01:59Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
955fe2fd-8d76-4a7b-895b-cac63c38e3b5	Vulpes vulpes	Red Fox	3	infant	unknown	d669f0de-95ae-417c-ac80-3316050113f9	50.791636	4.698303	2018-05-25T23:30:42Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
eb879675-eeb5-491b-9249-bb8477608fbe	Vulpes vulpes	Red Fox	1	adult	female	bb0be025-fefd-44e2-837b-a6d36e6fe8ea	50.791636	4.698303	2018-05-25T23:37:20Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
d6d7963a-4037-4439-910d-71dc16d8e11f	Vulpes vulpes	Red Fox	1	infant	unknown	bb0be025-fefd-44e2-837b-a6d36e6fe8ea	50.791636	4.698303	2018-05-25T23:37:20Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
bfb3ff84-6fb7-4c0f-9856-a3a75f6dfd86	Vulpes vulpes	Red Fox	1	adult	female	49c7cbb0-51a4-4bd3-9eb0-19fc1e2d6e53	50.791636	4.698303	2018-05-25T23:42:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
63f7daf4-192a-4a98-ba68-8d8a490f72f3	Vulpes vulpes	Red Fox	3	infant	unknown	49c7cbb0-51a4-4bd3-9eb0-19fc1e2d6e53	50.791636	4.698303	2018-05-25T23:42:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8233c99e-282a-4e08-a3a5-cba5533da924	Vulpes vulpes	Red Fox	1	adult	unknown	e0aedd92-dcf4-4c55-8863-96533b4fa19a	50.791636	4.698303	2018-05-26T00:58:48Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
128c44ef-62e5-4a42-8389-78be669d52ff	Vulpes vulpes	Red Fox	1	infant	unknown	e24bde87-5ad6-4287-b118-e608847ac1d2	50.791636	4.698303	2018-05-26T18:06:06Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
10db392b-7b48-4179-8dfa-01d2adeb1b99	Vulpes vulpes	Red Fox	2	infant	unknown	3f0609eb-3c9b-40c1-86f2-f96a960f3001	50.791636	4.698303	2018-05-26T18:14:52Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
0db5f5db-99d8-44e2-9e3a-a017d8312237	Vulpes vulpes	Red Fox	1	infant	unknown	75a73a0d-6598-488c-a493-a4c1096dc06f	50.791636	4.698303	2018-05-21T22:58:09Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
bf9b7f10-1bf8-46c4-95d9-6db96f3f1763	Vulpes vulpes	Red Fox	1	adult	unknown	fe2870b3-db33-438e-a656-27a8689e5c8a	50.791636	4.698303	2018-05-27T22:32:19Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
d77cf003-bae5-4d99-b686-f407726ea6de	Vulpes vulpes	Red Fox	2	infant	unknown	9ecba099-e652-480b-b580-e5b4bf22d452	50.791636	4.698303	2018-05-28T19:27:33Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
c2236b9f-6686-401d-a9aa-85d16006fc3a	Vulpes vulpes	Red Fox	1	infant	unknown	6c8e19c9-5fa2-4f73-8d82-10131270e926	50.791636	4.698303	2018-05-28T19:54:55Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
0dad12eb-3da7-41d3-8f60-36413689b8b2	Capreolus capreolus	western roe deer	1	adult	male	a322e82a-f6d6-4c60-9a51-2d4e6bb806cf	50.791636	4.698303	2018-05-29T05:55:31Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
5840926c-d7ff-4685-beaa-40b05eaf8a0d	Sus scrofa	wild boar	1	adult	female	c8265208-7180-4f42-84c4-1714969dd678	50.791636	4.698303	2018-05-29T14:59:03Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
1cc6c4ea-f84a-4351-a812-52a3b0c9cf9e	Sus scrofa	wild boar	2	infant	unknown	c8265208-7180-4f42-84c4-1714969dd678	50.791636	4.698303	2018-05-29T15:02:11Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
c0709a39-97af-47ed-81a4-3f3ecc54a999	Sus scrofa	wild boar	1	unknown	unknown	c8265208-7180-4f42-84c4-1714969dd678	50.791636	4.698303	2018-05-29T15:02:06Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
e9447e2e-29cf-4abf-b975-3e3bbfe30b9a	Vulpes vulpes	Red Fox	1	infant	unknown	c1ccac56-5754-46df-8f28-06b7cf94f5d0	50.791636	4.698303	2018-05-29T18:41:38Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
75ba8f70-d792-4040-b4a8-6ca25c164919	Vulpes vulpes	Red Fox	1	adult	unknown	30de89c1-1c88-40a1-b80c-f54d7263d6ca	50.791636	4.698303	2018-05-29T21:56:29Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
812db688-4856-4628-83af-1151b19afffd	Vulpes vulpes	Red Fox	3	infant	unknown	30de89c1-1c88-40a1-b80c-f54d7263d6ca	50.791636	4.698303	2018-05-29T21:56:29Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8d58e6b3-d1e0-4be1-afa2-1ae020534486	Vulpes vulpes	Red Fox	2	adult	unknown	9a2265d7-366a-46d1-90ca-5c27d27f2b2e	50.791636	4.698303	2018-05-29T23:03:36Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
2787e184-bdd6-473f-9913-c4d117bed437	Vulpes vulpes	Red Fox	3	infant	unknown	9a2265d7-366a-46d1-90ca-5c27d27f2b2e	50.791636	4.698303	2018-05-29T23:03:36Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
e28a2d86-fd5f-4746-9657-760ef52ca660	Vulpes vulpes	Red Fox	1	adult	unknown	a5aed260-376c-43de-8465-fa09917028c5	50.791636	4.698303	2018-05-29T23:30:36Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
463d57ba-9579-4bc4-9e9f-31460832b428	Vulpes vulpes	Red Fox	2	adult	unknown	50eb19e5-f1b2-4a7b-8fa3-0d9c8462ab65	50.791636	4.698303	2018-05-30T00:42:50Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8a3be7ba-6fc0-4ca3-9860-43d215caffcf	Vulpes vulpes	Red Fox	2	infant	unknown	7dc43a96-6a6e-4d76-a433-2acd851f645c	50.791636	4.698303	2018-05-30T16:57:47Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
3377d7a4-1535-4f89-80fe-e34f5f27c800	Vulpes vulpes	Red Fox	3	infant	unknown	10cf2c75-ff9b-4080-bf50-e9e2bae16b8b	50.791636	4.698303	2018-05-30T17:01:24Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8aa8a771-3e45-4ba1-ba04-a3b7a3916749	Vulpes vulpes	Red Fox	1	adult	unknown	5a634f8f-7f95-497c-9817-1a777d95b8e7	50.791636	4.698303	2018-05-30T20:58:54Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
69cabbfc-6101-4f23-b95f-1f28e6a56105	Vulpes vulpes	Red Fox	1	unknown	unknown	e3d41eda-ed08-4cb0-b3bc-40e0650121d3	50.791636	4.698303	2018-05-31T22:36:43Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
74cac9dc-e3a4-45e7-9931-a4ed70571256	Vulpes vulpes	Red Fox	1	infant	unknown	8016c058-904a-4ac2-a980-6c0a22e6f287	50.791636	4.698303	2018-06-01T17:12:47Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
67a9692c-e6d7-43b9-8b18-d052c649b34e	Vulpes vulpes	Red Fox	1	adult	unknown	abff08d9-2303-4a8b-8111-da75617baac7	50.791636	4.698303	2018-06-02T01:39:16Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
0dfa3078-7c45-4367-979b-7b3398f0fa06	Vulpes vulpes	Red Fox	1	adult	unknown	29c224bd-bbe1-46d1-b7b8-ad13f58074bc	50.791636	4.698303	2018-05-03T15:17:56Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
badae670-0130-40f8-908b-a94628c1cd45	Capreolus capreolus	western roe deer	1	unknown	female	3dd6235b-5e39-4bd5-87e3-ce6094bbd391	50.791636	4.698303	2018-05-04T08:50:34Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
b9120c6c-f52a-40d4-90f0-fed5e9321a04	Capreolus capreolus	western roe deer	1	adult	female	bfd5d369-e3bf-4234-a9fe-05dcfbe1e567	50.791636	4.698303	2018-05-05T12:03:00Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
9cad6951-69db-48f9-b0b5-f7e3ee2f3d17	Capreolus capreolus	western roe deer	1	unknown	female	1394680f-ec9c-4b96-8b69-4fbd7033b2e2	50.791636	4.698303	2018-05-05T12:07:13Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
771831da-abc6-40b2-b1fe-a0d49ff9504e	Capreolus capreolus	western roe deer	1	adult	female	924aecf6-d9db-4225-ae05-b97dca2ddd15	50.791636	4.698303	2018-05-07T13:04:18Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
52caeabd-d977-4c3f-9c62-eb4e706fc64b	Vulpes vulpes	Red Fox	1	adult	unknown	039f125f-8062-4787-9abb-261d2afa102c	50.791636	4.698303	2018-05-09T04:22:44Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
327497b9-9867-46e2-837a-26f7dc928058	Vulpes vulpes	Red Fox	1	adult	unknown	44b51d1a-199b-45c8-8600-6f37228c8103	50.791636	4.698303	2018-05-09T17:32:37Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
462ca031-4125-41cd-b4bb-44c60d9f65c8	Vulpes vulpes	Red Fox	1	adult	unknown	ebb24d1f-93f5-4358-9c05-5a500b86a222	50.791636	4.698303	2018-05-09T22:52:49Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
6eada3a7-1c95-4986-8e6e-4b34515894e3	Vulpes vulpes	Red Fox	1	adult	unknown	2e7cd9ab-ef06-4b87-9a8d-a5d0015884e9	50.791636	4.698303	2018-05-10T11:32:23Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
dfd82cd8-7517-46f0-bdf5-049cf40394da	Vulpes vulpes	Red Fox	1	adult	unknown	0ca32e03-5c8e-4210-acba-ee20df2ab686	50.791636	4.698303	2018-05-17T11:36:12Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
e9cf9fd6-fb4f-4395-a9be-d8483ba8e0c4	Capreolus capreolus	western roe deer	1	unknown	male	cd9a7b85-1e95-4634-8aa5-561882cec827	50.791636	4.698303	2018-05-24T01:19:36Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
b24a0c1b-facd-4e6d-9e46-70850c00174f	Vulpes vulpes	Red Fox	1	adult	unknown	43b6a33d-eb6d-4969-8b5e-3a669b42bb6f	50.791636	4.698303	2018-05-25T17:50:13Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
b7b57c41-407f-4836-8d7c-50743b594590	Vulpes vulpes	Red Fox	1	infant	unknown	b8c0f851-ad81-4f0f-9f51-6ff78af5ed31	50.791636	4.698303	2018-05-25T19:33:24Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
f8e0ab96-2b80-4ccb-a67a-147a1aafa7fa	Vulpes vulpes	Red Fox	1	infant	unknown	04e66057-942e-4efa-bf5d-81873312a64e	50.791636	4.698303	2018-05-25T20:16:22Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8765f0e1-0749-4cae-9531-279d0edba04b	Vulpes vulpes	Red Fox	1	adult	unknown	e3769f18-84d8-44be-99c1-e0caff7e1c95	50.791636	4.698303	2018-05-25T23:26:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
3fd4b7d7-814d-48c8-a1ea-82c1a12395b0	Vulpes vulpes	Red Fox	2	infant	unknown	e3769f18-84d8-44be-99c1-e0caff7e1c95	50.791636	4.698303	2018-05-25T23:26:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
20269eb8-45af-4ac0-86df-bda3bbf236ce	Vulpes vulpes	Red Fox	1	adult	female	a75ef14d-cb00-49fb-87f2-217d44a7a372	50.791636	4.698303	2018-05-25T23:56:17Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
478be584-d0d1-40e5-b395-82cc7422e188	Vulpes vulpes	Red Fox	4	infant	unknown	454b7f5e-fbba-424f-9b74-3ffb1708240c	50.791636	4.698303	2018-05-26T18:18:18Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8770a8f4-cc0a-4d12-ba2b-dfb9ad5316c4	Vulpes vulpes	Red Fox	1	adult	female	4c022b56-ace3-4363-87aa-24de9981a4e3	50.791636	4.698303	2018-05-26T19:17:44Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
eb2c9e91-4b18-4340-8f22-8a02d5ee9f22	Vulpes vulpes	Red Fox	5	infant	unknown	4c022b56-ace3-4363-87aa-24de9981a4e3	50.791636	4.698303	2018-05-26T19:17:49Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
69f9c8b9-dddf-4f0e-9037-3e890b722a8c	Vulpes vulpes	Red Fox	1	adult	female	ae2beebb-1971-49f1-93d6-301c4372d2b6	50.791636	4.698303	2018-05-26T19:46:15Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
d957292d-dc9a-4ba9-baf2-bdf8f4de9bfb	Vulpes vulpes	Red Fox	2	infant	unknown	ae2beebb-1971-49f1-93d6-301c4372d2b6	50.791636	4.698303	2018-05-26T19:46:15Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
97de8f6b-2c33-408f-8b8c-6f142ff1b44e	Vulpes vulpes	Red Fox	1	infant	unknown	af35ac06-dc40-4e36-8ec6-ce8f1eedce92	50.791636	4.698303	2018-05-27T23:18:31Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
1b22f6d9-4385-43ac-bcec-46ac9cfd1639	Vulpes vulpes	Red Fox	1	infant	unknown	fb9cfd62-2b45-4578-86b7-3b06ee5fa222	50.791636	4.698303	2018-05-26T20:18:12Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
6ca5ac47-2a72-4957-95da-f441bae8b613	Vulpes vulpes	Red Fox	1	adult	female	06843312-891f-4e9e-9107-590d54ceb95a	50.791636	4.698303	2018-05-27T00:25:08Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
70929274-8265-4688-82d0-fc03e27ba3a2	Vulpes vulpes	Red Fox	1	adult	female	c98d5987-64cd-47fd-8921-07a0810def87	50.791636	4.698303	2018-05-27T15:01:07Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
d293666d-af1a-45a6-a0ba-1f74c857e182	Vulpes vulpes	Red Fox	1	unknown	unknown	b5fdc7e3-cbbf-4421-9068-8c353e914069	50.791636	4.698303	2018-05-27T15:45:34Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
2a838474-fb79-46cf-a5b3-b932ab9f3983	Vulpes vulpes	Red Fox	1	infant	unknown	4cac3c8d-54e2-49a0-bda0-edb2b8e4c572	50.791636	4.698303	2018-05-27T22:34:49Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8961fe69-2b0f-4ef8-8d47-9a82b7d000de	Vulpes vulpes	Red Fox	1	infant	unknown	8ad7c199-ea9b-4c3a-a531-73cfa3444ce7	50.791636	4.698303	2018-05-28T19:33:40Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
01d258d7-e3fd-4478-843e-065e28b9255f	Vulpes vulpes	Red Fox	1	infant	unknown	68772cac-e6a7-4c7a-87f5-2af59283dd94	50.791636	4.698303	2018-05-28T20:07:29Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
fdd41ab8-9d41-4c64-b7e9-3dfc9281f00a	Vulpes vulpes	Red Fox	2	infant	unknown	8ec06fbc-6e1f-4053-ae05-51a7a59c4c5f	50.791636	4.698303	2018-05-28T20:22:15Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
81feded4-f19f-49ac-917a-4b8a03225e08	Vulpes vulpes	Red Fox	1	adult	unknown	c2616cdf-5b14-4b78-a618-1603178ac1fe	50.791636	4.698303	2018-05-28T23:59:01Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
5dc6eb7d-703b-4e14-a718-634b591a6197	Vulpes vulpes	Red Fox	1	infant	unknown	c2616cdf-5b14-4b78-a618-1603178ac1fe	50.791636	4.698303	2018-05-28T23:59:01Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
e0cba041-90e4-4a9e-b297-543cb43a944f	Capreolus capreolus	western roe deer	1	adult	male	62b9072a-e818-4193-b745-1dd9a0a8503a	50.791636	4.698303	2018-05-29T05:02:42Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
bf7c4871-f7a0-4dea-a94f-f16ac7bbf41a	Vulpes vulpes	Red Fox	1	adult	unknown	ea0ee07c-23e4-451e-8220-4a3b2ba38baf	50.791636	4.698303	2018-05-29T13:46:04Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
