lon;lat;species;year;n
5,75374;51,17148;Ochlodes sylvanus;2007;12,000000
5,75374;51,17148;Vanessa atalanta;2004;1,000000
5,75374;51,17148;Vanessa atalanta;2007;2,500000
5,79806;50,72069;Celastrina argiolus;2007;1,000000
5,79806;50,72069;Celastrina argiolus;2010;1,500000
5,80074;50,76560;Celastrina argiolus;2007;1,000000
5,80074;50,76560;Celastrina argiolus;2008;1,000000
5,80074;50,76560;Gonepteryx rhamni;2007;1,000000
5,80074;50,76560;Ochlodes sylvanus;2007;1,000000
5,80074;50,76560;Vanessa atalanta;2007;1,000000
5,80074;50,76560;Vanessa atalanta;2010;1,000000
5,82243;51,12487;Celastrina argiolus;2007;2,500000
5,82243;51,12487;Vanessa atalanta;2007;2,333333
5,82243;51,12487;Vanessa atalanta;2008;1,000000
5,82517;51,16978;Celastrina argiolus;2000;2,400000
5,82517;51,16978;Celastrina argiolus;2007;1,400000
5,82517;51,16978;Celastrina argiolus;2008;1,000000
5,82517;51,16978;Celastrina argiolus;2009;1,000000
5,82517;51,16978;Ochlodes sylvanus;2000;1,000000
5,82517;51,16978;Ochlodes sylvanus;2007;4,000000
5,82517;51,16978;Vanessa atalanta;2000;3,500000
5,82517;51,16978;Vanessa atalanta;2007;13,666667
5,82517;51,16978;Vanessa atalanta;2008;1,500000
5,86880;50,71897;Celastrina argiolus;2001;1,000000
5,86880;50,71897;Celastrina argiolus;2008;1,000000
5,86880;50,71897;Celastrina argiolus;2010;1,000000
5,86880;50,71897;Ochlodes sylvanus;2004;2,000000
5,86880;50,71897;Vanessa atalanta;2004;1,000000
5,86880;50,71897;Vanessa atalanta;2006;1,500000
5,86880;50,71897;Vanessa atalanta;2007;1,000000
5,86880;50,71897;Vanessa atalanta;2010;1,000000
5,87155;50,76388;Celastrina argiolus;2004;2,000000
5,87155;50,76388;Celastrina argiolus;2006;1,000000
5,87155;50,76388;Celastrina argiolus;2007;1,500000
5,87155;50,76388;Celastrina argiolus;2010;1,000000
5,87155;50,76388;Ochlodes sylvanus;2006;2,000000
5,87155;50,76388;Ochlodes sylvanus;2007;1,000000
5,87155;50,76388;Vanessa atalanta;2004;1,000000
5,87155;50,76388;Vanessa atalanta;2006;1,000000
5,87155;50,76388;Vanessa atalanta;2007;2,200000
2,53570;51,11305;Ochlodes sylvanus;2003;2,000000
2,53570;51,11305;Ochlodes sylvanus;2006;1,000000
2,53570;51,11305;Ochlodes sylvanus;2007;2,000000
2,53570;51,11305;Ochlodes sylvanus;2009;3,000000
2,53570;51,11305;Ochlodes sylvanus;2010;5,222222
2,53570;51,11305;Vanessa atalanta;2002;1,000000
2,53570;51,11305;Vanessa atalanta;2003;7,500000
2,53570;51,11305;Vanessa atalanta;2005;4,400000
2,53570;51,11305;Vanessa atalanta;2006;1,769231
2,53570;51,11305;Vanessa atalanta;2007;2,600000
2,53570;51,11305;Vanessa atalanta;2008;1,000000
2,53570;51,11305;Vanessa atalanta;2009;1,200000
2,53570;51,11305;Vanessa atalanta;2010;4,800000
2,53615;51,06809;Celastrina argiolus;2005;1,000000
2,53615;51,06809;Celastrina argiolus;2007;1,000000
2,53615;51,06809;Celastrina argiolus;2008;1,000000
2,53615;51,06809;Celastrina argiolus;2009;1,000000
2,53615;51,06809;Ochlodes sylvanus;2003;6,200000
2,53615;51,06809;Ochlodes sylvanus;2005;1,500000
2,53615;51,06809;Ochlodes sylvanus;2006;1,428571
2,53615;51,06809;Ochlodes sylvanus;2007;2,571429
2,53615;51,06809;Ochlodes sylvanus;2008;1,000000
2,53615;51,06809;Ochlodes sylvanus;2009;1,600000
2,53615;51,06809;Vanessa atalanta;2002;1,000000
2,53615;51,06809;Vanessa atalanta;2003;3,571429
2,53615;51,06809;Vanessa atalanta;2004;2,000000
2,53615;51,06809;Vanessa atalanta;2005;2,130435
2,53615;51,06809;Vanessa atalanta;2006;3,111111
2,53615;51,06809;Vanessa atalanta;2007;2,611111
2,53615;51,06809;Vanessa atalanta;2008;1,000000
2,53615;51,06809;Vanessa atalanta;2009;1,166667
2,53615;51,06809;Vanessa atalanta;2010;3,800000
2,53660;51,02313;Vanessa atalanta;2006;2,000000
2,60713;51,11331;Celastrina argiolus;2003;1,444444
2,60713;51,11331;Celastrina argiolus;2004;1,000000
2,60713;51,11331;Celastrina argiolus;2005;1,000000
2,60713;51,11331;Celastrina argiolus;2006;1,357143
2,60713;51,11331;Celastrina argiolus;2007;1,090909
2,60713;51,11331;Celastrina argiolus;2008;1,500000
2,60713;51,11331;Celastrina argiolus;2009;1,000000
2,60713;51,11331;Ochlodes sylvanus;2002;1,000000
2,60713;51,11331;Ochlodes sylvanus;2003;1,500000
2,60713;51,11331;Ochlodes sylvanus;2004;1,000000
2,60713;51,11331;Ochlodes sylvanus;2006;2,375000
2,60713;51,11331;Ochlodes sylvanus;2007;1,500000
2,60713;51,11331;Ochlodes sylvanus;2008;1,000000
2,60713;51,11331;Ochlodes sylvanus;2009;1,153846
2,60713;51,11331;Ochlodes sylvanus;2010;1,000000
2,60713;51,11331;Vanessa atalanta;2002;1,000000
2,60713;51,11331;Vanessa atalanta;2003;2,214286
2,60713;51,11331;Vanessa atalanta;2004;1,636364
2,60713;51,11331;Vanessa atalanta;2005;1,779221
2,60713;51,11331;Vanessa atalanta;2006;3,962617
2,60713;51,11331;Vanessa atalanta;2007;2,586466
2,60713;51,11331;Vanessa atalanta;2008;1,944444
2,60713;51,11331;Vanessa atalanta;2009;1,461538
2,60713;51,11331;Vanessa atalanta;2010;2,882353
2,60751;51,06835;Celastrina argiolus;2002;1,000000
2,60751;51,06835;Celastrina argiolus;2004;2,000000
2,60751;51,06835;Celastrina argiolus;2005;1,176471
2,60751;51,06835;Celastrina argiolus;2006;1,000000
2,60751;51,06835;Celastrina argiolus;2007;1,250000
2,60751;51,06835;Celastrina argiolus;2008;1,200000
2,60751;51,06835;Celastrina argiolus;2009;1,000000
2,60751;51,06835;Celastrina argiolus;2010;1,333333
2,60751;51,06835;Gonepteryx rhamni;2007;1,000000
2,60751;51,06835;Gonepteryx rhamni;2010;1,000000
2,60751;51,06835;Ochlodes sylvanus;2002;1,000000
2,60751;51,06835;Ochlodes sylvanus;2003;2,600000
2,60751;51,06835;Ochlodes sylvanus;2005;1,783784
2,60751;51,06835;Ochlodes sylvanus;2006;2,090909
2,60751;51,06835;Ochlodes sylvanus;2007;2,125000
2,60751;51,06835;Ochlodes sylvanus;2008;1,375000
2,60751;51,06835;Ochlodes sylvanus;2009;3,138889
2,60751;51,06835;Ochlodes sylvanus;2010;3,347826
2,60751;51,06835;Vanessa atalanta;2002;1,000000
2,60751;51,06835;Vanessa atalanta;2003;3,857143
2,60751;51,06835;Vanessa atalanta;2004;5,000000
2,60751;51,06835;Vanessa atalanta;2005;2,177419
2,60751;51,06835;Vanessa atalanta;2006;3,828829
2,60751;51,06835;Vanessa atalanta;2007;5,373134
2,60751;51,06835;Vanessa atalanta;2008;2,090909
2,60751;51,06835;Vanessa atalanta;2009;2,425000
2,60751;51,06835;Vanessa atalanta;2010;6,735294
2,60789;51,02339;Celastrina argiolus;2003;1,000000
2,60789;51,02339;Celastrina argiolus;2005;1,000000
2,60789;51,02339;Celastrina argiolus;2006;1,200000
2,60789;51,02339;Vanessa atalanta;2005;2,266667
2,60789;51,02339;Vanessa atalanta;2006;2,375000
2,60789;51,02339;Vanessa atalanta;2007;1,400000
2,60827;50,97843;Celastrina argiolus;2006;1,750000
2,60827;50,97843;Vanessa atalanta;2005;1,333333
2,60827;50,97843;Vanessa atalanta;2006;2,857143
2,60865;50,93347;Vanessa atalanta;2003;3,000000
2,60865;50,93347;Vanessa atalanta;2004;2,000000
2,60865;50,93347;Vanessa atalanta;2009;1,000000
2,60902;50,88851;Ochlodes sylvanus;2005;2,000000
2,60902;50,88851;Vanessa atalanta;2003;5,500000
2,60902;50,88851;Vanessa atalanta;2004;1,000000
2,60902;50,88851;Vanessa atalanta;2005;2,000000
2,60902;50,88851;Vanessa atalanta;2006;1,500000
2,60902;50,88851;Vanessa atalanta;2007;3,000000
2,60940;50,84355;Celastrina argiolus;2006;2,000000
2,60940;50,84355;Celastrina argiolus;2010;1,000000
2,60940;50,84355;Vanessa atalanta;2004;1,000000
2,60940;50,84355;Vanessa atalanta;2006;2,000000
2,60940;50,84355;Vanessa atalanta;2010;1,666667
2,67825;51,15849;Celastrina argiolus;2006;1,000000
2,67825;51,15849;Gonepteryx rhamni;2005;1,000000
2,67825;51,15849;Ochlodes sylvanus;2003;1,000000
2,67825;51,15849;Ochlodes sylvanus;2006;1,000000
2,67825;51,15849;Ochlodes sylvanus;2009;2,000000
2,67825;51,15849;Vanessa atalanta;2002;1,000000
2,67825;51,15849;Vanessa atalanta;2003;4,538462
2,67825;51,15849;Vanessa atalanta;2004;1,000000
2,67825;51,15849;Vanessa atalanta;2005;1,500000
2,67825;51,15849;Vanessa atalanta;2006;2,875000
2,67825;51,15849;Vanessa atalanta;2007;2,666667
2,67856;51,11353;Celastrina argiolus;2002;1,000000
2,67856;51,11353;Celastrina argiolus;2003;1,000000
2,67856;51,11353;Celastrina argiolus;2004;1,000000
2,67856;51,11353;Celastrina argiolus;2005;1,500000
2,67856;51,11353;Celastrina argiolus;2007;1,000000
2,67856;51,11353;Gonepteryx rhamni;2003;1,000000
2,67856;51,11353;Gonepteryx rhamni;2005;1,000000
2,67856;51,11353;Gonepteryx rhamni;2007;1,000000
2,67856;51,11353;Gonepteryx rhamni;2010;2,000000
2,67856;51,11353;Ochlodes sylvanus;2003;1,750000
2,67856;51,11353;Ochlodes sylvanus;2004;2,000000
2,67856;51,11353;Ochlodes sylvanus;2005;1,333333
2,67856;51,11353;Ochlodes sylvanus;2006;3,000000
2,67856;51,11353;Ochlodes sylvanus;2007;3,000000
2,67856;51,11353;Ochlodes sylvanus;2009;2,391304
2,67856;51,11353;Vanessa atalanta;2000;10,000000
2,67856;51,11353;Vanessa atalanta;2002;1,500000
2,67856;51,11353;Vanessa atalanta;2003;2,326923
2,67856;51,11353;Vanessa atalanta;2004;1,571429
2,67856;51,11353;Vanessa atalanta;2005;1,840000
2,67856;51,11353;Vanessa atalanta;2006;2,860465
2,67856;51,11353;Vanessa atalanta;2007;2,200000
2,67856;51,11353;Vanessa atalanta;2009;1,833333
2,67887;51,06857;Celastrina argiolus;2003;2,444444
2,67887;51,06857;Celastrina argiolus;2004;1,833333
2,67887;51,06857;Celastrina argiolus;2005;1,533333
2,67887;51,06857;Celastrina argiolus;2006;1,500000
2,67887;51,06857;Celastrina argiolus;2007;2,000000
2,67887;51,06857;Celastrina argiolus;2010;1,000000
2,67887;51,06857;Gonepteryx rhamni;2007;1,000000
2,67887;51,06857;Gonepteryx rhamni;2009;1,000000
2,67887;51,06857;Gonepteryx rhamni;2010;1,000000
2,67887;51,06857;Ochlodes sylvanus;2003;3,000000
2,67887;51,06857;Ochlodes sylvanus;2004;5,000000
2,67887;51,06857;Ochlodes sylvanus;2007;1,000000
2,67887;51,06857;Vanessa atalanta;2002;1,000000
2,67887;51,06857;Vanessa atalanta;2003;5,217742
2,67887;51,06857;Vanessa atalanta;2004;2,785714
2,67887;51,06857;Vanessa atalanta;2005;3,457627
2,67887;51,06857;Vanessa atalanta;2006;3,688073
2,67887;51,06857;Vanessa atalanta;2007;6,083333
2,67887;51,06857;Vanessa atalanta;2009;3,000000
2,67887;51,06857;Vanessa atalanta;2010;17,000000
2,67918;51,02361;Celastrina argiolus;2003;2,000000
2,67918;51,02361;Celastrina argiolus;2005;1,000000
2,67918;51,02361;Vanessa atalanta;2003;1,500000
2,67918;51,02361;Vanessa atalanta;2005;2,272727
2,67918;51,02361;Vanessa atalanta;2006;2,000000
2,67918;51,02361;Vanessa atalanta;2007;1,500000
2,67949;50,97865;Celastrina argiolus;2004;1,000000
2,67949;50,97865;Ochlodes sylvanus;2005;1,000000
2,67949;50,97865;Ochlodes sylvanus;2009;1,000000
2,67949;50,97865;Vanessa atalanta;2003;16,000000
2,67949;50,97865;Vanessa atalanta;2004;2,000000
2,67949;50,97865;Vanessa atalanta;2005;2,333333
2,67949;50,97865;Vanessa atalanta;2006;1,500000
2,67949;50,97865;Vanessa atalanta;2009;1,000000
2,67980;50,93369;Celastrina argiolus;2006;1,000000
2,67980;50,93369;Celastrina argiolus;2009;1,000000
2,67980;50,93369;Gonepteryx rhamni;2003;1,000000
2,67980;50,93369;Gonepteryx rhamni;2004;3,000000
2,67980;50,93369;Gonepteryx rhamni;2005;2,000000
2,67980;50,93369;Gonepteryx rhamni;2009;1,000000
2,67980;50,93369;Ochlodes sylvanus;2005;1,000000
2,67980;50,93369;Vanessa atalanta;2003;5,437500
2,67980;50,93369;Vanessa atalanta;2005;2,000000
2,67980;50,93369;Vanessa atalanta;2006;2,857143
2,67980;50,93369;Vanessa atalanta;2009;2,166667
2,68011;50,88872;Celastrina argiolus;2005;1,000000
2,68011;50,88872;Celastrina argiolus;2006;1,166667
2,68011;50,88872;Celastrina argiolus;2007;1,000000
2,68011;50,88872;Gonepteryx rhamni;2003;1,000000
2,68011;50,88872;Gonepteryx rhamni;2004;2,200000
2,68011;50,88872;Gonepteryx rhamni;2005;1,375000
2,68011;50,88872;Gonepteryx rhamni;2006;1,500000
2,68011;50,88872;Gonepteryx rhamni;2007;1,000000
2,68011;50,88872;Ochlodes sylvanus;2005;1,500000
2,68011;50,88872;Ochlodes sylvanus;2006;2,555556
2,68011;50,88872;Ochlodes sylvanus;2007;2,666667
2,68011;50,88872;Ochlodes sylvanus;2009;2,181818
2,68011;50,88872;Vanessa atalanta;2003;1,333333
2,68011;50,88872;Vanessa atalanta;2004;1,000000
2,68011;50,88872;Vanessa atalanta;2005;2,291667
2,68011;50,88872;Vanessa atalanta;2006;1,866667
2,68011;50,88872;Vanessa atalanta;2007;3,375000
2,68011;50,88872;Vanessa atalanta;2009;2,200000
2,68011;50,88872;Vanessa atalanta;2010;1,000000
2,68042;50,84376;Celastrina argiolus;2005;4,000000
2,68042;50,84376;Celastrina argiolus;2008;1,000000
2,68042;50,84376;Gonepteryx rhamni;2003;2,000000
2,68042;50,84376;Gonepteryx rhamni;2005;1,000000
2,68042;50,84376;Gonepteryx rhamni;2006;2,000000
2,68042;50,84376;Gonepteryx rhamni;2007;1,000000
2,68042;50,84376;Vanessa atalanta;2003;1,333333
2,68042;50,84376;Vanessa atalanta;2004;3,400000
2,68042;50,84376;Vanessa atalanta;2005;1,800000
2,68042;50,84376;Vanessa atalanta;2006;1,400000
2,68042;50,84376;Vanessa atalanta;2007;7,666667
2,68042;50,84376;Vanessa atalanta;2010;2,000000
2,68072;50,79880;Vanessa atalanta;2003;1,000000
2,74974;51,15867;Celastrina argiolus;2002;1,000000
2,74974;51,15867;Celastrina argiolus;2003;1,615385
2,74974;51,15867;Celastrina argiolus;2004;2,000000
2,74974;51,15867;Celastrina argiolus;2005;1,800000
2,74974;51,15867;Celastrina argiolus;2006;2,125000
2,74974;51,15867;Gonepteryx rhamni;2003;1,000000
2,74974;51,15867;Ochlodes sylvanus;2004;12,666667
2,74974;51,15867;Ochlodes sylvanus;2005;2,500000
2,74974;51,15867;Ochlodes sylvanus;2006;2,090909
2,74974;51,15867;Ochlodes sylvanus;2013;2,000000
2,74974;51,15867;Vanessa atalanta;2002;8,000000
2,74974;51,15867;Vanessa atalanta;2003;3,750000
2,74974;51,15867;Vanessa atalanta;2004;2,700000
2,74974;51,15867;Vanessa atalanta;2005;1,666667
2,74974;51,15867;Vanessa atalanta;2006;3,065574
2,74974;51,15867;Vanessa atalanta;2007;1,000000
2,74974;51,15867;Vanessa atalanta;2009;1,000000
2,74999;51,11371;Celastrina argiolus;2004;1,000000
2,74999;51,11371;Celastrina argiolus;2005;3,500000
2,74999;51,11371;Gonepteryx rhamni;2005;1,000000
2,74999;51,11371;Vanessa atalanta;2003;3,000000
2,74999;51,11371;Vanessa atalanta;2004;1,500000
2,74999;51,11371;Vanessa atalanta;2005;1,583333
2,74999;51,11371;Vanessa atalanta;2006;2,000000
2,74999;51,11371;Vanessa atalanta;2007;2,666667
2,75023;51,06875;Celastrina argiolus;2003;1,000000
2,75023;51,06875;Celastrina argiolus;2004;1,000000
2,75023;51,06875;Celastrina argiolus;2005;1,500000
2,75023;51,06875;Vanessa atalanta;2003;2,000000
2,75023;51,06875;Vanessa atalanta;2004;3,500000
2,75023;51,06875;Vanessa atalanta;2005;5,857143
2,75023;51,06875;Vanessa atalanta;2006;11,000000
2,75023;51,06875;Vanessa atalanta;2009;1,000000
2,75047;51,02378;Celastrina argiolus;2004;1,000000
2,75047;51,02378;Celastrina argiolus;2007;1,000000
2,75047;51,02378;Vanessa atalanta;2000;6,000000
2,75047;51,02378;Vanessa atalanta;2002;1,000000
2,75047;51,02378;Vanessa atalanta;2003;8,125000
2,75047;51,02378;Vanessa atalanta;2004;2,333333
2,75047;51,02378;Vanessa atalanta;2005;2,000000
2,75047;51,02378;Vanessa atalanta;2006;3,416667
2,75047;51,02378;Vanessa atalanta;2007;1,000000
2,75071;50,97882;Celastrina argiolus;2004;1,500000
2,75071;50,97882;Celastrina argiolus;2009;1,500000
2,75071;50,97882;Celastrina argiolus;2010;1,200000
2,75071;50,97882;Gonepteryx rhamni;2003;1,000000
2,75071;50,97882;Ochlodes sylvanus;2006;1,000000
2,75071;50,97882;Vanessa atalanta;2003;3,285714
2,75071;50,97882;Vanessa atalanta;2004;3,666667
2,75071;50,97882;Vanessa atalanta;2005;2,000000
2,75071;50,97882;Vanessa atalanta;2006;4,550000
2,75071;50,97882;Vanessa atalanta;2007;2,555556
2,75071;50,97882;Vanessa atalanta;2009;2,600000
2,75071;50,97882;Vanessa atalanta;2010;2,545455
2,75095;50,93386;Celastrina argiolus;2003;1,000000
2,75095;50,93386;Celastrina argiolus;2007;1,000000
2,75095;50,93386;Vanessa atalanta;2006;1,312500
2,75095;50,93386;Vanessa atalanta;2009;1,000000
2,75119;50,88890;Celastrina argiolus;2005;1,000000
2,75119;50,88890;Celastrina argiolus;2006;2,000000
2,75119;50,88890;Celastrina argiolus;2010;1,875000
2,75119;50,88890;Gonepteryx rhamni;2004;4,666667
2,75119;50,88890;Gonepteryx rhamni;2005;3,333333
2,75119;50,88890;Gonepteryx rhamni;2006;1,000000
2,75119;50,88890;Gonepteryx rhamni;2007;2,000000
2,75119;50,88890;Gonepteryx rhamni;2009;2,000000
2,75119;50,88890;Gonepteryx rhamni;2010;2,666667
2,75119;50,88890;Ochlodes sylvanus;2005;1,333333
2,75119;50,88890;Ochlodes sylvanus;2006;1,333333
2,75119;50,88890;Ochlodes sylvanus;2007;2,000000
2,75119;50,88890;Ochlodes sylvanus;2009;1,777778
2,75119;50,88890;Ochlodes sylvanus;2010;3,466667
2,75119;50,88890;Vanessa atalanta;2003;2,384615
2,75119;50,88890;Vanessa atalanta;2004;1,666667
2,75119;50,88890;Vanessa atalanta;2005;3,625000
2,75119;50,88890;Vanessa atalanta;2006;5,444444
2,75119;50,88890;Vanessa atalanta;2007;5,500000
2,75119;50,88890;Vanessa atalanta;2009;2,250000
2,75119;50,88890;Vanessa atalanta;2010;2,166667
2,75143;50,84393;Celastrina argiolus;2003;1,000000
2,75143;50,84393;Celastrina argiolus;2004;1,000000
2,75143;50,84393;Celastrina argiolus;2005;1,000000
2,75143;50,84393;Celastrina argiolus;2006;1,400000
2,75143;50,84393;Celastrina argiolus;2007;1,166667
2,75143;50,84393;Gonepteryx rhamni;2004;3,000000
2,75143;50,84393;Gonepteryx rhamni;2006;2,500000
2,75143;50,84393;Gonepteryx rhamni;2007;3,000000
2,75143;50,84393;Ochlodes sylvanus;2003;6,600000
2,75143;50,84393;Ochlodes sylvanus;2005;1,000000
2,75143;50,84393;Ochlodes sylvanus;2006;2,000000
2,75143;50,84393;Ochlodes sylvanus;2010;3,333333
2,75143;50,84393;Vanessa atalanta;2003;1,906250
2,75143;50,84393;Vanessa atalanta;2004;1,000000
2,75143;50,84393;Vanessa atalanta;2005;2,217391
2,75143;50,84393;Vanessa atalanta;2006;1,727273
2,75143;50,84393;Vanessa atalanta;2007;1,857143
2,75143;50,84393;Vanessa atalanta;2009;2,000000
2,75143;50,84393;Vanessa atalanta;2010;2,000000
2,75143;50,84393;Vanessa atalanta;2011;1,000000
2,75167;50,79897;Celastrina argiolus;2003;1,000000
2,75167;50,79897;Celastrina argiolus;2004;1,000000
2,75167;50,79897;Celastrina argiolus;2005;1,050000
2,75167;50,79897;Celastrina argiolus;2007;1,666667
2,75167;50,79897;Celastrina argiolus;2010;2,000000
2,75167;50,79897;Gonepteryx rhamni;2003;1,000000
2,75167;50,79897;Gonepteryx rhamni;2004;1,000000
2,75167;50,79897;Gonepteryx rhamni;2005;1,000000
2,75167;50,79897;Ochlodes sylvanus;2004;3,500000
2,75167;50,79897;Ochlodes sylvanus;2005;1,000000
2,75167;50,79897;Ochlodes sylvanus;2009;5,000000
2,75167;50,79897;Ochlodes sylvanus;2010;3,000000
2,75167;50,79897;Ochlodes sylvanus;2011;8,250000
2,75167;50,79897;Vanessa atalanta;2003;3,760369
2,75167;50,79897;Vanessa atalanta;2004;2,080000
2,75167;50,79897;Vanessa atalanta;2005;4,260163
2,75167;50,79897;Vanessa atalanta;2006;2,142857
2,75167;50,79897;Vanessa atalanta;2007;3,200000
2,75167;50,79897;Vanessa atalanta;2009;1,000000
2,75167;50,79897;Vanessa atalanta;2010;1,000000
2,75167;50,79897;Vanessa atalanta;2011;1,000000
2,75191;50,75401;Celastrina argiolus;2004;1,000000
2,75191;50,75401;Celastrina argiolus;2005;1,000000
2,75191;50,75401;Celastrina argiolus;2006;1,000000
2,75191;50,75401;Celastrina argiolus;2010;1,000000
2,75191;50,75401;Gonepteryx rhamni;2004;1,000000
2,75191;50,75401;Ochlodes sylvanus;2010;1,000000
2,75191;50,75401;Ochlodes sylvanus;2011;3,000000
2,75191;50,75401;Vanessa atalanta;2003;5,222222
2,75191;50,75401;Vanessa atalanta;2004;1,500000
2,75191;50,75401;Vanessa atalanta;2005;1,700000
2,75191;50,75401;Vanessa atalanta;2006;1,714286
2,75191;50,75401;Vanessa atalanta;2009;1,000000
2,75191;50,75401;Vanessa atalanta;2010;1,666667
2,75191;50,75401;Vanessa atalanta;2011;1,000000
2,82107;51,20376;Celastrina argiolus;2000;1,000000
2,82107;51,20376;Celastrina argiolus;2003;1,000000
2,82107;51,20376;Celastrina argiolus;2005;1,000000
2,82107;51,20376;Vanessa atalanta;2000;1,000000
2,82107;51,20376;Vanessa atalanta;2003;1,583333
2,82107;51,20376;Vanessa atalanta;2005;6,285714
2,82107;51,20376;Vanessa atalanta;2006;3,000000
2,82124;51,15880;Celastrina argiolus;2003;1,000000
2,82124;51,15880;Celastrina argiolus;2006;1,000000
2,82124;51,15880;Celastrina argiolus;2010;1,000000
2,82124;51,15880;Gonepteryx rhamni;2003;1,000000
2,82124;51,15880;Vanessa atalanta;2000;6,000000
2,82124;51,15880;Vanessa atalanta;2002;1,000000
2,82124;51,15880;Vanessa atalanta;2003;1,750000
2,82124;51,15880;Vanessa atalanta;2005;2,500000
2,82124;51,15880;Vanessa atalanta;2006;2,500000
2,82124;51,15880;Vanessa atalanta;2010;1,000000
2,82142;51,11384;Vanessa atalanta;2003;1,500000
2,82142;51,11384;Vanessa atalanta;2004;1,000000
2,82142;51,11384;Vanessa atalanta;2009;1,000000
2,82159;51,06888;Vanessa atalanta;2003;9,000000
2,82159;51,06888;Vanessa atalanta;2004;1,500000
2,82159;51,06888;Vanessa atalanta;2005;5,111111
2,82159;51,06888;Vanessa atalanta;2006;1,000000
2,82159;51,06888;Vanessa atalanta;2007;2,200000
2,82159;51,06888;Vanessa atalanta;2009;1,000000
2,82176;51,02392;Vanessa atalanta;2004;9,500000
2,82176;51,02392;Vanessa atalanta;2005;1,000000
2,82176;51,02392;Vanessa atalanta;2006;1,333333
2,82176;51,02392;Vanessa atalanta;2009;2,000000
2,82194;50,97895;Celastrina argiolus;2006;1,000000
2,82194;50,97895;Celastrina argiolus;2009;1,000000
2,82194;50,97895;Celastrina argiolus;2010;1,000000
2,82194;50,97895;Vanessa atalanta;2000;1,000000
2,82194;50,97895;Vanessa atalanta;2001;1,000000
2,82194;50,97895;Vanessa atalanta;2002;2,000000
2,82194;50,97895;Vanessa atalanta;2003;1,000000
2,82194;50,97895;Vanessa atalanta;2004;1,000000
2,82194;50,97895;Vanessa atalanta;2005;2,333333
2,82194;50,97895;Vanessa atalanta;2006;1,705882
2,82194;50,97895;Vanessa atalanta;2009;1,000000
2,82194;50,97895;Vanessa atalanta;2010;1,000000
2,82211;50,93399;Celastrina argiolus;2006;2,000000
2,82211;50,93399;Celastrina argiolus;2007;1,000000
2,82211;50,93399;Celastrina argiolus;2009;1,000000
2,82211;50,93399;Celastrina argiolus;2010;1,333333
2,82211;50,93399;Gonepteryx rhamni;2010;1,000000
2,82211;50,93399;Vanessa atalanta;2003;15,333333
2,82211;50,93399;Vanessa atalanta;2004;2,666667
2,82211;50,93399;Vanessa atalanta;2006;1,833333
2,82211;50,93399;Vanessa atalanta;2007;2,428571
2,82211;50,93399;Vanessa atalanta;2009;2,000000
2,82228;50,88903;Celastrina argiolus;2005;1,000000
2,82228;50,88903;Celastrina argiolus;2006;1,200000
2,82228;50,88903;Celastrina argiolus;2007;1,000000
2,82228;50,88903;Celastrina argiolus;2008;1,000000
2,82228;50,88903;Celastrina argiolus;2009;1,000000
2,82228;50,88903;Celastrina argiolus;2010;2,400000
2,82228;50,88903;Gonepteryx rhamni;2004;2,000000
2,82228;50,88903;Gonepteryx rhamni;2005;1,000000
2,82228;50,88903;Gonepteryx rhamni;2006;1,000000
2,82228;50,88903;Gonepteryx rhamni;2007;2,500000
2,82228;50,88903;Gonepteryx rhamni;2009;1,000000
2,82228;50,88903;Gonepteryx rhamni;2010;2,000000
2,82228;50,88903;Ochlodes sylvanus;2006;1,000000
2,82228;50,88903;Ochlodes sylvanus;2009;1,000000
2,82228;50,88903;Ochlodes sylvanus;2010;3,500000
2,82228;50,88903;Vanessa atalanta;2003;1,000000
2,82228;50,88903;Vanessa atalanta;2004;1,000000
2,82228;50,88903;Vanessa atalanta;2005;1,000000
2,82228;50,88903;Vanessa atalanta;2006;3,741176
2,82228;50,88903;Vanessa atalanta;2007;2,922078
2,82228;50,88903;Vanessa atalanta;2008;3,800000
2,82228;50,88903;Vanessa atalanta;2010;4,000000
2,82245;50,84406;Celastrina argiolus;2003;1,000000
2,82245;50,84406;Celastrina argiolus;2006;1,666667
2,82245;50,84406;Celastrina argiolus;2007;3,000000
2,82245;50,84406;Gonepteryx rhamni;2004;1,500000
2,82245;50,84406;Gonepteryx rhamni;2005;1,000000
2,82245;50,84406;Ochlodes sylvanus;2003;1,000000
2,82245;50,84406;Vanessa atalanta;2003;2,454545
2,82245;50,84406;Vanessa atalanta;2005;2,500000
2,82245;50,84406;Vanessa atalanta;2006;1,142857
2,82245;50,84406;Vanessa atalanta;2007;9,800000
2,82245;50,84406;Vanessa atalanta;2010;2,000000
2,82262;50,79910;Celastrina argiolus;2003;1,000000
2,82262;50,79910;Celastrina argiolus;2004;1,000000
2,82262;50,79910;Celastrina argiolus;2005;1,315789
2,82262;50,79910;Celastrina argiolus;2006;1,030303
2,82262;50,79910;Celastrina argiolus;2007;2,000000
2,82262;50,79910;Celastrina argiolus;2010;1,294118
2,82262;50,79910;Celastrina argiolus;2011;1,000000
2,82262;50,79910;Gonepteryx rhamni;2004;1,000000
2,82262;50,79910;Gonepteryx rhamni;2005;1,000000
2,82262;50,79910;Gonepteryx rhamni;2006;1,000000
2,82262;50,79910;Gonepteryx rhamni;2007;1,000000
2,82262;50,79910;Gonepteryx rhamni;2010;1,000000
