datetime,pressure,temperature,track_tag_id
26/09/2012 18:00:00,-2.2600000000000002,16.375,NA
26/09/2012 18:00:10,-2.51,NA,NA
26/09/2012 18:00:20,-2.51,NA,NA
26/09/2012 18:00:30,-2.2600000000000002,NA,NA
26/09/2012 18:00:40,-2.2600000000000002,NA,NA
26/09/2012 18:00:50,-2.51,NA,NA
26/09/2012 18:01:00,-2.2600000000000002,NA,NA
26/09/2012 18:01:10,-2.51,NA,NA
26/09/2012 18:01:20,-2.51,NA,NA
26/09/2012 18:01:30,-2.51,NA,NA
26/09/2012 18:01:40,-2.51,NA,NA
26/09/2012 18:01:50,-2.51,NA,NA
26/09/2012 18:02:00,-2.51,16.406,NA
26/09/2012 18:02:10,-2.51,NA,NA
26/09/2012 18:02:20,-2.51,NA,NA
26/09/2012 18:02:30,-2.51,NA,NA
26/09/2012 18:02:40,-2.51,NA,NA
26/09/2012 18:02:50,-2.51,NA,NA
26/09/2012 18:03:00,-2.51,NA,NA
26/09/2012 18:03:10,-2.51,NA,NA
26/09/2012 18:03:20,-2.51,NA,NA
26/09/2012 18:03:30,-2.51,NA,NA
26/09/2012 18:03:40,-2.51,NA,NA
26/09/2012 18:03:50,-2.51,NA,NA
26/09/2012 18:04:00,-2.51,16.438,NA
26/09/2012 18:04:10,-2.2600000000000002,NA,NA
26/09/2012 18:04:20,-2.51,NA,NA
26/09/2012 18:04:30,-2.51,NA,NA
26/09/2012 18:04:40,-2.51,NA,NA
26/09/2012 18:04:50,-2.51,NA,NA
26/09/2012 18:05:00,-2.51,NA,NA
26/09/2012 18:05:10,-2.2600000000000002,NA,NA
26/09/2012 18:05:20,-2.51,NA,NA
26/09/2012 18:05:30,-2.51,NA,NA
26/09/2012 18:05:40,-2.51,NA,NA
26/09/2012 18:05:50,-2.51,NA,NA
26/09/2012 18:06:00,-2.51,16.438,NA
26/09/2012 18:06:10,-2.51,NA,NA
26/09/2012 18:06:20,-2.51,NA,NA
26/09/2012 18:06:30,-2.51,NA,NA
26/09/2012 18:06:40,-2.2600000000000002,NA,NA
26/09/2012 18:06:50,-2.51,NA,NA
26/09/2012 18:07:00,-2.2600000000000002,NA,NA
26/09/2012 18:07:10,-2.51,NA,NA
26/09/2012 18:07:20,-2.2600000000000002,NA,NA
26/09/2012 18:07:30,-2.51,NA,NA
26/09/2012 18:07:40,-2.2600000000000002,NA,NA
26/09/2012 18:07:50,-2.51,NA,NA
26/09/2012 18:08:00,-2.2600000000000002,16.438,NA
26/09/2012 18:08:10,-2.51,NA,NA
26/09/2012 18:08:20,-2.51,NA,NA
26/09/2012 18:08:30,-2.51,NA,NA
26/09/2012 18:08:40,-2.51,NA,NA
26/09/2012 18:08:50,-2.51,NA,NA
26/09/2012 18:09:00,-2.51,NA,NA
26/09/2012 18:09:10,-2.51,NA,NA
26/09/2012 18:09:20,-2.51,NA,NA
26/09/2012 18:09:30,-2.51,NA,NA
26/09/2012 18:09:40,-2.2600000000000002,NA,NA
26/09/2012 18:09:50,-2.51,NA,NA
26/09/2012 18:10:00,-2.51,16.438,NA
26/09/2012 18:10:10,-2.51,NA,NA
26/09/2012 18:10:20,-2.51,NA,NA
26/09/2012 18:10:30,-2.51,NA,NA
26/09/2012 18:10:40,-2.51,NA,NA
26/09/2012 18:10:50,-2.51,NA,NA
26/09/2012 18:11:00,-2.51,NA,NA
26/09/2012 18:11:10,-2.51,NA,NA
26/09/2012 18:11:20,-2.51,NA,NA
26/09/2012 18:11:30,-2.51,NA,NA
26/09/2012 18:11:40,-2.51,NA,NA
26/09/2012 18:11:50,-2.2600000000000002,NA,NA
26/09/2012 18:12:00,-2.51,16.438,NA
26/09/2012 18:12:10,-2.51,NA,NA
26/09/2012 18:12:20,-2.51,NA,NA
26/09/2012 18:12:30,-2.51,NA,NA
26/09/2012 18:12:40,-2.51,NA,NA
26/09/2012 18:12:50,-2.2600000000000002,NA,NA
26/09/2012 18:13:00,-2.51,NA,NA
26/09/2012 18:13:10,-2.2600000000000002,NA,NA
26/09/2012 18:13:20,-2.51,NA,NA
26/09/2012 18:13:30,-2.51,NA,NA
26/09/2012 18:13:40,-2.51,NA,NA
26/09/2012 18:13:50,-2.51,NA,NA
26/09/2012 18:14:00,-2.51,16.453,NA
26/09/2012 18:14:10,-2.2600000000000002,NA,NA
26/09/2012 18:14:20,-2.51,NA,NA
26/09/2012 18:14:30,-2.2600000000000002,NA,NA
26/09/2012 18:14:40,-2.51,NA,NA
26/09/2012 18:14:50,-2.2600000000000002,NA,NA
26/09/2012 18:15:00,-2.2600000000000002,NA,NA
26/09/2012 18:15:10,-2.51,NA,NA
26/09/2012 18:15:20,-2.51,NA,NA
26/09/2012 18:15:30,-2.51,NA,NA
26/09/2012 18:15:40,-2.51,NA,NA
26/09/2012 18:15:50,-2.51,NA,NA
26/09/2012 18:16:00,-2.51,16.438,NA
26/09/2012 18:16:10,-2.51,NA,NA
26/09/2012 18:16:20,-2.51,NA,NA
26/09/2012 18:16:30,-2.51,NA,NA
26/09/2012 18:16:40,-2.51,NA,NA
26/09/2012 18:16:50,-2.2600000000000002,NA,NA
26/09/2012 18:17:00,-2.51,NA,NA
26/09/2012 18:17:10,-2.51,NA,NA
26/09/2012 18:17:20,-2.2600000000000002,NA,NA
26/09/2012 18:17:30,-2.51,NA,NA
26/09/2012 18:17:40,-2.51,NA,NA
26/09/2012 18:17:50,-2.2600000000000002,NA,NA
26/09/2012 18:18:00,-2.2600000000000002,16.438,NA
26/09/2012 18:18:10,-2.51,NA,NA
26/09/2012 18:18:20,-2.2600000000000002,NA,NA
26/09/2012 18:18:30,-2.2600000000000002,NA,NA
26/09/2012 18:18:40,-2.2600000000000002,NA,NA
26/09/2012 18:18:50,-2.51,NA,NA
26/09/2012 18:19:00,-2.51,NA,NA
26/09/2012 18:19:10,-2.51,NA,NA
26/09/2012 18:19:20,-2.51,NA,NA
26/09/2012 18:19:30,-2.51,NA,NA
26/09/2012 18:19:40,-2.51,NA,NA
26/09/2012 18:19:50,-2.51,NA,NA
26/09/2012 18:20:00,-2.51,16.406,NA
26/09/2012 18:20:10,-2.51,NA,NA
26/09/2012 18:20:20,-2.51,NA,NA
26/09/2012 18:20:30,-2.51,NA,NA
26/09/2012 18:20:40,-2.51,NA,NA
26/09/2012 18:20:50,-2.2600000000000002,NA,NA
26/09/2012 18:21:00,-2.2600000000000002,NA,NA
26/09/2012 18:21:10,-2.51,NA,NA
26/09/2012 18:21:20,-2.51,NA,NA
26/09/2012 18:21:30,-2.51,NA,NA
26/09/2012 18:21:40,-2.51,NA,NA
26/09/2012 18:21:50,-2.51,NA,NA
26/09/2012 18:22:00,-2.51,16.375,NA
26/09/2012 18:22:10,-2.51,NA,NA
26/09/2012 18:22:20,-2.51,NA,NA
26/09/2012 18:22:30,-2.2600000000000002,NA,NA
26/09/2012 18:22:40,-2.51,NA,NA
26/09/2012 18:22:50,-2.51,NA,NA
26/09/2012 18:23:00,-2.51,NA,NA
26/09/2012 18:23:10,-2.51,NA,NA
26/09/2012 18:23:20,-2.51,NA,NA
26/09/2012 18:23:30,-2.51,NA,NA
26/09/2012 18:23:40,-2.51,NA,NA
26/09/2012 18:23:50,-2.2600000000000002,NA,NA
26/09/2012 18:24:00,-2.51,16.297,NA
26/09/2012 18:24:10,-2.2600000000000002,NA,NA
26/09/2012 18:24:20,-2.51,NA,NA
26/09/2012 18:24:30,-2.51,NA,NA
26/09/2012 18:24:40,-2.51,NA,NA
26/09/2012 18:24:50,-2.51,NA,NA
26/09/2012 18:25:00,-2.51,NA,NA
26/09/2012 18:25:10,-2.51,NA,NA
26/09/2012 18:25:20,-2.2600000000000002,NA,NA
26/09/2012 18:25:30,-2.51,NA,NA
26/09/2012 18:25:40,-2.2600000000000002,NA,NA
26/09/2012 18:25:50,-2.51,NA,NA
26/09/2012 18:26:00,-2.51,16.219,NA
26/09/2012 18:26:10,-2.51,NA,NA
26/09/2012 18:26:20,-2.51,NA,NA
26/09/2012 18:26:30,-2.51,NA,NA
26/09/2012 18:26:40,-2.51,NA,NA
26/09/2012 18:26:50,-2.51,NA,NA
26/09/2012 18:27:00,-2.2600000000000002,NA,NA
26/09/2012 18:27:10,-2.51,NA,NA
26/09/2012 18:27:20,-2.51,NA,NA
26/09/2012 18:27:30,-2.51,NA,NA
26/09/2012 18:27:40,-2.2600000000000002,NA,NA
26/09/2012 18:27:50,-2.51,NA,NA
26/09/2012 18:28:00,-2.51,16.109,NA
26/09/2012 18:28:10,-2.51,NA,NA
26/09/2012 18:28:20,-2.51,NA,NA
26/09/2012 18:28:30,-2.51,NA,NA
26/09/2012 18:28:40,-2.51,NA,NA
26/09/2012 18:28:50,-2.51,NA,NA
26/09/2012 18:29:00,-2.51,NA,NA
26/09/2012 18:29:10,-2.51,NA,NA
26/09/2012 18:29:20,-2.51,NA,NA
26/09/2012 18:29:30,-2.51,NA,NA
26/09/2012 18:29:40,-2.51,NA,NA
26/09/2012 18:29:50,-2.51,NA,NA
26/09/2012 18:30:00,-2.51,16.031000000000002,NA
26/09/2012 18:30:10,-2.51,NA,NA
26/09/2012 18:30:20,-2.51,NA,NA
26/09/2012 18:30:30,-2.51,NA,NA
26/09/2012 18:30:40,-2.51,NA,NA
26/09/2012 18:30:50,-2.51,NA,NA
26/09/2012 18:31:00,-2.51,NA,NA
26/09/2012 18:31:10,-2.51,NA,NA
26/09/2012 18:31:20,-2.51,NA,NA
26/09/2012 18:31:30,-2.51,NA,NA
26/09/2012 18:31:40,-2.51,NA,NA
26/09/2012 18:31:50,-2.51,NA,NA
26/09/2012 18:32:00,-2.51,15.937999999999999,NA
26/09/2012 18:32:10,-2.51,NA,NA
26/09/2012 18:32:20,-2.51,NA,NA
26/09/2012 18:32:30,-2.51,NA,NA
26/09/2012 18:32:40,-2.51,NA,NA
26/09/2012 18:32:50,-2.51,NA,NA
26/09/2012 18:33:00,-2.51,NA,NA
26/09/2012 18:33:10,-2.51,NA,NA
26/09/2012 18:33:20,-2.51,NA,NA
26/09/2012 18:33:30,-2.51,NA,NA
26/09/2012 18:33:40,-2.51,NA,NA
26/09/2012 18:33:50,-2.51,NA,NA
26/09/2012 18:34:00,-2.51,15.875000000000002,NA
26/09/2012 18:34:10,-2.51,NA,NA
26/09/2012 18:34:20,-2.51,NA,NA
26/09/2012 18:34:30,-2.51,NA,NA
26/09/2012 18:34:40,-2.51,NA,NA
26/09/2012 18:34:50,-2.51,NA,NA
26/09/2012 18:35:00,-2.51,NA,NA
26/09/2012 18:35:10,-2.51,NA,NA
26/09/2012 18:35:20,-2.51,NA,NA
26/09/2012 18:35:30,-2.51,NA,NA
26/09/2012 18:35:40,-2.51,NA,NA
26/09/2012 18:35:50,-2.51,NA,NA
26/09/2012 18:36:00,-2.51,15.828,NA
26/09/2012 18:36:10,-2.51,NA,NA
26/09/2012 18:36:20,-2.51,NA,NA
26/09/2012 18:36:30,-2.51,NA,NA
26/09/2012 18:36:40,-2.51,NA,NA
26/09/2012 18:36:50,-2.51,NA,NA
26/09/2012 18:37:00,-2.51,NA,NA
26/09/2012 18:37:10,-2.51,NA,NA
26/09/2012 18:37:20,-2.51,NA,NA
26/09/2012 18:37:30,-2.51,NA,NA
26/09/2012 18:37:40,-2.51,NA,NA
26/09/2012 18:37:50,-2.51,NA,NA
26/09/2012 18:38:00,-2.51,15.796999999999999,NA
26/09/2012 18:38:10,-2.51,NA,NA
26/09/2012 18:38:20,-2.51,NA,NA
26/09/2012 18:38:30,-2.51,NA,NA
26/09/2012 18:38:40,-2.51,NA,NA
26/09/2012 18:38:50,-2.51,NA,NA
26/09/2012 18:39:00,-2.51,NA,NA
26/09/2012 18:39:10,-2.51,NA,NA
26/09/2012 18:39:20,-2.51,NA,NA
26/09/2012 18:39:30,-2.51,NA,NA
26/09/2012 18:39:40,-2.51,NA,NA
26/09/2012 18:39:50,-2.51,NA,NA
26/09/2012 18:40:00,-2.51,15.766,NA
26/09/2012 18:40:10,-2.51,NA,NA
26/09/2012 18:40:20,-2.51,NA,NA
26/09/2012 18:40:30,-2.51,NA,NA
26/09/2012 18:40:40,-2.51,NA,NA
26/09/2012 18:40:50,-2.51,NA,NA
26/09/2012 18:41:00,-2.51,NA,NA
26/09/2012 18:41:10,-2.51,NA,NA
26/09/2012 18:41:20,-2.51,NA,NA
26/09/2012 18:41:30,-2.51,NA,NA
26/09/2012 18:41:40,-2.51,NA,NA
26/09/2012 18:41:50,-2.51,NA,NA
26/09/2012 18:42:00,-2.51,15.766,NA
26/09/2012 18:42:10,-2.51,NA,NA
26/09/2012 18:42:20,-2.51,NA,NA
26/09/2012 18:42:30,-2.51,NA,NA
26/09/2012 18:42:40,-2.51,NA,NA
26/09/2012 18:42:50,-2.51,NA,NA
26/09/2012 18:43:00,-2.51,NA,NA
26/09/2012 18:43:10,-2.51,NA,NA
26/09/2012 18:43:20,-2.51,NA,NA
26/09/2012 18:43:30,-2.51,NA,NA
26/09/2012 18:43:40,-2.51,NA,NA
26/09/2012 18:43:50,-2.51,NA,NA
26/09/2012 18:44:00,-2.51,15.796999999999999,NA
26/09/2012 18:44:10,-2.2600000000000002,NA,NA
26/09/2012 18:44:20,-2.51,NA,NA
26/09/2012 18:44:30,-2.51,NA,NA
26/09/2012 18:44:40,-2.51,NA,NA
26/09/2012 18:44:50,-2.51,NA,NA
26/09/2012 18:45:00,-2.51,NA,NA
26/09/2012 18:45:10,-2.51,NA,NA
26/09/2012 18:45:20,-2.51,NA,NA
26/09/2012 18:45:30,-2.51,NA,NA
26/09/2012 18:45:40,-2.51,NA,NA
26/09/2012 18:45:50,-2.51,NA,NA
26/09/2012 18:46:00,-2.51,15.796999999999999,NA
26/09/2012 18:46:10,-2.51,NA,NA
26/09/2012 18:46:20,-2.51,NA,NA
26/09/2012 18:46:30,-2.51,NA,NA
26/09/2012 18:46:40,-2.51,NA,NA
26/09/2012 18:46:50,-2.51,NA,NA
26/09/2012 18:47:00,-2.51,NA,NA
26/09/2012 18:47:10,-2.51,NA,NA
26/09/2012 18:47:20,-2.51,NA,NA
26/09/2012 18:47:30,-2.51,NA,NA
26/09/2012 18:47:40,-2.51,NA,NA
26/09/2012 18:47:50,-2.51,NA,NA
26/09/2012 18:48:00,-2.51,15.828,NA
26/09/2012 18:48:10,-2.51,NA,NA
26/09/2012 18:48:20,-2.51,NA,NA
26/09/2012 18:48:30,-2.51,NA,NA
26/09/2012 18:48:40,-2.51,NA,NA
26/09/2012 18:48:50,-2.51,NA,NA
26/09/2012 18:49:00,-2.51,NA,NA
26/09/2012 18:49:10,-2.51,NA,NA
26/09/2012 18:49:20,-2.51,NA,NA
26/09/2012 18:49:30,-2.51,NA,NA
26/09/2012 18:49:40,-2.51,NA,NA
26/09/2012 18:49:50,-2.51,NA,NA
26/09/2012 18:50:00,-2.2600000000000002,15.875000000000002,NA
26/09/2012 18:50:10,-2.51,NA,NA
26/09/2012 18:50:20,-2.51,NA,NA
26/09/2012 18:50:30,-2.51,NA,NA
26/09/2012 18:50:40,-2.51,NA,NA
26/09/2012 18:50:50,-2.51,NA,NA
26/09/2012 18:51:00,-2.51,NA,NA
26/09/2012 18:51:10,-2.51,NA,NA
26/09/2012 18:51:20,-2.51,NA,NA
26/09/2012 18:51:30,-2.51,NA,NA
26/09/2012 18:51:40,-2.51,NA,NA
26/09/2012 18:51:50,-2.51,NA,NA
26/09/2012 18:52:00,-2.51,15.922,NA
26/09/2012 18:52:10,-2.51,NA,NA
26/09/2012 18:52:20,-2.51,NA,NA
26/09/2012 18:52:30,-2.51,NA,NA
26/09/2012 18:52:40,-2.51,NA,NA
26/09/2012 18:52:50,-2.51,NA,NA
26/09/2012 18:53:00,-2.51,NA,NA
26/09/2012 18:53:10,-2.51,NA,NA
26/09/2012 18:53:20,-2.51,NA,NA
26/09/2012 18:53:30,-2.51,NA,NA
26/09/2012 18:53:40,-2.51,NA,NA
26/09/2012 18:53:50,-2.51,NA,NA
26/09/2012 18:54:00,-2.51,15.969000000000001,NA
26/09/2012 18:54:10,-2.51,NA,NA
26/09/2012 18:54:20,-2.51,NA,NA
26/09/2012 18:54:30,-2.51,NA,NA
26/09/2012 18:54:40,-2.51,NA,NA
26/09/2012 18:54:50,-2.51,NA,NA
26/09/2012 18:55:00,-2.51,NA,NA
26/09/2012 18:55:10,-2.51,NA,NA
26/09/2012 18:55:20,-2.51,NA,NA
26/09/2012 18:55:30,-2.51,NA,NA
26/09/2012 18:55:40,-2.51,NA,NA
26/09/2012 18:55:50,-2.51,NA,NA
26/09/2012 18:56:00,-2.51,16.031000000000002,NA
26/09/2012 18:56:10,-2.51,NA,NA
26/09/2012 18:56:20,-2.51,NA,NA
26/09/2012 18:56:30,-2.51,NA,NA
26/09/2012 18:56:40,-2.51,NA,NA
26/09/2012 18:56:50,-2.51,NA,NA
26/09/2012 18:57:00,-2.51,NA,NA
26/09/2012 18:57:10,-2.51,NA,NA
26/09/2012 18:57:20,-2.51,NA,NA
26/09/2012 18:57:30,-2.51,NA,NA
26/09/2012 18:57:40,-2.51,NA,NA
26/09/2012 18:57:50,-2.51,NA,NA
