gbifID	occurrenceID	species	speciesKey	eventDate	decimalLatitude	decimalLongitude	locality	municipality	coordinateUncertaintyInMeters
5131075518	{DCEB21AA-6621-436E-9B2A-DA06918AC0AB}	Heracleum mantegazzianum	3034825	2025-04-08T13:38:39Z	51.0548	3.68629		Gent	30
5131075515	{D81BF23C-3FA1-443A-80FA-BD72A458DBAF}	Heracleum mantegazzianum	3034825	2025-04-09T10:04:21Z	50.89292	3.70811		Zwalm	30
5131075511	{D72586DB-589A-4119-8E5E-0C7E4AAA03FE}	Heracleum mantegazzianum	3034825	2025-04-14T13:50:40Z	51.07448	3.71859		Gent	30
5131075483	{BA8EE85A-454F-49B3-9105-72BD0F942D96}	Heracleum mantegazzianum	3034825	2025-04-10T12:22:16Z	50.92093	4.05996		Aalst	30
5131075339	{230839A1-4826-4EF7-919B-374BB4D4D245}	Heracleum mantegazzianum	3034825	2025-04-14T08:56:03Z	51.07975	3.66961		Gent	30
5131074554	{EC93F5D2-5E48-4379-AA1E-FB3B28DDB242}	Heracleum mantegazzianum	3034825	2025-04-14T13:14:21Z	51.09821	3.45506		Aalter	30
5131074495	{BD11D7DC-42C0-4FF3-8873-99E26C66D0F7}	Heracleum mantegazzianum	3034825	2025-04-08T08:45:44Z	51.03559	3.68864		Gent	30
5131074487	{B341FAD9-09A5-40D4-88D8-0937DB0A83BA}	Heracleum mantegazzianum	3034825	2025-04-08T13:32:35Z	51.05317	3.67136		Gent	30
5131074471	{A96C5683-0B1C-4C8C-87B3-C03BEBCC1E4F}	Heracleum mantegazzianum	3034825	2025-04-10T08:07:48Z	51.18385	3.60418		Eeklo	30
5131074409	{6DF12F40-D75F-43AB-95C4-C505D0F9BC44}	Heracleum mantegazzianum	3034825	2025-04-07T11:33:07Z	51.09821	3.45506		Aalter	30
5131074397	{5FB6A86E-2286-4543-BAA8-64C980B79C7E}	Heracleum mantegazzianum	3034825	2025-04-08T13:39:11Z	51.04139	3.67368		Gent	30
5131073329	{1D8161DB-17BD-4661-93D6-2DE146EE1C0F}	Heracleum mantegazzianum	3034825	2025-04-14T10:12:30Z	51.08653	3.66952		Gent	30
5131072457	{A059B01D-8614-4C42-8228-477AC72D41E3}	Heracleum mantegazzianum	3034825	2025-04-14T12:32:26Z	51.26153	4.15492		Sint-Gillis-Waas	30
5131072391	{5AC766A2-B08D-4379-A9CC-3C6A73CC84A6}	Heracleum mantegazzianum	3034825	2025-04-14T08:02:50Z	51.06027	3.66352		Gent	30
5131072384	{50EEE438-BC7B-48A1-9614-F8A887691945}	Heracleum mantegazzianum	3034825	2025-04-08T13:38:07Z	51.05337	3.66778		Gent	30
5131072316	{106FDC1F-D129-47CF-A8D7-0AF2FABE4CF0}	Heracleum mantegazzianum	3034825	2025-04-08T08:24:39Z	51.0263	3.66719		Gent	30
5131071545	{DF2E616E-724E-4C9D-ABA2-261E9D55C3C1}	Heracleum mantegazzianum	3034825	2025-04-08T08:31:45Z	51.0263	3.66719		Gent	30
5131071519	{C75E63EB-EA44-444D-A63F-66DD73AC4F8B}	Heracleum mantegazzianum	3034825	2025-04-14T09:16:17Z	51.08266	3.66527		Gent	30
5131071475	{A1C1F987-C527-40E9-B241-573C2729B5B4}	Heracleum mantegazzianum	3034825	2025-04-11T13:12:10Z	50.83526	3.69626		Horebeke	30
5110711306	16-7432	Heracleum mantegazzianum	3034825	2025	50.641075	4.59067	Court-Saint-Etienne	Court-Saint-Etienne	100
5110383903	o-1023741381	Heracleum mantegazzianum	3034825	2024-06-16T15:11:56Z	51.218194	3.171967			92
5110295991	o-1022977238	Heracleum mantegazzianum	3034825	2024-06-12T19:33:55Z	51.227772	5.321403			100
5110150947	o-1022457444	Heracleum mantegazzianum	3034825	2024-05-21T11:29:50Z	51.227733	5.321453			4
5110010810	o-1022834240	Heracleum mantegazzianum	3034825	2024-06-06T14:36:25.739Z	50.814301	3.353702			14
5109919924	o-1021637798	Heracleum mantegazzianum	3034825	2024-04-15T08:30:37Z	51.044707	3.716874			30
5109918370	o-1021973913	Heracleum mantegazzianum	3034825	2024-05-02T05:20:13Z	50.85419	4.480076			10
5108678540	Natuurpunt:Waarnemingen:344637243	Heracleum mantegazzianum	3034825	2025-04-13	50.86917	3.76978		Zottegem	2
5108678425	Natuurpunt:Waarnemingen:344560086	Heracleum mantegazzianum	3034825	2025-04-07	50.83517	4.37514		Elsene / Ixelles	3
5108678416	Natuurpunt:Waarnemingen:344553278	Heracleum mantegazzianum	3034825	2025-04-13	50.89028	4.66389		Herent	999
5108677555	Natuurpunt:Waarnemingen:344601077	Heracleum mantegazzianum	3034825	2025-04-13	50.86921	3.76975		Zottegem	7
5108677507	Natuurpunt:Waarnemingen:344570987	Heracleum mantegazzianum	3034825	2025-04-13	50.89422	4.66815		Herent	4
5108676415	Natuurpunt:Waarnemingen:344446960	Heracleum mantegazzianum	3034825	2025-04-12	50.88916	4.6774		Leuven	4
5108676319	Natuurpunt:Waarnemingen:344376170	Heracleum mantegazzianum	3034825	2025-04-12	51.31398	4.51521		Brasschaat	999
5108675454	Natuurpunt:Waarnemingen:344559972	Heracleum mantegazzianum	3034825	2025-04-13	50.86919	3.76977		Zottegem	3
5108675398	Natuurpunt:Waarnemingen:344511799	Heracleum mantegazzianum	3034825	2025-04-13	50.80481	3.19994		Menen	3
5108674320	Natuurpunt:Waarnemingen:344409573	Heracleum mantegazzianum	3034825	2025-04-12	50.88835	5.34449		Hasselt	2
5108674271	Natuurpunt:Waarnemingen:344376408	Heracleum mantegazzianum	3034825	2025-04-12	51.31398	4.51521		Brasschaat	999
5108673978	Natuurpunt:Waarnemingen:344094938	Heracleum mantegazzianum	3034825	2025-04-06	50.92616	4.7421		Leuven	3
5108673977	Natuurpunt:Waarnemingen:344094929	Heracleum mantegazzianum	3034825	2025-04-06	50.92657	4.74149		Leuven	3
5108673976	Natuurpunt:Waarnemingen:344094924	Heracleum mantegazzianum	3034825	2025-04-06	50.92681	4.74114		Leuven	3
5108673975	Natuurpunt:Waarnemingen:344094915	Heracleum mantegazzianum	3034825	2025-04-06	50.92716	4.74048		Leuven	3
5108673974	Natuurpunt:Waarnemingen:344094910	Heracleum mantegazzianum	3034825	2025-04-06	50.92725	4.74032		Leuven	6
5108673973	Natuurpunt:Waarnemingen:344094906	Heracleum mantegazzianum	3034825	2025-04-06	50.92742	4.73986		Leuven	3
5108673972	Natuurpunt:Waarnemingen:344094901	Heracleum mantegazzianum	3034825	2025-04-06	50.92747	4.73973		Leuven	3
5108673971	Natuurpunt:Waarnemingen:344094898	Heracleum mantegazzianum	3034825	2025-04-06	50.92757	4.73953		Leuven	3
5108673965	Natuurpunt:Waarnemingen:344093222	Heracleum mantegazzianum	3034825	2025-04-06	50.92768	4.73934		Leuven	3
5108673964	Natuurpunt:Waarnemingen:344093218	Heracleum mantegazzianum	3034825	2025-04-06	50.9277	4.73931		Leuven	3
5108673963	Natuurpunt:Waarnemingen:344093178	Heracleum mantegazzianum	3034825	2025-04-06	50.9272	4.73837		Leuven	4
5108673962	Natuurpunt:Waarnemingen:344093150	Heracleum mantegazzianum	3034825	2025-04-06	50.9263	4.73745		Leuven	3
5108673961	Natuurpunt:Waarnemingen:344093137	Heracleum mantegazzianum	3034825	2025-04-06	50.92582	4.73683		Leuven	3
5108673960	Natuurpunt:Waarnemingen:344093132	Heracleum mantegazzianum	3034825	2025-04-06	50.92571	4.73667		Leuven	4
5108673741	Natuurpunt:Waarnemingen:343924455	Heracleum mantegazzianum	3034825	2025-04-06	50.92529	4.73654		Leuven	3
5108673740	Natuurpunt:Waarnemingen:343924450	Heracleum mantegazzianum	3034825	2025-04-06	50.9253	4.73635		Leuven	3
5108673739	Natuurpunt:Waarnemingen:343924446	Heracleum mantegazzianum	3034825	2025-04-06	50.92518	4.7362		Leuven	3
5108673738	Natuurpunt:Waarnemingen:343924441	Heracleum mantegazzianum	3034825	2025-04-06	50.9251	4.73605		Leuven	3
5108673737	Natuurpunt:Waarnemingen:343924437	Heracleum mantegazzianum	3034825	2025-04-06	50.92507	4.73599		Leuven	3
5108673736	Natuurpunt:Waarnemingen:343924432	Heracleum mantegazzianum	3034825	2025-04-06	50.92504	4.73595		Leuven	3
5108673735	Natuurpunt:Waarnemingen:343924423	Heracleum mantegazzianum	3034825	2025-04-06	50.9249	4.73577		Leuven	3
5108673733	Natuurpunt:Waarnemingen:343924405	Heracleum mantegazzianum	3034825	2025-04-06	50.92382	4.7345		Leuven	3
5108673732	Natuurpunt:Waarnemingen:343924397	Heracleum mantegazzianum	3034825	2025-04-06	50.92364	4.73478		Leuven	3
5108673731	Natuurpunt:Waarnemingen:343924388	Heracleum mantegazzianum	3034825	2025-04-06	50.92349	4.73506		Leuven	3
5108673730	Natuurpunt:Waarnemingen:343924379	Heracleum mantegazzianum	3034825	2025-04-06	50.92353	4.73497		Leuven	5
5108673729	Natuurpunt:Waarnemingen:343924365	Heracleum mantegazzianum	3034825	2025-04-06	50.92374	4.73449		Leuven	3
5108673728	Natuurpunt:Waarnemingen:343924351	Heracleum mantegazzianum	3034825	2025-04-06	50.92364	4.73429		Leuven	3
5108673727	Natuurpunt:Waarnemingen:343924347	Heracleum mantegazzianum	3034825	2025-04-06	50.92358	4.73425		Leuven	3
5108673726	Natuurpunt:Waarnemingen:343924342	Heracleum mantegazzianum	3034825	2025-04-06	50.92352	4.73416		Leuven	3
5108673725	Natuurpunt:Waarnemingen:343924338	Heracleum mantegazzianum	3034825	2025-04-06	50.92347	4.73412		Leuven	6
5108673707	Natuurpunt:Waarnemingen:343904222	Heracleum mantegazzianum	3034825	2025-04-03	50.86728	5.01658		Kortenaken	2
5108673706	Natuurpunt:Waarnemingen:343904213	Heracleum mantegazzianum	3034825	2025-04-03	50.86721	5.01637		Kortenaken	2
5108673644	Natuurpunt:Waarnemingen:343853436	Heracleum mantegazzianum	3034825	2025-04-08	50.92085	4.39898		Vilvoorde	13
5108673185	Natuurpunt:Waarnemingen:344278302	Heracleum mantegazzianum	3034825	2025-04-09	51.02358	4.0446		Dendermonde	4
5108673052	Natuurpunt:Waarnemingen:344174672	Heracleum mantegazzianum	3034825	2025-04-11	50.92184	4.73048		Holsbeek	7
5108673051	Natuurpunt:Waarnemingen:344172944	Heracleum mantegazzianum	3034825	2025-04-11	51.17797	4.19689		Sint-Niklaas	10
5108672948	Natuurpunt:Waarnemingen:344094932	Heracleum mantegazzianum	3034825	2025-04-06	50.92649	4.74164		Leuven	3
5108672947	Natuurpunt:Waarnemingen:344094928	Heracleum mantegazzianum	3034825	2025-04-06	50.92661	4.74144		Leuven	3
5108672946	Natuurpunt:Waarnemingen:344094923	Heracleum mantegazzianum	3034825	2025-04-06	50.92695	4.74082		Leuven	3
5108672945	Natuurpunt:Waarnemingen:344094919	Heracleum mantegazzianum	3034825	2025-04-06	50.92706	4.74064		Leuven	3
5108672944	Natuurpunt:Waarnemingen:344094900	Heracleum mantegazzianum	3034825	2025-04-06	50.92749	4.73968		Leuven	3
5108672943	Natuurpunt:Waarnemingen:344094897	Heracleum mantegazzianum	3034825	2025-04-06	50.9276	4.73949		Leuven	3
5108672939	Natuurpunt:Waarnemingen:344093226	Heracleum mantegazzianum	3034825	2025-04-06	50.92763	4.73941		Leuven	3
5108672938	Natuurpunt:Waarnemingen:344093203	Heracleum mantegazzianum	3034825	2025-04-06	50.92777	4.73917		Leuven	3
5108672937	Natuurpunt:Waarnemingen:344093190	Heracleum mantegazzianum	3034825	2025-04-06	50.9278	4.73904		Leuven	3
5108672936	Natuurpunt:Waarnemingen:344093172	Heracleum mantegazzianum	3034825	2025-04-06	50.92667	4.73785		Leuven	3
5108672935	Natuurpunt:Waarnemingen:344093159	Heracleum mantegazzianum	3034825	2025-04-06	50.92647	4.73766		Leuven	3
5108672934	Natuurpunt:Waarnemingen:344093154	Heracleum mantegazzianum	3034825	2025-04-06	50.92637	4.73753		Leuven	3
5108672933	Natuurpunt:Waarnemingen:344093131	Heracleum mantegazzianum	3034825	2025-04-06	50.92565	4.73661		Leuven	4
5108672924	Natuurpunt:Waarnemingen:344085018	Heracleum mantegazzianum	3034825	2025-04-10	50.98355	4.57866		Boortmeerbeek	3
5108672893	Natuurpunt:Waarnemingen:344056597	Heracleum mantegazzianum	3034825	2025-04-10	50.95801	4.1651300000000004		Opwijk	14
5108672712	Natuurpunt:Waarnemingen:343924459	Heracleum mantegazzianum	3034825	2025-04-06	50.92525	4.7366		Leuven	3
5108672711	Natuurpunt:Waarnemingen:343924454	Heracleum mantegazzianum	3034825	2025-04-06	50.92531	4.73651		Leuven	3
5108672710	Natuurpunt:Waarnemingen:343924431	Heracleum mantegazzianum	3034825	2025-04-06	50.92501	4.73592		Leuven	3
5108672709	Natuurpunt:Waarnemingen:343924427	Heracleum mantegazzianum	3034825	2025-04-06	50.92494	4.73584		Leuven	3
5108672708	Natuurpunt:Waarnemingen:343924422	Heracleum mantegazzianum	3034825	2025-04-06	50.92487	4.73574		Leuven	3
5108672707	Natuurpunt:Waarnemingen:343924382	Heracleum mantegazzianum	3034825	2025-04-06	50.92352	4.735		Leuven	4
5108672706	Natuurpunt:Waarnemingen:343924369	Heracleum mantegazzianum	3034825	2025-04-06	50.9237	4.73456		Leuven	3
5108672705	Natuurpunt:Waarnemingen:343924364	Heracleum mantegazzianum	3034825	2025-04-06	50.92374	4.73447		Leuven	3
5108672704	Natuurpunt:Waarnemingen:343924355	Heracleum mantegazzianum	3034825	2025-04-06	50.92368	4.73438		Leuven	2
5108672703	Natuurpunt:Waarnemingen:343924350	Heracleum mantegazzianum	3034825	2025-04-06	50.92362	4.73427		Leuven	3
5108672702	Natuurpunt:Waarnemingen:343924346	Heracleum mantegazzianum	3034825	2025-04-06	50.92357	4.73423		Leuven	3
5108672701	Natuurpunt:Waarnemingen:343924341	Heracleum mantegazzianum	3034825	2025-04-06	50.9235	4.73413		Leuven	3
5108672700	Natuurpunt:Waarnemingen:343924337	Heracleum mantegazzianum	3034825	2025-04-06	50.92344	4.73411		Leuven	7
5108672699	Natuurpunt:Waarnemingen:343924332	Heracleum mantegazzianum	3034825	2025-04-06	50.9234	4.73398		Leuven	6
5108672298	Natuurpunt:Waarnemingen:344355754	Heracleum mantegazzianum	3034825	2025-04-12	50.90552	5.6543		Lanaken	6
5108672246	Natuurpunt:Waarnemingen:344310901	Heracleum mantegazzianum	3034825	2025-04-03	50.86757	5.01681		Kortenaken	4
5108672218	Natuurpunt:Waarnemingen:344269106	Heracleum mantegazzianum	3034825	2025-04-11	51.06519	3.03261		Ichtegem	15
5108672216	Natuurpunt:Waarnemingen:344267946	Heracleum mantegazzianum	3034825	2025-04-11	51.06632	3.03561		Ichtegem	15
5108672097	Natuurpunt:Waarnemingen:344172892	Heracleum mantegazzianum	3034825	2025-04-11	51.178	4.1969		Sint-Niklaas	11
5108671992	Natuurpunt:Waarnemingen:344094943	Heracleum mantegazzianum	3034825	2025-04-06	50.92555	4.74292		Leuven	3
5108671991	Natuurpunt:Waarnemingen:344094920	Heracleum mantegazzianum	3034825	2025-04-06	50.92704	4.74067		Leuven	3
5108671990	Natuurpunt:Waarnemingen:344094916	Heracleum mantegazzianum	3034825	2025-04-06	50.92713	4.74052		Leuven	3
5108671989	Natuurpunt:Waarnemingen:344094911	Heracleum mantegazzianum	3034825	2025-04-06	50.92721	4.74036		Leuven	6
5108671987	Natuurpunt:Waarnemingen:344093200	Heracleum mantegazzianum	3034825	2025-04-06	50.92778	4.73913		Leuven	3
5108671986	Natuurpunt:Waarnemingen:344093174	Heracleum mantegazzianum	3034825	2025-04-06	50.9267	4.73788		Leuven	3
5108671985	Natuurpunt:Waarnemingen:344093165	Heracleum mantegazzianum	3034825	2025-04-06	50.92662	4.73781		Leuven	3
5108671984	Natuurpunt:Waarnemingen:344093142	Heracleum mantegazzianum	3034825	2025-04-06	50.92583	4.73684		Leuven	3
5108671983	Natuurpunt:Waarnemingen:344093129	Heracleum mantegazzianum	3034825	2025-04-06	50.92522	4.73669		Leuven	3
5108671982	Natuurpunt:Waarnemingen:344093124	Heracleum mantegazzianum	3034825	2025-04-06	50.92516	4.73666		Leuven	3
5108671976	Natuurpunt:Waarnemingen:344089007	Heracleum mantegazzianum	3034825	2025-04-10	51.09843	4.13195		Hamme	15
5108671816	Natuurpunt:Waarnemingen:343972601	Heracleum mantegazzianum	3034825	2025-04-09	50.9156	4.37058		Vilvoorde	4
5108671753	Natuurpunt:Waarnemingen:343928605	Heracleum mantegazzianum	3034825	2025-04-09	51.12069	2.67647		Koksijde	3
5108671748	Natuurpunt:Waarnemingen:343924447	Heracleum mantegazzianum	3034825	2025-04-06	50.9253	4.73633		Leuven	3
5108671747	Natuurpunt:Waarnemingen:343924429	Heracleum mantegazzianum	3034825	2025-04-06	50.92499	4.73591		Leuven	3
5108671744	Natuurpunt:Waarnemingen:343924406	Heracleum mantegazzianum	3034825	2025-04-06	50.92383	4.73454		Leuven	3
5108671743	Natuurpunt:Waarnemingen:343924393	Heracleum mantegazzianum	3034825	2025-04-06	50.92355	4.73491		Leuven	3
5108671742	Natuurpunt:Waarnemingen:343924389	Heracleum mantegazzianum	3034825	2025-04-06	50.92347	4.73506		Leuven	3
5108671741	Natuurpunt:Waarnemingen:343924384	Heracleum mantegazzianum	3034825	2025-04-06	50.92352	4.73502		Leuven	3
5108671740	Natuurpunt:Waarnemingen:343924375	Heracleum mantegazzianum	3034825	2025-04-06	50.92359	4.73478		Leuven	3
5108671739	Natuurpunt:Waarnemingen:343924370	Heracleum mantegazzianum	3034825	2025-04-06	50.92369	4.73458		Leuven	3
5108671738	Natuurpunt:Waarnemingen:343924366	Heracleum mantegazzianum	3034825	2025-04-06	50.92374	4.73451		Leuven	3
5108671737	Natuurpunt:Waarnemingen:343924352	Heracleum mantegazzianum	3034825	2025-04-06	50.92365	4.73431		Leuven	3
5108671736	Natuurpunt:Waarnemingen:343924339	Heracleum mantegazzianum	3034825	2025-04-06	50.92348	4.73412		Leuven	4
5108671735	Natuurpunt:Waarnemingen:343924334	Heracleum mantegazzianum	3034825	2025-04-06	50.92348	4.73407		Leuven	7
5108671716	Natuurpunt:Waarnemingen:343904219	Heracleum mantegazzianum	3034825	2025-04-03	50.86719	5.01647		Kortenaken	3
5108671714	Natuurpunt:Waarnemingen:343903495	Heracleum mantegazzianum	3034825	2025-04-08	50.73169	5.14146		Gingelom	3
5108671713	Natuurpunt:Waarnemingen:343903490	Heracleum mantegazzianum	3034825	2025-04-08	50.73189	5.14164		Gingelom	2
5108671461	Natuurpunt:Waarnemingen:343728125	Heracleum mantegazzianum	3034825	2025-04-07	50.90291	4.35365		Grimbergen	999
5108671405	Natuurpunt:Waarnemingen:343698052	Heracleum mantegazzianum	3034825	2025-04-07	50.92299	4.09844		Affligem	2
5108671374	Natuurpunt:Waarnemingen:343671646	Heracleum mantegazzianum	3034825	2025-04-04	50.92803	5.70481		Lanaken	999
5108671178	Natuurpunt:Waarnemingen:344343578	Heracleum mantegazzianum	3034825	2025-04-12	51.06415	4.79507		Hulshout	999
5108670976	Natuurpunt:Waarnemingen:344153687	Heracleum mantegazzianum	3034825	2025-03-06	51.21273	2.93328		Oostende	5
5108670913	Natuurpunt:Waarnemingen:344094935	Heracleum mantegazzianum	3034825	2025-04-06	50.92616	4.7421		Leuven	3
5108670912	Natuurpunt:Waarnemingen:344094926	Heracleum mantegazzianum	3034825	2025-04-06	50.9268	4.74117		Leuven	3
5108670910	Natuurpunt:Waarnemingen:344094917	Heracleum mantegazzianum	3034825	2025-04-06	50.92712	4.74053		Leuven	3
5108670909	Natuurpunt:Waarnemingen:344094912	Heracleum mantegazzianum	3034825	2025-04-06	50.9272	4.74039		Leuven	5
5108670908	Natuurpunt:Waarnemingen:344094908	Heracleum mantegazzianum	3034825	2025-04-06	50.92733	4.74025		Leuven	5
5108670907	Natuurpunt:Waarnemingen:344094903	Heracleum mantegazzianum	3034825	2025-04-06	50.92742	4.73986		Leuven	3
5108670903	Natuurpunt:Waarnemingen:344093215	Heracleum mantegazzianum	3034825	2025-04-06	50.92774	4.73926		Leuven	3
5108670902	Natuurpunt:Waarnemingen:344093210	Heracleum mantegazzianum	3034825	2025-04-06	50.92776	4.73923		Leuven	3
5108670901	Natuurpunt:Waarnemingen:344093170	Heracleum mantegazzianum	3034825	2025-04-06	50.92667	4.73785		Leuven	3
5108670900	Natuurpunt:Waarnemingen:344093157	Heracleum mantegazzianum	3034825	2025-04-06	50.92641	4.7376		Leuven	3
5108670899	Natuurpunt:Waarnemingen:344093152	Heracleum mantegazzianum	3034825	2025-04-06	50.92632	4.73748		Leuven	3
5108670898	Natuurpunt:Waarnemingen:344093148	Heracleum mantegazzianum	3034825	2025-04-06	50.9263	4.73745		Leuven	3
5108670897	Natuurpunt:Waarnemingen:344093134	Heracleum mantegazzianum	3034825	2025-04-06	50.92574	4.73674		Leuven	3
5108670805	Natuurpunt:Waarnemingen:344001455	Heracleum mantegazzianum	3034825	2025-04-09	50.93061	4.34737		Grimbergen	8
5108670702	Natuurpunt:Waarnemingen:343924461	Heracleum mantegazzianum	3034825	2025-04-06	50.92522	4.73663		Leuven	3
5108670701	Natuurpunt:Waarnemingen:343924452	Heracleum mantegazzianum	3034825	2025-04-06	50.9253	4.7364		Leuven	3
5108670700	Natuurpunt:Waarnemingen:343924443	Heracleum mantegazzianum	3034825	2025-04-06	50.92511	4.73607		Leuven	3
5108670699	Natuurpunt:Waarnemingen:343924439	Heracleum mantegazzianum	3034825	2025-04-06	50.92508	4.73601		Leuven	3
5108670698	Natuurpunt:Waarnemingen:343924434	Heracleum mantegazzianum	3034825	2025-04-06	50.92506	4.73597		Leuven	3
5108670697	Natuurpunt:Waarnemingen:343924425	Heracleum mantegazzianum	3034825	2025-04-06	50.9249	4.7358		Leuven	3
5108670694	Natuurpunt:Waarnemingen:343924402	Heracleum mantegazzianum	3034825	2025-04-06	50.92379	4.73448		Leuven	3
5108670693	Natuurpunt:Waarnemingen:343924399	Heracleum mantegazzianum	3034825	2025-04-06	50.92373	4.73461		Leuven	3
5108670692	Natuurpunt:Waarnemingen:343924394	Heracleum mantegazzianum	3034825	2025-04-06	50.92358	4.7349		Leuven	3
5108670691	Natuurpunt:Waarnemingen:343924385	Heracleum mantegazzianum	3034825	2025-04-06	50.9235	4.73505		Leuven	3
5108670690	Natuurpunt:Waarnemingen:343924380	Heracleum mantegazzianum	3034825	2025-04-06	50.92353	4.73498		Leuven	4
5108670689	Natuurpunt:Waarnemingen:343924376	Heracleum mantegazzianum	3034825	2025-04-06	50.92369	4.73499		Leuven	8
5108670688	Natuurpunt:Waarnemingen:343924371	Heracleum mantegazzianum	3034825	2025-04-06	50.92367	4.73464		Leuven	3
5108670687	Natuurpunt:Waarnemingen:343924367	Heracleum mantegazzianum	3034825	2025-04-06	50.92371	4.73454		Leuven	3
