gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	mediaType	issue
4134236916	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/167266112	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Idaea	Idaea aversata	SPECIES	Idaea aversata (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844525	4.489468	22	NA	2023-06-13T22:40:45Z	13	6	2023	5146559	5146559	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-13T21:44:35Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4134228732	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/167056353	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantria	Lymantria dispar	SPECIES	Lymantria dispar Linnaeus, 1758	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.975712	3.20091	37	NA	2023-06-12T20:26:28Z	12	6	2023	1820406	1820406	HUMAN_OBSERVATION	iNaturalist	Céline	2023-06-13T20:35:22Z	CC_BY_NC_4_0	vierre	vierre	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4134135813	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166430288	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa atalanta	SPECIES	Vanessa atalanta (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.02375	4.24022	5	NA	2023-06-09T11:06:00Z	9	6	2023	1898286	1898286	HUMAN_OBSERVATION	iNaturalist	Bart Wursten	2023-06-09T16:05:32Z	CC_BY_NC_4_0	Bart Wursten	Bart Wursten	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4134116446	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166895522	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mormo	Mormo maura	SPECIES	Mormo maura (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.28362	4.448888	8	NA	2023-06-11T23:25:40Z	11	6	2023	1761735	1761735	HUMAN_OBSERVATION	iNaturalist	anbalemans	2023-06-11T21:27:46Z	CC0_1_0	anbalemans	anbalemans	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4134105715	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166425315	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria	SPECIES	Pararge aegeria (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.336838	3.228945	9	NA	2023-06-09T17:32:59Z	9	6	2023	8049830	8049830	HUMAN_OBSERVATION	iNaturalist	Chris van Swaay	2023-06-10T21:04:41Z	CC_BY_NC_4_0	laulaton	laulaton	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4134051858	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166535943	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Anania	Anania hortulata	SPECIES	Anania hortulata Linnaeus, 1758	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.847281	4.489302	12	NA	2023-06-10T05:59:09Z	10	6	2023	8858121	8858121	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-10T05:15:01Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133998351	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166293166	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctua	Noctua pronuba	SPECIES	Noctua pronuba Linnaeus, 1758	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.147125	2.761483	100	NA	2023-06-08T15:04:42Z	8	6	2023	1789695	1789695	HUMAN_OBSERVATION	iNaturalist	Johan Devos	2023-06-08T19:20:46Z	CC_BY_NC_4_0	Johan Devos	Johan Devos	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4133975706	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166535986	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea	Apamea monoglypha	SPECIES	Apamea monoglypha (Hufnagel, 1766)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.848058	4.49093	16	NA	2023-06-10T05:59:20Z	10	6	2023	1796145	1796145	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-10T05:15:42Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133958229	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166960273	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Camptogramma	Camptogramma bilineata	SPECIES	Camptogramma bilineata (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.95005	4.314475	14	NA	2023-06-09T16:24:16Z	9	6	2023	4524376	4524376	HUMAN_OBSERVATION	iNaturalist	lodewijkvanbladel	2023-06-12T04:53:23Z	CC_BY_NC_4_0	lodewijkvanbladel	lodewijkvanbladel	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4133916148	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166387073	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	Agrotis exclamationis	SPECIES	Agrotis exclamationis (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.37584	4.986404	100	NA	2023-06-09T12:08:29Z	9	6	2023	1771214	1771214	HUMAN_OBSERVATION	iNaturalist	nick smaers	2023-06-09T10:09:55Z	CC_BY_4_0	nick smaers	nick smaers	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133904432	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166297253	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria	SPECIES	Pararge aegeria (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.03353	4.27984	20	NA	2023-06-06T11:49:00Z	6	6	2023	8049830	8049830	HUMAN_OBSERVATION	iNaturalist	Bart Wursten	2023-06-08T19:46:43Z	CC_BY_NC_4_0	Bart Wursten	Bart Wursten	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4133830265	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/167153515	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	Lycaena phlaeas	SPECIES	Lycaena phlaeas (Linnaeus, 1761)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.277031	3.039267	100	NA	2023-06-12T18:52:23Z	12	6	2023	1929697	1929697	HUMAN_OBSERVATION	iNaturalist	Chris van Swaay	2023-06-13T08:16:10Z	CC_BY_NC_4_0	Denis Chukhlov	Denis Chukhlov	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133822507	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/163669178	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Evergestis	Evergestis extimalis	SPECIES	Evergestis extimalis Scopoli	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.125422	4.477926	100	NA	2023-05-25T18:06:20Z	25	5	2023	1891473	1891473	HUMAN_OBSERVATION	iNaturalist	geertb	2023-05-25T16:35:45Z	CC_BY_NC_4_0	geertb	geertb	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133804726	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166180609	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe	Xanthorhoe fluctuata	SPECIES	Xanthorhoe fluctuata (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844598	4.490042	21	NA	2023-06-08T03:34:25Z	8	6	2023	1986157	1986157	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T02:43:10Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133761941	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166206101	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	Agrotis exclamationis	SPECIES	Agrotis exclamationis (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844487	4.489487	20	NA	2023-06-08T10:30:12Z	8	6	2023	1771214	1771214	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T07:54:58Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133746954	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166073132	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes	Ochlodes venata	SPECIES	Ochlodes sylvanus (Esper, 1777)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.01824	4.286864	8	NA	2023-06-04T17:44:00Z	4	6	2023	1946844	7389824	HUMAN_OBSERVATION	iNaturalist	Bart Wursten	2023-06-07T14:23:58Z	CC_BY_NC_4_0	Bart Wursten	Bart Wursten	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4133739039	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166194672	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Cyclophora	Cyclophora linearia	SPECIES	Cyclophora linearia (Hübner)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844485	4.489482	20	NA	2023-06-08T07:08:40Z	8	6	2023	7443518	7443518	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T05:20:07Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133715614	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166180948	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Hypomecis	Hypomecis punctinalis	SPECIES	Hypomecis punctinalis (Scopoli, 1763)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844591	4.490113	87	NA	2023-06-08T03:32:50Z	8	6	2023	4524638	4524638	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T02:46:45Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133690513	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166180857	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Peribatodes	Peribatodes rhomboidaria	SPECIES	Peribatodes rhomboidaria (Denis & Schiffermüller), 1775	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.84461	4.49007	50	NA	2023-06-08T03:34:14Z	8	6	2023	1957572	1957572	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T02:45:51Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133661103	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166139537	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortrix	Tortrix viridana	SPECIES	Tortrix viridana (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844798	4.489757	100	NA	2023-06-07T22:26:17Z	7	6	2023	5104442	5104442	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-07T21:30:38Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133645726	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166073125	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria	SPECIES	Pararge aegeria (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.01835	4.28676	4	NA	2023-06-04T17:41:00Z	4	6	2023	8049830	8049830	HUMAN_OBSERVATION	iNaturalist	Bart Wursten	2023-06-07T14:23:56Z	CC_BY_NC_4_0	Bart Wursten	Bart Wursten	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4133636705	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166181665	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Spilosoma	Spilosoma lubricipeda	SPECIES	Spilosoma lubricipeda Linnaeus, 1758	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.84461	4.490096	21	NA	2023-06-08T03:33:55Z	8	6	2023	1811896	1811896	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T02:51:50Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133625714	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166138381	Animalia	Arthropoda	Insecta	Lepidoptera	Pterophoridae	Emmelina	Emmelina monodactyla	SPECIES	Emmelina monodactyla (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844777	4.489758	100	NA	2023-06-07T22:17:13Z	7	6	2023	1859046	1859046	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-07T21:22:28Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133604282	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166195045	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	Agrotis exclamationis	SPECIES	Agrotis exclamationis (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844489	4.489486	20	NA	2023-06-08T07:17:27Z	8	6	2023	1771214	1771214	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T05:25:41Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4133591948	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166181277	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cydia	Cydia pomonella	SPECIES	Cydia pomonella (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.84484	4.489687	100	NA	2023-06-08T03:36:07Z	8	6	2023	1737847	1737847	HUMAN_OBSERVATION	iNaturalist	Thomas Hirsch	2023-06-08T02:48:26Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4130296413	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/165696032	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambus	Crambus pascuella	SPECIES	Crambus pascuella Linnaeus, 1758	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.844667	4.490238	104	NA	2023-06-05T12:24:34Z	5	6	2023	1880064	1880064	HUMAN_OBSERVATION	iNaturalist	grazianobassi	2023-06-05T14:03:00Z	CC0_1_0	Thomas Hirsch	Thomas Hirsch	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4130285391	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/165858203	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa cardui	SPECIES	Vanessa cardui (Linnaeus, 1758)	BE	NA	Vlaanderen	PRESENT	NA	28eb1a3f-1c15-4a95-931a-4af90ecb574d	51.02525	4.28613	20	NA	2023-06-04T18:19:00Z	4	6	2023	4299368	4299368	HUMAN_OBSERVATION	iNaturalist	Bart Wursten	2023-06-06T06:58:36Z	CC_BY_NC_4_0	Bart Wursten	Bart Wursten	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
