key	scientificName	locationId	kingdom	first_observed
152543236	Lophocolea semiteres (Lehm.) Mitt.	ISO_3166:BE-VLG	Plantae	1956
152543248	Ilex ×altaclerensis (Loud.) Dallim.	ISO_3166:BE-VLG	Plantae	2006
152543250	Ilex crenata Thunb.	ISO_3166:BE-VLG	Plantae	2012
152543251	Ilex ×meserveae S.Y.Hu	ISO_3166:BE-VLG	Plantae	2014
152543252	Rupicapra rupicapra (Linnaeus, 1758)	ISO_3166:BE-WAL	Animalia	2013
152543254	Ovis ammon (Linnaeus, 1758)	ISO_3166:BE-WAL	Animalia	2018
152543258	Dama dama (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	2018
152543260	Cervus nippon Temminck, 1838	ISO_3166:BE-VLG	Animalia	2018
152543264	Muntiacus reevesi (Ogilby, 1839)	ISO_3166:BE-VLG	Animalia	2005
152543269	Ondatra zibethicus (Linnaeus, 1766)	ISO_3166:BE-VLG	Animalia	2018
152543273	Myocastor coypus (Molina, 1782)	ISO_3166:BE-VLG	Animalia	2018
152543277	Castor canadensis Kuhl, 1820	ISO_3166:BE-VLG	Animalia	2018
152543282	Hydrochoerus hydrochaeris (Linnaeus, 1766)	ISO_3166:BE-VLG	Animalia	2003
152543284	Dolichotis patagonum (Zimmermann, 1780)	ISO_3166:BE-VLG	Animalia	2014
152543289	Meriones unguiculatus (Milne-Edwards, 1867)	ISO_3166:BE-VLG	Animalia	2010
152543292	Melia azedarach L.	ISO_3166:BE-VLG	Plantae	2006
152543293	Rattus norvegicus (Berkenhout, 1769)	ISO_3166:BE-VLG	Animalia	2018
152543299	Sciurus carolinensis Gmelin, 1788	ISO_3166:BE-VLG	Animalia	2000
152543300	Sciurus niger Linnaeus, 1758	ISO_3166:BE-WAL	Animalia	2014
152543304	Tamias sibiricus (Laxmann, 1769)	ISO_3166:BE-BRU	Animalia	2018
152543304	Tamias sibiricus (Laxmann, 1769)	ISO_3166:BE-VLG	Animalia	1976
152543309	Cynomys ludovicianus (Ord, 1815)	ISO_3166:BE-VLG	Animalia	2018
152543313	Callosciurus prevostii (Desmarest, 1822)	ISO_3166:BE-VLG	Animalia	2011
152543314	Callosciurus erythraeus (Pallas, 1779)	ISO_3166:BE-VLG	Animalia	2004
152543316	Tamiasciurus hudsonicus (Erxleben, 1777)	ISO_3166:BE-VLG	Animalia	2015
152543323	Mephitis mephitis (Schreber, 1776)	ISO_3166:BE-VLG	Animalia	2014
152543327	Procyon cancrivorus G	ISO_3166:BE-VLG	Animalia	2006
152543329	Procyon lotor (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	1980
152543329	Procyon lotor (Linnaeus, 1758)	ISO_3166:BE-WAL	Animalia	1986
152543332	Nasua nasua (Linnaeus, 1766)	ISO_3166:BE-VLG	Animalia	2007
152543337	Felis catus Linnaeus, 1758	ISO_3166:BE-VLG	Animalia	2018
152543341	Nyctereutes procyonoides (Gray, 1834)	ISO_3166:BE-VLG	Animalia	2018
152543348	Sarcophilus harrisii (Boitard, 1841)	ISO_3166:BE-VLG	Animalia	2007
152543350	Cardiospermum halicacabum L.	ISO_3166:BE-VLG	Plantae	1994
152543351	Cardiospermum grandiflorum Sw.	ISO_3166:BE-WAL	Plantae	1959
152543356	Oryctolagus cuniculus (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	2018
152543365	Pleurodeles waltl Michahelles, 1830	ISO_3166:BE-VLG	Animalia	2011
152543366	Acer monspessulanum L.	ISO_3166:BE-VLG	Plantae	2015
152543372	Triturus marmoratus (Latreille, 1800)	ISO_3166:BE-VLG	Animalia	2018
152543377	Rhinella marina (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	2010
152543379	Acer rubrum L.	ISO_3166:BE-VLG	Plantae	2008
152543383	Xenopus laevis (Daudin, 1802)	ISO_3166:BE-VLG	Animalia	2006
152543383	Xenopus laevis (Daudin, 1802)	ISO_3166:BE-WAL	Animalia	2006
152543388	Lithobates catesbeianus (Shaw, 1802)	ISO_3166:BE-VLG	Animalia	1996
152543388	Lithobates catesbeianus (Shaw, 1802)	ISO_3166:BE-WAL	Animalia	1992
152543390	Pelophylax ridibundus (Pallas, 1771)	ISO_3166:BE-BRU	Animalia	2006
152543390	Pelophylax ridibundus (Pallas, 1771)	ISO_3166:BE-VLG	Animalia	1975
152543390	Pelophylax ridibundus (Pallas, 1771)	ISO_3166:BE-WAL	Animalia	2020
152543391	Aesculus parviflora Walter	ISO_3166:BE-VLG	Plantae	2013
152543392	Pelophylax bedriagae (Camerano, 1882)	ISO_3166:BE-BRU	Animalia	2004
152543392	Pelophylax bedriagae (Camerano, 1882)	ISO_3166:BE-VLG	Animalia	2000
152543392	Pelophylax bedriagae (Camerano, 1882)	ISO_3166:BE-WAL	Animalia	2020
152543399	Ammannia coccinea Rottb.	ISO_3166:BE-VLG	Plantae	2016
152543413	Lopezia racemosa Cav.	ISO_3166:BE-VLG	Plantae	1978
152543417	Oreochromis niloticus (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	1990
152543421	Ponticola kessleri (Günther, 1861)	ISO_3166:BE-VLG	Animalia	2012
152543422	Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.	ISO_3166:BE-VLG	Plantae	2012
152543426	Gobiosoma bosc (Lacepède, 1800)	ISO_3166:BE-VLG	Animalia	2018
152543430	Neogobius melanostomus (Pallas, 1814)	ISO_3166:BE-VLG	Animalia	2010
152543432	Neogobius fluviatilis (Pallas, 1814)	ISO_3166:BE-VLG	Animalia	2015
152543436	Proterorhinus semilunaris (Heckel, 1837)	ISO_3166:BE-VLG	Animalia	2010
152543440	Oenothera suaveolens Desf. ex Pers.	ISO_3166:BE-VLG	Plantae	2015
152543458	Oenothera curtiflora W.L.Wagner & Hoch	ISO_3166:BE-WAL	Plantae	1958
152543459	Oenothera paradoxa Hudziok	ISO_3166:BE-VLG	Plantae	2001
152543464	Oenothera royfraseri R.R.Gates	ISO_3166:BE-VLG	Plantae	2007
152543465	Acipenser baerii Brandt, 1869	ISO_3166:BE-VLG	Animalia	2001
152543466	Oenothera subterminalis R.R.Gates	ISO_3166:BE-WAL	Plantae	1979
152543467	Oenothera rubricauloides Rostanski	ISO_3166:BE-VLG	Plantae	2007
152543468	Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833	ISO_3166:BE-VLG	Animalia	2005
152543470	Acipenser ruthenus Linnaeus, 1758	ISO_3166:BE-VLG	Animalia	2000
152543473	Oenothera moravica V.Jehlík & Rostanski	ISO_3166:BE-VLG	Plantae	2017
152543481	Clarias gariepinus (Burchell, 1822)	ISO_3166:BE-VLG	Animalia	1980
152543497	Epilobium dodonaei Vill.	ISO_3166:BE-WAL	Plantae	1992
152543500	Epilobium ×floridulum Smejkal	ISO_3166:BE-VLG	Plantae	1965
152543535	Ballerus ballerus (Linnaeus, 1758)	ISO_3166:BE-VLG	Animalia	2016
152543538	Pimephales promelas Rafinesque, 1820	ISO_3166:BE-VLG	Animalia	1984
152543541	Euonymus japonicus Thunb.	ISO_3166:BE-VLG	Plantae	2010
152543545	Euonymus alatus (Thunb.) Siebold	ISO_3166:BE-VLG	Plantae	2011
152543546	Pseudorasbora parva (Temminck & Schlegel, 1846)	ISO_3166:BE-VLG	Animalia	1992
152543548	Hypophthalmichthys nobilis (Richardson, 1845)	ISO_3166:BE-VLG	Animalia	1975
152543550	Hypophthalmichthys molitrix (Valenciennes, 1844)	ISO_3166:BE-VLG	Animalia	1975
152543553	Ctenopharyngodon idella (Valenciennes, 1844)	ISO_3166:BE-VLG	Animalia	1967
152543557	Scaevola aemula R.Br.	ISO_3166:BE-VLG	Plantae	2014
152543565	Menetus dilatatus (Gould, 1841)	ISO_3166:BE-VLG	Animalia	1998
152543566	Campanula poscharskyana Degen	ISO_3166:BE-VLG	Plantae	2001
152543570	Campanula erinus L.	ISO_3166:BE-VLG	Plantae	1999
152543575	Campanula lactiflora M.Bieb.	ISO_3166:BE-VLG	Plantae	2000
152543587	Lobelia sessilifolia Lamb.	ISO_3166:BE-VLG	Plantae	2004
152543589	Lobelia pedunculata R.Br.	ISO_3166:BE-VLG	Plantae	2003
152543593	Arion vulgaris Moquin-Tandon, 1855	ISO_3166:BE-VLG	Animalia	2018
152543596	Trachelium caeruleum L.	ISO_3166:BE-VLG	Plantae	2005
152543602	Triodanis perfoliata (L.) Nieuwl.	ISO_3166:BE-VLG	Plantae	2018
152543605	Platycodon grandiflorus (Jacq.) A.DC.	ISO_3166:BE-VLG	Plantae	2013
152543609	Deroceras panormitanum (Lessona & Pollonera, 1882)	ISO_3166:BE-VLG	Animalia	1972
152543624	Hygromia cinctella (Draparnaud, 1801)	ISO_3166:BE-VLG	Animalia	2018
152543624	Hygromia cinctella (Draparnaud, 1801)	ISO_3166:BE-WAL	Animalia	1994
152543629	Boettgerilla pallens Simroth, 1912	ISO_3166:BE-VLG	Animalia	1971
152543639	Tandonia sowerbyi (A.Férussac, 1823)	ISO_3166:BE-VLG	Animalia	1981
152543641	Milax gagates (Draparnaud, 1801)	ISO_3166:BE-VLG	Animalia	2018
152543646	Xerosecta cespitum (Draparnaud, 1801)	ISO_3166:BE-VLG	Animalia	1965
152543649	Cernuella aginnica (Locard, 1882)	ISO_3166:BE-VLG	Animalia	2018
152543652	Chondrilla juncea L.	ISO_3166:BE-VLG	Plantae	2004
152543656	Trochoidea elegans (Gmelin, 1791)	ISO_3166:BE-VLG	Animalia	1976
152543663	Tasserkidrilus americanus (Brinkhurst & Cook, 1966)	ISO_3166:BE-VLG	Animalia	2006
152543667	Bratislavia dadayi (Michaelsen, 1905)	ISO_3166:BE-VLG	Animalia	2002
152543671	Monopylephorus limosus (Hatai, 1898)	ISO_3166:BE-VLG	Animalia	2002
152543676	Quistadrilus multisetosus (Smith, 1900)	ISO_3166:BE-VLG	Animalia	1996
152543682	Psammoryctides moravicus (Hrabĕ, 1934)	ISO_3166:BE-VLG	Animalia	2008
152543683	Bidens triplinervia var. macrantha (Wedd.) Sherff	ISO_3166:BE-VLG	Plantae	2000
152543685	Bidens radiata Thuill.	ISO_3166:BE-VLG	Plantae	2005
152543686	Branchiodrilus hortensis (Stephenson, 1910)	ISO_3166:BE-VLG	Animalia	2010
152543692	Potamothrix heuscheri (Bretscher, 1900)	ISO_3166:BE-VLG	Animalia	2014
152543694	Bidens vulgata Greene	ISO_3166:BE-VLG	Plantae	2000
152543695	Potamothrix vejdovskyi (Hrabĕ, 1941)	ISO_3166:BE-VLG	Animalia	2009
152543699	Limnodrilus cervix Brinkhurst, 1963	ISO_3166:BE-VLG	Animalia	2009
152543706	Hypania invalida (Grube, 1860)	ISO_3166:BE-VLG	Animalia	2000
152543710	Solidago altissima L.	ISO_3166:BE-VLG	Plantae	2016
152543712	Laonome calida Capa, 2007	ISO_3166:BE-VLG	Animalia	2014
152543718	Ficopomatus enigmaticus (Fauvel, 1923)	ISO_3166:BE-VLG	Animalia	1950
152543725	Marenzelleria neglecta Sikorski & Bick, 2004	ISO_3166:BE-VLG	Animalia	2008
152543727	Marenzelleria viridis (Verrill, 1873)	ISO_3166:BE-VLG	Animalia	1995
152543736	Tragopogon ×mirabilis Rouy	ISO_3166:BE-VLG	Plantae	2000
152543738	Sinanodonta woodiana (I.Lea, 1834)	ISO_3166:BE-VLG	Animalia	1999
152543758	Dahlia coccinea Cav.	ISO_3166:BE-VLG	Plantae	2015
152543762	Aster amellus L.	ISO_3166:BE-BRU	Plantae	1951
152543765	Aster ageratoides Turcz.	ISO_3166:BE-VLG	Plantae	2014
152543778	Corbicula fluminea (O.F.Müller, 1774)	ISO_3166:BE-VLG	Animalia	1992
152543779	Emilia fosbergii Nicolson	ISO_3166:BE-VLG	Plantae	1997
152543781	Corbicula fluminalis (O.F.Müller, 1774)	ISO_3166:BE-VLG	Animalia	1992
152543786	Helenium ×clementii Verloove & Lambinon	ISO_3166:BE-WAL	Plantae	1972
152543787	Rangia cuneata (G.B.Sowerby I, 1832)	ISO_3166:BE-VLG	Animalia	2004
152543793	Dimorphotheca pluvialis (L.) Moench	ISO_3166:BE-VLG	Plantae	2007
152543796	Iva annua L.	ISO_3166:BE-VLG	Plantae	1994
152543800	Eupatorium perfoliatum L.	ISO_3166:BE-VLG	Plantae	2007
152543805	Ensis directus (Conrad, 1844)	ISO_3166:BE-VLG	Animalia	1987
152543809	Ligularia dentata (A.Gray) Hara	ISO_3166:BE-VLG	Plantae	2010
152543811	Heliopsis helianthoides (L.) Sweet	ISO_3166:BE-VLG	Plantae	2006
152543814	Meloidogyne artiellia Franklin, 1961	ISO_3166:BE-WAL	Animalia	2011
152543818	Tithonia rotundifolia (Mill.) S.F.Blake	ISO_3166:BE-VLG	Plantae	2015
152543820	Mastophorus Diesing, 1853	ISO_3166:BE-VLG	Animalia	2004
152543821	Vernonia fasciculata Michx.	ISO_3166:BE-VLG	Plantae	2013
152543827	Ageratina altissima (L.) R.King & H.Rob.	ISO_3166:BE-WAL	Plantae	1953
152543833	Sinelobus vanhaareni Bamber, 2014	ISO_3166:BE-VLG	Animalia	2007
152543839	Hemimysis anomala G.O.Sars, 1907	ISO_3166:BE-VLG	Animalia	1999
152543842	Limnomysis benedeni Czerniavsky, 1882	ISO_3166:BE-VLG	Animalia	2005
152543849	Rhithropanopeus harrisii (Gould, 1841)	ISO_3166:BE-VLG	Animalia	1991
152543854	Palaemon macrodactylus Rathbun, 1902	ISO_3166:BE-VLG	Animalia	1999
152543856	Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.	ISO_3166:BE-VLG	Plantae	2003
152543858	Crepis bursifolia L.	ISO_3166:BE-VLG	Plantae	2016
152543859	Pacifastacus leniusculus (Dana, 1852)	ISO_3166:BE-VLG	Animalia	1986
152543866	Procambarus clarkii (Girard, 1852)	ISO_3166:BE-VLG	Animalia	2008
152543870	Anacyclus radiatus Loisel.	ISO_3166:BE-VLG	Plantae	1998
152543877	Callinectes sapidus Rathbun, 1896	ISO_3166:BE-VLG	Animalia	1993
152543886	Hemigrapsus takanoi Asakura & Watanabe, 2005	ISO_3166:BE-VLG	Animalia	2003
152543888	Melampodium montanum Benth.	ISO_3166:BE-VLG	Plantae	2003
152543889	Hemigrapsus sanguineus (De Haan, 1835)	ISO_3166:BE-VLG	Animalia	2006
152543890	Melampodium perfoliatum (Cav.) Kunth	ISO_3166:BE-VLG	Plantae	1995
152543897	Jaera istri Veuille, 1979	ISO_3166:BE-VLG	Animalia	2000
152543901	Eutrochium maculatum (L.) E.E.Lamont	ISO_3166:BE-VLG	Plantae	2004
152543903	Eutrochium purpureum (L.) E.E.Lamont	ISO_3166:BE-VLG	Plantae	2009
152543904	Cordioniscus stebbingi (Patience, 1907)	ISO_3166:BE-VLG	Animalia	1956
152543907	Synarmadillo Dollfus, 1892	ISO_3166:BE-VLG	Animalia	2015
152543911	Reductoniscus costulatus Kesselyak, 1930	ISO_3166:BE-VLG	Animalia	2015
152543918	Nagurus cristatus (Dollfus, 1889)	ISO_3166:BE-VLG	Animalia	2015
152543924	Proasellus coxalis (Dollfus, 1892)	ISO_3166:BE-VLG	Animalia	1998
152543929	Synidotea laticauda Benedict, 1897	ISO_3166:BE-VLG	Animalia	2005
152543938	Chelicorophium curvispinum (G.O.Sars, 1895)	ISO_3166:BE-VLG	Animalia	1990
152543939	Rhaponticum repens (L.) Hidalgo	ISO_3166:BE-VLG	Plantae	1956
152543942	Monocorophium sextonae (Crawford, 1937)	ISO_3166:BE-VLG	Animalia	1993
152543947	Caprella mutica Schurin, 1935	ISO_3166:BE-VLG	Animalia	1998
152543950	Centaurea pectinata L.	ISO_3166:BE-WAL	Plantae	2004
152543953	Incisocalliope aestuarius (Watling & Maurer, 1973)	ISO_3166:BE-VLG	Animalia	1996
152543963	Centaurea calocephala Willd.	ISO_3166:BE-VLG	Plantae	2014
152543968	Echinogammarus trichiatus (Martynov, 1932)	ISO_3166:BE-VLG	Animalia	2009
152543975	Dikerogammarus villosus (Sowinsky, 1894)	ISO_3166:BE-VLG	Animalia	1997
152543983	Gammarus tigrinus Sexton, 1939	ISO_3166:BE-VLG	Animalia	1991
152543986	Anaphalis triplinervis (Sims) C.B.Clarke	ISO_3166:BE-VLG	Plantae	2005
152543987	Synurella ambulans (F.Müller, 1846)	ISO_3166:BE-VLG	Animalia	2003
152543992	Crangonyx pseudogracilis Bousfield, 1958	ISO_3166:BE-VLG	Animalia	1992
152543993	Catananche caerulea L.	ISO_3166:BE-VLG	Plantae	1953
152543997	Adenostyles alliariae (Gouan) A.Kern.	ISO_3166:BE-WAL	Plantae	1971
152543999	Melita nitida Smith, 1873	ISO_3166:BE-VLG	Animalia	1996
152544002	Coreopsis lanceolata L.	ISO_3166:BE-VLG	Plantae	2001
152544007	Helichrysum petiolare Hilliard & B.L.Burtt	ISO_3166:BE-VLG	Plantae	2008
152544009	Helichrysum italicum (Roth) G.Don	ISO_3166:BE-VLG	Plantae	2009
152544011	Amphibalanus reticulatus (Utinomi, 1967)	ISO_3166:BE-VLG	Animalia	1997
152544016	Amberboa moschata (L.) DC.	ISO_3166:BE-BRU	Plantae	1952
152544017	Amphibalanus amphitrite (Darwin, 1854)	ISO_3166:BE-VLG	Animalia	1952
152544023	Megabalanus coccopoma (Darwin, 1854)	ISO_3166:BE-VLG	Animalia	1997
152544030	Artemisia sieversiana Ehrh. ex Willd.	ISO_3166:BE-VLG	Plantae	2011
152544031	Artemisia princeps Pamp.	ISO_3166:BE-VLG	Plantae	2011
152544035	Austrominius modestus (Darwin, 1854)	ISO_3166:BE-VLG	Animalia	1950
152544039	Achillea salicifolia subsp. salicifolia	ISO_3166:BE-VLG	Plantae	1986
152544041	Achillea ageratum L.	ISO_3166:BE-VLG	Plantae	1953
152544050	Erigeron ×flahaultianus Thell.	ISO_3166:BE-VLG	Plantae	2002
152544067	Santolina chamaecyparissus L.	ISO_3166:BE-VLG	Plantae	1953
152544070	Uroctea durandi (Latreille, 1809)	ISO_3166:BE-VLG	Animalia	2018
152544075	Oecobius amboseli Shear & Benoit, 1974	ISO_3166:BE-VLG	Animalia	2007
152544076	Oecobius navus Blackwall, 1859	ISO_3166:BE-VLG	Animalia	1985
152544080	Heteropoda venatoria (Linnaeus, 1767)	ISO_3166:BE-VLG	Animalia	1999
152544081	Olios (Walckenaer, 1806)	ISO_3166:BE-VLG	Animalia	2011
152544083	Olios argelasius (Walckenaer, 1806)	ISO_3166:BE-VLG	Animalia	2011
152544084	Nolavia Kammerer, 2006	ISO_3166:BE-VLG	Animalia	2016
152544085	Cerbalus Simon, 1897	ISO_3166:BE-VLG	Animalia	2000
152544087	Pilosella fuscoatra (Nägeli & Peter) Soják	ISO_3166:BE-VLG	Plantae	2006
152544089	Nephila Leach, 1815	ISO_3166:BE-VLG	Animalia	2010
152544091	Pilosella stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.	ISO_3166:BE-VLG	Plantae	2016
152544093	Neoscona nautica (L.Koch, 1875)	ISO_3166:BE-VLG	Animalia	2001
152544098	Hasarius adansoni (Audouin, 1826)	ISO_3166:BE-VLG	Animalia	2001
152544103	Philaeus chrysops (Poda, 1761)	ISO_3166:BE-VLG	Animalia	2014
152544105	Phidippus C.L.Koch, 1846	ISO_3166:BE-VLG	Animalia	2009
152544108	Saitis barbipes (Simon, 1868)	ISO_3166:BE-VLG	Animalia	2006
152544108	Saitis barbipes (Simon, 1868)	ISO_3166:BE-WAL	Animalia	2013
152544111	Parthenium hysterophorus L.	ISO_3166:BE-VLG	Plantae	1999
152544112	Pellenes geniculatus (Simon, 1868)	ISO_3166:BE-VLG	Animalia	2001
152544115	Evarcha jucunda (Lucas, 1846)	ISO_3166:BE-VLG	Animalia	1995
152544118	Plexippus paykulli (Audouin, 1826)	ISO_3166:BE-VLG	Animalia	2001
152544120	Petasites japonicus (Siebold & Zucc.) Maxim.	ISO_3166:BE-VLG	Plantae	1989
152544122	Heliophanus kochii Simon, 1868	ISO_3166:BE-VLG	Animalia	2006
152544126	Macaroeris nidicolens (Walckenaer, 1802)	ISO_3166:BE-VLG	Animalia	2006
152544130	Sinacalia tangutica (Maxim.) B.Nord.	ISO_3166:BE-VLG	Plantae	2004
152544131	Cheiracanthium furculatum Karsch, 1879	ISO_3166:BE-VLG	Animalia	2013
152544135	Cryptachaea blattea (Urquhart, 1886)	ISO_3166:BE-VLG	Animalia	2002
152544136	Cryptachaea veruculata (Urquhart, 1886)	ISO_3166:BE-VLG	Animalia	1992
152544141	Nesticodes rufipes (Lucas, 1846)	ISO_3166:BE-VLG	Animalia	2004
152544145	Euryopis episinoides (Walckenaer, 1847)	ISO_3166:BE-VLG	Animalia	2002
152544148	Coleosoma floridanum Banks, 1900	ISO_3166:BE-VLG	Animalia	2014
152544151	Steatoda nobilis (Thorell, 1875)	ISO_3166:BE-VLG	Animalia	2009
152544152	Steatoda paykulliana (Walckenaer, 1806)	ISO_3166:BE-VLG	Animalia	1999
152544153	Helianthus salicifolius A.Dietr.	ISO_3166:BE-VLG	Plantae	1952
152544155	Steatoda grossa (C.L.Koch, 1838)	ISO_3166:BE-VLG	Animalia	1978
152544156	Helianthus decapetalus L.	ISO_3166:BE-VLG	Plantae	2011
152544161	Hadrotarsus ornatus Hickman, 1943	ISO_3166:BE-VLG	Animalia	1999
152544162	Cirsium rivulare (Jacq.) All.	ISO_3166:BE-VLG	Plantae	1972
152544165	Latrodectus mactans (Fabricius, 1775)	ISO_3166:BE-VLG	Animalia	1967
152544165	Latrodectus mactans (Fabricius, 1775)	ISO_3166:BE-WAL	Animalia	1996
152544166	Cirsium ×subalpinum Gaudich.	ISO_3166:BE-VLG	Plantae	1972
152544167	Latrodectus hasselti Thorell, 1870	ISO_3166:BE-VLG	Animalia	1999
152544168	Latrodectus geometricus C.L.Koch, 1841	ISO_3166:BE-VLG	Animalia	2006
152544170	Latrodectus hesperus Chamberlin & Ivie, 1935	ISO_3166:BE-VLG	Animalia	2013
152544172	Gutenbergia rueppellii Sch.Bip.	ISO_3166:BE-VLG	Plantae	2013
152544174	Zoropsis spinimana (Dufour, 1820)	ISO_3166:BE-VLG	Animalia	2004
152544178	Rudbeckia amplexicaulis Vahl	ISO_3166:BE-BRU	Plantae	1950
152544179	Brachypelma albopilosum Valerio, 1980	ISO_3166:BE-VLG	Animalia	1986
152544182	Grammostola rosea (Walckenaer, 1837)	ISO_3166:BE-VLG	Animalia	2008
152544186	Phormictopus cancerides (Latreille, 1806)	ISO_3166:BE-VLG	Animalia	2008
152544188	Chaetopelma olivaceum (C.L.Koch, 1841)	ISO_3166:BE-VLG	Animalia	2011
152544194	Selenops radiatus Latreille, 1819	ISO_3166:BE-VLG	Animalia	2004
152544199	Holocnemus pluchei (Scopoli, 1763)	ISO_3166:BE-VLG	Animalia	1994
152544202	Spermophora senoculata (Dugès, 1836)	ISO_3166:BE-VLG	Animalia	1998
152544205	Micropholcus fauroti (Simon, 1887)	ISO_3166:BE-VLG	Animalia	2001
152544209	Crossopriza lyoni (Blackwall, 1867)	ISO_3166:BE-VLG	Animalia	2001
152544210	Pholcus Walckenaer, 1805	ISO_3166:BE-VLG	Animalia	2015
152544212	Pholcus opilionoides (Schrank, 1781)	ISO_3166:BE-VLG	Animalia	2003
152544214	Artema atlanta Walckenaer, 1837	ISO_3166:BE-VLG	Animalia	2001
152544220	Phoneutria boliviensis (F.O.Pickard-Cambridge, 1897)	ISO_3166:BE-VLG	Animalia	2015
152544221	Phoneutria nigriventer (Keyserling, 1891)	ISO_3166:BE-VLG	Animalia	1986
152544229	Triaeris stenaspis Simon, 1892	ISO_3166:BE-VLG	Animalia	2018
152544234	Erigone dentosa O.Pickard-Cambridge, 1894	ISO_3166:BE-VLG	Animalia	2012
152544238	Mermessus denticulatus (Banks, 1898)	ISO_3166:BE-VLG	Animalia	1997
152544242	Cynara cardunculus L.	ISO_3166:BE-VLG	Plantae	2015
152544244	Cynara scolymus L.	ISO_3166:BE-VLG	Plantae	2015
152544246	Callobius nomeus (Chamberlin, 1919)	ISO_3166:BE-VLG	Animalia	2014
152544249	Argyranthemum frutescens (L.) Sch.Bip.	ISO_3166:BE-VLG	Plantae	2017
152544250	Uloborus plumipes Lucas, 1846	ISO_3166:BE-VLG	Animalia	1984
152544253	Thanatus vulgaris Simon, 1870	ISO_3166:BE-VLG	Animalia	1999
152544257	Macrothele calpeiana (Walckenaer, 1805)	ISO_3166:BE-VLG	Animalia	2008
152544257	Macrothele calpeiana (Walckenaer, 1805)	ISO_3166:BE-WAL	Animalia	2014
152544270	Fulvius subnitens Poppius, 1909	ISO_3166:BE-VLG	Animalia	2008
