key,nubKey,nameKey,taxonID,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,numDescendants,lastCrawled,lastInterpreted,issues,class
164615015,5802625,32844325,eurobutt-checklist:taxon:76cabe31093904bebabbb01961f0cd77,Animalia,Arthropoda,Lepidoptera,Papilionidae,Zerynthia,Zerynthia cassandra,196469383,196469384,196469385,196469386,196469387,196469390,164615015,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469390,Zerynthia,"Zerynthia cassandra (Geyer, 1828)",Zerynthia cassandra,Italian Festoon,"(Geyer, 1828) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.661+00:00,scina,Insecta
164615016,5141262,24511124,eurobutt-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f,Animalia,Arthropoda,Lepidoptera,Papilionidae,Zerynthia,Zerynthia polyxena,196469383,196469384,196469385,196469386,196469387,196469390,164615016,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469390,Zerynthia,"Zerynthia polyxena (Denis & Schiffermüller), 1775",Zerynthia polyxena,Southern Festoon,"(Denis & Schiffermüller) , 1775",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.650+00:00,scina,Insecta
164615017,5141291,11975048,eurobutt-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa,Animalia,Arthropoda,Lepidoptera,Papilionidae,Zerynthia,Zerynthia cerisy,196469383,196469384,196469385,196469386,196469387,196469390,164615017,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469390,Zerynthia,"Zerynthia cerisy (Godart, 1824)",Zerynthia cerisy,Eastern Festoon,"(Godart, 1824) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.664+00:00,"disinv,scina",Insecta
164615019,1938050,16132606,eurobutt-checklist:taxon:ff51b8afda3c84f33d437a76b07c25f1,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio hospiton,196469383,196469384,196469385,196469386,196469387,196469392,164615019,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469392,Papilio,"Papilio hospiton Gené, 1839",Papilio hospiton,Corsican Swallowtail,"Gené, 1839",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.680+00:00,scina,Insecta
164615020,8225376,8130669,eurobutt-checklist:taxon:b15021538a9e92f35f92744882f86dc8,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,196469383,196469384,196469385,196469386,196469387,196469392,164615020,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469392,Papilio,"Papilio machaon Linnaeus, 1758",Papilio machaon,Swallowtail,"Linnaeus, 1758",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.682+00:00,"disinv,scina",Insecta
164615021,1938131,8126934,eurobutt-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio alexanor,196469383,196469384,196469385,196469386,196469387,196469392,164615021,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469392,Papilio,"Papilio alexanor Esper, 1800",Papilio alexanor,Southern Swallowtail,"Esper, 1800",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.685+00:00,"disinv,scina",Insecta
164615024,1919346,2102407,eurobutt-checklist:taxon:910516de18c3f3797d3852b36f8a0e25,Animalia,Arthropoda,Lepidoptera,Pieridae,Catopsilia,Catopsilia florella,196469383,196469384,196469385,196469386,196469395,196469399,164615024,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469399,Catopsilia,"Catopsilia florella (Fabricius, 1775)",Catopsilia florella,African Migrant,"(Fabricius, 1775) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.768+00:00,scina,Insecta
164615026,1920218,858460,eurobutt-checklist:taxon:971fecf94304a1e6f5712d41252409b0,Animalia,Arthropoda,Lepidoptera,Pieridae,Aporia,Aporia crataegi,196469383,196469384,196469385,196469386,196469395,196469403,164615026,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469403,Aporia,"Aporia crataegi (Linnaeus, 1758)",Aporia crataegi,Black-veined White,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.799+00:00,"disinv,scina",Insecta
164615028,1920707,4788418,eurobutt-checklist:taxon:dc143f0df61fb686ee1dfae8dba78b41,Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx farinosa,196469383,196469384,196469385,196469386,196469395,196469405,164615028,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469405,Gonepteryx,"Gonepteryx farinosa (Zeller, 1847)",Gonepteryx farinosa,Powdered Brimstone,"(Zeller, 1847) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.818+00:00,"disinv,scina",Insecta
164615029,1920712,4788583,eurobutt-checklist:taxon:e779ed075b3da595b5e6667cba256903,Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx rhamni,196469383,196469384,196469385,196469386,196469395,196469405,164615029,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469405,Gonepteryx,"Gonepteryx rhamni (Linnaeus, 1758)",Gonepteryx rhamni,Brimstone,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.816+00:00,"disinv,scina",Insecta
164615030,4535271,32844326,eurobutt-checklist:taxon:ce84d311b4e49b1e0937dc8df7562896,Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx cleobule,196469383,196469384,196469385,196469386,196469395,196469405,164615030,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469405,Gonepteryx,"Gonepteryx cleobule (Hübner, 1831)",Gonepteryx cleobule,Canary Brimstone,"(Hübner, 1831) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.821+00:00,scina,Insecta
164615031,4535270,4788468,eurobutt-checklist:taxon:a67b911eae6e6d7e45bd258641522716,Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx maderensis,196469383,196469384,196469385,196469386,196469395,196469405,164615031,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469405,Gonepteryx,"Gonepteryx maderensis Felder, 1862",Gonepteryx maderensis,Madeira Brimstone,"Felder, 1862",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.823+00:00,scina,Insecta
164615032,1920709,4788379,eurobutt-checklist:taxon:87ee30526a6bc7fd8d2510982a3bae01,Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx cleopatra,196469383,196469384,196469385,196469386,196469395,196469405,164615032,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469405,Gonepteryx,"Gonepteryx cleopatra (Linnaeus, 1767)",Gonepteryx cleopatra,Cleopatra,"(Linnaeus, 1767) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.825+00:00,"disinv,scina",Insecta
164615034,1920395,2737032,eurobutt-checklist:taxon:6eb9e3d230e256aa8db93fb6300e7862,Animalia,Arthropoda,Lepidoptera,Pieridae,Colotis,Colotis evagore,196469383,196469384,196469385,196469386,196469395,196469400,164615034,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469400,Colotis,"Colotis evagore (Klug, 1829)",Colotis evagore,Desert Orange-tip,"(Klug, 1829) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.773+00:00,scina,Insecta
164615036,1920259,9097936,eurobutt-checklist:taxon:edee0ad7d8fcd9814152a8de342a61a6,Animalia,Arthropoda,Lepidoptera,Pieridae,Pontia,Pontia edusa,196469383,196469384,196469385,196469386,196469395,196469401,164615036,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469401,Pontia,"Pontia edusa (Fabricius, 1777)",Pontia edusa,Eastern Bath White,"(Fabricius, 1777) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.778+00:00,"disinv,scina",Insecta
164615037,1920247,9097855,eurobutt-checklist:taxon:cc5de81a1887382ca64e706d9365465e,Animalia,Arthropoda,Lepidoptera,Pieridae,Pontia,Pontia chloridice,196469383,196469384,196469385,196469386,196469395,196469401,164615037,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469401,Pontia,"Pontia chloridice (Hübner, 1813)",Pontia chloridice,Small Bath White,"(Hübner, 1813) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.779+00:00,"disinv,scina",Insecta
164615038,1920237,9097828,eurobutt-checklist:taxon:6f18b115bfc009704af82906abc43b77,Animalia,Arthropoda,Lepidoptera,Pieridae,Pontia,Pontia callidice,196469383,196469384,196469385,196469386,196469395,196469401,164615038,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469401,Pontia,"Pontia callidice (Hübner, 1800)",Pontia callidice,Peak White,"(Hübner, 1800) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.783+00:00,"disinv,scina",Insecta
164615039,1920258,9097890,eurobutt-checklist:taxon:41fe87fb17246df90582d7f805a53a76,Animalia,Arthropoda,Lepidoptera,Pieridae,Pontia,Pontia daplidice,196469383,196469384,196469385,196469386,196469395,196469401,164615039,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469401,Pontia,"Pontia daplidice (Linnaeus, 1758)",Pontia daplidice,Bath White,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.781+00:00,"disinv,scina",Insecta
164615041,1919706,747998,eurobutt-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Animalia,Arthropoda,Lepidoptera,Pieridae,Anthocharis,Anthocharis gruneri,196469383,196469384,196469385,196469386,196469395,196469402,164615041,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469402,Anthocharis,"Anthocharis gruneri Herrich-Schäffer, 1851",Anthocharis gruneri,Grüner's Orange-tip,"Herrich-Schäffer, 1851",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.790+00:00,"disinv,scina",Insecta
164615042,1919712,747799,eurobutt-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Animalia,Arthropoda,Lepidoptera,Pieridae,Anthocharis,Anthocharis cardamines,196469383,196469384,196469385,196469386,196469395,196469402,164615042,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469402,Anthocharis,"Anthocharis cardamines (Linnaeus, 1758)",Anthocharis cardamines,Orange-tip,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.788+00:00,"disinv,scina",Insecta
164615043,1919716,747893,eurobutt-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Animalia,Arthropoda,Lepidoptera,Pieridae,Anthocharis,Anthocharis damone,196469383,196469384,196469385,196469386,196469395,196469402,164615043,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469402,Anthocharis,"Anthocharis damone Boisduval, 1836",Anthocharis damone,Eastern Orange-tip,"Boisduval, 1836",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.794+00:00,"disinv,scina",Insecta
164615044,1919698,747951,eurobutt-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,Animalia,Arthropoda,Lepidoptera,Pieridae,Anthocharis,Anthocharis euphenoides,196469383,196469384,196469385,196469386,196469395,196469402,164615044,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469402,Anthocharis,"Anthocharis euphenoides Staudinger, 1869",Anthocharis euphenoides,Provence Orange-tip,"Staudinger, 1869",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.793+00:00,scina,Insecta
164615046,7981372,4199739,eurobutt-checklist:taxon:ed2537c0973cd9910a5d89986d25a307,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe crameri,196469383,196469384,196469385,196469386,196469395,196469398,164615046,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe crameri Butler, 1869",Euchloe crameri,Western Dappled White,"Butler, 1869",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.740+00:00,scina,Insecta
164615047,4535280,4199816,eurobutt-checklist:taxon:d82c96e22878d29d1310066eb1803ee9,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe eversi,196469383,196469384,196469385,196469386,196469395,196469398,164615047,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe eversi Stamm, 1963",Euchloe eversi,Tenerife Green-striped White,"Stamm, 1963",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.747+00:00,scina,Insecta
164615048,4535277,4199882,eurobutt-checklist:taxon:9e2fbd99e9eda7c0d3b268082b81440c,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe grancanariensis,196469383,196469384,196469385,196469386,196469395,196469398,164615048,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe grancanariensis Acosta, 2008",Euchloe grancanariensis,Gran Canaria Green-striped White,"Acosta, 2008",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.753+00:00,scina,Insecta
164615049,1919325,4199950,eurobutt-checklist:taxon:9320dc3d548a0af4361fff04dc2b2ec5,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe insularis,196469383,196469384,196469385,196469386,196469395,196469398,164615049,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe insularis (Staudinger, 1861)",Euchloe insularis,Corsican Dappled White,"(Staudinger, 1861) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.758+00:00,scina,Insecta
164615050,1919333,4199604,eurobutt-checklist:taxon:89be07f3bcc83528215f5b528b5594b9,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe belemia,196469383,196469384,196469385,196469386,196469395,196469398,164615050,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe belemia (Esper, 1800)",Euchloe belemia,Green-striped White,"(Esper, 1800) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.743+00:00,scina,Insecta
164615051,4535285,4199896,eurobutt-checklist:taxon:57df4e3d9d4935c2f68b2a0666e9b695,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe hesperidum,196469383,196469384,196469385,196469386,196469395,196469398,164615051,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe hesperidum Rothschild, 1913",Euchloe hesperidum,Fuerteventura Green-striped White,"Rothschild, 1913",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.749+00:00,scina,Insecta
164615052,4535288,4199592,eurobutt-checklist:taxon:513608c910b3ec0515b063872a687870,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe bazae,196469383,196469384,196469385,196469386,196469395,196469398,164615052,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe bazae Fabiano, 1993",Euchloe bazae,Spanish Greenish Black-tip,"Fabiano, 1993",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.751+00:00,scina,Insecta
164615053,1919330,4198128,eurobutt-checklist:taxon:523512c81d86d86fa6243282cc5eddee,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe simplonia,196469383,196469384,196469385,196469386,196469395,196469398,164615053,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe simplonia (Freyer, 1829)",Euchloe simplonia,Mountain Dappled White,"(Freyer, 1829) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.738+00:00,scina,Insecta
164615054,4535286,4199711,eurobutt-checklist:taxon:52ad116754c5b853089797fe98ae6b4f,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe charlonia,196469383,196469384,196469385,196469386,196469395,196469398,164615054,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe charlonia (Donzel, 1842)",Euchloe charlonia,Greenish Black-tip,"(Donzel, 1842) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.763+00:00,scina,Insecta
164615055,1919320,4199504,eurobutt-checklist:taxon:314ee63f9007024abd8cca41ec473a23,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe ausonia,196469383,196469384,196469385,196469386,196469395,196469398,164615055,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe ausonia (Hübner, 1804)",Euchloe ausonia,Eastern Dappled White,"(Hübner, 1804) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.745+00:00,"disinv,scina",Insecta
164615056,1919317,4198171,eurobutt-checklist:taxon:26a7444395dec1ef802daa6784fa802c,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe tagis,196469383,196469384,196469385,196469386,196469395,196469398,164615056,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe tagis (Hübner, 1804)",Euchloe tagis,Portuguese Dappled White,"(Hübner, 1804) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.761+00:00,scina,Insecta
164615057,4535289,4197977,eurobutt-checklist:taxon:1b1861e8c175987397db626bc5684de0,Animalia,Arthropoda,Lepidoptera,Pieridae,Euchloe,Euchloe penia,196469383,196469384,196469385,196469386,196469395,196469398,164615057,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469398,Euchloe,"Euchloe penia (Freyer, 1851)",Euchloe penia,Eastern Greenish Black-tip,"(Freyer, 1851) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.756+00:00,"disinv,scina",Insecta
164615059,5804895,6192174,eurobutt-checklist:taxon:f4937a9b4f345f1c179a6bfa364d9693,Animalia,Arthropoda,Lepidoptera,Pieridae,Leptidea,Leptidea juvernica,196469383,196469384,196469385,196469386,196469395,196469404,164615059,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469404,Leptidea,"Leptidea juvernica Williams, 1946",Leptidea juvernica,Cryptic Wood White,"Williams, 1946",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.812+00:00,"disinv,scina",Insecta
164615060,5137902,6192125,eurobutt-checklist:taxon:cfb3b047eeabcf4f265d4c4161e3cc36,Animalia,Arthropoda,Lepidoptera,Pieridae,Leptidea,Leptidea duponcheli,196469383,196469384,196469385,196469386,196469395,196469404,164615060,f9af6ffd-febc-4626-b2e8-809b1c60fa01,196469404,Leptidea,"Leptidea duponcheli (Staudinger, 1871)",Leptidea duponcheli,Eastern Wood White,"(Staudinger, 1871) ",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,,0,2023-08-24T10:32:37.154+00:00,2022-07-08T16:47:30.810+00:00,"disinv,scina",Insecta
