gbifID	occurrenceID	species	speciesKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	eventDate	year	month	countryCode	stateProvince	county	locality	basisOfRecord	individualCount	datasetName
5051536121	Natuurpunt:Waarnemingen:337353514	Faxonius limosus	8909595	51.21451	4.47754	5	2025-01-19T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	17	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5051535934	Natuurpunt:Waarnemingen:337033807	Faxonius limosus	8909595	51.24603	4.18792	3	2025-01-14T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5051535869	Natuurpunt:Waarnemingen:337353513	Faxonius limosus	8909595	51.2146	4.47399	10	2025-01-19T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	10	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5051535361	Natuurpunt:Waarnemingen:336641054	Faxonius limosus	8909595	51.21466	4.47352	7	2025-01-06T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	44	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5051535131	Natuurpunt:Waarnemingen:337033822	Faxonius limosus	8909595	51.24556	4.18602	3	2025-01-14T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5051534599	Natuurpunt:Waarnemingen:337033811	Procambarus acutus	2227289	51.24582	4.18731	3	2025-01-14T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010905842	Natuurpunt:Waarnemingen:336936700	Procambarus clarkii	2227300	51.21986	3.13151	5	2025-01-12T00:00:00Z	2025	1	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010905417	Natuurpunt:Waarnemingen:336648501	Faxonius limosus	8909595	51.24569	4.1868	3	2025-01-07T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010905230	Natuurpunt:Waarnemingen:336778245	Faxonius limosus	8909595	51.21458	4.47443	15	2025-01-09T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	2	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010905046	Natuurpunt:Waarnemingen:336933232	Faxonius limosus	8909595	51.21442	4.47446	15	2025-01-11T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	23	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904890	Natuurpunt:Waarnemingen:336659057	Faxonius limosus	8909595	51.21446	4.47442	10	2025-01-05T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	7	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904878	Natuurpunt:Waarnemingen:336648509	Faxonius limosus	8909595	51.24558	4.18606	999	2025-01-07T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904783	Natuurpunt:Waarnemingen:336933231	Faxonius limosus	8909595	51.21451	4.47437	10	2025-01-10T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	3	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904352	Natuurpunt:Waarnemingen:336659055	Faxonius limosus	8909595	51.21446	4.47442	10	2025-01-04T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	20	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904123	Natuurpunt:Waarnemingen:336683561	Faxonius limosus	8909595	51.21429	4.47714	15	2025-01-07T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	25	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010904110	Natuurpunt:Waarnemingen:336659054	Faxonius limosus	8909595	51.21446	4.47442	10	2025-01-03T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	15	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010903884	Natuurpunt:Waarnemingen:336683560	Faxonius limosus	8909595	51.21446	4.47442	10	2025-01-07T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	26	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5010903870	Natuurpunt:Waarnemingen:336659053	Faxonius limosus	8909595	51.21446	4.47442	10	2024-12-31T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	32	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003750335	Natuurpunt:Waarnemingen:336599183	Procambarus clarkii	2227300	51.19044	4.03742	3	2025-01-05T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003749920	Natuurpunt:Waarnemingen:336374910	Faxonius limosus	8909595	51.24582	4.18729	4	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003749788	Natuurpunt:Waarnemingen:336131289	Faxonius limosus	8909595	51.32721	4.85466	15	2024-12-30T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003749616	Natuurpunt:Waarnemingen:336376142	Faxonius limosus	8909595	51.24734	4.18961	7	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003749282	Natuurpunt:Waarnemingen:336375188	Faxonius limosus	8909595	51.2461	4.188	999	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003748974	Natuurpunt:Waarnemingen:336375664	Faxonius limosus	8909595	51.24688	4.18941	4	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003748923	Natuurpunt:Waarnemingen:336272758	Faxonius limosus	8909595	51.21466	4.47458	15	2025-01-01T00:00:00Z	2025	1	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	3	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003747792	Natuurpunt:Waarnemingen:336375471	Faxonius limosus	8909595	51.24641	4.18876	999	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003747487	Natuurpunt:Waarnemingen:336375317	Procambarus acutus	2227289	51.24639	4.18877	999	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
5003747486	Natuurpunt:Waarnemingen:336374859	Faxonius limosus	8909595	51.2457	4.18682	999	2025-01-02T00:00:00Z	2025	1	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642673	Natuurpunt:Waarnemingen:335913445	Faxonius limosus	8909595	51.21449	4.47499	10	2024-12-24T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	16	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642653	Natuurpunt:Waarnemingen:335857501	Faxonius limosus	8909595	51.24651	4.18892	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642650	Natuurpunt:Waarnemingen:335848934	Procambarus acutus	2227289	51.24577	4.18705	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642400	Natuurpunt:Waarnemingen:335905416	Procambarus clarkii	2227300	51.20333	3.0997	999	2024-10-04T00:00:00Z	2024	10	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	5	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642388	Natuurpunt:Waarnemingen:335886094	Faxonius limosus	8909595	51.42838	4.71219	30	2024-12-26T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642376	Natuurpunt:Waarnemingen:335858789	Faxonius limosus	8909595	51.24716	4.18953	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642275	Natuurpunt:Waarnemingen:335449215	Faxonius limosus	8909595	51.2146	4.47449	4	2024-12-18T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	18	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642217	Natuurpunt:Waarnemingen:336053573	Faxonius limosus	8909595	51.21463	4.47814	15	2024-12-29T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	16	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642134	Natuurpunt:Waarnemingen:335913443	Faxonius limosus	8909595	51.21452	4.47408	15	2024-12-26T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	10	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642110	Natuurpunt:Waarnemingen:335856258	Faxonius limosus	8909595	51.24652	4.18895	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642104	Natuurpunt:Waarnemingen:335847474	Faxonius limosus	8909595	51.24568	4.18656	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999642051	Natuurpunt:Waarnemingen:335763602	Procambarus clarkii	2227300	51.25215	3.20409	10	2024-12-24T00:00:00Z	2024	12	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641969	Natuurpunt:Waarnemingen:336053572	Faxonius limosus	8909595	51.21457	4.47487	15	2024-12-29T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	40	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641891	Natuurpunt:Waarnemingen:335913442	Faxonius limosus	8909595	51.21473	4.47762	27	2024-12-26T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	12	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641874	Natuurpunt:Waarnemingen:335859786	Faxonius limosus	8909595	51.24733	4.18961	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641647	Natuurpunt:Waarnemingen:335856922	Procambarus acutus	2227289	51.24654	4.18895	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641646	Natuurpunt:Waarnemingen:335852962	Procambarus acutus	2227289	51.24614	4.18818	999	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641376	Natuurpunt:Waarnemingen:335854329	Procambarus acutus	2227289	51.24611	4.1881	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641375	Natuurpunt:Waarnemingen:335849983	Procambarus acutus	2227289	51.24583	4.1873	999	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641156	Natuurpunt:Waarnemingen:335904575	Procambarus clarkii	2227300	51.20225	3.0972	15	2024-10-01T00:00:00Z	2024	10	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	13	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641134	Natuurpunt:Waarnemingen:335851998	Faxonius limosus	8909595	51.24595	4.1877	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641079	Natuurpunt:Waarnemingen:335741747	Faxonius limosus	8909595	51.0434	3.68939	7	2024-12-24T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999641048	Natuurpunt:Waarnemingen:335576886	Faxonius limosus	8909595	51.21456	4.47453	5	2024-12-20T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	21	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640910	Natuurpunt:Waarnemingen:335913439	Faxonius limosus	8909595	51.21445	4.4745	43	2024-12-26T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	38	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640900	Natuurpunt:Waarnemingen:335904303	Procambarus clarkii	2227300	51.20223	3.09794	15	2024-10-01T00:00:00Z	2024	10	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	13	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640644	Natuurpunt:Waarnemingen:335850771	Procambarus acutus	2227289	51.24589	4.18747	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640642	Natuurpunt:Waarnemingen:335849458	Procambarus acutus	2227289	51.24583	4.18729	4	2024-12-26T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640415	Natuurpunt:Waarnemingen:335913446	Faxonius limosus	8909595	51.21449	4.47499	10	2024-12-23T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	5	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640410	Natuurpunt:Waarnemingen:335905328	Procambarus clarkii	2227300	51.20333	3.0997	999	2024-10-04T00:00:00Z	2024	10	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	14	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4999640409	Natuurpunt:Waarnemingen:335905139	Procambarus clarkii	2227300	51.20353	3.09958	999	2024-10-02T00:00:00Z	2024	10	BE	West Flanders	NA	NA	HUMAN_OBSERVATION	5	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379894	Natuurpunt:Waarnemingen:335398565	Faxonius limosus	8909595	51.24701	4.18951	4	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379893	Natuurpunt:Waarnemingen:335397548	Faxonius limosus	8909595	51.24561	4.18633	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379838	Natuurpunt:Waarnemingen:334969418	Faxonius limosus	8909595	51.2147	4.47356	3	2024-12-08T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	22	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379664	Natuurpunt:Waarnemingen:335472327	Faxonius limosus	8909595	51.21492	4.47398	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379411	Natuurpunt:Waarnemingen:335472326	Faxonius limosus	8909595	51.21466	4.47472	5	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	2	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379293	Natuurpunt:Waarnemingen:335195108	Faxonius limosus	8909595	51.21485	4.47825	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	4	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379142	Natuurpunt:Waarnemingen:335472325	Faxonius limosus	8909595	51.21457	4.47434	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379089	Natuurpunt:Waarnemingen:335398373	Procambarus acutus	2227289	51.24663	4.18905	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379088	Natuurpunt:Waarnemingen:335398102	Procambarus acutus	2227289	51.24576	4.18706	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998379030	Natuurpunt:Waarnemingen:335195107	Faxonius limosus	8909595	51.21481	4.47795	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	3	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378877	Natuurpunt:Waarnemingen:335472324	Faxonius limosus	8909595	51.2146	4.47393	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378801	Natuurpunt:Waarnemingen:335367565	Faxonius limosus	8909595	51.21438	4.47462	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378771	Natuurpunt:Waarnemingen:335200190	Faxonius limosus	8909595	51.21492	4.47398	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378770	Natuurpunt:Waarnemingen:335195106	Faxonius limosus	8909595	51.21469	4.4778	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	3	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378530	Natuurpunt:Waarnemingen:335397679	Faxonius limosus	8909595	51.24566	4.18651	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378496	Natuurpunt:Waarnemingen:335367564	Faxonius limosus	8909595	51.21444	4.47734	6	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378457	Natuurpunt:Waarnemingen:335195105	Faxonius limosus	8909595	51.21462	4.47774	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	7	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998378187	Natuurpunt:Waarnemingen:335200189	Faxonius limosus	8909595	51.21466	4.47472	5	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	2	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377930	Natuurpunt:Waarnemingen:335398153	Procambarus acutus	2227289	51.24581	4.18727	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377912	Natuurpunt:Waarnemingen:335367562	Faxonius limosus	8909595	51.2154	4.47765	16	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377879	Natuurpunt:Waarnemingen:335200188	Faxonius limosus	8909595	51.21457	4.47434	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377878	Natuurpunt:Waarnemingen:335195103	Faxonius limosus	8909595	51.21451	4.47748	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	2	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377650	Natuurpunt:Waarnemingen:335398530	Faxonius limosus	8909595	51.24703	4.18947	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377649	Natuurpunt:Waarnemingen:335398071	Procambarus acutus	2227289	51.24566	4.18651	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377648	Natuurpunt:Waarnemingen:335397612	Faxonius limosus	8909595	51.24564	4.18637	999	2024-12-17T00:00:00Z	2024	12	BE	East Flanders	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377602	Natuurpunt:Waarnemingen:335200187	Faxonius limosus	8909595	51.2146	4.47393	3	2024-12-15T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998377601	Natuurpunt:Waarnemingen:335195102	Faxonius limosus	8909595	51.21455	4.47444	3	2024-12-14T00:00:00Z	2024	12	BE	Antwerp	NA	NA	HUMAN_OBSERVATION	1	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium
4998094316	{57D0BAC2-DC64-466C-8425-8FD2A1E516E5}	Procambarus clarkii	2227300	51.17994	4.0558	30	2024-12-04T13:32:06Z	2024	12	BE	NA	NA	NA	HUMAN_OBSERVATION	NA	RATO - Daily operations commissioned by the province East Flanders, Belgium
