gbifID	species	speciesKey	scientificName	occurrenceStatus	individualCount	latitude	longitude	coordinateUncertaintyInMeters	eventDate	issue	license
1701042956	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	20	51.19182	4.68151	3536	2010-08-01T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042870	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23777	4.61155	3536	2010-08-08T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042838	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.19283	4.60999	3536	2010-08-08T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042833	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.19283	4.60999	3536	2010-08-09T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042690	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	50	51.15064	4.39404	3536	2010-08-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042658	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.14788	4.60842	3536	2010-08-13T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042469	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	10	51.28271	4.61313	3536	2010-07-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042457	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	5	51.28271	4.61313	3536	2010-08-13T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042296	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.14788	4.60842	3536	2010-07-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701042041	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.28271	4.61313	3536	2010-06-25T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701041967	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.32954	4.47123	3536	2010-09-05T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701041901	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23676	4.68315	3536	2010-08-08T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701041131	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.19283	4.60999	3536	2010-09-06T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701040960	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.28548	4.39812	3536	2010-07-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701040520	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	100	51.19471	4.46693	3536	2010-08-31T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701040204	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23676	4.68315	3536	2010-07-11T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701040157	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23676	4.68315	3536	2010-07-11T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701040009	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	10	51.23571	4.75473	3536	2010-07-15T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039967	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23571	4.75473	3536	2010-08-03T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039896	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23571	4.75473	3536	2010-07-15T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039721	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23571	4.75473	3536	2010-08-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039694	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	2	51.23571	4.75473	3536	2010-08-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039635	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	3	51.23571	4.75473	3536	2010-08-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039620	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23571	4.75473	3536	2010-09-03T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039553	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	5	51.23571	4.75473	3536	2010-09-18T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039533	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.32954	4.47123	3536	2010-08-06T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039490	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	5	51.28065	4.75645	3536	2010-09-21T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039335	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.23873	4.53996	3536	2010-07-23T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039183	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.24215	4.25354	3536	2010-07-08T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701039158	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.28548	4.39812	3536	2010-06-27T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038823	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	30	51.10652	4.32129	3536	2010-08-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038604	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.10652	4.32129	3536	2010-08-07T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038576	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	20	51.10652	4.32129	3536	2010-08-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038519	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.10804	4.17848	3536	2010-08-12T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038462	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.19077	4.75303	3536	2010-07-18T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701038183	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	1	51.19077	4.75303	3536	2010-07-18T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701037941	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	30	51.33205	4.25599	3536	2010-09-09T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701037939	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	10	51.19641	4.32386	3536	2010-07-19T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
1701037830	Chorthippus biguttulus	1708251	Chorthippus biguttulus (Linnaeus, 1758)	PRESENT	20	51.33205	4.25599	3536	2010-07-20T00:00:00Z	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	CC0_1_0
